# _root_ `` We are still only half way through the turnaround of this company , and there are many more things to do , '' President Kume says .
#goldHeads=27,3,15,3,7,7,8,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
#predictedHeads=27,3,15,3,7,7,3,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
(3,17),(17,21),(17,27),-0.0325571 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,21),(17,28),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,21),(17,29),-0.0304017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,22),(17,23),-0.0626369 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,22),(17,24),-0.0482551 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,22),(17,27),-0.016151 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,22),(17,28),-0.0285491 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,22),(17,29),-0.0514638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,23),(17,24),-0.0321892 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,23),(17,27),0.0603759 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,23),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,23),(17,29),0.0642467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,24),(17,27),-0.0120519 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,24),(17,28),-0.042015 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,24),(17,29),-0.0882504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,27),(17,28),-0.0285491 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,27),(17,29),-0.045977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,28),(17,29),-0.0446859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,17),(17,16),0.146654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,15),0.0564007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,14),0.0852756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,13),0.166137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,12),0.106003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,11),-0.0486044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,10),0.174844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,8),-0.0444724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,7),0.176821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,6),0.123431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,5),0.0343942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,4),0.0611002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,3),0.0970215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,17),(17,17),(17,1),-0.126651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,17),(17,-1),-0.231683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,17),(17,16),(17,15),0.114139 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,14),0.0995028 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,13),0.121431 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,12),0.119082 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,11),0.111847 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,10),0.121431 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,8),0.112062 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,7),0.121431 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,6),0.116545 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,5),0.131372 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,4),0.13138 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,3),0.115025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,16),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,16),(17,-1),-0.0819132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,15),(17,14),0.00259431 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,13),0.0685243 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,12),0.378346 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,11),0.342783 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,10),0.0735434 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,8),0.249692 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,7),0.111397 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,6),0.319464 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,5),0.27151 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,4),0.319928 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,3),0.39181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,15),(17,1),0.104437 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,15),(17,-1),-0.164496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,14),(17,13),0.124932 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,12),0.115494 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,11),0.0694147 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,10),0.126258 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,8),0.0622754 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,7),0.126258 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,6),0.0833114 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,5),0.134926 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,4),0.140724 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,3),0.175635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,14),(17,1),-0.129686 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,14),(17,-1),-0.131346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,13),(17,12),0.157392 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,11),0.230709 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,10),0.106377 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,8),0.229579 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,7),0.10527 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,6),0.106256 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,5),0.117165 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,4),0.115842 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,3),0.110172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,13),(17,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,13),(17,-1),-0.146074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,12),(17,11),0.137433 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,10),0.114594 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,8),0.137957 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,7),0.114593 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,6),0.11885 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,5),0.121157 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,4),0.121739 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,3),0.115695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,12),(17,1),-0.125187 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,12),(17,-1),-0.0928375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,11),(17,10),0.114054 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,8),0.116442 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,7),0.113969 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,6),0.12874 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,5),0.204992 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,4),0.198159 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,3),0.110619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,11),(17,1),-0.125077 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,11),(17,-1),-0.116873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,10),(17,8),0.225187 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,10),(17,7),0.102853 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,10),(17,6),0.10626 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,10),(17,5),0.115121 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,10),(17,4),0.113797 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,10),(17,3),0.111123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,10),(17,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,10),(17,-1),-0.136295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,8),(17,7),0.115882 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,8),(17,6),0.130217 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,8),(17,5),0.20326 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,8),(17,4),0.196427 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,8),(17,3),0.110562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,8),(17,1),-0.125077 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,8),(17,-1),-0.0972503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,7),(17,6),0.106259 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,7),(17,5),0.115121 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,7),(17,4),0.113797 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,7),(17,3),0.110433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,7),(17,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,7),(17,-1),-0.132835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,6),(17,5),0.104991 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,6),(17,4),0.10523 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,6),(17,3),0.117724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,6),(17,1),-0.1249 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,6),(17,-1),-0.133225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,5),(17,4),0.111729 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,5),(17,3),0.105313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,5),(17,1),-0.124903 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,5),(17,-1),-0.0622148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,4),(17,3),0.107095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,4),(17,1),-0.124903 # DEPENDENCYPART_GRANDSIBL
(3,17),(17,4),(17,-1),-0.0733431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,17),(17,3),(17,1),-0.126321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,17),(17,3),(17,-1),-0.142186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,17),(17,1),(17,-1),-0.0822463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,22),(22,23),-0.127429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,24),-0.0359011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,25),0.0466984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,26),0.0359039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,27),-0.0783979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,28),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,29),0.076367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,22),(22,23),(22,24),-0.0282309 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,23),(22,25),-0.0760356 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,23),(22,26),-0.0754332 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,23),(22,27),0.0499572 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,23),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,23),(22,29),0.0680093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,24),(22,25),-0.0389149 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,24),(22,26),-0.0389065 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,24),(22,27),-0.013218 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,24),(22,28),-0.042015 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,24),(22,29),-0.0912446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,25),(22,26),0.00145087 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,25),(22,27),-0.0549216 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,25),(22,28),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,25),(22,29),-0.101713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,26),(22,27),-0.0574438 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,26),(22,28),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,26),(22,29),-0.110805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,27),(22,28),-0.0266347 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,27),(22,29),-0.0319261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,28),(22,29),-0.0546711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,22),(22,21),0.182039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,20),0.153294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,19),0.104183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,18),0.0612274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,17),0.0923101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,15),0.0667337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,14),0.101118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,13),0.143759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,8),-0.0395266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,7),0.154442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,22),(22,22),(22,-1),-0.214308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,22),(22,21),(22,20),0.206968 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,19),0.100123 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,18),0.0876108 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,17),0.127488 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,15),0.158443 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,14),0.0343582 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,13),0.216875 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,8),0.0788158 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,7),0.200714 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,21),(22,-1),-0.266997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,20),(22,19),0.11672 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,18),0.123971 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,17),0.107699 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,15),0.0659768 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,14),0.120375 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,13),0.105304 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,8),0.209921 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,7),0.104814 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,20),(22,-1),-0.139155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,19),(22,18),0.110066 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,17),0.110108 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,15),0.111459 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,14),0.131305 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,13),0.132348 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,8),0.0976104 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,7),0.132651 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,19),(22,-1),-0.152709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,18),(22,17),0.115087 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,18),(22,15),0.149236 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,18),(22,14),0.132516 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,18),(22,13),0.113994 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,18),(22,8),0.087449 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,18),(22,7),0.113976 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,18),(22,-1),-0.0766898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,17),(22,15),0.110065 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,17),(22,14),0.244315 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,17),(22,13),0.0920803 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,17),(22,8),0.131652 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,17),(22,7),0.0915479 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,17),(22,-1),-0.141082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,15),(22,14),0.00672923 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,15),(22,13),0.0698883 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,15),(22,8),0.246982 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,15),(22,7),0.112761 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,15),(22,-1),-0.162706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,14),(22,13),0.129224 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,14),(22,8),0.0590021 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,14),(22,7),0.13055 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,14),(22,-1),-0.12524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,13),(22,8),0.21483 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,13),(22,7),0.107231 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,13),(22,-1),-0.153207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,8),(22,7),0.120593 # DEPENDENCYPART_GRANDSIBL
(3,22),(22,8),(22,-1),-0.124153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,22),(22,7),(22,-1),-0.139968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,23),(23,23),(23,29),0.0136167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,23),(23,23),(23,-1),-0.0757592 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,24),(24,24),(24,29),-0.0613486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,24),(24,24),(24,-1),-0.142553 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,27),(27,27),(27,28),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,29),0.046223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,27),(27,28),(27,29),-0.0555125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,27),(27,27),(27,26),0.167535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,25),0.168167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,24),0.118287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,23),0.0953186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,22),0.112421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,21),0.178139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,20),0.167064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,19),0.105296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,18),0.0573374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,17),0.0944325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,15),0.0616743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,14),0.0953186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,13),0.157529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,10),0.166236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,8),-0.0488022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,7),0.168213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,5),0.039076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,4),0.0657821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,3),0.0944325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,27),(27,27),(27,1),-0.126725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,27),(27,27),(27,-1),-0.207616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,27),(27,26),(27,25),0.105783 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,24),0.117912 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,23),0.141504 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,22),0.108865 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,21),0.11579 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,20),0.105966 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,19),0.113365 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,18),0.115581 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,17),0.107805 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,15),0.0673752 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,14),0.141504 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,13),0.105349 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,10),0.105966 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,8),0.223415 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,7),0.10486 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,5),0.117205 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,4),0.115882 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,3),0.107805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,27),(27,26),(27,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,26),(27,-1),-0.156067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,27),(27,25),(27,24),0.117742 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,23),0.140628 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,22),0.108229 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,21),0.11579 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,20),0.105938 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,19),0.113365 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,18),0.115581 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,17),0.10717 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,15),0.0673752 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,14),0.140628 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,13),0.105321 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,10),0.105938 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,8),0.219139 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,7),0.104832 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,5),0.117205 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,4),0.115882 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,3),0.10717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,27),(27,25),(27,1),-0.125466 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,25),(27,-1),-0.150333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,27),(27,24),(27,23),0.152602 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,22),0.111948 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,21),0.117907 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,20),0.115713 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,19),0.116738 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,18),0.11149 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,17),0.112897 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,15),0.117294 # DEPENDENCYPART_GRANDSIBL
(3,27),(27,24),(27,14),0.152602 # DEPENDENCYPART_GRANDSIBL
