# _root_ Terms for the venture , which would be jointly owned by both companies , were n't disclosed .
#goldHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
#predictedHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
(9,15),(15,16),0.149923 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.0515175 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.303043 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.103692 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0482456 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.40687 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.159117 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0664348 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.0350652 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.18564 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.973563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),0.423576 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.269083 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.314097 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.0370385 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.21383 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.913961 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.185193 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.273131 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.51164 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0916737 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.0560211 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.130285 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.124542 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),-0.920438 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.340344 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.000366322 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.111864 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.0147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.340461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.468672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.239373 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.0766057 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.135293 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.149642 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.58083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.185395 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.156203 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.452089 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.289558 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.144508 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.478637 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.235729 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.106057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.45004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.569608 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0914504 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.364696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.331656 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0954034 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.162628 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.600606 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.940751 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.450669 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.977461 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.588737 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),0.15581 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.492422 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.543815 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.238054 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.665946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.693493 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0219541 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0359676 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.192673 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.152532 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.000525173 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.582385 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.846198 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0785501 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0119089 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.645807 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.41815 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.967115 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.583054 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),0.130147 # DEPENDENCYPART_GRANDPAR
(10,17),(17,11),0.586429 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0298135 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.219633 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0308884 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.54036 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.00646495 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.148714 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.000850666 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.118291 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.165661 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.09229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),0.364884 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0566616 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.645381 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.0546628 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.387139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0259475 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.314484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.284433 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.16127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.284943 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.367005 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0647094 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.65284 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.583589 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.38112 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.683224 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.179172 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.371954 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.465188 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.674106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.753895 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.46386 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.105609 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0629337 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.187467 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.719319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,1),-0.782435 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.366709 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.704957 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.550949 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.0493761 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.327042 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.420927 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.331579 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.408576 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.737578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.533112 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.815619 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.205015 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0157553 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.145513 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.198695 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.782688 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),1.06466 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.146606 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.252947 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0769304 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.981406 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.856852 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.956581 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.871268 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.500246 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.727665 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.710225 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.666714 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.746865 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.641457 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.949074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.319261 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0467203 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.134146 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0724185 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.26443 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.805114 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.164832 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0286874 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.129905 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.00318388 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.18462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.158885 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.466535 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.706679 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.208689 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.182019 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.127566 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.604645 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0455489 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.384947 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.35456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.31178 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.655628 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.445338 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.561941 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.630045 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.00565599 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.472771 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0620293 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.484303 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.23614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.18507 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.497425 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.319353 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.526014 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.475458 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.499553 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.6122 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.05686 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.09703 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.897257 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.149363 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.912062 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.697741 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.201505 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.66738 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.717616 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.19009 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.591549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.241841 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.314328 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.139858 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0344995 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.43947 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.548926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,17),0.14695 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0465169 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.03936 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.09202 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.894626 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.162787 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.700119 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.606225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.263511 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.241453 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.028616 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.0279589 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.10525 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0912448 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.129797 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0985156 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.37973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.311871 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.41644 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.688526 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.471619 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.42756 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.0248025 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.490721 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.431454 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),0.648184 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.360169 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.731079 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.434603 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),0.281761 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.978909 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-0.774189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,17),0.0491535 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.506338 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.346307 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.0813331 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0817686 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.253901 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),0.297733 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),0.457255 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.283283 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.542305 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.249721 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.438328 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.387871 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.50817 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.43538 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.661663 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.363926 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.739191 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.431935 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.290463 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),0.996357 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.774021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),0.029969 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),0.0493173 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.5063 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.322186 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),0.59393 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.136242 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.506362 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.382643 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),0.688898 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.344567 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.615023 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.506134 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.828403 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.956733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.123996 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.637381 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.307453 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.572313 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.501294 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.208226 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.276195 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.292483 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.467225 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.39561 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.310443 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.223316 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.77784 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.93955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.123819 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.116588 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.614397 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.266661 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.404799 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.499401 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.538597 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.465251 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.326809 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.827619 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.845501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),0.350222 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),0.653467 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.557356 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.253596 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.436179 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.359074 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.277438 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.235719 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.75337 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.956674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.132016 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.133713 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.628337 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.254512 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.41044 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.517746 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.356611 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.202819 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.826457 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.854961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.0480778 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.564842 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.875648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,9),0.386013 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.563121 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.400265 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.479089 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.988155 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.782059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0230096 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),0.0412792 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.426409 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.282716 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.227298 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.238838 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.233299 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),0.201017 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.528926 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.218459 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),0.0906374 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),0.149351 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.299554 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.269728 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.200779 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.169877 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.223943 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.39479 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.129121 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.358978 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.398141 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.260611 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.202058 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.102128 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.0962329 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.0955238 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.0841059 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.137058 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.0659541 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),-0.130688 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.418302 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.0150623 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.133739 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.184818 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0811887 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.12641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0354148 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.29279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.130391 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.921545 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.921616 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.911971 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.490821 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.637983 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.655414 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.650888 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.812703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0194869 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.304175 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.312087 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.179617 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.59877 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.0325614 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),0.017887 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.054598 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),0.0187995 # DEPENDENCYPART_GRANDPAR
