# _root_ `` The price of poker has gone up , '' crows Charles M. Neinas , the College Football Association 's executive director .
#goldHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
#predictedHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
(19,18),(19,13),-0.685421 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,12),-0.782268 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,5),-0.897837 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,-1),-1.08633 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,17),(19,16),-0.356194 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,15),-0.774981 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,14),-0.945147 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,13),-0.827299 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,12),-0.859208 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,5),-0.962446 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,-1),-0.863907 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,16),(19,15),-0.533577 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,14),-0.941808 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,13),-0.93244 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,12),-0.917198 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,5),-0.884944 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,-1),-0.14638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,15),(19,14),-0.67418 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,13),-0.829218 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,12),-0.759785 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,5),-0.801638 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,-1),-1.32076 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,14),(19,13),-0.472381 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,12),-0.607147 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,5),-0.975795 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,-1),-0.987229 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,13),(19,12),-0.247422 # DEPENDENCYPART_NEXTSIBL
(19,13),(19,5),-1.07068 # DEPENDENCYPART_NEXTSIBL
(19,13),(19,-1),-1.02295 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,12),(19,5),-1.22507 # DEPENDENCYPART_NEXTSIBL
(19,12),(19,-1),-1.23816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,5),(19,-1),-0.584311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,23),-0.826208 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),-0.278394 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,23),(20,24),-1.35187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,-1),-0.351904 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,22),-0.638127 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.66971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.375753 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.373447 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.599532 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-1.26132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-1.24312 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-0.396745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-0.110722 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,17),-0.157154 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,16),-0.776671 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.454161 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.589253 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,18),-0.818134 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,17),-0.845595 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,16),-1.02697 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-1.09786 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,18),-0.980262 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,17),-1.03352 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,16),-1.07011 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.119964 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,17),-0.146547 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,16),-0.572017 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-1.01998 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,17),(21,16),-0.397358 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,-1),-0.797555 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,16),(21,-1),-0.236438 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.670084 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.412477 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-1.26232 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.221246 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-1.24314 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),-0.459856 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,18),-0.173833 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.220265 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,16),-0.750251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,15),-0.894092 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,14),-0.218123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,13),-0.217408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,12),-0.367486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,5),-0.331881 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,3),-0.39716 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.496564 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.665105 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.672883 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,18),-0.915237 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-0.938478 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,16),-0.98342 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,15),-1.33249 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,14),-1.07959 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,13),-0.908673 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,12),-0.918916 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,5),-0.983202 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,3),-1.12037 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.921968 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.607198 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,18),-0.836079 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-0.863539 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,16),-1.01812 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,15),-1.18712 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,14),-1.02849 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,13),-1.01473 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,12),-0.988354 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,5),-1.00386 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,3),-0.948099 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-1.09789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,18),-1.01726 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,17),-1.07052 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,16),-1.08133 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,15),-0.826586 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,14),-1.23221 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,13),-1.33028 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,12),-1.29908 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,5),-1.21355 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,3),-1.30896 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-0.172862 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,18),(22,17),-0.183544 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,16),-0.583236 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,15),-0.80871 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,14),-0.899354 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,13),-0.688758 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,12),-0.785604 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,5),-0.901173 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,3),-1.02638 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,-1),-1.07287 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,16),-0.408577 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,15),-0.788522 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,14),-0.948483 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,13),-0.830636 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,12),-0.862544 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,5),-0.965782 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,3),-1.13808 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-0.850453 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,15),-0.564758 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,14),-0.966595 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,13),-0.957227 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,12),-0.941985 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,5),-0.90973 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,3),-0.828978 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.201405 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,14),-0.692761 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,13),-0.8478 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,12),-0.778366 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,5),-0.82022 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,3),-0.929369 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,-1),-1.3296 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,14),(22,13),-0.475718 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,12),-0.610483 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,5),-0.979131 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,3),-1.04071 # DEPENDENCYPART_NEXTSIBL
(22,14),(22,-1),-0.973776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,13),(22,12),-0.250758 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,5),-1.07402 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,3),-1.20442 # DEPENDENCYPART_NEXTSIBL
(22,13),(22,-1),-1.0095 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,12),(22,5),-1.22841 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,3),-1.36244 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,-1),-1.22471 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,5),(22,3),-1.14049 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,-1),-0.570857 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,3),(22,-1),-0.589216 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.458542 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,22),-0.733541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.0458803 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,-1),-0.884323 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(3,1),0.801436 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0258513 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0986689 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0372187 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.635933 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.269704 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.285474 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.347528 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.346151 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0787918 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.543623 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0889508 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.298307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.10183 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.980396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0875184 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0589236 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.332957 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.431499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.254163 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.229533 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.258204 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0472961 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0631493 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.375832 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.178275 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),2.18634 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.942481 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0587144 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.420844 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.435293 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.538458 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.241241 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.289812 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0823395 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0210862 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.36261 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.146667 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.102638 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),2.08038 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.942585 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0580759 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.420704 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.434656 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.539325 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.121785 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0108704 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.506357 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.371772 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.166894 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.313379 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.373999 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.153458 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.136225 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.367307 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.461182 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.28807 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.114027 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),2.08164 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.428708 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.07217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.106321 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0920073 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0100047 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0970951 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0605123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0132524 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.138325 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.211372 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.32234 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.450021 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.144396 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0607143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.124188 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0630024 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0530773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0610059 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.214844 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.221038 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.518334 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.0929845 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.568721 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.632924 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.128037 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.144902 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.238721 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.0726444 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.243814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.360342 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.156795 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.64905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.617667 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.385949 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.380692 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0460014 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.61638 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.421672 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0650855 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.0411015 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.401641 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.250342 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.522411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.479238 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.346554 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.314003 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.037241 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.569902 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.294573 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.000256705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.480284 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.252031 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.602314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.317503 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.358228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.283805 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0669995 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.488552 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.326114 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0267546 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.170654 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),0.40465 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.775684 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.47747 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.629301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.349594 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.330015 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.372315 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0504282 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.499178 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.349462 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0591258 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.154631 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.415275 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.342359 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.806894 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.481154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.449956 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.488141 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.484215 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.512439 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.289587 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.00692688 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.203702 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0958714 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.47747 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.627999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.350358 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.331317 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.373956 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.317058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0263669 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.35302 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.102294 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.0580192 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0847698 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.143166 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.408058 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.234127 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.190928 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.297619 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.124693 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.330895 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.806205 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.522411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,9),0.475624 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.022867 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.149942 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.486 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.257157 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.215989 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.251178 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-1.12906 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.136539 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.331434 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.654879 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.492192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,5),0.465707 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),0.00735243 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.119723 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.193061 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),0.400522 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),0.37737 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.27271 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.246743 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),0.204308 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.432965 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.143496 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.63893 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.542335 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.08814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.398225 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.443281 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.437931 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.154704 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.147767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.13075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.300056 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0964091 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.4622 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.499306 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.586356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.501477 # DEPENDENCYPART_GRANDPAR
