# _root_ `` We went to six companies over two days pitching the prospect , '' says Tim Parker , a Santa Fe exploration manager .
#goldHeads=3,3,15,3,6,4,3,9,7,3,12,10,3,3,0,17,15,17,23,23,23,23,17,15,
#predictedHeads=15,3,15,3,6,4,3,9,7,3,12,10,15,15,0,17,15,17,23,23,23,23,17,15,
(4,10),(10,10),(10,3),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,-1),-0.152053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,9),(10,7),0.112391 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,6),0.108596 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,9),(10,-1),-0.15644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,7),(10,6),0.109182 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,7),(10,-1),-0.141761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,6),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,6),(10,-1),-0.157123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,3),(10,-1),-0.135196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,13),-0.0425589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,14),-0.0162718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,15),0.00697168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,17),-0.114511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,18),-0.0425589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,23),-0.114524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,24),-0.0237383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,25),0.180114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,13),(12,14),-0.0111529 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,15),-0.0279872 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,17),-0.0139651 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,18),-0.0228791 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,23),-0.0139799 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,13),(12,25),-0.0438869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,14),(12,15),-0.0169962 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,17),-0.0106558 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,18),-0.0199794 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,23),-0.0106558 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,14),(12,25),-0.0267982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,15),(12,17),-0.021096 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,18),-0.0153466 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,23),-0.021096 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,24),-0.0194935 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,15),(12,25),-0.00960758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,17),(12,18),-0.00478958 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,23),-0.0178445 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,24),-0.0213453 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,17),(12,25),-0.058019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,18),(12,23),-0.0139799 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,18),(12,25),-0.0438869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,23),(12,24),-0.0213453 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,23),(12,25),-0.0580465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,24),(12,25),-0.0263237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,12),(12,11),0.154357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,10),0.0766112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,9),0.0781665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,8),0.0665775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,7),0.134111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,5),0.0712737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,12),(12,12),(12,-1),-0.26009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,12),(12,11),(12,10),0.108082 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,9),0.106323 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,8),0.108721 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,7),0.11657 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,5),0.108721 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,11),(12,-1),-0.138197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,10),(12,9),0.103627 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,8),0.108687 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,5),0.108687 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,10),(12,-1),-0.171894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,9),(12,8),0.109648 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,7),0.108906 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,5),0.108703 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,9),(12,-1),-0.0928906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,8),(12,7),0.106114 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,5),0.0965058 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,8),(12,-1),-0.162936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,7),(12,5),0.108799 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,7),(12,-1),-0.130844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,5),(12,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,12),(12,5),(12,-1),-0.160839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,12),(12,1),(12,-1),-0.149315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,13),(13,13),(13,25),-0.0163572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,13),(13,13),(13,-1),-0.141837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,4),(4,5),-0.144972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,6),-0.151931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,7),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.144972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,9),-0.152428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,12),-0.151931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,25),-0.195445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,5),(4,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,5),(4,25),-0.15546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,25),-0.152463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,7),(4,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,7),(4,25),-0.144709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,8),(4,25),-0.15546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,9),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,9),(4,25),-0.15296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,10),(4,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,10),(4,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,12),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,12),(4,25),-0.152463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,13),(4,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,-1),-0.0702947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,7),(7,8),0.00129973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),0.0306024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0412004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,12),0.0310174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,14),-0.0194406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,15),-0.0416546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,17),0.0310174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,25),-0.0945339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.020356 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,12),-0.020356 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,15),-0.0194413 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,17),-0.020356 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,25),0.00117432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.0194797 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,12),-0.0225165 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,14),-0.0194598 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,15),-0.0194797 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,17),-0.0225165 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,25),0.0201581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,12),-0.0194452 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,17),-0.0194452 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,10),(7,25),-0.0426909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,12),(7,14),-0.0194598 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,15),-0.0194797 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,17),-0.0225165 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,12),(7,25),0.0205731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,14),(7,15),-0.0194539 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,17),-0.0194969 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,14),(7,25),-0.019458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,15),(7,17),-0.0194452 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,15),(7,25),-0.0431451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,17),(7,25),0.0205731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.110592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,5),0.0962695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),-0.205434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,6),(7,-1),-0.144172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,5),(7,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,5),(7,-1),-0.155237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,4),(7,-1),-0.144705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,10),-0.0061864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,12),-0.0280065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,17),-0.0280065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,25),0.0413756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,10),(8,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,25),-0.00681553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,12),(8,17),-0.0194572 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,12),(8,25),-0.0316339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,17),(8,25),-0.0316339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.10769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.102751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.158046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.147187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,-1),-0.150738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,10),(10,11),-0.0205372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),-0.0178878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),-0.021454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),-0.0194419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,15),-0.00741771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,17),-0.0178878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,18),-0.021454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,23),-0.0178878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,24),-0.0199301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,25),-0.00399894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.0199896 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,17),-0.0199896 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,23),-0.0199896 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,25),-0.0204284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),-0.0220671 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,15),-0.0191088 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,17),-0.0201269 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,18),-0.0220671 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,23),-0.0201269 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,24),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,25),-0.0370762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,14),-0.0200314 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,15),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,17),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,23),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,25),-0.0208386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,14),(10,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,17),-0.0197794 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,23),-0.0197794 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,25),-0.0195871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,15),(10,17),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,18),-0.0209986 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,23),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,24),-0.0212773 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,25),-0.00661906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,17),(10,18),-0.0220671 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,23),-0.0201269 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,24),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,17),(10,25),-0.0370762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,18),(10,23),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,25),-0.0208386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,23),(10,24),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,23),(10,25),-0.0370762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,24),(10,25),-0.0230449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,9),0.105342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,7),0.107383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,6),0.105318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,3),-0.145129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.209166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,9),(10,7),0.105851 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,6),0.109514 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,-1),-0.148789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,6),0.109529 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,-1),-0.155234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,-1),-0.14879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,3),(10,-1),-0.145349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,25),-0.179719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,1),(1,-1),-0.0580826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,4),0.167274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.0598289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,6),-0.193487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,7),-0.173001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,8),-0.146532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,9),-0.193527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,10),-0.190028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,12),-0.193487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,13),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,15),-0.190242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,18),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,23),-0.193487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,25),0.00891667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,4),(3,5),0.105798 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,6),-0.144744 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,7),-0.145713 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,9),-0.144744 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,10),-0.144903 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,12),-0.144744 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,13),-0.144879 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,15),-0.144903 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,18),-0.144879 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,23),-0.144744 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,25),-0.10951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,6),-0.14471 # DEPENDENCYPART_GRANDSIBL
