# _root_ The opening credits are being redone , Mr. Nelson said , `` to make Teddy 's situation clear to viewers who have not been with us since the beginning .
#goldHeads=3,3,4,0,4,5,10,9,10,6,10,6,14,6,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
#predictedHeads=3,3,4,0,4,5,10,9,10,4,10,10,14,10,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
(5,9),(9,9),(9,15),0.0156831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,17),0.0075339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,20),0.00581484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,31),0.0397431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0714394 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.0533258 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0124252 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.0622864 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,17),-0.0622864 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,20),-0.0622864 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,31),-0.070829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.0538944 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.0266003 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0903739 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,17),-0.0904388 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,20),-0.0903709 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,31),-0.0315123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,14),-0.0436042 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0130429 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,17),-0.0130429 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,20),-0.0130429 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,31),-0.0890831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0597862 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,17),-0.0597862 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,20),-0.0597862 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,31),-0.0662477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,17),-0.0438485 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,20),-0.0430624 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,31),-0.012297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,17),(9,20),-0.0438436 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,31),-0.0218571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,20),(9,31),-0.0211395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.0328228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.0389007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.0426025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.170254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,3),-0.00686827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.00686849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,1),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.161867 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.159335 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.117087 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.126498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,8),(9,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,1),-0.120568 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.125906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.202254 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.131388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,3),-0.14225 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.14225 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,1),-0.125371 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.124228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.126501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,1),-0.120568 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.109937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,3),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,1),-0.130329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.0881389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,3),(9,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,1),-0.120568 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.109937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,1),-0.120568 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,2),(9,-1),-0.110298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,1),(9,-1),-0.210229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),-0.125882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),-0.0572182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),0.0694959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),-0.0408803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,18),-0.0526118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,19),0.0694959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,22),-0.0604025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,23),-0.0683262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,24),-0.0445806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,30),-0.0716096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,31),0.0327953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.0146905 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0219691 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,14),0.0349287 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,18),-0.0383261 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,19),-0.0219691 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,22),0.0316833 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,23),-0.0959628 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,24),0.0347726 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,31),0.138138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),-0.0331561 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,14),-0.0409616 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,18),-0.0477806 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,19),-0.0331561 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,22),-0.0411912 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,23),-0.013711 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,24),-0.0409678 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,30),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,31),-0.0857216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,14),-0.0356167 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,18),-0.0400968 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,19),-0.0552557 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,22),-0.0325091 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,23),-0.0538091 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,24),-0.0319946 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,30),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,31),-0.0201825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,14),(10,18),-0.0454572 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,19),-0.0517361 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,22),-0.00351476 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,23),-0.0464192 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,24),-0.010635 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,30),-0.0238556 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,31),-0.0552731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,18),(10,19),-0.0485456 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,22),-0.0575449 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,23),-0.0326455 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,24),-0.0601283 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,30),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,31),-0.0474385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,19),(10,22),-0.0325091 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,23),-0.0538091 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,24),-0.0319946 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,30),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,31),-0.0201825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,22),(10,23),-0.0466704 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,24),-0.00829544 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,30),-0.0281205 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,31),-0.0499211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,23),(10,24),-0.0180632 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,23),(10,30),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,23),(10,31),-0.0410783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,24),(10,30),-0.0247482 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,24),(10,31),-0.0449348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,30),(10,31),-0.0566612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,9),0.158137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,8),0.156844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,7),0.106425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,6),0.158137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,5),0.101756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,10),(10,4),-0.0974629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,3),-0.178208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,2),-0.178216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.218755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,9),(10,8),0.113158 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,7),0.132773 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,6),0.113241 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,5),0.11127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,9),(10,4),-0.123913 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,-1),-0.147902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,8),(10,7),0.132773 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,6),0.11324 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,5),0.11127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,8),(10,4),-0.123913 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,-1),-0.149866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,6),0.133825 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,5),0.158141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,4),-0.150371 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,3),-0.126165 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,2),-0.126165 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,-1),-0.0712629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,5),0.11127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,4),-0.123913 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,3),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,-1),-0.147902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,5),(10,4),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,3),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,2),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,-1),-0.132109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,4),(10,3),-0.125469 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,2),-0.125469 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,-1),-0.136582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,3),(10,2),-0.128004 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,3),(10,-1),-0.147902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,2),(10,-1),-0.148323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,31),0.00831571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,11),(11,-1),-0.0796929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,12),(12,13),-0.049632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,31),-0.0143919 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,31),-0.0352001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,-1),-0.0927363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,13),(13,14),-0.0625087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,15),0.0532984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,17),0.0529703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,19),-0.0513055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,20),0.0533023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,23),-0.082094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,31),-0.15803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,14),(13,15),-0.0487198 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,17),-0.04872 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,19),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,20),-0.0487198 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,23),-0.0420013 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,31),-0.0807796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,15),(13,17),-0.0679622 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,19),-0.0288948 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,20),-0.0679622 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,23),-0.0471488 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,31),0.00893408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,17),(13,19),-0.0288948 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,20),-0.0679622 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,23),-0.0471488 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,17),(13,31),0.00828815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,19),(13,20),-0.0431869 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,23),-0.0423399 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,31),-0.0253447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,20),(13,23),-0.0471488 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,31),0.00893792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,23),(13,31),-0.08641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,11),0.118089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,-1),0.134441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,11),(13,-1),-0.132008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,15),0.00600325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,17),-0.000395079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,18),-0.0368221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,19),0.0739085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,20),0.00544244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,22),-0.0691761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,23),-0.0830787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,24),-0.0533541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,25),-0.0684427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,27),-0.0619002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,30),-0.0705264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,31),0.050892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,15),(14,17),-0.00254081 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,18),-0.0239955 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,19),-0.0463104 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,20),-0.00254081 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,22),-0.0844249 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,23),-0.0674431 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,24),-0.0858931 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,25),-0.029711 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,27),-0.00417709 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,30),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,31),-0.0789843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,17),(14,18),-0.0239955 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,19),-0.0463104 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,20),-0.00254 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,22),-0.0873445 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,23),-0.065651 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,24),-0.0888126 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,25),-0.0361102 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,27),-0.0105762 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,30),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,31),-0.079225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,18),(14,19),-0.0496907 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,20),-0.0692259 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,22),-0.0586131 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,23),-0.0328755 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,24),-0.0611964 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,25),-0.0221514 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,27),-0.0147719 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,30),-0.0363898 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,31),-0.0374738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,19),(14,20),-0.0492054 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,22),-0.0326449 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,23),-0.0523103 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,24),-0.0321304 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,25),-0.0211342 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,27),-0.0193141 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,30),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,31),-0.0186134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,20),(14,22),-0.0848207 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,23),-0.0674431 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,24),-0.0862888 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,25),-0.0297113 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,27),-0.00417738 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,30),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,31),-0.0789942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,22),(14,23),-0.0466633 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,24),-0.00606029 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,25),-0.0316674 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,27),-0.0325813 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,30),-0.0281055 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,22),(14,31),-0.0678582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,23),(14,24),-0.0205357 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,25),-0.0944496 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,27),-0.0907431 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,30),-0.0443176 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,23),(14,31),-0.0388487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,24),(14,25),-0.0331146 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,24),(14,27),-0.0340286 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,24),(14,30),-0.0247332 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,24),(14,31),-0.0628719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,25),(14,27),-0.0752222 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,25),(14,30),-0.0501949 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,25),(14,31),-0.02748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,27),(14,30),-0.0501756 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,27),(14,31),0.0258845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,30),(14,31),-0.0554139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,13),0.214128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,12),0.101182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,11),0.084558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,10),0.110119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
