# _root_ Mr. Peters claims he reminded Mr. Ross that Robert Daly and Terry Semel , the top executives of the Warner Brothers studio , had `` repeatedly agreed that we had every right to accept '' an offer such as Sony 's .
#goldHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,11,17,17,11,17,22,22,22,18,11,5,24,24,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
#predictedHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,13,17,17,13,17,22,22,22,18,13,5,27,27,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
(7,22),(7,24),-0.820321 # DEPENDENCYPART_NEXTSIBL
(7,22),(7,43),-0.299675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,23),(7,24),-0.0381379 # DEPENDENCYPART_NEXTSIBL
(7,23),(7,43),-0.661239 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,24),(7,43),0.0523074 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.0565768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.557049 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.354632 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.155502 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.561231 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.491285 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-1.27929 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-1.17471 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.410835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,2),-0.764856 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-0.692492 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-0.999469 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-0.0969053 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-0.439539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.13993 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.638592 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.470911 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.153693 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.735986 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.605726 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,43),-0.31031 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-1.51757 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-1.55641 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-1.81478 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-1.82364 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,43),-0.87274 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-1.43783 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,12),-1.51637 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-1.71353 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,43),-0.642173 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-1.29174 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,13),-1.34572 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,43),-0.835606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-1.40445 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,43),-1.0267 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,43),-1.11842 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,-1),-0.324459 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,9),(9,10),-0.343884 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.478679 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),-0.401631 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,43),-0.471134 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,13),-1.3788 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-1.35676 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,43),-0.446086 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,17),-1.03395 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,43),-0.922312 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,17),(9,43),-0.943626 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.824975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.545627 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,-1),-0.404346 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,12),-0.602983 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-0.472719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),-0.39567 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,43),-0.48024 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,12),(10,13),-1.06561 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,17),-1.26632 # DEPENDENCYPART_NEXTSIBL
(10,12),(10,43),-0.826911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,17),-1.02984 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,43),-0.918621 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,43),-0.939935 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.266806 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.824975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.408624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),-0.0607667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-0.554898 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.554503 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.96482 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-0.979068 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.570166 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.610031 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.817609 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.404346 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.759196 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-0.601375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,-1),-0.415062 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-0.480098 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.353615 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.717018 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-1.28667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,16),-0.645262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.2637 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),-0.358954 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,22),-0.137168 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,23),-1.28947 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),0.0395034 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-0.460277 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,30),-0.0465159 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,35),-0.955996 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,42),-1.1768 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,43),-0.755512 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-1.0306 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-0.953304 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-1.19059 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,16),-1.08244 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-1.2267 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-0.755968 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,22),-1.32439 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,23),-0.741117 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-0.774878 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-1.20108 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,30),-0.826225 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,35),-1.43381 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,42),-1.3457 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,43),-0.75299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-0.621579 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,15),-0.926944 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,16),-0.859134 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.991723 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-0.546841 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,22),-1.11181 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,23),-0.280808 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-0.58407 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,25),-0.973317 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,30),-0.588111 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,35),-1.14255 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,42),-0.958514 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,43),-0.848479 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,15),-0.388841 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,16),-0.0779458 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,17),-0.179919 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,18),-0.54141 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,22),0.152277 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,23),-1.46665 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,24),-0.465583 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,25),-0.757313 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,30),-0.69884 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,35),-1.57476 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,42),-1.45051 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,43),-1.23164 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,16),-0.692698 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,17),-0.737059 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,18),-0.777371 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,22),-0.842274 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,23),-0.90658 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,24),-0.702723 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,25),-0.923052 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,30),-0.851566 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,35),-1.01199 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,42),-1.22224 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,43),-0.714284 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,16),(11,17),-0.917972 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,18),-1.01324 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,22),-1.25616 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,23),-0.735554 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,24),-0.647451 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,25),-1.19439 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,30),-0.715812 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,35),-1.10954 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,42),-1.31083 # DEPENDENCYPART_NEXTSIBL
(11,16),(11,43),-1.02202 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,18),-0.225484 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,22),-0.754828 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,23),-0.110113 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,24),-0.444793 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,25),-0.82548 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,30),-0.412492 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,35),-0.997375 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,42),-0.927174 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,43),-0.85803 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,22),-0.56024 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,23),-0.368374 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,24),-0.517178 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,25),-0.718526 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,30),-0.704049 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,35),-1.09726 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,42),-0.725764 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,43),-0.476667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,22),(11,23),-0.214602 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,24),-0.679336 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,25),-0.94722 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,30),-0.671545 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,35),-0.975561 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,42),-0.807581 # DEPENDENCYPART_NEXTSIBL
(11,22),(11,43),-0.237594 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,23),(11,24),-0.0614045 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,25),-0.570022 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,30),-0.416353 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,35),-1.19471 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,42),-1.24499 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,43),-0.703291 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,25),-0.52339 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,30),-0.413944 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,35),-0.428077 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,42),0.59499 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,43),0.213295 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,25),(11,30),-0.332656 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,35),-1.03341 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,42),-1.3698 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,43),-1.39057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,30),(11,35),-0.534025 # DEPENDENCYPART_NEXTSIBL
(11,30),(11,42),0.585277 # DEPENDENCYPART_NEXTSIBL
(11,30),(11,43),0.257261 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,35),(11,42),-1.35248 # DEPENDENCYPART_NEXTSIBL
(11,35),(11,43),-1.65539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,42),(11,43),-2.54953 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.368644 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.467588 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.930269 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),-0.563067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.405428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,5),0.0764704 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-0.551001 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,3),0.233081 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.518431 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,1),-0.504353 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-1.1517 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.741037 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.794368 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-1.13731 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-1.24013 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,5),-0.809631 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,4),-0.907051 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,3),-1.00114 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-1.20291 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,1),-1.21665 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.502519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.734876 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-1.27445 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,6),-1.3368 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,5),-0.930194 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,4),-0.92178 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,3),-1.22953 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.4736 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,1),-1.39398 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.689797 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.698811 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,6),-0.967832 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,5),-0.936729 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,4),-1.02965 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,3),-1.01103 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-1.19848 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,1),-1.15619 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.207224 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,6),-1.09489 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,5),-0.946169 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,4),-0.913878 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,3),-1.17586 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,2),-1.40295 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,1),-1.52888 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,-1),-0.685809 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,6),(11,5),-0.695977 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,4),-0.836055 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,3),-1.2525 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,2),-1.59707 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,1),-1.52524 # DEPENDENCYPART_NEXTSIBL
(11,6),(11,-1),-0.70046 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,5),(11,4),-0.395366 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,3),-1.2444 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,2),-0.775301 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,1),-0.744927 # DEPENDENCYPART_NEXTSIBL
(11,5),(11,-1),-0.979182 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,4),(11,3),-0.525309 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,2),-0.624724 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,1),-0.791678 # DEPENDENCYPART_NEXTSIBL
(11,4),(11,-1),-0.291128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,3),(11,2),-0.284601 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,1),-0.498297 # DEPENDENCYPART_NEXTSIBL
(11,3),(11,-1),-0.70237 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,2),(11,1),-0.439811 # DEPENDENCYPART_NEXTSIBL
(11,2),(11,-1),-0.533752 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,1),(11,-1),-0.429554 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-0.472727 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-0.395678 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,43),-0.480233 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,17),-1.02984 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,43),-0.918624 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,43),-0.939938 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,-1),-0.552774 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,14),-0.590617 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.788491 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.395674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.116626 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.388312 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-0.263014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-1.16307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-0.0513685 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,25),-0.584176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,30),-0.137388 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,40),-0.218424 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,42),-1.04544 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,43),-0.480048 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,16),-0.0252794 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),0.0644988 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.374905 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-0.171976 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),0.398046 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-1.37146 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-0.448611 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,25),-0.645661 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,30),-0.681869 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,40),-0.394112 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,42),-1.35036 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,43),-1.19591 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-1.00632 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-1.02688 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-1.13656 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-1.34303 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-0.650251 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.737731 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,25),-1.22924 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,30),-0.806092 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,40),-1.58683 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,42),-1.25281 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,43),-0.998619 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.345163 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.775905 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.796085 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),0.0649434 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.590738 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,25),-0.844094 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,30),-0.558437 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,40),-1.10533 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,42),-0.800301 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,43),-0.939939 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,20),-0.548648 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-0.549383 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-0.297078 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.489474 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,25),-0.695526 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,30),-0.676344 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,40),-0.637951 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,42),-0.646228 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,43),-0.37554 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,22),-1.21774 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,23),-0.709034 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,24),-1.14689 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,25),-1.33682 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,30),-1.12639 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,40),-1.6118 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,42),-1.15765 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,43),-0.910125 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,23),-0.0420331 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,24),-0.823858 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,25),-0.964356 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,30),-0.816066 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,40),-1.23492 # DEPENDENCYPART_NEXTSIBL
