# _root_ So any bearish indicator , such as Friday 's precipitous drop in the stock market , sends shivers through the oil markets as well .
#goldHeads=17,4,4,17,4,7,4,11,8,11,7,11,15,15,12,4,0,17,17,22,22,19,17,23,17,
#predictedHeads=17,4,4,1,17,7,4,11,8,11,7,11,15,15,12,17,0,17,17,22,22,19,17,23,17,
(7,11),(11,9),0.370049 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.181355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0664537 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.164773 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.201423 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0688454 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.164551 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.579754 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.501269 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.95076 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.82827 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.270557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.0110585 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-1.71903 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.50696 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.456027 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0156112 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.304828 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.49679 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.701183 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.819132 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.882422 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-2.08646 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.56851 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.09256 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.993123 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0843487 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.562606 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.398163 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-1.12916 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.429623 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.117757 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.144011 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.640589 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.666058 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.889104 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.25001 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.0446389 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.974835 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.15871 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-1.39149 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.960955 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.966318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.995102 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.0809433 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.0518046 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.648334 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.396663 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.272493 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.300273 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.161171 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.398605 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.412049 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-1.13232 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.787419 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.652884 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.056273 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),0.0762164 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-1.83178 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.633824 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.851374 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-1.71597 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-1.15799 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.856348 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),0.118486 # DEPENDENCYPART_GRANDPAR
(7,23),(23,25),-2.16346 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.969837 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.11869 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.909173 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.780726 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.76712 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.804796 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.60777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-1.14919 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.818748 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.847425 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.897193 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-1.13518 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.86551 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.967126 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.07074 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-1.04124 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.776787 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-1.18266 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-1.47117 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.972599 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.995441 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.814278 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.893618 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.613315 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.819095 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.51728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-1.12205 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.889998 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.728581 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.851877 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.01402 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.09477 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-1.14473 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.04512 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.922339 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.907553 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.7705 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.04762 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.52796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.126 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.909251 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.808441 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.796917 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.886696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.01944 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.888925 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-0.726882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.4559 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.39797 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.45503 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.29562 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.480394 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.45594 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.45099 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.2796 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.09039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.556172 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.362124 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.42916 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.6789 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.45485 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.50089 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.40623 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.51937 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.25475 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.857741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.210502 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.279047 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.314994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.163539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.293667 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.558591 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.241686 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.458847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.552997 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.583052 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.530779 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.342606 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.702805 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.789161 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0119452 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.31774 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.342256 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.499462 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.546573 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.555942 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.763935 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.567868 # DEPENDENCYPART_GRANDPAR
(8,12),(12,25),-1.05549 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.40387 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.51937 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.872791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.28984 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0933539 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.315656 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.670039 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.0476089 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.57744 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.201437 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.471737 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.622143 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.54367 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.294594 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.698109 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.157634 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.00455913 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.0173019 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.218461 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.124667 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.399057 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.624819 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.750742 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.855769 # DEPENDENCYPART_GRANDPAR
(9,1),(1,25),-1.39475 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0714533 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.095986 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0423781 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.188945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.00164194 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.33661 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.151444 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.648128 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.784184 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.850365 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.873729 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.838617 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-1.09083 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.968969 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-1.16348 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.02891 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-1.07945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-1.43566 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.0745194 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.0480962 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0818919 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.264317 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.201925 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.396335 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0757365 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.85243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.571347 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.536423 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.76942 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.730588 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.971706 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0839897 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.057828 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.00475413 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.128446 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.224883 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0915385 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.115719 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.87114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.60535 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.634363 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.729647 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.836411 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.750516 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.857872 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.9701 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0931272 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.415308 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.22306 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.396278 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.585603 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.672905 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.665245 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.660056 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-1.10143 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.566333 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.46942 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.400393 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.584391 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.277625 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.2196 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.460099 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.939441 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-1.07653 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-1.03219 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.37408 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.393606 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.100682 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.199548 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.182252 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.213043 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.456132 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.51726 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.61084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.417926 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.659092 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.963698 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.678262 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.415193 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.330524 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.132623 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0474901 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.296138 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.211079 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.495861 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.515926 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.59745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.470724 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.575756 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.08444 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.940528 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.0799 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-1.2112 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.353037 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.384229 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.314874 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.317815 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.34841 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.61438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.446939 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.644005 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.06063 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.08797 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.53973 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.302543 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.227021 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.345491 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.646606 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.0720615 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.258282 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.455043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.377471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.680169 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.40155 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.287364 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.434119 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.664842 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0423688 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.152716 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.218266 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.576412 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.454905 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0754982 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.19182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,16),-0.827133 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.683855 # DEPENDENCYPART_GRANDPAR
(11,1),(1,25),-1.39516 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.377625 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0987434 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.776185 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.0435481 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.242462 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.059036 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.67354 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.200575 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0628825 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.507399 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.227903 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.00352929 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.625745 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.445846 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.213157 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.166424 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),1.55668 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.2657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.66899 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.512919 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.994374 # DEPENDENCYPART_GRANDPAR
(11,4),(4,17),-0.712488 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.869417 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.927591 # DEPENDENCYPART_GRANDPAR
(11,4),(4,22),-1.14627 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-0.689379 # DEPENDENCYPART_GRANDPAR
(11,4),(4,24),-0.578674 # DEPENDENCYPART_GRANDPAR
(11,4),(4,25),-1.47841 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.335435 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),0.035015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.2098 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.121558 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.574989 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0240803 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.00988354 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.948024 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0418845 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.14964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.644027 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.856459 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.92171 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.517639 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.210488 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.209029 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0189833 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.531993 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.151048 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.115134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.892061 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0412377 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.20185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.536665 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.448544 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.827106 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.686171 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.589364 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.250037 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.570394 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.0815081 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.0926078 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),1.41693 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.36358 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.17582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.609032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.42249 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.980779 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.414094 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0738367 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.248418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0475698 # DEPENDENCYPART_GRANDPAR
