# _root_ Tuesday 's notable losers were highpriced shares such as Pioneer , which shed 210 yen to 5,900 yen .
#goldHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
#predictedHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
(13,13),(13,14),-0.216455 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),0.431781 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.784782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.197452 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),0.49572 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-1.20422 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,20),-0.727728 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-0.654443 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-0.705917 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-0.769604 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-0.879396 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-0.918116 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,20),-0.637912 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.410307 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-0.67671 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.753895 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-0.564514 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,20),-0.970322 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.135196 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.756107 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.359501 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,20),-0.556478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.760232 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-1.0609 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,20),-0.695625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),-0.5225 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,20),-0.972341 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,20),-1.40502 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.466688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-1.35778 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-0.419858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.148014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.159339 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,7),-0.35608 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.419639 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,5),-0.245476 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-0.219633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,1),-0.572377 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.689635 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.467137 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),-0.578491 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.484496 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.639863 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,7),-0.70129 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-0.721989 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,5),-0.598465 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,4),-0.67603 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,1),-0.70566 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),0.500357 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.741899 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,9),-0.796879 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-0.731593 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,7),-1.02902 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),-0.816312 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,5),0.0298035 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,4),-0.938284 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,1),-1.01215 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-1.2909 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,9),-0.0117955 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,8),-0.846497 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,7),-1.2604 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,6),-1.02326 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,5),-1.09473 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,4),-1.44365 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,1),-1.25165 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-0.722178 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.471941 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,7),-0.778362 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,6),-0.771331 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,5),-0.957812 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,4),-1.01345 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,1),-1.01593 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.143694 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,7),-0.725664 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,6),-0.832122 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,5),-0.897196 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,4),-1.13706 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,1),-1.11551 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-0.582647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,7),(13,6),-0.604516 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,5),-1.03744 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,4),-1.25488 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,1),-1.23537 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,-1),-0.950908 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,5),-0.620588 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,4),-0.91699 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,1),-1.07454 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-0.979575 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,5),(13,4),-0.362604 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,1),-0.77339 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,-1),-0.807061 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,1),-0.786448 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,-1),-0.803743 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,1),(13,-1),-0.11522 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),0.293851 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.394397 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),0.35779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.330807 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,17),-0.75433 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.873759 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-1.01713 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-0.809937 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-0.802914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,20),-1.01915 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,-1),-0.45651 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-0.716816 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.178207 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),0.232776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.860056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.400092 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.144059 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-0.808821 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.345744 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-0.644732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.765661 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.984023 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,20),-0.699221 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.436693 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,20),-1.03034 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-1.30799 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.197111 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.419404 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,12),-0.547526 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-1.21522 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.50188 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,9),-0.124696 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.121123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),-0.40747 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,3),-0.378244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.513535 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.591773 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,12),-0.875845 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,11),-1.00934 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-0.972761 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,9),-1.18121 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,8),-1.03293 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,6),-0.996161 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,3),-1.01413 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.50865 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,12),-0.492346 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,11),-0.835214 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,10),-0.779506 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,9),-0.881019 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,8),-0.816771 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,6),-0.890597 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,3),-0.931931 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-1.02491 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,12),(15,11),-0.514752 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.537447 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,9),-0.676477 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-0.598026 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-0.704086 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,3),-0.667223 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),0.312448 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.721828 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,9),-0.947838 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-0.648102 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,6),-0.760044 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,3),-0.763945 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-1.43514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,9),-0.234328 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,8),-0.630874 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,6),-0.827365 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,3),-0.954324 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,-1),-0.546565 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,9),(15,8),-0.595165 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,6),-0.915361 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,3),-1.11708 # DEPENDENCYPART_NEXTSIBL
(15,9),(15,-1),-0.420475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,8),(15,6),-0.673535 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,3),-0.926977 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,-1),-0.388911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,6),(15,3),-0.971079 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,-1),-0.857781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,3),(15,-1),-0.764118 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.184167 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),0.5905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-1.03825 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,20),-0.778686 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.717865 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-1.02601 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-0.631183 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-0.486536 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,20),-0.803102 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,20),-1.40831 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),0.112246 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.325899 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.3249 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.430862 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-1.2111 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,-1),-0.688229 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),0.35779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-1.0417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.330807 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.55191 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-1.01915 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-1.43428 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.691229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),0.108118 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-0.143393 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.45651 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.358004 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-0.325488 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.838035 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.371113 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,-1),-1.14068 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,14),(17,-1),-0.543838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.860056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.400092 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-1.30799 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.179679 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-0.78272 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),0.23967 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,14),-0.197111 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,11),-1.21522 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,10),-0.50188 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,9),-0.124696 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,8),-0.121123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,6),-0.40747 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.513535 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.517358 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-0.736362 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,14),-0.874892 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,11),-1.18011 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,10),-0.902072 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,9),-1.23196 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,8),-0.91667 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,6),-0.944969 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-0.564997 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.357849 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,14),-0.425796 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,11),-1.05729 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,10),-0.784505 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,9),-1.12641 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,8),-0.841999 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-0.807044 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-0.71083 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,14),-0.31878 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,11),-1.0746 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,10),-1.1377 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,9),-1.21978 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,8),-1.12807 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-1.10042 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-1.04803 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,14),(18,11),-1.00934 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,10),-0.972761 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,9),-1.18121 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,8),-1.03293 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,6),-0.996161 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,-1),-0.50865 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,11),(18,10),-0.721828 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,9),-0.947838 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,8),-0.648102 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,6),-0.760044 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,-1),-1.43514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,10),(18,9),-0.234328 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,8),-0.630874 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,6),-0.827365 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,-1),-0.546565 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,9),(18,8),-0.595165 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,6),-0.915361 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,-1),-0.420475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,8),(18,6),-0.673535 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,-1),-0.388911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,6),(18,-1),-0.857781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),-0.48534 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,19),(19,18),0.145173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.141776 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,-1),-1.2562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),0.239319 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.196433 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.465068 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.861293 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.136024 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0774266 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.00627241 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.250909 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.212762 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),1.86648 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.195812 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.319041 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0933309 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.862112 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0882015 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.146491 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.281975 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0741999 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.00419164 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.253456 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.211944 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),1.86656 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.332199 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.048444 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.123166 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0221066 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.137511 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.237861 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0586534 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0153664 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.318846 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.158281 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.189247 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.217283 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.340827 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.99378 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.132136 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0984398 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0945881 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.886255 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.382544 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.254651 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0668534 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0300195 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.26749 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.213695 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.261916 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.143123 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.182502 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.363325 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.294703 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),1.85462 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.314716 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.101767 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.90229 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.298981 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.234089 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.502662 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.67867 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.388808 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.497391 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-1.21653 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.332022 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.203426 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.204273 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.43343 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.355006 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),1.91681 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.908484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),0.207301 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0720389 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.267753 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.104008 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.20859 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.85502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.190109 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0298468 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.164232 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.402118 # DEPENDENCYPART_GRANDPAR
