# _root_ On the other hand , so long as Mr. Gorbachev is easing his grip on his empire , everyone we 've heard agrees that the U.S. can benefit by engaging him .
#goldHeads=23,4,4,1,23,23,6,11,10,11,6,11,14,12,14,17,15,23,23,21,19,21,0,27,26,27,23,27,28,29,30,23,
#predictedHeads=23,4,4,1,23,11,6,11,10,11,23,11,14,12,14,17,15,23,23,21,19,21,0,27,26,27,23,27,28,29,30,23,
(0,23),(23,22),(23,18),0.0695394 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,17),0.0546036 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,15),0.103147 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,14),0.0546036 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,12),0.108185 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,11),0.10951 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,8),0.0999157 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,7),0.123597 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,6),0.118833 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,5),0.0695394 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,4),0.0545998 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,1),0.103147 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,22),(23,-1),-0.0576495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,21),(23,20),0.0729594 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,19),0.0546036 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,18),0.069536 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,17),0.0546036 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,15),0.103147 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,14),0.0546036 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,12),0.108185 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,11),0.10951 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,8),0.0999157 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,7),0.12359 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,6),0.118825 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,5),0.069536 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,4),0.0545998 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,1),0.103147 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,21),(23,-1),-0.0581565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,20),(23,19),0.112206 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,18),0.0543532 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,17),0.112206 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,15),0.0907925 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,14),0.112206 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,12),0.124886 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,11),0.123635 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,8),0.0859113 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,7),0.130741 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,6),0.135727 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,5),0.0543532 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,4),0.112206 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,1),0.0907925 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,20),(23,-1),-0.120652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,19),(23,18),0.283333 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,17),0.105895 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,15),-0.0669318 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,14),0.105895 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,12),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,11),0.111289 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,8),-0.104493 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,7),0.102585 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,6),0.119464 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,5),0.283333 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,4),0.105895 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,1),-0.0669318 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,19),(23,-1),0.0752456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,18),(23,17),0.101828 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,15),0.30677 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,14),0.101828 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,12),0.0886152 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,11),0.0888801 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,8),0.300487 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,7),0.154873 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,6),0.139005 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,5),0.072063 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,4),0.101826 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,1),0.30677 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,18),(23,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,17),(23,15),-0.0669318 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,14),0.105895 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,12),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,11),0.111289 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,8),-0.104493 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,7),0.109854 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,6),0.126734 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,5),0.283333 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,4),0.105895 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,1),-0.0669318 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,17),(23,-1),0.0648964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,15),(23,14),0.166436 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,12),0.100636 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,11),0.100417 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,8),0.117154 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,7),0.064614 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,6),0.0651489 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,5),0.118782 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,4),0.166436 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,1),0.128158 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,15),(23,-1),-0.229218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,14),(23,12),0.12175 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,11),0.111289 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,8),-0.104493 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,7),0.109854 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,6),0.126734 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,5),0.283333 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,4),0.105895 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,1),-0.0669318 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,14),(23,-1),0.0648964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,12),(23,11),0.10951 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,8),0.0999157 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,7),0.123597 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,6),0.118833 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,5),0.0695394 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,4),0.0545998 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,1),0.103147 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,12),(23,-1),-0.0576495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,11),(23,8),0.0965092 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,11),(23,7),0.122505 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,11),(23,6),0.117741 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,11),(23,5),0.0593961 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,11),(23,4),0.050662 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,11),(23,1),0.0997407 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,11),(23,-1),-0.0506266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,8),(23,7),0.0598663 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,8),(23,6),0.0604012 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,8),(23,5),0.106108 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,8),(23,4),0.165144 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,8),(23,1),0.123703 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,8),(23,-1),-0.262293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,7),(23,6),0.0910568 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,7),(23,5),0.101896 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,7),(23,4),0.159421 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,7),(23,1),0.106052 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,7),(23,-1),-0.175613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,6),(23,5),0.100571 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,6),(23,4),0.161849 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,6),(23,1),0.106207 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,6),(23,-1),-0.159357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,5),(23,4),0.101826 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,5),(23,1),0.30677 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,5),(23,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,4),(23,1),-0.0672029 # DEPENDENCYPART_GRANDSIBL
(0,23),(23,4),(23,-1),0.0649425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,23),(23,1),(23,-1),-0.229218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,27),(27,28),-0.0381564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,29),-0.0259922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,32),-0.037587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,33),-0.0196971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,27),(27,28),(27,29),-0.012668 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,28),(27,32),0.104444 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,28),(27,33),-0.0472922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,29),(27,32),-0.0211121 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,29),(27,33),-0.0194456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,32),(27,33),0.0314931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,27),(27,26),0.244139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,25),0.136029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,24),0.0766453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,23),0.0824352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,22),0.0842283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,21),0.0842282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,19),0.240645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,18),0.0833469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,17),0.241418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,15),0.0748547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,14),0.241418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,12),0.0842283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,11),0.0774192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,10),0.242616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,8),0.0739888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,7),0.129771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,6),0.129681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,5),0.0833469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,4),0.241141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,1),0.0748547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,27),(27,27),(27,-1),-0.168436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,27),(27,26),(27,25),0.0951079 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,24),0.0241238 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,23),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,22),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,21),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,19),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,18),0.163654 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,17),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,15),0.03356 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,14),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,12),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,11),0.144418 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,10),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,8),0.0290809 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,7),0.118428 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,6),0.115025 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,5),0.163654 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,4),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,1),0.03356 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,26),(27,-1),-0.0402282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,25),(27,24),0.0985459 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,23),0.110353 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,22),0.110353 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,21),0.110353 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,18),0.116652 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,15),0.0985459 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,12),0.110353 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,11),0.110353 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,8),0.0980607 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,7),0.104716 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,6),0.104716 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,5),0.116652 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,1),0.0985459 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,25),(27,-1),-0.179132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,24),(27,23),0.117102 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,22),0.117102 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,21),0.117102 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,19),0.103555 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,18),0.0811693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,17),0.103555 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,15),0.102841 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,14),0.103555 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,12),0.117102 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,11),0.117102 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,10),0.103555 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,8),0.102183 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,7),0.0952161 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,6),0.0940637 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,5),0.0811693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,4),0.103555 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,1),0.102841 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,24),(27,-1),-0.193792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,23),(27,22),0.151339 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,21),0.153512 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,19),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,18),0.103974 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,17),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,15),0.109474 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,14),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,12),0.151339 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,11),0.148448 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,10),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,8),0.107611 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,7),0.113576 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,6),0.115364 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,5),0.103974 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,4),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,1),0.109474 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,23),(27,-1),-0.079093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,22),(27,21),0.153512 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,19),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,18),0.104013 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,17),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,15),0.109474 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,14),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,12),0.151339 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,11),0.148448 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,10),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,8),0.107611 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,7),0.113576 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,6),0.115364 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,5),0.104013 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,4),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,1),0.109474 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,22),(27,-1),-0.0773391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,21),(27,19),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,18),0.104013 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,17),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,15),0.109474 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,14),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,12),0.151339 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,11),0.148448 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,10),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,8),0.107611 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,7),0.113576 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,6),0.115364 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,5),0.104013 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,4),0.0641693 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,1),0.109474 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,21),(27,-1),-0.0773415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,19),(27,18),0.163654 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,17),0.115737 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,15),0.03356 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,14),0.115737 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,12),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,11),0.144418 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,10),0.115737 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,8),0.0290809 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,7),0.118428 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,6),0.115025 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,5),0.163654 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,4),0.115737 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,1),0.03356 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,19),(27,-1),-0.0406424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,18),(27,17),0.0980076 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,15),0.222972 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,14),0.0980076 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,12),0.0618305 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,11),0.0699477 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,10),0.0980076 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,8),0.229921 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,7),0.111047 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,6),0.111186 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,5),0.102599 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,4),0.0980076 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,1),0.222972 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,18),(27,-1),-0.128841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,17),(27,15),0.03356 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,14),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,12),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,11),0.144418 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,10),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,8),0.0290809 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,7),0.118428 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,6),0.115025 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,5),0.163654 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,4),0.115758 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,1),0.03356 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,17),(27,-1),-0.039891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,15),(27,14),0.103526 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,12),0.114571 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,11),0.114571 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,10),0.103526 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,8),0.103773 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,7),0.0959771 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,6),0.0948246 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,5),0.0820239 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,4),0.103526 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,1),0.104431 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,15),(27,-1),-0.178198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,27),(27,14),(27,12),0.145275 # DEPENDENCYPART_GRANDSIBL
(0,27),(27,14),(27,11),0.144418 # DEPENDENCYPART_GRANDSIBL
