# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(10,13),(13,10),-0.464085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.17086 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.124398 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0981845 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.122896 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.00592388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.145639 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0981515 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.333856 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.163911 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.545921 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.232842 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0766412 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.164286 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.143031 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.163963 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0861913 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.09331 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.888757 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.736727 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.640437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.761549 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.648693 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.59645 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.540372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.098794 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0911606 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0297042 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.00652996 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0738705 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.159177 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.137922 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.178489 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.367853 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0309338 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.431603 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.127185 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.145218 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.150859 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0939069 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.219615 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.208657 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.17968 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.952952 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.701943 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.798848 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.863921 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.686726 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.394509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.181439 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.123032 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.125611 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.146955 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.121492 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.104069 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.258119 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.591823 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.198286 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.119329 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.339881 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.0222192 # DEPENDENCYPART_GRANDPAR
(10,21),(21,1),-1.09383 # DEPENDENCYPART_GRANDPAR
(10,21),(21,2),-0.889278 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.0533531 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),0.303167 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.020024 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.260101 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.186601 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.242782 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.36465 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.432493 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.278404 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.403524 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.690393 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.336528 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.014335 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.165584 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.258526 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.415238 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.143794 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.90703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.567351 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.783346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.91948 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.979236 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.945575 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.0639 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.03965 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.912231 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.18133 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.290697 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.349832 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.155904 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.110103 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0885763 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.105694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.209815 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.156519 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0992222 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0472008 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.78533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.652676 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.807839 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.934941 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.964697 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.823084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.846783 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.951128 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.1413 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.161562 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.452889 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0370058 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.493438 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.461997 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.299718 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.117427 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.35693 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0239652 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.629341 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.192516 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.30801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,15),-0.119985 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.240401 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.0577546 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.182308 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.626787 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.0185221 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.276149 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.859669 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.328799 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.116115 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.0782993 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.00679495 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.225216 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0371757 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.118376 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.283962 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.152569 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.213518 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0268666 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0900939 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.155608 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.542983 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.0607866 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.330281 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.0534948 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0255469 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.250024 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.156232 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.319163 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.362574 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.335951 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.313099 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.464012 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.318583 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.11679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),0.0388131 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.0120277 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),0.181856 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.114937 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.267233 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.168121 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.235554 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.158708 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.556812 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0582307 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0286222 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.2926 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.00550731 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.41008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.169406 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.279411 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.185569 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.145393 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0780178 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.0872931 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.3694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,15),-0.265851 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.142823 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.308188 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.210264 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.279192 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.502961 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.185204 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.102899 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.118838 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.171604 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.581061 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0742827 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.37061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.0332043 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.26705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.428125 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.50129 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.198478 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.106925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.774528 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.13314 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.213205 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.31262 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.457497 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0718269 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.113211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.39316 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0652958 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.0306644 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.24348 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.762281 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.03562 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.604084 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.134559 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.914929 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.731566 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.709589 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.387719 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.327711 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.813053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.850907 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0379723 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0249059 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.304854 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0133316 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.361586 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0529431 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.473396 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.787248 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.570016 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.359061 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.317527 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0259705 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.0118133 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.249521 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-0.722046 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.546295 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.00658249 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-1.04943 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.703255 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-0.681435 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.26782 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.272118 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.788879 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.571839 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.401 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0055954 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.0157838 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.334332 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.0386108 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.541768 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.306965 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.0339504 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.245662 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.764465 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),0.913236 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),0.650427 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.633863 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.23366 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.623637 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.148806 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.179525 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.454318 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.239434 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.27181 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.43211 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.46737 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.16466 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.25288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.41262 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.35691 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.27158 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.22665 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.14169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.04791 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.859309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.661826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.261252 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.43933 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0129273 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.374374 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.103676 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.448889 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.928356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0204664 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.735289 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.29103 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.243599 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.193754 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.24675 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.38465 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.11535 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.14529 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.51671 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.32151 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.23633 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.12935 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.08331 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.90247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0465148 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.693696 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.200501 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.33605 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.497594 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.187171 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0923244 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.302915 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0203787 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-1.27188 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-1.43218 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.775361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.147232 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.78843 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.0750009 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.214488 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.305193 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.242072 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.472828 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.644284 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.512866 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.196734 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.544761 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.588141 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.370034 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.367814 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.400117 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.376559 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.329426 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.295714 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.1514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.803699 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.305252 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),0.0561162 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.576936 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.48296 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.797197 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.189846 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.79661 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.207297 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.433872 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.105934 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.361355 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.25802 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.33426 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.620457 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.401261 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.739156 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.419169 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.364159 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.629983 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.473346 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.351892 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.51708 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.355935 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.371718 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.14317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.771208 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.248911 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),0.0288923 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.687699 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.827967 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.643838 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.602068 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.577615 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.467986 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.300551 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.338041 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.321889 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.245566 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.17845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.817698 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.39179 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),0.11403 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.507503 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.739227 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.284355 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.186187 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.26025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,1),-0.470926 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.783783 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.195899 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.797946 # DEPENDENCYPART_GRANDPAR
