# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,9,13,10,10,16,17,17,17,22,20,9,
(10,9),(9,4),-0.339496 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.109942 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.578474 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.468247 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.246351 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.918394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.109486 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.0982272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.563321 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.510615 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.594877 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.693039 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.306816 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.502645 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.805301 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.579064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.759342 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.497349 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.358984 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.90123 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.910189 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.922653 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.990058 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.907705 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.792578 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.24667 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.748037 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.532124 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.579339 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.703881 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.332378 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.37652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.178325 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0736718 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.154088 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.277714 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.187695 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.00807604 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.364168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.239234 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.159895 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.287813 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.189128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.0528926 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.0764293 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.239397 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.012161 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.928734 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.958527 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.84092 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.429834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,13),-0.0403269 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.00235648 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.204351 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.265779 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.197522 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0502538 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.070005 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.109388 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.0183457 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.104264 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.895527 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.861446 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.381965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.401533 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.0794255 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.163032 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.280313 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.337191 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.159793 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.119536 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.175586 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.0323795 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.103444 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),0.0951751 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.159449 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.421975 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.90123 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.0476381 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.0688222 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.461908 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.687361 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.51577 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.699868 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.235058 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.423821 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.274189 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.00807604 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.403128 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.883723 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.033 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.9378 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.05885 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.930953 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.950993 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.31434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.442172 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.278626 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.221783 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.440659 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.193222 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.800868 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),-0.287409 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.343738 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.529783 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.595013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.237637 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.550034 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.765976 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.266005 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.435734 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.59381 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.274908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.669454 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.665288 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.7606 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.625728 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.434188 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.369569 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.415508 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.216185 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.464423 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.0264496 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-1.08586 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.41156 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.377364 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.428303 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0291196 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.48971 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.417867 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.121441 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.343963 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.521977 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.957509 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.92937 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.912823 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-1.07435 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.488752 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0764627 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.599203 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.460732 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.22717 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.301679 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.101499 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0455529 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.349773 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.348334 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.414924 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0299875 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.397697 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.333431 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.125039 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.344355 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.536378 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.957509 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.929434 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.784528 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.927224 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-1.07435 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.47736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.603978 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.743301 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.794722 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.14355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.247205 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.408015 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.541617 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.24301 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.497806 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.759305 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.12019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.285067 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.5078 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.24588 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.330553 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.601864 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.66089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.531143 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.81182 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.963511 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.915515 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.756998 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.16627 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.223177 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.490106 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.188806 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.195247 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.342636 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.637925 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.323689 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.507028 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.639892 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.779707 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.867511 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.768523 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.749777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),-0.103667 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.290947 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.469804 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.472135 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.105663 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.188993 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.519113 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.432217 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.618099 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.563571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.416982 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.423113 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.0945291 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.352278 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.672875 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.438294 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.341877 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.139486 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.181801 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.126785 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.21651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.175851 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.611208 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.675408 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.684517 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.811657 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.807346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.692743 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.55295 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.451893 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.658073 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.0232234 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.675198 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.692485 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.573937 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.443577 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.21971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.191263 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.58185 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.658961 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.648213 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.14502 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.08292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.0236085 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.00160473 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0964849 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.0760921 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.045745 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.372956 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-1.13287 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.00347 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.3161 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.22615 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.10786 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.692051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.976435 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0262612 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.050134 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0808609 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.0342522 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0506567 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.149982 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.0952689 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-1.17199 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.0235 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.26478 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.17416 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.07681 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.581046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.8383 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.00391131 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.113601 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.100481 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.291299 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.0245909 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.203229 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.25652 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-1.06615 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-1.2823 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.939946 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.0933209 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.142758 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.0461913 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.00225191 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.052157 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.159483 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-1.16343 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.590405 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.824777 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.925755 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.69705 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.179811 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.92597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.706946 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.391473 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.211979 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0909915 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.488062 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.30342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.960256 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.549061 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.360006 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.60799 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.561064 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.699359 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.652938 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.922177 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.13524 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-1.19174 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.535605 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.2291 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-1.01428 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.78093 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.564577 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.30326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.946952 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.548459 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.347313 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.13507 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.34257 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.2171 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.972866 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.00037 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.841639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.530767 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.121255 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.191163 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.122815 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.335986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.253229 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.069687 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.214067 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-1.09848 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.24188 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.979279 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.01943 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.947002 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.909054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.517102 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0457984 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0702319 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0922983 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.159111 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.27206 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.0997872 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.0746706 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.10321 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.972091 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.906439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,18),-0.166715 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.544497 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.582129 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.391196 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.138733 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0762764 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.279053 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.112824 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.977949 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.852721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),0.0271475 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.189545 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.000352103 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0801429 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.150628 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.188345 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0207337 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.150763 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.322403 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.139938 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.375205 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.241625 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.476357 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.137144 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.734046 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.263684 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.228307 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.282057 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.307881 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.399068 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.19728 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.115641 # DEPENDENCYPART_GRANDPAR
