# _root_ When he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .
#goldHeads=3,3,17,3,4,9,9,9,5,11,5,11,14,12,17,17,0,17,
#predictedHeads=3,3,17,3,3,9,9,9,5,11,5,11,14,12,17,17,0,17,
(3,4),(4,6),(4,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,19),0.00378607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0132518 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,11),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,12),-0.0219908 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,14),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,15),-0.0261096 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,18),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,19),-0.0180028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),0.000126699 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,11),0.000126699 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0201372 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,14),0.000126699 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,15),-0.0261096 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,18),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,19),-0.0177617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,11),-0.0123263 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,12),-0.0356332 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,14),-0.0123273 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,15),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,18),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,19),-0.00668908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,11),(4,12),-0.0356333 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,14),-0.0123273 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,15),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,18),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,19),-0.00879628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,14),-0.0368357 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,15),0.0401851 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,18),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,19),-0.0523609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,14),(4,15),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,18),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,14),(4,19),-0.00712732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,15),(4,18),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,19),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,18),(4,19),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.125743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,2),-0.151153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.146474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.173712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.144751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.144759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.142975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.144705 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.21906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.164906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.00598922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),0.0184568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),0.0185772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),0.0409274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,11),0.0437395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,12),-0.094464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,14),0.0421649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,15),-0.10592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,17),-0.0647985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,18),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,19),0.0817657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0204239 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,8),-0.0204239 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,9),-0.0236789 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,11),-0.0236789 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,12),-0.00537568 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,14),-0.0236789 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,15),-0.0155849 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,17),-0.024579 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,18),-0.02122 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,19),-0.0117946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,7),(5,8),-0.0223729 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,9),-0.0354459 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,11),-0.0354459 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,12),0.00246587 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,14),-0.0354459 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,15),0.00102358 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,17),-0.0212822 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,18),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,7),(5,19),-0.00333478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,9),-0.035446 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,11),-0.035446 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,12),0.00246539 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,14),-0.035446 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,15),0.00102358 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,17),-0.0212822 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,18),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,8),(5,19),-0.00316768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,9),(5,11),-0.00124614 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,12),-0.00291599 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,14),-0.0043311 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,15),-0.0557974 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,17),-0.0521201 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,18),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,9),(5,19),-0.0266699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,11),(5,12),-0.00360198 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,14),-0.0043311 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,15),-0.0558124 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,17),-0.053116 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,18),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,11),(5,19),-0.0188193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,12),(5,14),-0.0108189 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,15),0.0418307 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,17),-0.0370999 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,18),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,12),(5,19),0.0353259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,14),(5,15),-0.055899 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,17),-0.0525561 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,18),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,14),(5,19),-0.0272449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,15),(5,17),0.0495624 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,18),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,15),(5,19),0.110237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,17),(5,18),-0.00237462 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,17),(5,19),-0.0362728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,18),(5,19),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.160546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,3),0.138929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,2),-0.162158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,1),0.0849398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.233714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,3),0.104621 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,2),-0.145141 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,1),-0.181254 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,4),(5,-1),-0.159627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,3),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,1),-0.148293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,3),(5,-1),-0.142432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,2),(5,1),-0.163599 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,2),(5,-1),-0.178026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,1),(5,-1),-0.0139848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,7),-0.0107575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.0107575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,11),-0.0662903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),0.0108841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,14),-0.0662902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,15),-0.0252446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,16),-0.0408013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,19),-0.171502 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0200106 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,11),-0.0199326 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),-0.0227795 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,14),-0.0199326 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,15),-0.0154134 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,16),-0.0194524 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,19),-0.0222927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,11),-0.0199326 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.0227795 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,14),-0.0199326 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,15),-0.0154134 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,16),-0.0194524 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,19),-0.0222927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,11),(6,12),-0.0220059 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,14),-0.0203445 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,15),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,16),-0.0219276 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,19),-0.050576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,12),(6,14),-0.0250928 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,15),-0.0276565 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,16),-0.0209632 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,19),0.00359875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,14),(6,15),-0.0233957 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,16),-0.0219276 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,19),-0.050576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,15),(6,16),-0.0254853 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,19),-0.0387576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,16),(6,19),-0.0403569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.100474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.406864 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,-1),-0.155464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),0.0153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),-0.0198274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),-0.0198274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),-0.112507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,14),-0.0198274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,17),-0.0198018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,18),-0.0240891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,19),-0.0704853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),-0.020335 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.020335 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0232732 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,14),-0.020335 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,17),-0.02021 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,18),-0.0205531 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,19),0.00131785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,11),-0.0205424 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.00372749 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,14),-0.0205424 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,17),-0.0154551 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,19),-0.0788419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.00372749 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,14),-0.0205424 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,17),-0.0154551 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,19),-0.0788419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,14),-0.0245041 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,17),-0.042861 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,18),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),-0.0216376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,14),(7,17),-0.0154551 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,14),(7,19),-0.0788419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,17),(7,18),-0.0202323 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,17),(7,19),-0.0132908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,18),(7,19),-0.0260841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.113306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.155774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,2),-0.14515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.248377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,4),0.109524 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.140092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.0437933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,2),(7,-1),-0.157378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,9),-0.0211036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,11),-0.0211036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,12),-0.112509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,17),-0.020013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,19),-0.0739684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,11),-0.0205424 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,12),-0.00372761 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,17),-0.0154551 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,9),(8,19),-0.0796132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,11),(8,12),-0.00372761 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,17),-0.0154551 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,11),(8,19),-0.0796132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,12),(8,17),-0.042861 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,12),(8,19),-0.0216408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,17),(8,19),-0.0135019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,7),0.101287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,6),0.113306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,4),0.152974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,-1),-0.249057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,7),(8,6),0.109539 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,4),0.109391 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,-1),-0.125992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,6),(8,4),0.109524 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,-1),-0.140092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,4),(8,-1),-0.0465947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,10),-0.0866602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,11),0.0362347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,12),-0.0930146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,13),-0.0804114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,14),0.037058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,15),0.0620119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,16),-0.0057413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,17),-0.0339325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,18),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,19),0.0815116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,11),-0.042012 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,12),-0.029484 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,13),-0.00822671 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,14),-0.042012 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,15),-0.00692192 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,16),-0.0195769 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,17),-0.0204699 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,18),-0.0208141 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,19),0.0473379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,11),(9,12),-0.0356333 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,13),-0.00600108 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,14),-0.0114028 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,15),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,16),-0.00203555 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,17),-0.00581646 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,18),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,19),-0.00666058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,12),(9,13),-0.0231219 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,14),-0.0368346 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,15),0.0406123 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,16),-0.0297354 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,17),-0.0187186 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,18),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,19),-0.053171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,13),(9,14),-0.035734 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,15),-0.0143743 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,16),-0.0195093 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,17),-0.0203525 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,18),-0.0208141 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,19),0.0166899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,14),(9,15),-0.0593796 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,16),-0.00203555 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,17),-0.00555088 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,18),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,14),(9,19),-0.00499162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,15),(9,16),-0.0411076 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,17),-0.00833368 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,18),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,19),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,16),(9,17),-0.017874 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,19),0.00378611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,17),(9,18),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,17),(9,19),-0.0296313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,18),(9,19),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.135678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.119446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,6),0.141336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,5),0.128553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,4),0.0188328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
