# _root_ It received more offers , but the auction was surprisingly won by IMA , which bid $ 28 a share and asked Mr. Gilleland to stay on as an equity participant .
#goldHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
#predictedHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
(13,17),(13,20),-0.896408 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,21),-0.841817 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.808585 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.96256 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,33),-1.03606 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,20),-0.27997 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,21),-0.54407 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-0.50163 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.623611 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,33),-0.686203 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,20),(13,21),-1.13738 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,22),-0.984642 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,24),-1.36551 # DEPENDENCYPART_NEXTSIBL
(13,20),(13,33),-0.366456 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,21),(13,22),-1.11646 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,24),-1.26077 # DEPENDENCYPART_NEXTSIBL
(13,21),(13,33),-0.370446 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,24),-0.915364 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,33),-0.249825 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,24),(13,33),-0.643146 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.449674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),0.0582325 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.377456 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,10),-0.763156 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.99472 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,-1),-0.605695 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,33),-0.118625 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,-1),-0.211089 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-0.0409483 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,33),-0.342927 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,33),-0.464914 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,-1),-0.345902 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,17),-0.341552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),0.155836 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,20),0.0765769 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),0.106761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.0587091 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,23),0.0752618 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,24),0.00242957 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,25),-0.0689747 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,26),-0.0429882 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,28),-0.718328 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,31),-0.147579 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,32),-1.17674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,33),-0.631612 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.947608 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,20),-0.902441 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.821308 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-0.812029 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,23),-0.942911 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,24),-0.93449 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,25),-0.735463 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,26),-0.844083 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,28),-0.936565 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,31),-0.928248 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,32),-0.799881 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,33),-1.02498 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,20),-0.325464 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,21),-0.53457 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,22),-0.53214 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,23),-0.552035 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,24),-0.632469 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,25),-0.425231 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,26),-0.548396 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,28),-0.624994 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,31),-0.680396 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,32),-0.60623 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,33),-0.696208 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,20),(16,21),-1.09722 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,22),-1.02688 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,23),-1.40108 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,24),-1.32199 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,25),-0.937386 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,26),-1.10473 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,28),-0.979453 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,31),-1.34037 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,32),-0.87476 # DEPENDENCYPART_NEXTSIBL
(16,20),(16,33),-0.406084 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,21),(16,22),-1.12313 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,23),-1.19956 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,24),-1.21468 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,25),-0.669332 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,26),-1.08262 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,28),-1.12514 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,31),-1.17654 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,32),-0.927573 # DEPENDENCYPART_NEXTSIBL
(16,21),(16,33),-0.397942 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,22),(16,23),-0.90191 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,24),-0.919946 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,25),-1.01003 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,26),-1.12291 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,28),-0.8612 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,31),-0.853606 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,32),-0.370342 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,33),-0.137005 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,23),(16,24),-0.831941 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,25),-0.736071 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,26),-0.87986 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,28),-0.951407 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,31),-1.15426 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,32),-0.772121 # DEPENDENCYPART_NEXTSIBL
(16,23),(16,33),-0.222597 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,24),(16,25),-0.446404 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,26),-0.571429 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,28),-0.656034 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,31),-0.881714 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,32),-0.447617 # DEPENDENCYPART_NEXTSIBL
(16,24),(16,33),-0.61854 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,25),(16,26),-0.773709 # DEPENDENCYPART_NEXTSIBL
(16,25),(16,28),-0.657551 # DEPENDENCYPART_NEXTSIBL
(16,25),(16,31),-0.696606 # DEPENDENCYPART_NEXTSIBL
(16,25),(16,32),-0.416688 # DEPENDENCYPART_NEXTSIBL
(16,25),(16,33),-0.532174 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,26),(16,28),-0.804668 # DEPENDENCYPART_NEXTSIBL
(16,26),(16,31),-0.852051 # DEPENDENCYPART_NEXTSIBL
(16,26),(16,32),-0.256156 # DEPENDENCYPART_NEXTSIBL
(16,26),(16,33),-0.238382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,28),(16,31),-0.488322 # DEPENDENCYPART_NEXTSIBL
(16,28),(16,32),-0.392947 # DEPENDENCYPART_NEXTSIBL
(16,28),(16,33),-0.445457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,31),(16,32),-0.52425 # DEPENDENCYPART_NEXTSIBL
(16,31),(16,33),-1.15628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,32),(16,33),-2.07462 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.103121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-1.24792 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-0.173822 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,12),-0.51948 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,11),-0.0180848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,10),0.00844 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,9),0.156071 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,8),-0.0871689 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,6),-0.156423 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,5),-1.08188 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,4),-0.201303 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,2),-0.220291 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,1),-0.353745 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.566636 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.476364 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,13),-0.58061 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,12),-0.57225 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,11),-0.614518 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,10),-0.57637 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,9),-0.660535 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,8),-0.679566 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,6),-0.582248 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,5),-1.02143 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,4),-0.735512 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,2),-0.601075 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,1),-0.730412 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),0.357406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,13),-0.755138 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,12),-0.73879 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,11),-0.32861 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,10),-0.88555 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,9),-0.217661 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,8),-1.07384 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,6),-0.267942 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,5),-1.55939 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,4),-1.01455 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,2),-0.645383 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,1),-1.30485 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-1.09462 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,12),-0.267467 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,11),-0.865539 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,10),-0.797888 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,9),-1.05229 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,8),-1.21103 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,6),-1.05143 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,5),-1.697 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,4),-1.41271 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,2),-0.776092 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,1),-1.14391 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),-0.729804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,12),(16,11),-0.838257 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,10),-0.667268 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,9),-1.09106 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,8),-1.13702 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,6),-0.958098 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,5),-1.19614 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,4),-1.12773 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,2),-1.22833 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,1),-1.25175 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,-1),-0.992757 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,11),(16,10),-0.532394 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,9),-1.34663 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,8),-0.956142 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,6),-0.758751 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,5),-0.914885 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,4),-0.933125 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,2),-0.935313 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,1),-1.17884 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,-1),-0.943304 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,10),(16,9),-0.89289 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,8),-0.548262 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,6),-0.840974 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,5),-1.1662 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,4),-0.751989 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,2),-1.17148 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,1),-0.978953 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,-1),-0.669053 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,9),(16,8),-0.462544 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,6),-0.609308 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,5),-0.676347 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,4),-0.739395 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,2),-0.956402 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,1),-1.24259 # DEPENDENCYPART_NEXTSIBL
(16,9),(16,-1),-1.00795 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,8),(16,6),-0.384016 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,5),-0.670275 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,4),-1.09706 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,2),-0.682028 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,1),-1.0178 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,-1),-0.696489 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,6),(16,5),-0.419954 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,4),-0.706354 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,2),-0.609789 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,1),-0.707459 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,-1),-0.15801 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,5),(16,4),-0.442767 # DEPENDENCYPART_NEXTSIBL
(16,5),(16,2),-0.038819 # DEPENDENCYPART_NEXTSIBL
(16,5),(16,1),-0.833099 # DEPENDENCYPART_NEXTSIBL
(16,5),(16,-1),-0.994004 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,4),(16,2),-0.896179 # DEPENDENCYPART_NEXTSIBL
(16,4),(16,1),-0.905835 # DEPENDENCYPART_NEXTSIBL
(16,4),(16,-1),-0.693147 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,2),(16,1),-0.480935 # DEPENDENCYPART_NEXTSIBL
(16,2),(16,-1),-0.88675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,1),(16,-1),-0.0122737 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),0.00246215 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.74301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.0755139 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-0.0820235 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,23),-0.0867783 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.174864 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),-0.0384757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,28),-0.727522 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,31),-0.324877 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,32),-1.03301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,33),-0.174406 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.422783 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-0.242906 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-0.448954 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,23),-0.49345 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,24),-0.579498 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-0.449719 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,28),-0.610165 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,31),-0.627426 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,32),-0.559127 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,33),-0.600741 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-0.708175 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,22),-0.797032 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,23),-0.881902 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,24),-0.910836 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,26),-0.845523 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,28),-0.935317 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,31),-0.919343 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,32),-1.09187 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,33),-0.710078 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,22),-1.0288 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,23),-1.52233 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,24),-1.44889 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,26),-1.09352 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,28),-1.02367 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,31),-1.46727 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,32),-0.921235 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,33),-0.484554 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,23),-0.927723 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,24),-0.951377 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,26),-1.12997 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,28),-0.888198 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,31),-0.885038 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,32),-0.380119 # DEPENDENCYPART_NEXTSIBL
(17,22),(17,33),-0.24246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,23),(17,24),-0.970022 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,26),-0.886757 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,28),-1.00996 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,31),-1.29235 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,32),-0.830451 # DEPENDENCYPART_NEXTSIBL
(17,23),(17,33),-0.307453 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,24),(17,26),-0.583943 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,28),-0.720221 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,31),-1.02553 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,32),-0.511583 # DEPENDENCYPART_NEXTSIBL
(17,24),(17,33),-0.718523 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,26),(17,28),-0.817851 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,31),-0.869541 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,32),-0.248708 # DEPENDENCYPART_NEXTSIBL
(17,26),(17,33),-0.311556 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,28),(17,31),-0.552664 # DEPENDENCYPART_NEXTSIBL
(17,28),(17,32),-0.478575 # DEPENDENCYPART_NEXTSIBL
(17,28),(17,33),-0.612723 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,31),(17,32),-0.601084 # DEPENDENCYPART_NEXTSIBL
(17,31),(17,33),-1.24341 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,32),(17,33),-2.15509 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,12),-0.409446 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.321222 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,12),(17,-1),-0.911292 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.728571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),0.0373692 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.0513439 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.0537107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.0395241 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.127556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,26),-0.0369491 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,28),-0.655023 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,33),-0.224934 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.670601 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.834337 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-0.76336 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.858749 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-0.887651 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,26),-0.825496 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,28),-0.887747 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,33),-0.663708 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-1.14661 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,22),-0.991163 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-1.4831 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-1.40963 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,26),-1.06953 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,28),-0.972421 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,33),-0.355365 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-1.11943 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-1.25039 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-1.27108 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,26),-1.07936 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,28),-1.17762 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,33),-0.394692 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.897595 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-0.921216 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,26),-1.10725 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,28),-0.833592 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,33),-0.215526 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-0.944901 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,26),-0.874294 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,28),-0.977071 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,33),-0.239776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,24),(18,26),-0.571447 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,28),-0.687297 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,33),-0.650775 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,26),(18,28),-0.77689 # DEPENDENCYPART_NEXTSIBL
(18,26),(18,33),-0.323647 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,28),(18,33),-0.531889 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.0631865 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.343882 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,-1),-0.700436 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
