# _root_ Under the Racketeer Influenced and Corrupt Organizations law , or RICO , the government has the authority to seek to freeze or seize a defendant 's assets before trial .
#goldHeads=15,8,8,5,8,5,8,10,10,1,10,10,14,15,0,17,15,19,17,22,22,19,22,25,27,25,22,19,28,15,
#predictedHeads=15,8,8,5,8,5,8,10,10,1,10,15,14,15,0,17,15,19,17,22,22,19,22,25,27,25,23,23,28,15,
(5,10),(10,7),(10,5),0.11076 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,4),-0.146756 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,3),-0.146756 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,2),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,1),-0.145856 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,-1),-0.204744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,5),0.11076 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,4),-0.146756 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,3),-0.146756 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,2),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,1),-0.145856 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,-1),-0.204744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,5),(10,4),0.180015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,3),0.222813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,2),0.0730465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,1),0.223459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,-1),-0.166234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,4),(10,3),-0.146756 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,2),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,1),-0.145856 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,-1),-0.204744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,3),(10,2),-0.144725 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,3),(10,1),-0.145856 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,3),(10,-1),-0.204744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,2),(10,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,2),(10,-1),-0.122885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,1),(10,-1),-0.165639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,12),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,14),-0.0333962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,15),-0.0959415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,17),-0.0376897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,22),0.0139371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,31),0.183045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,12),(11,14),0.0392925 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,15),-0.00949875 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,17),0.0398748 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,22),-0.0235848 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,12),(11,31),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,14),(11,15),-0.0179593 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,17),-0.00681597 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,22),-0.019735 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,14),(11,31),0.00328181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,15),(11,17),-0.0331547 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,22),-0.0129133 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,15),(11,31),-0.00584275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,17),(11,22),-0.0218891 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,17),(11,31),0.00175364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,22),(11,31),-0.0589986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,11),(11,10),0.122993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,9),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,8),0.0449774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,6),0.0463262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,3),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,2),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,11),(11,11),(11,-1),-0.022017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,11),(11,10),(11,9),0.402281 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,8),0.462191 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,6),0.602279 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,3),0.219059 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,2),0.0730139 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,10),(11,-1),-0.163411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,9),(11,8),0.11297 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,6),0.112996 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,3),-0.157847 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,9),(11,-1),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,8),(11,6),0.172523 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,3),-0.151088 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,2),-0.145987 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,8),(11,-1),-0.155091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,6),(11,3),-0.151088 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,6),(11,2),-0.145987 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,6),(11,-1),-0.158077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,3),(11,2),-0.145987 # DEPENDENCYPART_GRANDSIBL
(5,11),(11,3),(11,-1),-0.15475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,11),(11,2),(11,-1),-0.129565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,31),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,12),(12,-1),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,14),(14,15),-0.0930209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,17),-0.0394527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,18),0.0182707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,19),-0.0928093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,20),0.0182707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,21),-0.092717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,31),0.168114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,15),(14,17),-0.0331547 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,18),-0.0215198 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,19),-0.0228365 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,20),-0.0215198 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,21),-0.0228365 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,15),(14,31),-0.00623683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,17),(14,18),-0.0198541 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,19),-0.0179366 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,20),-0.0198541 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,21),-0.0179366 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,17),(14,31),0.000427909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,18),(14,19),-0.0223779 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,21),-0.0223779 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,18),(14,31),0.0259557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,19),(14,20),-0.0215198 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,21),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,19),(14,31),-0.00700423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,20),(14,21),-0.0223779 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,20),(14,31),0.0259557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,21),(14,31),-0.00661227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,14),(14,13),0.0526285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,11),0.0411812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,10),0.122993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,2),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,14),(14,14),(14,-1),-0.0228958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,14),(14,13),(14,11),0.117023 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,10),0.109031 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,2),-0.144761 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,13),(14,-1),-0.130281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,11),(14,10),0.098729 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,2),-0.145987 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,11),(14,-1),-0.160081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,10),(14,2),0.0730139 # DEPENDENCYPART_GRANDSIBL
(5,14),(14,10),(14,-1),-0.163411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,14),(14,2),(14,-1),-0.130281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,16),-0.0478697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,17),-0.0292564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,18),-0.0514763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,19),0.0320096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,20),-0.0514763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,21),0.0338442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,22),-0.0131997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,23),0.0338442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,28),-0.0565764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,30),-0.0235284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,31),0.20104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,16),(15,17),-0.0223885 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,18),-0.0147448 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,19),-0.0169277 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,20),-0.0147448 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,21),-0.0169277 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,22),-0.0214259 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,23),-0.0169277 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,28),-0.0274242 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,31),-0.0445331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,17),(15,18),-0.0268309 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,19),0.0159259 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,20),-0.0268309 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,21),0.0131602 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,22),-0.0317578 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,23),0.0131602 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,28),-0.0795726 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,30),-0.0249677 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,31),0.00126117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,18),(15,19),0.00127118 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,20),-0.012743 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,21),0.00128422 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,22),-0.0238234 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,23),0.00128422 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,28),0.0018932 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,30),-0.0199863 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,31),0.00759704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,19),(15,20),-0.0325397 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,21),-0.0267233 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,22),-0.0207956 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,23),-0.0267233 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,28),-0.0209694 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,30),-0.0220278 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,31),0.0914261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,20),(15,21),0.00128422 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,22),-0.0238234 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,23),0.00128422 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,28),0.0018932 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,30),-0.0199863 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,31),0.00759704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,21),(15,22),-0.0207956 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,23),-0.0267233 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,28),-0.0209697 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,30),-0.0220278 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,31),0.0909589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,22),(15,23),0.162929 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,28),-0.279268 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,30),0.096865 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,31),-0.01564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,23),(15,28),-0.0209694 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,30),-0.0220278 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,31),0.0909589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,28),(15,30),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,28),(15,31),-0.117551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,30),(15,31),-0.0430718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,14),0.262365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,13),0.102148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,12),0.0873188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,11),0.263951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,10),0.202976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,9),0.0873188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,8),0.263472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,7),0.263704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,6),0.263959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,5),0.224618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,4),-0.0966288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,3),-0.0966288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,1),-0.140126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,-1),-0.219071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,14),(15,13),0.116114 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,12),0.0585755 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,11),0.0888533 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,10),0.107658 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,9),0.0585755 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,8),0.0888533 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,7),0.0888532 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,6),0.0888532 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,5),0.113673 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,4),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,3),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,-1),-0.0472212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,13),(15,12),0.105584 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,11),0.10468 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,10),0.108209 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,9),0.105584 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,8),0.10468 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,7),0.10468 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,6),0.10468 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,5),0.107921 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,4),-0.14505 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,3),-0.14505 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,1),-0.144721 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,-1),-0.180918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,12),(15,11),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,10),0.105068 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,9),0.108941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,8),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,7),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,6),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,5),0.0974503 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,4),-0.147035 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,3),-0.147035 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,1),-0.158575 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,-1),-0.157196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,11),(15,10),0.107658 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,9),0.058576 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,8),0.0889899 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,7),0.0889898 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,6),0.0889898 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,5),0.113673 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,4),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,3),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,-1),-0.0431735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,10),(15,9),0.426714 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,8),0.426344 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,7),0.481028 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,6),0.566432 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,5),0.257911 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,4),0.179281 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,3),0.222078 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,1),0.221546 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,-1),-0.125461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,9),(15,8),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,7),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,6),0.0783637 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,5),0.0974503 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,4),-0.147035 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,3),-0.147035 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,1),-0.158575 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,-1),-0.157196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,8),(15,7),0.0889897 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,6),0.0889897 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,5),0.113673 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,4),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,3),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,-1),-0.0410639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,7),(15,6),0.0889897 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,5),0.113673 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,4),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,3),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,7),(15,-1),-0.0434186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,6),(15,5),0.113673 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,4),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,3),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,-1),-0.0431633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,5),(15,4),0.17927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,5),(15,3),0.222068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,5),(15,1),0.220769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,5),(15,-1),-0.113226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,4),(15,3),-0.147656 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,4),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,4),(15,-1),-0.0437453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,3),(15,1),-0.164941 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,3),(15,-1),-0.0431632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,1),(15,-1),-0.0804392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,22),(22,23),0.0356959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,24),-0.0331648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,25),-0.0614769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,27),-0.0632335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,28),-0.0289855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,29),-0.0614769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,31),0.122599 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,22),(22,23),(22,24),-0.0212348 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,23),(22,25),0.0231265 # DEPENDENCYPART_GRANDSIBL
