# _root_ In a statement prepared by lawyers for the university and Connaught , the parties said they agreed that as a result of reaching a C 415 million research accord , `` It is unnecessary that there be a judgment on the merits { of the case } at this time . ''
#goldHeads=15,3,1,3,4,5,4,9,10,7,10,15,14,15,0,17,15,33,33,21,19,21,22,29,29,25,25,29,23,33,33,33,17,33,37,37,33,39,37,39,42,40,42,42,46,44,42,37,50,48,15,15,
#predictedHeads=15,3,1,3,4,5,6,10,10,7,10,15,14,15,0,17,15,33,17,21,19,21,22,29,29,25,25,29,23,17,33,33,17,33,37,37,33,39,37,39,42,40,44,42,46,44,44,37,50,48,15,15,
(10,7),(7,10),(7,14),0.0662202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,15),0.0144145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,53),-0.154105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,53),-0.170039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,14),(7,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,53),-0.170075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,15),(7,53),-0.156776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),0.0363439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.0418348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),0.0362069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),-0.121129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0235376 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.0255849 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.00705649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,3),-0.0200145 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.0425978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,-1),-0.00719319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.103536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,53),-0.118935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,53),-0.150551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,-1),-0.0706532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,11),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,14),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.150753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,53),-0.0208542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,14),-0.151088 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,15),-0.144804 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,53),-0.16012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,14),(9,15),-0.144804 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,53),-0.160122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,53),-0.168297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),0.0666799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,7),-0.0477834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,6),-0.0366606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,4),-0.0956411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.179966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,7),-0.0233237 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,6),-0.0259405 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,4),-0.0218609 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,-1),0.00452193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,7),(9,6),-0.0321861 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,4),-0.0046975 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,7),(9,-1),-0.0885291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,6),(9,4),-0.0179366 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,6),(9,-1),0.00278318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,4),(9,-1),-0.00622176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,12),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,14),-0.0382604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),-0.0947811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.0968994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,21),-0.0386191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,30),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,31),-0.0060266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,53),0.180647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,14),0.0398748 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0118974 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.0121061 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,21),0.0398727 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,30),-0.0195821 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,31),-0.0210833 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,53),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,14),(11,15),-0.0179369 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,17),-0.0179366 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,21),-0.00584777 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,30),0.0157416 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,31),0.00326484 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,14),(11,53),0.00118278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,17),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,21),-0.0331205 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,30),-0.0487701 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,31),-0.0253309 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,53),-0.0053502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,21),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,30),-0.0489681 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,31),-0.0253309 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,53),-0.00747804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,21),(11,30),0.0157415 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,21),(11,31),0.00326484 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,21),(11,53),0.00107016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,30),(11,31),-0.0210833 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,30),(11,53),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,31),(11,53),-0.00701849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,9),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.0200387 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.145987 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.16036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,-1),-0.129565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,53),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,-1),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,53),-0.0706532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,12),0.108557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),-0.118935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,-1),-0.146093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),-0.0947811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0968994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.055351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),-0.0652714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.0380407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,53),0.182354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,17),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.010109 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0101466 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0331205 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,53),-0.0053502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.010109 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0101466 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,53),-0.00747804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),0.00314874 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0320471 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,53),-0.0937161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,21),-0.0323753 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,53),-0.104657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,53),0.00164856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.0533488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.0408371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.128058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,8),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,4),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.0215673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.106706 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.117023 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.108994 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,8),-0.144761 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.129565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.112996 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.118712 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,8),-0.144712 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,4),-0.147591 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.0932836 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,8),-0.145987 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,4),-0.144804 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.16024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,8),0.0520294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,4),0.0560779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,8),(14,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,8),(14,-1),-0.129565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,4),(14,-1),-0.169917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),0.0259508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),0.047398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0766062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.0510949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,21),-0.0349495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,22),-0.0470787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,23),0.0481267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,30),-0.0479633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,31),0.0469846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,33),0.0430737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,51),-0.0235285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,52),-0.0498634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,53),0.169901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0154796 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.00299242 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),0.00445472 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,21),-0.014452 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,22),-0.0014633 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,23),-0.0154796 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,30),-0.0360774 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,31),-0.0244235 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,33),-0.0138 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,51),-0.019919 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,52),-0.0206896 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,53),-0.00763466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0203099 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,19),-0.0203959 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,21),-0.0119849 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,22),-0.0198684 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,23),-0.0262743 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,30),-0.0315405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,31),-0.0258841 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,33),-0.0262999 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,51),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,52),-0.0104419 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,53),0.097216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,19),-0.00178909 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,21),-0.0188352 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,22),-0.00729802 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,23),-0.0167232 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,30),-0.0392982 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,31),-0.0196473 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,33),-0.0162685 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,51),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,52),-0.0149292 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,53),-0.0878804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,21),-0.0136169 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,22),-0.010561 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,23),-0.0168434 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,30),-0.0395959 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,31),-0.0196473 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,33),-0.0163888 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,51),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,52),-0.0149292 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,53),-0.0881758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,21),(15,22),-0.0687289 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,23),0.0166405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,30),-0.00216971 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,31),-0.0580537 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,33),0.023417 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,51),-0.0249682 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,52),-0.0252615 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,53),-0.0269064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,22),(15,23),-0.0189933 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,30),-0.0410315 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,31),-0.0196838 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,33),-0.0185387 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,51),-0.0204279 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,52),-0.0149292 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,53),-0.0847309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,23),(15,30),-0.0315405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,31),-0.0258841 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,33),-0.0262999 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,51),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,52),-0.0104419 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,53),0.0979355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,30),(15,31),0.0215772 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,30),(15,33),-0.0722002 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,30),(15,51),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,30),(15,52),-0.0188311 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,30),(15,53),-0.0223543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,31),(15,33),0.00238818 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,31),(15,51),-0.0205994 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,31),(15,52),-0.0203521 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,31),(15,53),-0.0646445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,33),(15,51),-0.0218966 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,33),(15,52),-0.0104419 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,33),(15,53),0.10077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,51),(15,52),-0.0196566 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,51),(15,53),-0.0433271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,52),(15,53),-0.0169716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.214818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.1058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.107985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.21584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.216182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,9),-0.0968734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,8),-0.149858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,7),-0.140148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,6),-0.0968734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,5),-0.140143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,4),-0.16395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,3),-0.0968734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,1),-0.140834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.192711 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.116096 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.0599149 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.090773 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.11385 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,9),-0.147568 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,8),-0.144752 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,7),-0.165141 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,5),-0.166261 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,4),-0.149436 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,3),-0.147568 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,1),-0.166868 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.0882025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,12),0.105584 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,11),0.104604 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.107919 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,9),-0.14505 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,7),-0.144721 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,6),-0.14505 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,5),-0.144721 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,3),-0.14505 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,1),-0.144721 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.180949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,11),0.0803816 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,10),0.0975551 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,9),-0.147035 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,7),-0.159313 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,6),-0.147035 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,5),-0.15839 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,4),-0.153977 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,3),-0.147035 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,1),-0.158621 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.139127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.11385 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,9),-0.147568 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,8),-0.144752 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,7),-0.165141 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,6),-0.147568 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,5),-0.166261 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,4),-0.149436 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,3),-0.147568 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,1),-0.166868 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.0871892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
