# _root_ J. Nicholas Hahn , Cotton Inc. 's president and chief executive , was an outspoken critic of WPP Group 's acquisition of Ogilvy Group earlier this year .
#goldHeads=3,3,13,3,6,9,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
#predictedHeads=3,3,13,3,6,8,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
(15,11),(11,4),-0.602065 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.514674 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.552473 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.496137 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.487957 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.305142 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.409692 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.4008 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.0343088 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.362677 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.507192 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.32963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.395205 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.408845 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.03023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),0.107294 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.124315 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0376044 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.0359171 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.113143 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.0706816 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),0.32976 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.361203 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.678074 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.555131 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.911108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.325191 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0127275 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0823445 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.332051 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.163918 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.108336 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.318356 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.280229 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.571862 # DEPENDENCYPART_GRANDPAR
(15,19),(19,28),-0.298728 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.677986 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.555126 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.93255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.32996 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.012947 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0775522 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0702803 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0111042 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.082432 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.323546 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.285419 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.248933 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.247599 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.573419 # DEPENDENCYPART_GRANDPAR
(15,21),(21,28),-0.297588 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.205937 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.261477 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.320272 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.164605 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.380159 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.618318 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.598198 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0704121 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.55315 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.207298 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.101843 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.21427 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.646232 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.30622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.359806 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.366904 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.55522 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.625597 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-0.433638 # DEPENDENCYPART_GRANDPAR
(16,9),(9,28),-0.845724 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.545893 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.488432 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.527019 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0314733 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.319631 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.130793 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.379821 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.61822 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.53337 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.409505 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.117462 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.163541 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0212599 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.1808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.242904 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.429884 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.231929 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.286541 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.34641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.288263 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.413188 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.638313 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.588522 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.253568 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0594186 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.487769 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0250702 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.1273 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.51084 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.32735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.406097 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.522809 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.388 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.576354 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.671888 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.632071 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.454733 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.64244 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-0.894417 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.589469 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.226392 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.492183 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.468551 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.295035 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.367078 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.16083 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.208468 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.238512 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.426925 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.143609 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.342727 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.47976 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.256817 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.0991146 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.233335 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.413027 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),0.484469 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),0.245228 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.343431 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.527489 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0961128 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.276698 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.534176 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.356049 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.101646 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.652254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.3209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.152067 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.519159 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.145388 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.105941 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.104383 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.293751 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.0956135 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.280807 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.534063 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.356019 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),0.101759 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.658206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.30359 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.146138 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.279734 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0862907 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.092465 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.0880761 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.277443 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.338929 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.181207 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),0.0829392 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.291823 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.233335 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.413027 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.484469 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),0.245228 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.276338 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.0796656 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),0.101646 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.652254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,18),0.152067 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.285666 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.102433 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.0551095 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.0443708 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.0956135 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.280807 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),0.0713013 # DEPENDENCYPART_GRANDPAR
(16,27),(27,14),-0.349234 # DEPENDENCYPART_GRANDPAR
(16,27),(27,15),0.101717 # DEPENDENCYPART_GRANDPAR
(16,27),(27,16),-0.649237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,27),(27,19),0.288683 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),0.10545 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),0.114952 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),0.0473878 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),0.221949 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),0.424034 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),0.459242 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.30719 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.102122 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.594236 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.378857 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.479807 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0808609 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.965548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),0.522614 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),0.0141895 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.911545 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.512478 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0680262 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.303144 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.798107 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.72063 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.61285 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.784346 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.622041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.784035 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.527423 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.404724 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0180869 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.102434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.29996 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.000426685 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.117623 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.798018 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.720625 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.612761 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.783816 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.668805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.736384 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),1.04785 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.182606 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.0902709 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.09671 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.305684 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.00721186 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.652406 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),0.00927643 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.104566 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0108341 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.394644 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.119622 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),0.0952285 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.303158 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.00458258 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.61285 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.784346 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),0.784035 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),1.09553 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.618383 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.114582 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0748051 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.000426685 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.117623 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),0.101419 # DEPENDENCYPART_GRANDPAR
(17,27),(27,14),-0.714811 # DEPENDENCYPART_GRANDPAR
(17,27),(27,15),-0.613787 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-0.778132 # DEPENDENCYPART_GRANDPAR
(17,27),(27,19),1.06354 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),0.586396 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.0487938 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.0428175 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),0.45514 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.107097 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.561177 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.0985165 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.4964 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.15134 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.04409 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.25598 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.08383 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.920153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.618524 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0785521 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0587212 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.119831 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.186913 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),0.0303879 # DEPENDENCYPART_GRANDPAR
(18,19),(19,28),-0.355977 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.488961 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.00902844 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.306097 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.293258 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.17991 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-1.04409 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-1.25598 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.920153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.339622 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0348216 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.100893 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.180619 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),0.0303879 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.355977 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.866298 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.442644 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.715036 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.614149 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.250906 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.104857 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.49607 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.422763 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.658555 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.538642 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.283514 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.0415141 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.25905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,21),-0.485512 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.817124 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.801165 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.668449 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.269279 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.734438 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.459848 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.366152 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.061498 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.387519 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.26506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.48847 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.512971 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.606736 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.555655 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.368552 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.546073 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.662429 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-0.940347 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.151123 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.247667 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.30867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.535102 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.513954 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.653459 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.599269 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.339098 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.707786 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.26506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.770711 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.512581 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.555656 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.512905 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.18751 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.81889 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.735707 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.710358 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.488418 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.168928 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.713382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.102866 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.113416 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0403931 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.025817 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.0740156 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.155616 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.0895094 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.404865 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.100074 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.156609 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.208597 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.0679871 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0247119 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.0927827 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.73582 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.710912 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.169481 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.707591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),0.0715932 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.0505662 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0491282 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0768348 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.393849 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),-0.812104 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.735749 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.7037 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.705258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,21),0.0739261 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.109586 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.0467958 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.00414665 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.171941 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),0.139597 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.421314 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.248903 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.299698 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.349236 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.151384 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.268203 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.266401 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.140915 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.349567 # DEPENDENCYPART_GRANDPAR
