# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(22,20),(20,7),-0.187148 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.392743 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.624246 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.208087 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.146211 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.349102 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.484088 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.349716 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.0890687 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.197169 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.029085 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0618205 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.384936 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.250625 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.17515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.46982 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.505328 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.361558 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.216429 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.374297 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.646032 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-0.780663 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.277262 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.207607 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.03805 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.114576 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.338216 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.490165 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.463606 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.361713 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),0.226776 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.210357 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.571708 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.374543 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.352444 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.123934 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),0.0870753 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.571715 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.592182 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.44418 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.42657 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.991328 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.184562 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.506271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.254214 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.164058 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.355959 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.167309 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.160997 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),0.0600114 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),0.0757101 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.174193 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.544781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.193666 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.26942 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.185209 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),0.104216 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),0.12706 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.302599 # DEPENDENCYPART_GRANDPAR
(22,30),(30,16),-0.592129 # DEPENDENCYPART_GRANDPAR
(22,30),(30,18),-0.42656 # DEPENDENCYPART_GRANDPAR
(22,30),(30,21),-0.184508 # DEPENDENCYPART_GRANDPAR
(22,30),(30,22),-0.502325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,30),(30,23),0.260378 # DEPENDENCYPART_GRANDPAR
(22,30),(30,24),0.168004 # DEPENDENCYPART_GRANDPAR
(22,30),(30,25),0.313518 # DEPENDENCYPART_GRANDPAR
(22,30),(30,27),0.27194 # DEPENDENCYPART_GRANDPAR
(22,30),(30,28),0.0457944 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),0.00799628 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.175385 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-0.0794217 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.178435 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.60214 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-1.0172 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-0.47409 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.414645 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.402073 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.457942 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.290572 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.402705 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.40186 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.225975 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.371825 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.07628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,25),0.309066 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.139104 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.338483 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.06607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,27),-0.310445 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.933324 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.721772 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.345591 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.125609 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),0.132299 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-0.933324 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.899368 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.917358 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.902873 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-1.07299 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.823405 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.921474 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.727424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.721295 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.381435 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.223654 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.258718 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.27699 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),0.145808 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.107317 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.960332 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.749253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,25),0.80934 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.358694 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.217123 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.209168 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.194105 # DEPENDENCYPART_GRANDPAR
(23,30),(30,16),-0.899337 # DEPENDENCYPART_GRANDPAR
(23,30),(30,18),-0.90287 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-0.823374 # DEPENDENCYPART_GRANDPAR
(23,30),(30,22),-0.921474 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-0.708671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,30),(30,24),0.744393 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),0.884845 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.0384714 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.296823 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.130688 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.123226 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),0.177807 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.13406 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-1.18033 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.22924 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-1.25268 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.44452 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.927064 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.947117 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.91481 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.04337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.0162079 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.0390991 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.322904 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.279604 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.0583832 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.259428 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.996566 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.915777 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.187539 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.352145 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.249349 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.0209829 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.39663 # DEPENDENCYPART_GRANDPAR
(24,30),(30,16),-1.18027 # DEPENDENCYPART_GRANDPAR
(24,30),(30,18),-1.25267 # DEPENDENCYPART_GRANDPAR
(24,30),(30,21),-0.92701 # DEPENDENCYPART_GRANDPAR
(24,30),(30,22),-0.94711 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-0.914774 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-1.03942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),0.226463 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.0577016 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.137451 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.345229 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.26062 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.383531 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.307443 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),0.147631 # DEPENDENCYPART_GRANDPAR
(25,17),(17,9),-0.400037 # DEPENDENCYPART_GRANDPAR
(25,17),(17,12),-0.335997 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.257351 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),-0.174651 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.152915 # DEPENDENCYPART_GRANDPAR
(25,17),(17,18),-0.270907 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.481975 # DEPENDENCYPART_GRANDPAR
(25,17),(17,20),-0.25721 # DEPENDENCYPART_GRANDPAR
(25,17),(17,22),0.165243 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),0.22419 # DEPENDENCYPART_GRANDPAR
(25,17),(17,25),-0.892787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,17),(17,26),0.105517 # DEPENDENCYPART_GRANDPAR
(25,17),(17,27),-0.108639 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),-0.397538 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.254079 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.171768 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.149152 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.254276 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),-0.48137 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.257188 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.165848 # DEPENDENCYPART_GRANDPAR
(25,19),(19,6),-0.753598 # DEPENDENCYPART_GRANDPAR
(25,19),(19,8),-0.679086 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),-0.484723 # DEPENDENCYPART_GRANDPAR
(25,19),(19,10),-0.13477 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),-0.702993 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),-0.29204 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.272943 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.206063 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.372922 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.408567 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.16606 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.222077 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.327212 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-0.895416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,26),0.0621518 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.15917 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.147631 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.125964 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.269963 # DEPENDENCYPART_GRANDPAR
(25,22),(22,16),-0.202436 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.369802 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.405447 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.365557 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.396744 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.0507429 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.324597 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.537242 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-0.895413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),0.0621518 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.15917 # DEPENDENCYPART_GRANDPAR
(25,22),(22,30),-0.140216 # DEPENDENCYPART_GRANDPAR
(25,22),(22,31),-0.388831 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.208196 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.175311 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.415847 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-0.94215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),0.0948918 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.143824 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-0.186942 # DEPENDENCYPART_GRANDPAR
(25,23),(23,31),-0.356162 # DEPENDENCYPART_GRANDPAR
(25,24),(24,15),-0.271137 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-0.895414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),0.0621512 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.159198 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.140217 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.355228 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.227494 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.402545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,28),0.078776 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.41811 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.521812 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),0.0586305 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),0.269351 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),0.292999 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),0.436064 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-0.645725 # DEPENDENCYPART_GRANDPAR
(25,30),(30,18),-0.79924 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),-0.392546 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),-0.305771 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.226491 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),0.006627 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.371527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,27),0.35328 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),0.289746 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),0.281765 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),0.160552 # DEPENDENCYPART_GRANDPAR
(25,31),(31,30),0.275227 # DEPENDENCYPART_GRANDPAR
(27,22),(22,15),-0.242692 # DEPENDENCYPART_GRANDPAR
(27,22),(22,16),0.00346337 # DEPENDENCYPART_GRANDPAR
(27,22),(22,17),-0.209248 # DEPENDENCYPART_GRANDPAR
(27,22),(22,18),-0.204612 # DEPENDENCYPART_GRANDPAR
(27,22),(22,19),-0.464815 # DEPENDENCYPART_GRANDPAR
(27,22),(22,20),-0.159707 # DEPENDENCYPART_GRANDPAR
(27,22),(22,21),0.0951613 # DEPENDENCYPART_GRANDPAR
(27,22),(22,23),0.0485021 # DEPENDENCYPART_GRANDPAR
(27,22),(22,24),-0.163015 # DEPENDENCYPART_GRANDPAR
(27,22),(22,25),-0.114929 # DEPENDENCYPART_GRANDPAR
(27,22),(22,26),0.0265643 # DEPENDENCYPART_GRANDPAR
(27,22),(22,27),-1.14022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,22),(22,30),0.0970448 # DEPENDENCYPART_GRANDPAR
(27,22),(22,31),-0.483298 # DEPENDENCYPART_GRANDPAR
(27,23),(23,19),-0.444799 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.0412565 # DEPENDENCYPART_GRANDPAR
(27,23),(23,24),-0.359285 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.303585 # DEPENDENCYPART_GRANDPAR
(27,23),(23,26),-0.0346747 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.12023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,30),0.058489 # DEPENDENCYPART_GRANDPAR
(27,23),(23,31),-0.442705 # DEPENDENCYPART_GRANDPAR
(27,25),(25,15),-0.234607 # DEPENDENCYPART_GRANDPAR
(27,25),(25,16),0.0170521 # DEPENDENCYPART_GRANDPAR
(27,25),(25,17),-0.198124 # DEPENDENCYPART_GRANDPAR
(27,25),(25,18),-0.193488 # DEPENDENCYPART_GRANDPAR
(27,25),(25,19),-0.45673 # DEPENDENCYPART_GRANDPAR
(27,25),(25,21),0.10875 # DEPENDENCYPART_GRANDPAR
(27,25),(25,22),-0.344325 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),0.205007 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.253735 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),0.023951 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.14028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),0.111244 # DEPENDENCYPART_GRANDPAR
(27,25),(25,29),0.0330001 # DEPENDENCYPART_GRANDPAR
(27,25),(25,30),0.0970448 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.483298 # DEPENDENCYPART_GRANDPAR
(27,28),(28,29),0.513187 # DEPENDENCYPART_GRANDPAR
(27,29),(29,28),0.717498 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),0.567867 # DEPENDENCYPART_GRANDPAR
(27,30),(30,16),-0.627478 # DEPENDENCYPART_GRANDPAR
(27,30),(30,18),-0.684675 # DEPENDENCYPART_GRANDPAR
(27,30),(30,21),-0.53578 # DEPENDENCYPART_GRANDPAR
(27,30),(30,22),-0.827067 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-0.377158 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-0.734398 # DEPENDENCYPART_GRANDPAR
(27,30),(30,25),-0.669673 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-0.74327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),0.728952 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),0.589041 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.0154721 # DEPENDENCYPART_GRANDPAR
(27,31),(31,30),0.5158 # DEPENDENCYPART_GRANDPAR
(28,29),(29,28),-0.797352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,29),(29,30),0.0341195 # DEPENDENCYPART_GRANDPAR
(29,28),(28,29),-1.27859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,16),-1.06279 # DEPENDENCYPART_GRANDPAR
(29,30),(30,18),-1.35344 # DEPENDENCYPART_GRANDPAR
(29,30),(30,21),-0.881435 # DEPENDENCYPART_GRANDPAR
(29,30),(30,22),-1.06294 # DEPENDENCYPART_GRANDPAR
(29,30),(30,23),-0.843505 # DEPENDENCYPART_GRANDPAR
(29,30),(30,24),-0.817007 # DEPENDENCYPART_GRANDPAR
(29,30),(30,25),-1.00088 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-0.870098 # DEPENDENCYPART_GRANDPAR
(29,30),(30,28),-0.571209 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.776574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,31),-0.0143319 # DEPENDENCYPART_GRANDPAR
(30,16),(16,14),-0.380771 # DEPENDENCYPART_GRANDPAR
(30,16),(16,17),-0.505352 # DEPENDENCYPART_GRANDPAR
(30,16),(16,23),0.167479 # DEPENDENCYPART_GRANDPAR
(30,18),(18,9),-0.579176 # DEPENDENCYPART_GRANDPAR
(30,18),(18,14),-0.251168 # DEPENDENCYPART_GRANDPAR
(30,18),(18,15),-0.338368 # DEPENDENCYPART_GRANDPAR
(30,18),(18,16),-0.335379 # DEPENDENCYPART_GRANDPAR
(30,18),(18,17),-0.451068 # DEPENDENCYPART_GRANDPAR
(30,18),(18,19),-0.707804 # DEPENDENCYPART_GRANDPAR
(30,18),(18,20),-0.540765 # DEPENDENCYPART_GRANDPAR
(30,18),(18,22),-0.0476968 # DEPENDENCYPART_GRANDPAR
(30,21),(21,23),0.167479 # DEPENDENCYPART_GRANDPAR
(30,21),(21,27),-0.000342926 # DEPENDENCYPART_GRANDPAR
(30,22),(22,15),-0.438524 # DEPENDENCYPART_GRANDPAR
(30,22),(22,16),-0.393894 # DEPENDENCYPART_GRANDPAR
(30,22),(22,17),-0.568556 # DEPENDENCYPART_GRANDPAR
(30,22),(22,18),-0.708591 # DEPENDENCYPART_GRANDPAR
(30,22),(22,19),-0.593036 # DEPENDENCYPART_GRANDPAR
(30,22),(22,20),-0.683611 # DEPENDENCYPART_GRANDPAR
(30,22),(22,21),-0.101419 # DEPENDENCYPART_GRANDPAR
(30,22),(22,23),0.344289 # DEPENDENCYPART_GRANDPAR
(30,22),(22,24),0.26394 # DEPENDENCYPART_GRANDPAR
(30,22),(22,25),-0.0483327 # DEPENDENCYPART_GRANDPAR
(30,22),(22,26),0.0793376 # DEPENDENCYPART_GRANDPAR
(30,22),(22,27),0.0811369 # DEPENDENCYPART_GRANDPAR
(30,22),(22,30),-0.913651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,22),(22,31),-0.0658352 # DEPENDENCYPART_GRANDPAR
(30,23),(23,19),-0.454359 # DEPENDENCYPART_GRANDPAR
(30,23),(23,21),0.0121499 # DEPENDENCYPART_GRANDPAR
(30,23),(23,24),0.13625 # DEPENDENCYPART_GRANDPAR
(30,23),(23,25),-0.177551 # DEPENDENCYPART_GRANDPAR
(30,23),(23,26),0.107539 # DEPENDENCYPART_GRANDPAR
(30,23),(23,27),0.023949 # DEPENDENCYPART_GRANDPAR
(30,23),(23,30),-0.960185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,23),(23,31),-0.032974 # DEPENDENCYPART_GRANDPAR
(30,24),(24,15),-0.439699 # DEPENDENCYPART_GRANDPAR
(30,24),(24,25),-0.0408925 # DEPENDENCYPART_GRANDPAR
(30,24),(24,26),0.0795797 # DEPENDENCYPART_GRANDPAR
(30,24),(24,27),0.0910582 # DEPENDENCYPART_GRANDPAR
(30,24),(24,30),-0.913652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,25),(25,15),-0.438536 # DEPENDENCYPART_GRANDPAR
(30,25),(25,16),-0.388402 # DEPENDENCYPART_GRANDPAR
(30,25),(25,17),-0.565528 # DEPENDENCYPART_GRANDPAR
(30,25),(25,18),-0.705563 # DEPENDENCYPART_GRANDPAR
(30,25),(25,19),-0.593048 # DEPENDENCYPART_GRANDPAR
(30,25),(25,21),-0.0959268 # DEPENDENCYPART_GRANDPAR
(30,25),(25,22),0.0590035 # DEPENDENCYPART_GRANDPAR
(30,25),(25,23),0.223296 # DEPENDENCYPART_GRANDPAR
(30,25),(25,24),0.295888 # DEPENDENCYPART_GRANDPAR
(30,25),(25,26),0.079017 # DEPENDENCYPART_GRANDPAR
(30,25),(25,27),0.0742651 # DEPENDENCYPART_GRANDPAR
(30,25),(25,28),0.476701 # DEPENDENCYPART_GRANDPAR
(30,25),(25,29),0.565009 # DEPENDENCYPART_GRANDPAR
(30,25),(25,30),-0.913658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,25),(25,31),-0.0658425 # DEPENDENCYPART_GRANDPAR
(30,27),(27,22),0.108564 # DEPENDENCYPART_GRANDPAR
(30,27),(27,23),0.269205 # DEPENDENCYPART_GRANDPAR
