# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(8,11),(11,7),-0.532905 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.536752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.25273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.293638 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0157569 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.096584 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0526071 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0596253 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0961273 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0394733 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.363385 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0180385 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0930568 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.134508 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.364001 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.293087 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),0.0887778 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.199007 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.332926 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.247891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.357408 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.139562 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.091912 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.133363 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.13473 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.362641 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),0.123343 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.304892 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.463788 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.440657 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),0.106314 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.373959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.57215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.26385 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.121976 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.11464 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.176072 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.106728 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.049679 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.160579 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0588502 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.417882 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.10264 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.0102147 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.334038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),0.121196 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.465167 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.441996 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.375338 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.302402 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.177387 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.146388 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.121713 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.0523692 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.00300385 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.26149 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.0497201 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.403487 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.335875 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.272692 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.361762 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.134701 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.0655713 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.0871006 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.186965 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),0.0527791 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.428975 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.365581 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.227349 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.088228 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.232919 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.244312 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.189758 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.0551074 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.08539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.128859 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.32999 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.303366 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.413009 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.704605 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.208124 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.213403 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.136959 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.111776 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.045869 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0400471 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0638155 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.09132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.188893 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.340357 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.221123 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.230837 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.434963 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.258002 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.443406 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.598498 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.709315 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.216605 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.209513 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.135745 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.180131 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.174674 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.150738 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0673289 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.09132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.188893 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.340386 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.434984 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.727468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,1),-0.566672 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.631912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.559494 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.661406 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.590496 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.573138 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.617853 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.508402 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.690703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.418589 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.28355 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.277289 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.077922 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.160393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0563049 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.0936603 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.261729 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.137509 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0286194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.03645 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.282476 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.559266 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.600256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.505623 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.69835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.319066 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.269486 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.245568 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0286487 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0364793 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.22501 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.282479 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.53816 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.537866 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.622664 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.587797 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.55944 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.57911 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.501758 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.678572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.300312 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.193652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.23056 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.219733 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.141666 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0705137 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.236857 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.372699 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.00194929 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.155785 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.279023 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.696837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.331578 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.271768 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.252093 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.244361 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.112187 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.188832 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.101953 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0877351 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.280191 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.107497 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.2306 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.177904 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.176476 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.12057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.100995 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.363221 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.490005 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.439184 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.279094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.728845 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.170858 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.12569 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.128434 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.491951 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.391226 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.352207 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.145494 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.34819 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.19526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),0.102415 # DEPENDENCYPART_GRANDPAR
(11,1),(1,14),-0.215227 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.93269 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0930773 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.149027 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.478491 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.124356 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0352852 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.177126 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.439363 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.377725 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0231267 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.00037466 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0810471 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),0.712636 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0266542 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.67142 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.524436 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.216427 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.568875 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.22313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),0.382142 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),0.12918 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.255564 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.335836 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.177184 # DEPENDENCYPART_GRANDPAR
(11,4),(4,18),-0.287405 # DEPENDENCYPART_GRANDPAR
(11,4),(4,19),-0.950063 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.530922 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.430298 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.356266 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.00579187 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.00626906 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0747307 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.407172 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.708951 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.10017 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.550624 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.231845 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.583326 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.22315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,14),-0.255585 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.205961 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.137698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0153054 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.36652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.547336 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.231598 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.631914 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.199431 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.335068 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.3592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),0.272801 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),0.0198 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.37782 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.429933 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.303674 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.396749 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-1.0359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),0.121252 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.248308 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.545616 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.515359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.418783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.16908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.352868 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.0999033 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.215145 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.3113 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.316682 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.194786 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.681418 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.268738 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.334954 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.425931 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.491933 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.626013 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.13166 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.199701 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.195945 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.505026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.929343 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.276836 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.343051 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.284833 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.417941 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.448468 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.549186 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.246617 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.0782886 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.668549 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),0.0222397 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.281254 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.299636 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.222049 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.47383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.858052 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.600473 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.198982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.384351 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.211655 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.574286 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.270053 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.232444 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.546136 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.449197 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.247011 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.0786039 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),0.0218463 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.299946 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.222365 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.566202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.768742 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.511163 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.229275 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.148684 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.210971 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.568955 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.199701 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.195945 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.505617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.930715 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.67804 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.424417 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.0269269 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.513598 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.134499 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.416449 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.65401 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.72868 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.87092 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.33988 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.33082 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.47902 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.767093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0742231 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0557885 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.110384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.210918 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-2.13219 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.68356 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-2.07945 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.57278 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.73819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-2.00939 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.71429 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.40181 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.33974 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.57152 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.887255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.4518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.205741 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.049399 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.103973 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.371899 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-2.13261 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-2.07948 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.57278 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-2.00942 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.40181 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.33974 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-1.57158 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.882767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.456288 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.382716 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0424027 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0920032 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.345814 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.649591 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.469716 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.554878 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.512783 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.384014 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.253525 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.55262 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.408108 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.757129 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.52327 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.570771 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.442749 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.137223 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.519441 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.310017 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.0635726 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.067513 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.194252 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.78622 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.668175 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.45048 # DEPENDENCYPART_GRANDPAR
