# _root_ Complex cases , such as antitrust suits and many business disputes , would receive intense supervision by federal judges to keep pretrial proceedings moving .
#goldHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,16,19,17,21,14,23,24,21,13,
#predictedHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,14,19,17,21,19,23,21,23,13,
(10,9),(9,6),0.328219 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.00520701 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.54671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),-0.374347 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.778472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.555486 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.78674 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.334275 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.76223 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.77735 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.200591 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.878395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0406637 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0883004 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.123738 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.310048 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.234985 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.354061 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.0857198 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.758533 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.544043 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.13463 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.617842 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.469944 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.764342 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.249097 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.754571 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.670203 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.114638 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.970242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.347634 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0654471 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0883631 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.240419 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.274253 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.0988696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.259843 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.833206 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.022657 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.187288 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.129796 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.381301 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.31852 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.255844 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.0100108 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.350383 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.164145 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.460044 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.393887 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.270613 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.11567 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.167628 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.518517 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.341944 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.00717018 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.560781 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.331377 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.18568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.171223 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.465131 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.160138 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.154335 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.130212 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.115479 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.268752 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.362841 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.105825 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.263633 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.122808 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0167316 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.309846 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.216041 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0418849 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.466546 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.1368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.305136 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.194941 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.239079 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.115521 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.269652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.101278 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.510634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.429039 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.412696 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.282995 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.31027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.241693 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.536936 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.524113 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.568821 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.708244 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.264422 # DEPENDENCYPART_GRANDPAR
(11,8),(8,19),-0.892463 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.582284 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-1.02009 # DEPENDENCYPART_GRANDPAR
(11,8),(8,24),-0.723973 # DEPENDENCYPART_GRANDPAR
(11,8),(8,25),-1.05199 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.391659 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.521561 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.25729 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.46056 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.198476 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.402191 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0878986 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.218961 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.13769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.522472 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.516549 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.910963 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.46357 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.40646 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.816076 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.183785 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.25552 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.587919 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.153119 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.25844 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.563499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.39097 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.2092 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0195688 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.108841 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.549853 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),0.11301 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.454638 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.07975 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.614248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.507193 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.03508 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.781005 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.625435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.299112 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0280673 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0448445 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.182359 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.742915 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.103892 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0026798 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.0102215 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.0541671 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.290877 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.133952 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.0708959 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.523558 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.232242 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.588677 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0778918 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.0515661 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.149465 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.918262 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.491642 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.268603 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.694702 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.238712 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.51035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.415223 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.289787 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.152635 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.410458 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.221054 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0607296 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),0.0382931 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),0.0823648 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.40594 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.182371 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.0626362 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.394744 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.155937 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0924358 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.394009 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0232078 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.038292 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.0916816 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.403845 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.193352 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.0533195 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-0.39478 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.240324 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.308654 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),0.106079 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.32318 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.12751 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.0256165 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.366595 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.504764 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.496312 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.396463 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.428466 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.554044 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.463738 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.544279 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.511832 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.308828 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.435344 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.378902 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.307897 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),1.12106 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.10655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),0.571644 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.279625 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-0.772037 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.39805 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.462067 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.320378 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.48699 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.480505 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.520754 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.281532 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.389106 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),1.06694 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.16266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.500205 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.453487 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.278358 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.515913 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.3761 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.382803 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.104255 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.288965 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.23724 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.178902 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.900168 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.1669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,2),0.467817 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.327843 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.546716 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.64611 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.525897 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.395 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.38814 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.502648 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.377359 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.560916 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.594598 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.509179 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.314494 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.437769 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.310796 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),1.12279 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.430352 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),0.444837 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.140359 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.572598 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.644691 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.546343 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.600926 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.211644 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.235001 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.2184 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),1.09225 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.19537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.41847 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.074825 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.290557 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.486269 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.536164 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),0.0540049 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.514849 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-0.354815 # DEPENDENCYPART_GRANDPAR
(13,8),(8,25),-0.844705 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.518953 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.619555 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.378453 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.16265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,6),0.501591 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.664117 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.25777 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.422521 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.334578 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.10656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,3),0.371087 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.560358 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.593908 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.51071 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.665943 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.261724 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.433758 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.520878 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),1.1226 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.10654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.57172 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.011959 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0105477 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.256156 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.192928 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.772035 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),0.163457 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.0556053 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),0.313966 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),0.185796 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.15276 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),0.118085 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.636992 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.933552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.45299 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.349512 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.264891 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.199422 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.10857 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.316632 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.676149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.105959 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.126925 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),0.261165 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.357697 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.239697 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.128397 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.127855 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.00243279 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.653009 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),0.215614 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),0.167306 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),0.14637 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.204873 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),0.0538992 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),0.170239 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.499162 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),1.02875 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.409608 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.081282 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.126228 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.0293575 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.267206 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.693083 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.0280214 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),0.0551053 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),0.262774 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.315634 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.203758 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0240007 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.142172 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.0743112 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.181542 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.574641 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.052075 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.0868236 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),0.160144 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.0550715 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),0.193995 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),0.321145 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),0.11688 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),0.637526 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.939777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),0.119889 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.0597481 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.209639 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.135925 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.288266 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.132383 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.15518 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),0.133506 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.332359 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.317892 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.140211 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.257682 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.476008 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.0760177 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.0796964 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.0994434 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.26318 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.0689877 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.146493 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.157927 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.348011 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),0.0660375 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.761132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,17),0.378209 # DEPENDENCYPART_GRANDPAR
(14,2),(2,25),-0.707675 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0583953 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.201557 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0197734 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.125157 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.185053 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.0703038 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0903389 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.0508061 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.178151 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.0182367 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.770909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,2),0.438595 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.270273 # DEPENDENCYPART_GRANDPAR
