# _root_ Humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .
#goldHeads=2,0,6,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
#predictedHeads=2,0,10,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
(9,19),(9,21),-0.626639 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.464761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.718869 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.423085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,5),-0.490044 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,4),-0.277422 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,3),-0.794636 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.578916 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.203499 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.683787 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,5),-0.879542 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-0.695913 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,3),-0.941417 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.795622 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.709879 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,5),-0.881105 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-0.790362 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,3),-0.675146 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.196794 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,5),-0.546242 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,4),-0.872 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-0.841658 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.880518 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,5),(9,4),-0.368608 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,3),-0.862336 # DEPENDENCYPART_NEXTSIBL
(9,5),(9,-1),-0.463276 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-0.302039 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-0.738249 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,-1),-0.480071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-1.02897 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,13),-0.408308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-0.364279 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,15),-0.540481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,16),-0.466547 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,17),0.321025 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,20),-0.698923 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,21),-0.794349 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,13),-1.06794 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,14),-1.03764 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,15),-1.05908 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,16),-1.00632 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,17),-0.850744 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,20),-0.83039 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,21),-0.735611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,13),(10,14),-0.938593 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,15),-1.08561 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,16),-1.10668 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,17),-0.718009 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,20),-0.982067 # DEPENDENCYPART_NEXTSIBL
(10,13),(10,21),-0.653662 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,15),-0.39506 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,16),-0.958592 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,17),-0.558098 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,20),-0.6941 # DEPENDENCYPART_NEXTSIBL
(10,14),(10,21),-0.474478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,15),(10,16),-0.840113 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,17),-0.757166 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,20),-0.511588 # DEPENDENCYPART_NEXTSIBL
(10,15),(10,21),-0.382721 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,16),(10,17),-0.946867 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,20),-1.26312 # DEPENDENCYPART_NEXTSIBL
(10,16),(10,21),-0.379776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,17),(10,20),0.369246 # DEPENDENCYPART_NEXTSIBL
(10,17),(10,21),-0.477598 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,20),(10,21),-1.90763 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,9),-0.544226 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,8),-0.576369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,7),-0.939993 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,6),0.218463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,5),-0.537883 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,4),-0.44011 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,3),-0.9601 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,2),0.332493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,1),-0.502983 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,-1),-1.15915 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,9),(10,8),-0.360687 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,7),-0.623775 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,6),-1.22462 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,5),-1.19326 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,4),-0.751424 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,3),-1.49986 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,2),-1.37693 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,1),-1.43611 # DEPENDENCYPART_NEXTSIBL
(10,9),(10,-1),-0.683758 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,8),(10,7),-0.402898 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,6),-0.808132 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,5),-0.97049 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,4),-0.811877 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,3),-0.929244 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,2),-1.04326 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,1),-1.18873 # DEPENDENCYPART_NEXTSIBL
(10,8),(10,-1),-0.85387 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,7),(10,6),-0.894909 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,5),-1.03374 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,4),-0.974357 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,3),-0.800848 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,2),-1.16509 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,1),-1.16762 # DEPENDENCYPART_NEXTSIBL
(10,7),(10,-1),-0.403352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,6),(10,5),-0.646494 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,4),-0.960971 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,3),-0.808777 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,2),-1.58375 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,1),-1.08812 # DEPENDENCYPART_NEXTSIBL
(10,6),(10,-1),-0.912079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,5),(10,4),-0.363568 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,3),-0.783945 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,2),-0.806639 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,1),-1.10392 # DEPENDENCYPART_NEXTSIBL
(10,5),(10,-1),-0.629186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,4),(10,3),-0.273339 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,2),-0.634347 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,1),-0.630695 # DEPENDENCYPART_NEXTSIBL
(10,4),(10,-1),-0.662406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,3),(10,2),-0.906377 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,1),-1.122 # DEPENDENCYPART_NEXTSIBL
(10,3),(10,-1),-0.315216 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,2),(10,1),-0.850621 # DEPENDENCYPART_NEXTSIBL
(10,2),(10,-1),-0.97519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,1),(10,-1),-0.247807 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,12),-1.28383 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.528873 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,14),-0.567811 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),-0.547798 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,21),-0.271695 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-1.08231 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,14),-1.10236 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-1.2766 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,21),-0.443692 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,14),-1.14212 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-1.19852 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,21),-0.712038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,14),(11,18),-1.11342 # DEPENDENCYPART_NEXTSIBL
(11,14),(11,21),-0.742508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,21),-0.907675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,-1),-0.27969 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,21),-0.42381 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,12),(12,-1),-0.474241 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,15),-0.427019 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.467932 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.510368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,21),-0.472814 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,15),(13,16),-0.872011 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-0.954707 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,21),-0.426021 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,18),-1.36527 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,21),-0.451695 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,21),-0.926083 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-1.05173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-0.746075 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.544584 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.515776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.483362 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.25936 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.890289 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-0.857433 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.185699 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,9),-0.971087 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-0.886539 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-0.352252 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.37771 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.623938 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,-1),-0.823569 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.271792 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.539169 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),0.0413159 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-0.57571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.29784 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,20),-0.64444 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,21),-0.51822 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.808056 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-0.707444 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.923449 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-0.888189 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,20),-0.365556 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,21),-0.282242 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-1.11756 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-1.35853 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-1.43399 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,20),-1.15093 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,21),-0.424375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-0.785496 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,19),-0.762993 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,20),-0.0550942 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,21),-0.621377 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,18),(14,19),-1.06121 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,20),-0.982118 # DEPENDENCYPART_NEXTSIBL
(14,18),(14,21),-0.922935 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,20),-0.659743 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,21),-0.627306 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,20),(14,21),-1.82453 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.514429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-0.935293 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.662014 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-0.210106 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,9),-0.489148 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,8),-0.464231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,7),-0.725408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,5),-0.494427 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.543185 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),0.0226849 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-0.65523 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,10),-0.786276 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,9),-0.994393 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,8),-1.09065 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,7),-0.98718 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,5),-1.03389 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.606038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.244944 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),-0.560364 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,9),-0.750698 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,8),-0.747269 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,7),-0.814687 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,5),-0.914945 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),0.0446318 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-0.511203 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,9),-0.968387 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,8),-0.9505 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,7),-1.17786 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,5),-1.35098 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.358978 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,9),-0.615147 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,8),-0.339477 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,7),-0.661857 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,5),-0.871697 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-0.659616 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,9),(14,8),-0.293216 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,7),-0.456241 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,5),-1.06676 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,-1),-0.667709 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,8),(14,7),-0.205163 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,5),-0.882403 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,-1),-0.797288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,7),(14,5),-0.886218 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,-1),-0.209745 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,5),(14,-1),-0.467667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.207899 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),0.089785 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.545267 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.338981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,21),-0.910179 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-1.14026 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-1.40643 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-1.41564 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,21),-0.256875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.844148 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.774741 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,21),-0.632568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-1.09028 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,21),-0.911091 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,21),-0.576316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.40972 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.713797 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.363485 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.734622 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.639841 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,-1),-0.793473 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),0.042494 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.578821 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.295877 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),-0.511152 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.78594 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-0.761636 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.613613 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-1.06168 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,21),-0.923745 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,21),-0.626586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.545384 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.312201 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-0.523512 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,12),-0.9366 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,7),-0.736101 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.549463 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.842242 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,13),-0.925252 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,12),-1.33229 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,7),-1.49875 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.47258 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,13),-0.554165 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,12),-0.5862 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,7),-1.143 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-0.518392 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,12),0.0178517 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,7),-1.00547 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),-0.606246 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,12),(16,7),-0.823805 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,-1),0.0431244 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,7),(16,-1),-0.234349 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.524953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.262406 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.975017 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-1.04108 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-1.09759 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-1.01374 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-0.946903 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-0.652758 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,21),-0.604518 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,21),-1.7919 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-0.187013 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,15),-0.567552 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,14),-0.0826043 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,13),-0.557991 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,11),-0.581813 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,10),-0.434642 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,9),-0.22141 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,8),-0.503958 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,7),-0.861544 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,6),-0.255182 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,5),-0.468894 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,4),-0.389353 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,3),-0.715969 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,2),-0.157275 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,1),-0.166689 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.992481 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,15),-0.380879 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,14),-1.40814 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,13),-1.20989 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,11),-0.621299 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,10),-1.68177 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,9),-1.74939 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,8),-1.53143 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,7),-1.36402 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,6),-1.30584 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,5),-1.5687 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,4),-1.20048 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,3),-1.38732 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,2),-1.16352 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,1),-1.68145 # DEPENDENCYPART_NEXTSIBL
(17,16),(17,-1),-0.473987 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,15),(17,14),-0.826255 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,13),-0.810218 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,11),-1.05392 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,10),-1.07123 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,9),-1.38484 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,8),-1.25172 # DEPENDENCYPART_NEXTSIBL
(17,15),(17,7),-1.54416 # DEPENDENCYPART_NEXTSIBL
