# _root_ As the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .
#goldHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
#predictedHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
(2,1),(1,1),(1,4),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,7),-0.128149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,24),-0.1493 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,24),-0.12609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,24),-0.128688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,4),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,24),-0.124915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,7),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,7),(1,24),-0.128688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,8),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,9),(1,24),-0.130073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),-0.14301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,5),-0.0433751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),-0.0858298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),-0.0858298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.0478812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,9),-0.0408116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),-0.0478812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,11),-0.0858298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,12),-0.0408154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,13),-0.0137438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,14),-0.040817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,15),-0.0345739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,16),-0.0858675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,19),-0.0438521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,20),-0.0130588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,21),-0.0286194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,24),-0.0169896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,24),-0.0433751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,8),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,9),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,11),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,12),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,13),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,14),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,15),-0.042 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,16),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,19),-0.0393261 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,20),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,21),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,23),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,24),-0.0640874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,9),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,10),-0.0431314 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,11),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,12),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,13),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,14),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,15),-0.042 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,16),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,19),-0.0393261 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,20),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,21),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,23),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,24),-0.0640874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.0428365 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,10),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,11),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,12),-0.0428365 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,13),-0.0445913 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,14),-0.0428365 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,15),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,16),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,19),-0.0447742 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,20),-0.0445904 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,21),-0.0441021 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,24),-0.0457145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,10),-0.0375374 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,11),-0.0320974 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,12),-0.042238 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,13),-0.0444545 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,14),-0.042238 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,15),-0.0422491 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,16),-0.0320974 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,20),-0.0444509 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,21),-0.0440519 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,24),-0.0414809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,11),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,12),-0.0428365 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,13),-0.0445913 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,14),-0.0428365 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,15),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,16),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,19),-0.0447742 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,20),-0.0445904 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,21),-0.0441021 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,24),-0.0457145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,11),(4,12),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,13),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,14),-0.042754 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,15),-0.042 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,16),-0.0428368 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,19),-0.0393261 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,20),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,21),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,23),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,24),-0.0640874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,12),(4,13),-0.0444545 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,14),-0.042238 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,15),-0.04225 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,16),-0.0321004 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,20),-0.0444509 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,21),-0.0440519 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,12),(4,24),-0.0414809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,13),(4,14),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,15),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,16),-0.0420067 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,20),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,21),-0.043061 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,23),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,24),-0.0224932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,14),(4,15),-0.0422491 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,16),-0.0320974 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,20),-0.0444509 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,21),-0.0440519 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,24),-0.0414863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,15),(4,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,19),-0.0420076 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,20),-0.0423085 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,21),-0.0426518 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,24),-0.0331642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,16),(4,19),-0.0393261 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,20),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,21),-0.0457477 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,23),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,16),(4,24),-0.0641251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,19),(4,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,23),-0.0430102 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,24),-0.0402795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,20),(4,21),-0.043061 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,23),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,20),(4,24),-0.021607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,21),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,21),(4,24),-0.0466713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,23),(4,24),-0.0435871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.12457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.108067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),-0.156129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,3),(4,1),-0.124979 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.121085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.132811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.133304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.152246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.144302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,4),-0.12626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,7),-0.144302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.127012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,9),-0.126627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,24),-0.111148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,24),-0.143926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,7),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,8),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,24),-0.147227 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,4),(1,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,24),-0.120535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,7),(1,8),-0.124921 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,7),(1,24),-0.146715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,24),-0.119367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,9),(1,24),-0.177772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),-0.38022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.126126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,24),0.150766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,24),-0.116516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0492459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.214089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0569599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0388569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0242692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0251675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0735117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),0.00598035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),-0.0735117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,11),-0.0254418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),0.00499853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,13),-0.0409423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,14),0.00554601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,15),-0.013636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,16),-0.0252223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,19),-0.0478371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,20),-0.0415841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,21),-0.0350951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,23),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,24),0.0677613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.042167 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.043454 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.042167 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,11),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.043454 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,13),-0.038842 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,14),-0.043454 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,15),-0.0409507 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,16),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,19),-0.0420106 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,20),-0.038842 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,21),-0.0525135 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,23),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,24),-0.0355693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0345609 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.0327614 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,11),-0.0345609 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0327614 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),-0.0490284 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,14),-0.0327617 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,15),-0.038947 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,16),-0.0346915 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,19),-0.0277828 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,20),-0.0495858 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,21),-0.000510221 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,23),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,24),-0.0497109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.0327614 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,11),-0.0342205 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,12),-0.0327614 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,13),-0.0534666 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,14),-0.0327617 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,15),-0.038947 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,16),-0.034351 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,19),-0.0277828 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,20),-0.0540241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,21),0.000824425 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,23),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,24),-0.0461618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0457302 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,10),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,11),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0457144 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),-0.07626 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,14),-0.0457144 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,15),-0.0402241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,16),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,19),-0.0323012 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,20),-0.0757783 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,21),-0.0661655 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,24),-0.0933467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,10),-0.046757 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,11),-0.0426647 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,9),(4,12),-0.0446956 # DEPENDENCYPART_GRANDSIBL
