# _root_ The buy-back , coupled with a nearly completed earlier purchase of 20 million shares , would reduce shares outstanding by more than 26 % .
#goldHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
#predictedHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
(4,14),(14,10),(14,-1),-0.127398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,9),(14,8),0.103626 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,9),(14,7),0.117149 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,9),(14,6),0.140055 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,9),(14,5),0.114809 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,9),(14,4),0.103626 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,9),(14,-1),-0.0809955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,8),(14,7),0.108519 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,8),(14,6),0.149616 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,8),(14,5),0.0949144 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,8),(14,4),0.113004 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,8),(14,-1),-0.127514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,7),(14,6),0.127828 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,7),(14,5),0.113856 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,7),(14,4),0.102754 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,7),(14,-1),-0.112012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,6),(14,5),0.109465 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,6),(14,4),0.113319 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,6),(14,-1),-0.176662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,5),(14,4),0.119444 # DEPENDENCYPART_GRANDSIBL
(4,14),(14,5),(14,-1),-0.0315223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,14),(14,4),(14,-1),-0.13198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,15),(15,15),(15,26),0.031776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,15),(15,15),(15,-1),-0.110628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,16),(16,16),(16,17),-0.022352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,18),0.0301114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,20),-0.038169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,22),-0.0399496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,25),-0.0226114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,26),-0.102246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,16),(16,17),(16,18),-0.0241794 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,20),-0.00575993 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,22),-0.0121272 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,25),-0.0236493 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,17),(16,26),0.049009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,18),(16,20),-0.0171487 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,18),(16,22),-0.0169592 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,18),(16,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,18),(16,26),-0.0554419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,20),(16,22),-0.0247104 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,20),(16,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,20),(16,26),-0.0240358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,22),(16,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,22),(16,26),-0.0295091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,25),(16,26),-0.0186236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,16),(16,15),0.0726929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,14),0.177872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,13),0.119952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,12),0.119952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,11),0.0302139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,10),0.173714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,8),0.107915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,7),0.0909894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,6),0.122289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,5),0.0324394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,4),0.10793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,2),-0.154532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,1),-0.145169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,16),(16,-1),-0.319016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,16),(16,15),(16,14),0.103388 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,13),0.106972 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,12),0.106972 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,11),0.0711287 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,10),0.10339 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,8),0.128239 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,7),0.105352 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,6),0.110673 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,5),0.0721955 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,4),0.129922 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,2),-0.145229 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,15),(16,-1),-0.189156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,14),(16,13),0.10716 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,12),0.10716 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,11),0.138484 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,10),0.0982513 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,8),0.101541 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,7),0.109831 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,6),0.129271 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,5),0.135595 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,4),0.10174 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,1),-0.144826 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,14),(16,-1),-0.191006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,13),(16,12),0.109481 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,11),0.112349 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,10),0.109075 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,7),0.10952 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,5),0.112539 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,13),(16,-1),-0.149288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,12),(16,11),0.112349 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,10),0.109075 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,7),0.10952 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,5),0.112539 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,12),(16,-1),-0.149288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,11),(16,10),0.0947386 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,8),0.1059 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,7),0.111907 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,6),0.111947 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,5),0.118043 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,4),0.1059 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,3),-0.144904 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,11),(16,-1),-0.0754165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,10),(16,8),0.101564 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,7),0.109831 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,6),0.129281 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,5),0.135798 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,4),0.101762 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,1),-0.144826 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,10),(16,-1),-0.193833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,8),(16,7),0.107545 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,6),0.105503 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,5),0.115281 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,4),0.10282 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,3),-0.145235 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,2),-0.144723 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,1),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,8),(16,-1),-0.16881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,7),(16,6),0.109539 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,7),(16,5),0.107023 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,7),(16,4),0.11629 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,7),(16,3),-0.144758 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,7),(16,2),-0.144772 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,7),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,7),(16,-1),-0.166198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,6),(16,5),0.116224 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,6),(16,4),0.109296 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,6),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,6),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,6),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,6),(16,-1),-0.121282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,5),(16,4),0.105884 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,5),(16,3),-0.144904 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,5),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,5),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,5),(16,-1),-0.0790517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,4),(16,3),-0.145235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,4),(16,2),-0.144723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,4),(16,1),-0.14472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,16),(16,4),(16,-1),-0.166914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,16),(16,3),(16,2),-0.145229 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,3),(16,1),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,3),(16,-1),-0.189156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,2),(16,1),-0.144826 # DEPENDENCYPART_GRANDSIBL
(4,16),(16,2),(16,-1),-0.193153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,16),(16,1),(16,-1),-0.120673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,17),(17,18),0.0325671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,19),0.0201937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,20),-0.0751708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,21),0.0117142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,22),-0.0644428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,24),0.0328015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,25),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,26),0.0825582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,17),(17,18),(17,19),-0.0178805 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,20),-0.0292235 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,21),-0.00468945 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,22),-0.031082 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,24),-0.00139968 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,25),-0.0145717 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,18),(17,26),-0.0208106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,19),(17,20),0.00138775 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,21),-0.0223729 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,22),-0.00747011 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,24),-0.0358211 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,25),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,19),(17,26),-0.00172982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,20),(17,21),-0.0301049 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,22),-0.0726508 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,24),-0.0136377 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,25),-0.0306288 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,20),(17,26),0.0220781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,21),(17,22),-0.00668551 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,21),(17,24),-0.038795 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,21),(17,25),-0.0198773 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,21),(17,26),-0.00780699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,22),(17,24),-0.00703312 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,22),(17,25),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,22),(17,26),0.00967178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,24),(17,25),-0.0145717 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,24),(17,26),-0.0281404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,25),(17,26),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,17),(17,15),0.111996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,14),0.150646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,13),0.0992955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,5),-0.0205145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,2),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,17),(17,17),(17,-1),-0.240362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,17),(17,15),(17,14),0.12 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,15),(17,13),0.113947 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,15),(17,5),0.0607096 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,15),(17,2),-0.146784 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,15),(17,-1),-0.118205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,14),(17,13),0.107257 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,14),(17,5),0.209042 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,14),(17,2),-0.147956 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,14),(17,-1),-0.160644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,13),(17,5),0.12262 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,13),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,13),(17,-1),-0.166439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,5),(17,2),-0.145338 # DEPENDENCYPART_GRANDSIBL
(4,17),(17,5),(17,-1),-0.13773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,17),(17,2),(17,-1),-0.161744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,25),(25,25),(25,26),-0.0072239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,25),(25,25),(25,24),0.0729181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,25),(25,25),(25,-1),0.0191475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,25),(25,24),(25,-1),-0.177924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,3),-0.0104782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,4),0.136722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,5),-0.152087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,6),-0.148684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,7),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,8),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,10),-0.150312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,16),-0.144841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,17),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,18),-0.150408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,19),-0.145717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,26),-0.175656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,3),(2,4),0.121805 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,5),-0.144792 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,8),-0.145091 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,10),-0.144999 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,17),-0.145091 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,18),-0.144999 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,3),(2,26),-0.152896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,4),(2,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,6),-0.146937 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,10),-0.144728 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,18),-0.144728 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,4),(2,26),-0.0740964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,5),(2,6),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,8),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,10),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,15),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,17),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,18),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,5),(2,26),-0.140863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,6),(2,7),-0.146475 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,8),-0.144719 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,10),-0.144876 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,17),-0.144719 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,18),-0.144876 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,26),-0.132423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,7),(2,8),-0.14471 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,10),-0.144811 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,17),-0.14471 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,18),-0.144811 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,7),(2,26),-0.178936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,10),-0.144728 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,18),-0.144728 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,26),-0.0740964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,10),(2,15),-0.144852 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
