# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(12,12),(12,10),-0.348244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,4),-0.562449 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,3),-0.286417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,2),-0.452487 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.782986 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.560287 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,4),-0.900172 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,3),-0.752019 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,2),0.0887484 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-1.37332 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,4),-0.922567 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,3),-1.28943 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,2),-1.00297 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.896481 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,3),-0.715585 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,2),-1.08732 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,-1),-0.860247 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,2),-0.978633 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,-1),-0.845264 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,-1),-1.20128 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-0.523937 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-0.541487 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,28),-0.339087 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,16),-1.05265 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,28),-0.951861 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,28),-0.815673 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,-1),-0.413739 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,16),-0.479743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.307023 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,28),-0.490512 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,16),(14,19),-0.705668 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,28),-0.738973 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,28),-0.926039 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.65515 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.513413 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,-1),-0.64085 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.481047 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.424199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.351387 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,20),-0.673819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),-0.345934 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,23),-0.62233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,24),-0.246347 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,26),0.149233 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,28),-0.551211 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,18),-0.776333 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.696891 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,20),-0.36428 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-0.470666 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,23),-0.655102 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,24),-0.681511 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,26),-0.475661 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,28),-0.795419 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-1.09092 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,20),-0.702792 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-1.17884 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,23),-1.24851 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,24),-1.1779 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,26),-1.41922 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,28),-1.23844 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,20),-0.166709 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,22),-0.924504 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,23),-0.998493 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,24),-0.962866 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,26),-1.24371 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,28),-0.863638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,20),(15,22),0.770008 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,23),0.208518 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,24),0.174783 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,26),-0.174476 # DEPENDENCYPART_NEXTSIBL
(15,20),(15,28),-1.21354 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,23),-0.841382 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,24),-0.974568 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,26),-0.66681 # DEPENDENCYPART_NEXTSIBL
(15,22),(15,28),-0.740851 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,23),(15,24),-1.00896 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,26),-0.840788 # DEPENDENCYPART_NEXTSIBL
(15,23),(15,28),-0.577287 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,24),(15,26),-0.915309 # DEPENDENCYPART_NEXTSIBL
(15,24),(15,28),-0.518391 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,26),(15,28),-0.549325 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.430388 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.736229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,5),-0.865476 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.564408 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.183459 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,5),-1.06569 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.807952 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,5),-1.08876 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.312512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,5),(15,-1),-0.366853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-1.20301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.132501 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.0451572 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,22),-0.3212 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,26),0.361974 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,28),-1.05734 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-0.935976 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,19),-1.16539 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,22),-1.19854 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,26),-1.36656 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,28),-1.21454 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,18),(16,19),-1.20684 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,22),-1.22481 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,26),-1.55501 # DEPENDENCYPART_NEXTSIBL
(16,18),(16,28),-1.09588 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,22),-0.972008 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,26),-1.38212 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,28),-0.716764 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,22),(16,26),-0.72048 # DEPENDENCYPART_NEXTSIBL
(16,22),(16,28),-0.736243 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,26),(16,28),-0.4635 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.660562 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-0.590558 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.387798 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.749477 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.734819 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,-1),-0.959893 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.405061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,28),-0.240555 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,28),-1.30637 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,-1),-0.374447 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,18),(18,19),-0.357128 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.334496 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,28),-0.524568 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,22),-0.920762 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,28),-0.869315 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,28),-0.729371 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.77156 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.556323 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,-1),-0.400016 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),-0.679551 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.330398 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-0.606776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,24),-0.230793 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,26),0.153223 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,27),-0.840028 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,28),-0.503089 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,22),0.790621 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,23),0.22914 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,24),0.195405 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,26),-0.172938 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,27),-0.66346 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,28),-1.21674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,23),-0.820599 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,24),-0.953785 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,26),-0.655991 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,27),-0.113189 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,28),-0.71364 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,24),-0.988163 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,26),-0.82996 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,27),-0.18076 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,28),-0.550056 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,24),(19,26),-0.904481 # DEPENDENCYPART_NEXTSIBL
(19,24),(19,27),-0.195324 # DEPENDENCYPART_NEXTSIBL
(19,24),(19,28),-0.49116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,26),(19,27),-0.419829 # DEPENDENCYPART_NEXTSIBL
(19,26),(19,28),-0.546619 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,27),(19,28),-1.73685 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,18),-0.238199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,17),-0.735682 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,16),-0.513209 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,15),-0.539859 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,14),-0.426741 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,13),-0.71036 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,5),-0.839607 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.606647 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,17),-0.202772 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,16),-0.85921 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,15),-1.30039 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,14),-0.806702 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,13),-1.06107 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,5),-1.12609 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,-1),-1.20515 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,17),(19,16),-0.787383 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,15),-1.09457 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,14),-1.06181 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,13),-1.09989 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,5),-1.3277 # DEPENDENCYPART_NEXTSIBL
(19,17),(19,-1),-0.316299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,16),(19,15),-0.679139 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,14),-0.7956 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,13),-1.09544 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,5),-1.33947 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,-1),-0.854497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,15),(19,14),-0.554705 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,13),-0.483412 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,5),-0.870609 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,-1),-0.603706 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,14),(19,13),-0.148705 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,5),-1.03094 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,-1),-0.808046 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,13),(19,5),-1.04918 # DEPENDENCYPART_NEXTSIBL
(19,13),(19,-1),-0.252504 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,5),(19,-1),-0.306845 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,28),-0.238674 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,-1),-0.335486 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,28),-0.455643 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,-1),-0.512618 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,22),(22,23),-0.58614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.190498 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,25),-0.169679 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,26),0.334085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,27),-1.15874 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,28),-0.967426 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-1.05851 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,25),-0.949149 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,26),-0.82389 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,27),-0.0538534 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,28),-0.413995 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,24),(22,25),-1.04492 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,26),-0.923389 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,27),-0.0822898 # DEPENDENCYPART_NEXTSIBL
(22,24),(22,28),-0.353383 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,25),(22,26),-0.909069 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,27),-0.813846 # DEPENDENCYPART_NEXTSIBL
(22,25),(22,28),-1.0008 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,26),(22,27),-0.494327 # DEPENDENCYPART_NEXTSIBL
(22,26),(22,28),-0.48986 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,27),(22,28),-1.70721 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.606335 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-1.282 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,16),-0.639268 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,15),-0.394878 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,10),-0.278024 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,6),-0.343284 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,4),-0.53603 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,3),-0.216229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,2),-0.464619 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,1),-0.228648 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.879034 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.33764 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,16),-0.743167 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,15),-0.761498 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,10),-0.753132 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,6),-0.677241 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,4),-0.864899 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,3),-0.709895 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,2),-0.639655 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,1),-0.722854 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),0.660568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,16),-0.808557 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,15),-1.12292 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,10),-1.0056 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,6),-1.28277 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,4),-1.1388 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,3),-1.05351 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,2),0.0910347 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,1),-1.13871 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-1.5733 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,15),-0.693391 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,10),-1.09638 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,6),-1.19124 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,4),-1.37486 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,3),-1.21209 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,2),-1.19108 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,1),-1.15762 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.914428 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,10),-1.37341 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,6),-0.988249 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,4),-1.34649 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,3),-1.64025 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,2),-0.826956 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,1),-1.40778 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,-1),-0.728911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,10),(22,6),-0.405693 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,4),-0.914195 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,3),-1.30402 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,2),-1.00532 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,1),-1.14748 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,-1),-0.791538 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,6),(22,4),-0.581559 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,3),-0.66699 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,2),-0.778742 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,1),-0.724766 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,-1),-0.740781 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,4),(22,3),-0.697441 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,2),-1.06548 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,1),-1.02986 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,-1),-0.825069 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,3),(22,2),-0.980991 # DEPENDENCYPART_NEXTSIBL
(22,3),(22,1),-1.28768 # DEPENDENCYPART_NEXTSIBL
(22,3),(22,-1),-0.740351 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,2),(22,1),-0.879161 # DEPENDENCYPART_NEXTSIBL
(22,2),(22,-1),-1.21433 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,1),(22,-1),-0.267498 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.18537 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.258749 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),0.240802 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,27),-1.19662 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,28),-0.904436 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.07097 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,26),-0.951636 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,27),-0.164782 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,28),-0.370508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,25),(23,26),-0.924425 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,27),-0.871833 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,28),-1.06317 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,27),-0.553878 # DEPENDENCYPART_NEXTSIBL
(23,26),(23,28),-0.557129 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,27),(23,28),-1.80822 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,21),-0.616657 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,4),-0.579517 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,2),-0.353329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.772395 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,21),(23,4),-0.893634 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,2),-0.602472 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),0.656049 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,4),(23,2),-1.05527 # DEPENDENCYPART_NEXTSIBL
(23,4),(23,-1),-0.882009 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,2),(23,-1),-1.1149 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.178011 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,26),0.328617 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,27),-1.1946 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,28),-0.835359 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,25),(24,26),-0.877503 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,27),-0.850452 # DEPENDENCYPART_NEXTSIBL
(24,25),(24,28),-1.06521 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,26),(24,27),-0.528919 # DEPENDENCYPART_NEXTSIBL
(24,26),(24,28),-0.553684 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,27),(24,28),-1.82289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,23),-0.735411 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,21),-0.612444 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,20),-1.29627 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.782068 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,21),-0.880003 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,20),-1.23066 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,-1),-0.782017 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,21),(24,20),-0.333277 # DEPENDENCYPART_NEXTSIBL
(24,21),(24,-1),0.644205 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,20),(24,-1),-1.51681 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,26),0.119379 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,28),-0.440682 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
