# _root_ In the 45 minutes before the 9:30 opening bell , the Jacobson specialists kept getting sell orders , heavier than they imagined .
#goldHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
#predictedHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
(9,14),(14,3),-0.395339 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.665231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.555643 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.348589 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),0.0578148 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.151705 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.514843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.126143 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.240538 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.308186 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.234251 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.12046 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.0514893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.167205 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.0996869 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.0356598 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.0110695 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.231824 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.365195 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.665239 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.238974 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.161577 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.053796 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.177363 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.109358 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.00475527 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.225263 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.371239 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.436225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,12),0.385996 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.313866 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.266601 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0804229 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.136723 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.12215 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.119392 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.476631 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.425584 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.355834 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.226844 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.268686 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.174489 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.00739815 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.0317183 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.0643479 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.224165 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.223006 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.0647477 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.305326 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0657727 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0229295 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.154528 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.204836 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.196203 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.311966 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.792865 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.665231 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.555643 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.348589 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.151705 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-0.517077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.126469 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.232017 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.156839 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.192156 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.00668534 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.0112331 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.14322 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.0548113 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.147083 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.364329 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.424832 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0686642 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.105247 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.157645 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.267285 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.215457 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.155484 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.268321 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.471291 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.350787 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.319395 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.363 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.27591 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.22743 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.944194 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.14767 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.26482 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.880665 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.908317 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.778576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0902765 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.100643 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.109346 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.117975 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.315562 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.585561 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.46654 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.36414 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.76695 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.41775 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.23693 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.988524 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-1.28612 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.40328 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.889581 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.917819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.887884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.500892 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.106413 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.242377 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0895279 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.23413 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.251234 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.327744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.196362 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.732671 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.76695 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.505615 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.00147828 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.24007 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0793691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.243801 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.343569 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.189801 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.738716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.908317 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.772965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.619795 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.0615161 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.255194 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.119498 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.124833 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.316405 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.398233 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.186696 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.588275 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.163097 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.191813 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.443089 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.0459129 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.00995667 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.0969153 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.113675 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.187033 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.58486 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-0.907109 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.21983 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.107898 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.392841 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.0497066 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.0546913 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0720916 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.137871 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.175749 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.12677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,7),-0.0351345 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.128508 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.273496 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.109644 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.0881518 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.186283 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.212348 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.00527045 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.227382 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.488721 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.563461 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.322998 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.257919 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.166943 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.352019 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.118465 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.170707 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0326975 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0735972 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.09679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.568641 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.555939 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.324069 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.265038 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.171469 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.365097 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.121049 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.177826 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.0281714 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.177404 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.227626 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.24323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.564575 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.09679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.568641 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.691617 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.627879 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.475574 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.555939 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.583048 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.789035 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.94076 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.17836 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.609029 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0395236 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.09679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.568641 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.691616 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.475574 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.805649 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.722519 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.05554 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.649958 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.625793 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.520801 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.518556 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.730667 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.360434 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.42158 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0764599 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.687846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.178396 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.153209 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.116381 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0375436 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.160467 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.143795 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.299972 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.532656 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.05555 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.683123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0254418 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.150903 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.12654 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0472146 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.15962 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.293411 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.5387 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.412078 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),0.0619974 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.574711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.0842994 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0354084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0307575 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0710113 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.226379 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.21398 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.294621 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.389001 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.21359 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.00645468 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0822312 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.20516 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.443609 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.189324 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0143582 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.0298308 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.609031 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.00876293 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),0.264706 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.0249008 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.212415 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.16924 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.601888 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.473647 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.00655753 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.724979 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.0840536 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.40137 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.164539 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.392993 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.399068 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.016182 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.183563 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.598557 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.216306 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.0842943 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.284393 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.0419183 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.355444 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.482486 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.242468 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-0.873762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),0.180057 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.0523303 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.0117898 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.0475205 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.0667683 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-0.556496 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.529628 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.209048 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.129851 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0206928 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.00434208 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.204233 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0343059 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.171724 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.159972 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.0769503 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.261101 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.00468905 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.145895 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.539815 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.203306 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.39849 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.16166 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.360028 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.90362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,19),-0.392993 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.382602 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0357362 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.173244 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.0876487 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.459261 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.172259 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.181565 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.0197723 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.220322 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.874103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,18),-0.0121314 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.393556 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0385597 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.173797 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.0800923 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.467638 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.169435 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.182119 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.327685 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.32175 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.695119 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.455499 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.215119 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.873762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.180057 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.297524 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.0523303 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.0117898 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.0474816 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.0667685 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.556496 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.191626 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),0.150577 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.68798 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.22017 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.873762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.180057 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0523303 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),0.394019 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),0.468101 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.192008 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),0.187752 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.340458 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0962934 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.247711 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.696693 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.54111 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.873762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.180057 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0523303 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.0117898 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.369561 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.556496 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.430623 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.237859 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.542318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.172547 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.415635 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.623118 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.0958178 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.244344 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.22739 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.341287 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.0950505 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.147528 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.225935 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.464226 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0326725 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0443343 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.227558 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),0.180273 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),0.176988 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0655906 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.383114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
