# _root_ Martin Fabi , Innopac 's president and chief executive , said Innopac viewed Mr. Pattison 's decision to seek control as a `` very positive '' move .
#goldHeads=2,11,2,7,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
#predictedHeads=2,11,2,6,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
(7,7),(7,8),-0.653854 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.355669 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-1.2162 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),0.202776 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.289369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.313352 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,15),-0.470425 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,17),-0.17124 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.359567 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,20),-0.242383 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,26),-0.57236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,27),-0.121211 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,28),-0.869373 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,29),-0.685491 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.536024 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.745516 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.696898 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.981327 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.808419 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,15),-1.14044 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,17),-1.12839 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-0.705601 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,20),-1.18964 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,26),-0.93774 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,27),-1.29074 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,28),-1.13874 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,29),-0.979151 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.48944 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.750916 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-1.14686 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.798256 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,15),-1.15028 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,17),-1.15003 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-0.705722 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,20),-1.16504 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,26),-1.03288 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,27),-1.30945 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,28),-0.628955 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,29),-0.70675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-0.240366 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-0.917027 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.618905 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,15),-0.852204 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,17),-0.86442 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-0.90002 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,20),-0.804603 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,26),-1.60305 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,27),-0.945722 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,28),-1.49222 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,29),-0.347454 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-0.513 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-0.756046 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,15),-0.595704 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,17),-0.588794 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,19),-0.673601 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,20),-0.50382 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,26),-0.559822 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,27),-0.52573 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,28),1.22598 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,29),-0.774883 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-0.704578 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,15),-1.36628 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,17),-1.31561 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-0.843612 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,20),-1.35596 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,26),-1.19337 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,27),-1.38296 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,28),-0.968563 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,29),-0.582901 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,15),-0.715752 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,17),-0.750341 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,19),-0.759316 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,20),-0.753547 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,26),-0.791312 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,27),-0.736763 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,28),0.745567 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,29),-0.727307 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,15),(7,17),-0.704461 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,19),-0.542739 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,20),-0.95071 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,26),-0.777653 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,27),-1.01874 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,28),-0.57716 # DEPENDENCYPART_NEXTSIBL
(7,15),(7,29),-0.339051 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,17),(7,19),-0.517719 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,20),-0.904394 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,26),-0.717264 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,27),-0.970189 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,28),-0.468613 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,29),-0.800549 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,19),(7,20),-0.734408 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,26),-0.703256 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,27),-0.75909 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,28),0.161974 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,29),-0.538189 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,20),(7,26),-0.539857 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,27),-0.844591 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,28),-0.680797 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,29),-0.553528 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,26),(7,27),-0.50187 # DEPENDENCYPART_NEXTSIBL
(7,26),(7,28),-1.13363 # DEPENDENCYPART_NEXTSIBL
(7,26),(7,29),-1.10401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,27),(7,28),-0.548648 # DEPENDENCYPART_NEXTSIBL
(7,27),(7,29),-0.596628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,28),(7,29),-1.56105 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.268051 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.624953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.301675 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.507856 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.598053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-1.08167 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,4),-0.659383 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-0.446857 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-1.05735 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-1.00268 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-0.796126 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.188966 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-1.11188 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-1.29641 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-0.448928 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-0.0969051 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,1),-0.665615 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-1.53529 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-0.429289 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-0.530349 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.508665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.430174 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),0.0323566 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,29),-0.406599 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,11),-0.90749 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,29),-0.840529 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,29),-0.849962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,6),-0.292161 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.437775 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,6),(8,-1),-0.780635 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-1.09492 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),0.0880942 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.414856 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.40663 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.596411 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,18),-0.270115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,19),-0.474624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,25),-0.348975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,29),-0.353086 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-0.191858 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-0.674634 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-0.583733 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-0.60998 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,18),-0.988539 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,19),-0.869399 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,25),-0.758879 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,29),-0.316999 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.61641 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-0.749141 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-0.699281 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,18),-0.692533 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,19),-0.669123 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,25),-0.763874 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,29),-0.82428 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.821272 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,15),-1.4069 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,18),-0.905063 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,19),-0.955621 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,25),-1.04505 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,29),-0.666574 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,15),-0.825873 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,18),-0.860239 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,19),-0.764826 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,25),-0.949065 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,29),-0.850455 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,18),-0.547739 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,19),-0.654915 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,25),-0.816383 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,29),-0.423224 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,18),(9,19),-0.880655 # DEPENDENCYPART_NEXTSIBL
(9,18),(9,25),-0.875847 # DEPENDENCYPART_NEXTSIBL
(9,18),(9,29),-0.337749 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,19),(9,25),-0.989737 # DEPENDENCYPART_NEXTSIBL
(9,19),(9,29),-0.669985 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,25),(9,29),-0.687482 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.642449 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),0.141912 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.18305 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,4),-0.449323 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,3),-0.716834 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,2),-0.331256 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,1),-0.413139 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.49078 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.828105 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.870047 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-0.967093 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,3),-1.04971 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,2),-1.0657 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-1.10844 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.671047 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.524585 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-0.65424 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,3),-0.117154 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-0.748891 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-0.702157 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.903405 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,4),-0.403965 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,3),-0.605197 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-0.801413 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-0.742163 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-0.718611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,3),-0.358432 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,2),-0.802992 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-0.982938 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-0.346836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,3),(9,2),-0.222749 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,1),-0.787962 # DEPENDENCYPART_NEXTSIBL
(9,3),(9,-1),-1.42346 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-0.1153 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-0.426348 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.39785 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,29),-0.223934 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,10),(10,-1),-0.316398 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,11),(11,12),-0.46199 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,13),-0.317309 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,15),-0.643046 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,17),-0.318922 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,18),-0.363549 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,19),-0.366116 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,21),-0.732862 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,23),-0.461824 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,24),0.233278 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,25),-0.22529 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,26),-0.527985 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,28),-0.929747 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,29),-0.841909 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,12),(11,13),-0.935128 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,15),-1.54068 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,17),-1.48009 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,18),-0.956289 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,19),-1.05934 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,21),-1.06041 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,23),-1.22823 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,24),-1.37075 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,25),-1.17164 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,26),-1.28837 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,28),-0.913674 # DEPENDENCYPART_NEXTSIBL
(11,12),(11,29),-0.847698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,13),(11,15),-0.929655 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,17),-0.953196 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,18),-0.900867 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,19),-0.797538 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,21),-0.810021 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,23),-0.628596 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,24),-1.02789 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,25),-0.972945 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,26),-0.779055 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,28),0.644522 # DEPENDENCYPART_NEXTSIBL
(11,13),(11,29),-0.725432 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,15),(11,17),-0.868936 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,18),-0.598799 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,19),-0.758468 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,21),-0.776736 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,23),-0.930318 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,24),-0.973969 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,25),-0.942803 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,26),-0.872647 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,28),-0.522271 # DEPENDENCYPART_NEXTSIBL
(11,15),(11,29),-0.603848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,17),(11,18),-0.613502 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,19),-0.726892 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,21),-0.761156 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,23),-0.895498 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,24),-0.971824 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,25),-0.906137 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,26),-0.802081 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,28),-0.390597 # DEPENDENCYPART_NEXTSIBL
(11,17),(11,29),-1.03284 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,18),(11,19),-0.901894 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,21),-0.767126 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,23),-0.946842 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,24),-0.923901 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,25),-0.895663 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,26),-0.931491 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,28),-0.51643 # DEPENDENCYPART_NEXTSIBL
(11,18),(11,29),-0.284566 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,19),(11,21),-0.848941 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,23),-0.844124 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,24),-1.05496 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,25),-1.00496 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,26),-0.684446 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,28),0.0520056 # DEPENDENCYPART_NEXTSIBL
(11,19),(11,29),-0.501512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,21),(11,23),-0.775299 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,24),-0.738579 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,25),-0.791261 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,26),-0.606656 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,28),-0.177158 # DEPENDENCYPART_NEXTSIBL
(11,21),(11,29),-0.657802 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,23),(11,24),-0.588288 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,25),-0.48007 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,26),-0.916219 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,28),-1.01034 # DEPENDENCYPART_NEXTSIBL
(11,23),(11,29),-1.28993 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,24),(11,25),-0.619642 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,26),-0.742744 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,28),-0.736636 # DEPENDENCYPART_NEXTSIBL
(11,24),(11,29),-1.11152 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,25),(11,26),-0.563599 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,28),-0.603347 # DEPENDENCYPART_NEXTSIBL
(11,25),(11,29),-0.711265 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,26),(11,28),-1.09276 # DEPENDENCYPART_NEXTSIBL
(11,26),(11,29),-1.01537 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,28),(11,29),-1.33231 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-1.65396 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,9),-0.094539 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,8),-0.729713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,7),0.0589291 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,6),-0.0230426 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,4),-0.289347 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,3),-0.849457 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,2),-0.170691 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,1),-0.260556 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.81537 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,9),-0.164083 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,8),-0.28272 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,7),-0.0483929 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,6),-0.637176 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,4),-0.560367 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,3),-1.04823 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,2),-0.360664 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,1),-0.55498 # DEPENDENCYPART_NEXTSIBL
(11,10),(11,-1),-0.366919 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,9),(11,8),-0.447829 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,7),-0.52329 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,6),-1.16483 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,4),-0.970201 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,3),-1.05062 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,2),-1.13293 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,1),-1.04501 # DEPENDENCYPART_NEXTSIBL
(11,9),(11,-1),-0.931227 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,8),(11,7),-0.899921 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,6),-1.08292 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,4),-1.18269 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,3),-1.10709 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,2),-1.28119 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,1),-1.3271 # DEPENDENCYPART_NEXTSIBL
(11,8),(11,-1),-0.940979 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,7),(11,6),-0.634468 # DEPENDENCYPART_NEXTSIBL
(11,7),(11,4),-0.768009 # DEPENDENCYPART_NEXTSIBL
