# _root_ Vegetables are abundant and full of flavor in Poland , the pickles and sauerkraut sublime , the state monopolies long broken .
#goldHeads=2,0,4,2,4,5,6,2,8,2,13,13,1,13,4,2,19,19,1,21,4,2,
#predictedHeads=2,0,4,2,4,5,6,2,13,13,12,13,8,13,13,13,19,19,13,21,19,2,
(7,2),(2,13),-0.316114 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.548373 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.735249 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-0.893965 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.63025 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.359638 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.133029 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.185085 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.16717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.148989 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.398338 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.713001 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.394974 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.401299 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.147349 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.169208 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.29546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.298411 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.52666 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.315615 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.512287 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.190916 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.708579 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.503181 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.709967 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.844394 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.630613 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.245543 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.300692 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.185117 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.16717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.148989 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.398338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.245559 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.125913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.796542 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.274694 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.212968 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.21672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.184379 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.447892 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.259862 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.177269 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.637083 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.690537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.202893 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.211265 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.228161 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.408884 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0318697 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.0038416 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.0315546 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.271303 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.931936 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.392666 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.641062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.313562 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.288612 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.185307 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.298183 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0109847 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.101046 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0881935 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.2882 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.13114 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.114359 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.128863 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.241533 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0105552 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0963056 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.0116116 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.245925 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.294057 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.41113 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.01833 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.285895 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.911543 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.396276 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.752988 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.665566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.39787 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.114895 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.309989 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0891705 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.117609 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0104506 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.192589 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0654516 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.117286 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0743071 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0122057 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.378219 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.00758346 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.301509 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.241533 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.143606 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.0963056 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.104285 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0877641 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0116116 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.245925 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.294057 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.698103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.258657 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.116331 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0850717 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.36099 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.11122 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.124734 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0139568 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.0712588 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.337318 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.163082 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.342847 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.63608 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.240807 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),0.144155 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),0.408693 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.052136 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.0985781 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),0.0717696 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.22584 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.14347 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.245924 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.29406 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.288191 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.842839 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.638688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,9),0.12973 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.0518037 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),0.0843007 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.12273 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.0531967 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.233119 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.393958 # DEPENDENCYPART_GRANDPAR
(7,21),(21,14),-0.111454 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),0.0385638 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.101362 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.183265 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),-0.112847 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.255033 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.342951 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.205549 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.290129 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.198283 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.330337 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.19846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.512312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.210337 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),0.173799 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.204114 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.21135 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.235373 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.171986 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0855759 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.21845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.550866 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.114268 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.980348 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.153323 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),0.123712 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.119432 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.407199 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.426049 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.142433 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.517646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-0.584349 # DEPENDENCYPART_GRANDPAR
(8,7),(7,22),-0.626374 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.725146 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.652211 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.696342 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.82517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.847169 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.317003 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.607242 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.350894 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.306852 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.13247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.159556 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),1.10616 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.374127 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.355226 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.0717351 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.331854 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),0.0586955 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.103319 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.07926 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.70163 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.679001 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.687391 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.642485 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.552718 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.796003 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.923975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),1.04191 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.69246 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.661461 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.318415 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.655586 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.216934 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.217018 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.341612 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.429684 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.630801 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.0335998 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.0396142 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0946854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.374127 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.399405 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.0717351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.316805 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.136802 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),0.331854 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),0.0586955 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.103319 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.691957 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.832737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),-0.425687 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.337603 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.754083 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.371494 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.248152 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.230825 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.440561 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),0.00622486 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.0734034 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.179017 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.458301 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.374473 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.400709 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),0.887228 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.4346 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.26429 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),0.0582315 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.434702 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),0.1528 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),0.0585835 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.103432 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.156402 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.648225 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.70655 # DEPENDENCYPART_GRANDPAR
(8,20),(20,9),1.07106 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),0.398242 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),0.0881572 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.151832 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.37524 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.126869 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.212824 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-1.04771 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.937587 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.195543 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.354583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.590463 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.442635 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.460332 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.39635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.512463 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.63184 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.276052 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.712408 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.656925 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.662645 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.812305 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.962346 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.349802 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.679437 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.604876 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.472218 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.598081 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.26802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.442407 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.211049 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.764454 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.04444 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.488948 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.802802 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.502485 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.64704 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.541962 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.27085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.545735 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.445979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.506377 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.296446 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.586946 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.534498 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.690197 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.537182 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.291274 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.805669 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.80791 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.584182 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.333113 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.32031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.455728 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.555833 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.260878 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.636401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.492065 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.586638 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.260151 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.741526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.22139 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0160511 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.139435 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.034044 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),0.164486 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.408614 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-1.74083 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.55945 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.881239 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.29027 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.896711 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.17275 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.06884 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.15512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.758482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.111645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0675348 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.00563483 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0192927 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.147594 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.0897899 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.0519531 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.00147107 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.0301037 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),0.294915 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.124005 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.270917 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.22139 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.0233511 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.139435 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0490909 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.00863973 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.034044 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.164486 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.408614 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.201194 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0556008 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.142529 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.162953 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.410525 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.320473 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.391356 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.73645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0969285 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.061121 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.342763 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),0.052347 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.193641 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.735017 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.379973 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.262912 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.366008 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0444407 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.16457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0571751 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.433609 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.454342 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.524063 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.776043 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0326134 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.14462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,11),-0.592716 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.63408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),-0.126609 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.186769 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0611733 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.178415 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.0883481 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.247537 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.832586 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.698337 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.512067 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.692619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.515124 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0383456 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.206843 # DEPENDENCYPART_GRANDPAR
