# _root_ There is such a maze of federal , state and local codes that `` building inspectors are backing away from interpreting them , '' Mr. Dooling says .
#goldHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,5,17,18,19,20,21,27,27,26,27,0,27,
#predictedHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,12,17,18,18,20,21,27,27,26,27,0,27,
(6,5),(5,20),(5,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,20),(5,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,20),(5,29),-0.121905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,23),(5,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,23),(5,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,23),(5,29),-0.140871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,24),(5,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,24),(5,29),-0.136546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,28),(5,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,4),0.0229082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,3),-0.050941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,2),-0.0546919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,-1),0.256399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,4),(5,3),-0.0445785 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,2),-0.042546 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,-1),-0.00367247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,3),(5,2),-0.0419997 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,-1),-0.0452924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,2),(5,-1),-0.0753472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,8),-0.0116713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,9),-0.0400123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.0536307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,11),-0.035354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,29),-0.00306417 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,8),(7,9),-0.0154685 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,10),-0.0186349 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,11),-0.0250401 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,29),-0.0486312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,9),(7,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,11),-0.0421136 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,29),-0.00269364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,11),0.127385 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,29),-0.0308828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,11),(7,29),-0.0156777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,6),0.123611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,5),-0.132197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),-0.203172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,6),(7,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,-1),-0.127623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,5),(7,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,5),(7,-1),-0.123039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,4),(7,-1),-0.105583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,29),-0.0878073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,-1),-0.161549 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,11),-0.0162058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,17),-0.0592942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,29),0.272381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,11),(9,17),-0.03698 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,29),-0.0616084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,17),(9,29),-0.107533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),-0.0156163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.146067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.176769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,5),-0.133894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,4),-0.132918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.0801838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.132936 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.130684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,8),(9,5),-0.124947 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,4),-0.12509 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.140871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.139546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,5),-0.12686 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,4),-0.133394 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,-1),-0.0830821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,5),-0.124995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,4),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,-1),-0.102089 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,5),(9,4),-0.126454 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,-1),-0.0739801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,4),(9,-1),-0.0767674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.022373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,12),0.21937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,13),-0.104257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,14),-0.0602173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,15),0.217604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,16),0.21937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,17),-0.232212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,18),-0.216623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,19),-0.0349156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,20),-0.10524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,21),-0.216623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,23),-0.0865362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,24),-0.046307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,26),0.21937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,27),-0.218967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,28),-0.0420242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,29),-0.233529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,12),0.0162037 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,13),-0.041312 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,14),-0.0429949 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,15),0.0162037 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,16),0.0162037 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,17),-0.0349002 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,18),-0.0349002 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,19),-0.0466078 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,20),-0.039818 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,21),-0.0349002 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,23),-0.0530608 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,24),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,26),0.0162037 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,27),-0.0349002 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,29),-0.107236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,12),(10,13),-0.0358964 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,14),-0.0520462 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,15),-0.145412 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,16),-0.145412 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,17),0.080698 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,18),0.0762873 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,19),-0.0346046 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,20),-0.0332189 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,21),0.0762873 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,23),0.00132289 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,24),-0.039072 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,26),-0.145412 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,27),0.075781 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,28),-0.0375543 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,29),0.0775134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,13),(10,14),-0.0423142 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,15),-0.0546925 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,16),-0.0546925 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,17),-0.0542417 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,18),-0.0538722 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,19),-0.0420426 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,20),-0.0525219 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,21),-0.0538722 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,23),-0.0300196 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,24),-0.0426046 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,26),-0.0546925 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,27),-0.0538722 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,28),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,29),-0.0420584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,14),(10,15),-0.05192 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,16),-0.05192 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,17),-0.0496051 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,18),-0.0496047 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,19),-0.0420018 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,20),-0.0420207 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,21),-0.0496047 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,24),-0.0456915 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,26),-0.05192 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,27),-0.0496047 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,29),-0.045762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,15),(10,16),-0.146229 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,17),0.080698 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,18),0.0762873 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,19),-0.0346046 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,20),-0.0332189 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,21),0.0762873 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,23),0.00132289 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,24),-0.039072 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,26),-0.146229 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,27),0.075781 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,28),-0.0375543 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,29),0.0765629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,16),(10,17),0.080698 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,18),0.0762873 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,19),-0.0346046 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,20),-0.0332189 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,21),0.0762873 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,23),0.00132289 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,24),-0.039072 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,26),-0.145412 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,27),0.075781 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,28),-0.0375543 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,29),0.0775133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,17),(10,18),-0.0268538 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,19),-0.0426608 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,20),-0.0386899 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,21),-0.0268538 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,23),-0.0608891 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,24),-0.0563801 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,26),-0.0555761 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,27),-0.0268541 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,28),-0.0463074 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,17),(10,29),-0.057634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,18),(10,19),-0.0426608 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,20),-0.038624 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,21),-0.0267138 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,23),-0.064843 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,24),-0.0563801 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,26),-0.0554642 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,27),-0.026714 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,28),-0.0462089 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,29),-0.0584188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,19),(10,20),-0.0462893 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,21),-0.0800803 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,23),-0.0356114 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,24),-0.0421026 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,26),0.0264779 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,27),-0.0800803 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,29),-0.0659113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,20),(10,21),-0.0538907 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,23),-0.0302089 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,24),-0.0426046 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,26),-0.0546937 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,27),-0.0538907 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,28),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,20),(10,29),-0.0393248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,21),(10,23),-0.064843 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,21),(10,24),-0.0563801 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,21),(10,26),-0.0554642 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,21),(10,27),-0.026714 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,21),(10,28),-0.0462089 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,21),(10,29),-0.0584188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,23),(10,24),-0.0388613 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,23),(10,26),-0.101293 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,23),(10,27),-0.0248485 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,23),(10,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,23),(10,29),-0.0488945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,24),(10,26),-0.0630153 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,24),(10,27),-0.0390352 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,24),(10,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,24),(10,29),-0.0471203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,26),(10,27),0.075781 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,26),(10,28),-0.0375543 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,26),(10,29),0.0775134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,27),(10,28),-0.0462113 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,27),(10,29),-0.0562356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,28),(10,29),-0.0468117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.362719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,8),-0.000125847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.0312161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,6),0.107585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,5),-0.125533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,4),-0.12524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,2),-0.133865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,-1),-0.186826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,8),0.371389 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,7),0.186814 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,6),0.09074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,9),(10,5),-0.127408 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,4),-0.128685 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,2),-0.128984 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,-1),-0.190494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,7),0.00979597 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,6),0.096691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,5),-0.125915 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,2),-0.136781 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,-1),-0.167891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,6),0.115373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,5),-0.124898 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,4),-0.124915 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,2),-0.125241 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,-1),-0.119799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,6),(10,5),-0.125173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,6),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,6),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,6),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,6),(10,-1),-0.207382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,5),(10,4),-0.128685 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,5),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,5),(10,2),-0.128984 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,5),(10,-1),-0.189013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,4),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,4),(10,2),-0.125001 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,4),(10,-1),-0.170386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,3),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,3),(10,-1),-0.120912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,2),(10,-1),0.0506725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,29),0.00162767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,7),0.112078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.199712 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,7),(11,-1),-0.135758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),-0.124089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),-0.0388248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,15),-0.203756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,16),-0.189019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,17),-0.0577342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,18),-0.0522756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,19),0.00664006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,20),-0.103202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,21),-0.0522756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,28),-0.0716542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,29),0.256399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.0327954 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,15),-0.0504664 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,16),-0.0504664 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,17),-0.0277378 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,18),-0.0273796 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,19),-0.0376788 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,20),0.00309361 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,21),-0.0273796 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,28),-0.0441189 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,29),-0.0538081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,15),-0.0380931 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,16),-0.0380931 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,17),-0.0326827 # DEPENDENCYPART_GRANDSIBL
