# _root_ We think it is n't such a great burden , that it carries no stigma , and we are prepared to do it . ''
#goldHeads=2,17,4,13,4,9,9,9,4,13,13,13,2,15,13,17,0,19,17,19,22,20,22,17,17,
#predictedHeads=2,17,4,2,4,9,9,9,4,17,13,13,17,15,13,17,0,19,17,19,22,20,22,17,17,
(0,19),(19,14),-0.354331 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.741679 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.296202 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.1291 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.251647 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.476684 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.339209 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.353971 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),2.67562 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),0.654386 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.486579 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.319366 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.91596 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.238091 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.783295 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.297442 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.00429373 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),0.305343 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.0275936 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.786864 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.861423 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),0.421465 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),2.60647 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.625869 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.806996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.118739 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.115769 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.00609989 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.283215 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.310269 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.268717 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.309514 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.193491 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.249273 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.387227 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.435013 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.280953 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.319148 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.479815 # DEPENDENCYPART_GRANDPAR
(1,2),(2,25),-0.335317 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.669389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.42078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.255409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.942141 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.40332 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0912269 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0802235 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.370219 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.522098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0951352 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.269461 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0614043 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),0.384733 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),0.259047 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),0.163242 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.391467 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.196351 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.772755 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.417075 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0213808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0298473 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0663459 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.168657 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.305161 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.17752 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.251057 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.286047 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.773884 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.196029 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.00608704 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.187826 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.367391 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.217711 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.293808 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.247062 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.00217062 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),0.39313 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.516411 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0247089 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),0.170048 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.780253 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.214418 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0313933 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.154252 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.209837 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.235735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,5),0.186541 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0267429 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.109118 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0384208 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.421914 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.203982 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),0.317921 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.197364 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.284549 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.00946431 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),0.226717 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.373558 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),0.444987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.423303 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.179938 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.360477 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.356622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.853272 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.436918 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.196472 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.051199 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.135295 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.111186 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.186398 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.40525 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.00420441 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.137198 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.164556 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.0769371 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.392295 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),0.178282 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.190437 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.363248 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.161881 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),0.388858 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.459737 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.172921 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.450738 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.350272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.716463 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),0.494778 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.10913 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.0861065 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.195168 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.142135 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.184938 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.536012 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.077744 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.274008 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),0.318738 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.273114 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.241879 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.398647 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.181931 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.184335 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.281619 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.184498 # DEPENDENCYPART_GRANDPAR
(2,17),(17,22),0.390688 # DEPENDENCYPART_GRANDPAR
(2,17),(17,24),-0.442159 # DEPENDENCYPART_GRANDPAR
(2,17),(17,25),-0.354827 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.292801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),0.499996 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),0.293651 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),0.00976207 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.0725677 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.0493669 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),0.262559 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.41355 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),0.0869136 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.0653995 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),0.391938 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.133859 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.167061 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),0.276186 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),0.0656514 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.304326 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.342813 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.198958 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),0.341513 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.41257 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.171652 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),0.182212 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),0.444498 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),0.00973821 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),0.364394 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.247407 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),0.307133 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),0.0057357 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.348852 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),0.277505 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.514866 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.134089 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.272822 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.433071 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.176924 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.176458 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.186969 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.00107624 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.845304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.102194 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.0152733 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0456728 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.166188 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.272195 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.117197 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.212242 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.422564 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.563107 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.320817 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.0847176 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.658639 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.623602 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.280553 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.348808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.233507 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.283608 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.10502 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0337098 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.172015 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0328114 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0509721 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.333829 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.228152 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.407015 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.176036 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.039672 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.219422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0169853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0706642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.414474 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.10148 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.183989 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.409794 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.228194 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.427407 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.324756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.221129 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0627546 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.133511 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.372877 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.299906 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.528329 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.149765 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.343005 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0899169 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.224057 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.258881 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.037638 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.00392203 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.109296 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.125509 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),0.363402 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.228448 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0496139 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0970626 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.287334 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.143157 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.500607 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.246091 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.394766 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.210259 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.294504 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.400814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.357034 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.153581 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.187079 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0102642 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),0.114432 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.291688 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.183092 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.244886 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.149225 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.182199 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.196016 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.143659 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.0516487 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.165354 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.0189846 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),0.292556 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.269147 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.115977 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.148252 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.30792 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.0199269 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.269074 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.305088 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.271197 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0415211 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.00688194 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.104861 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.12369 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.047145 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),0.358967 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.109599 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.517454 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.374369 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.412536 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.235231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.292142 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.214506 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.233507 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),0.0751447 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.174788 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.550471 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.185402 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.264171 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.254719 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.100759 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.271292 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.245104 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.298612 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.053233 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.0259445 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.0172594 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),0.300658 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.257522 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.291977 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.233153 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.37827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.414535 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),0.16958 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.210501 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.0271216 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),0.133714 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),0.258911 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.228083 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.212508 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.181504 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),0.0924531 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.315174 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.0464564 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.102281 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.655902 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.159454 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.0292489 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),0.228192 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.227298 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.125289 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0484686 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.128445 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0897518 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.21392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.161881 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.344944 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.436738 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.355546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.32397 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.55485 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.782498 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.59046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.719641 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.543203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.820802 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.685155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.421033 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.438543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.866156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.0157264 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0474256 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0284378 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0348035 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.169184 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.393202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.31133 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.182208 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.482957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0222962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.139571 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.438543 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.864692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.245017 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.00640871 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0475592 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.457166 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.842538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.300048 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.158623 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.12241 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0706713 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.00144481 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.121381 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.333956 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.164243 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.296989 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.110936 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.352677 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.128111 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.382461 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.00879253 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0636894 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.00628205 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0335521 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.404691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.243684 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.444461 # DEPENDENCYPART_GRANDPAR
