# _root_ But Merrill Lynch , in its statement about pulling out of index arbitrage , suggested that the current debate has missed the mark .
#goldHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
#predictedHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
(20,14),(20,5),-0.0173127 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,4),-1.15623 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,3),-0.690239 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,2),-0.817163 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,1),-1.12503 # DEPENDENCYPART_NEXTSIBL
(20,14),(20,-1),-0.720375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,13),(20,11),-0.531596 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,10),-0.667459 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,9),-0.945349 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,8),-1.19426 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,7),-1.38227 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,5),-1.15703 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,4),-1.96679 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,3),-1.41273 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,2),-1.39098 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,1),-1.32845 # DEPENDENCYPART_NEXTSIBL
(20,13),(20,-1),-0.647044 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,11),(20,10),-0.546624 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,9),-1.2081 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,8),-1.26237 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,7),-1.25013 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,5),-1.46135 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,4),-1.29977 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,3),-1.22528 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,2),-1.26222 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,1),-1.28123 # DEPENDENCYPART_NEXTSIBL
(20,11),(20,-1),-0.769468 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,10),(20,9),-1.03458 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,8),-0.915781 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,7),-0.99361 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,5),-1.13615 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,4),-1.40645 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,3),-1.09931 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,2),-1.02162 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,1),-1.04039 # DEPENDENCYPART_NEXTSIBL
(20,10),(20,-1),-0.833287 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,9),(20,8),-0.839185 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,7),-1.07955 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,5),-1.15222 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,4),-0.771452 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,3),-1.12797 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,2),-1.04042 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,1),-0.956631 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,-1),-1.04625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,8),(20,7),-0.675446 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,5),-0.860877 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,4),-0.932504 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,3),-1.07037 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,2),-1.10755 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,1),-1.16128 # DEPENDENCYPART_NEXTSIBL
(20,8),(20,-1),-0.621996 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,7),(20,5),-0.578863 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,4),-1.06226 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,3),-1.46714 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,2),-1.5051 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,1),-1.22149 # DEPENDENCYPART_NEXTSIBL
(20,7),(20,-1),-0.825471 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,5),(20,4),-0.324969 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,3),-0.725197 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,2),-0.897506 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,1),-1.1061 # DEPENDENCYPART_NEXTSIBL
(20,5),(20,-1),-1.09552 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,4),(20,3),-0.313475 # DEPENDENCYPART_NEXTSIBL
(20,4),(20,2),-0.860732 # DEPENDENCYPART_NEXTSIBL
(20,4),(20,1),-1.15319 # DEPENDENCYPART_NEXTSIBL
(20,4),(20,-1),-1.16484 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,3),(20,2),-0.657842 # DEPENDENCYPART_NEXTSIBL
(20,3),(20,1),-0.289835 # DEPENDENCYPART_NEXTSIBL
(20,3),(20,-1),-0.707001 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,2),(20,1),-0.628624 # DEPENDENCYPART_NEXTSIBL
(20,2),(20,-1),-0.718834 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,1),(20,-1),-0.298078 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-1.31068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.318445 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-1.41179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-0.835033 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.950252 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-1.14284 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-0.891888 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-0.588573 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.524963 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),-1.7897 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,19),-0.283835 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-0.962207 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,16),-1.33973 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,15),-0.499876 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,5),-0.612307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.792928 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,19),(21,18),-0.496732 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,16),-0.0717961 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,15),-0.934261 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,5),-1.09974 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.937506 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,16),-0.520989 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,15),-1.01277 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,5),-1.37185 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-0.857329 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,16),(21,15),-0.817617 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,5),-1.33839 # DEPENDENCYPART_NEXTSIBL
(21,16),(21,-1),0.0568381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,15),(21,5),-1.56515 # DEPENDENCYPART_NEXTSIBL
(21,15),(21,-1),-0.585483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,5),(21,-1),-1.10181 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,25),-0.250404 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,22),(22,-1),-0.384296 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,24),-1.06307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.50685 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.71104 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.932733 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-0.201297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),-0.393499 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,18),-0.918126 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,17),-1.16484 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.576181 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.862902 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-1.08395 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,18),-1.00557 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,17),-1.10929 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.141277 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,19),-0.882109 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,18),-0.804863 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,17),-0.800007 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.251586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,18),-0.251819 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,17),-0.38568 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,-1),-0.716133 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,18),(23,17),-0.155562 # DEPENDENCYPART_NEXTSIBL
(23,18),(23,-1),-0.670269 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,17),(23,-1),0.196044 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.570101 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,23),-0.623207 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,21),-0.170453 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.15744 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,21),-1.08411 # DEPENDENCYPART_NEXTSIBL
(24,23),(24,-1),-0.778209 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,21),(24,-1),-0.316857 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),0.630167 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.227617 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.532797 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.494411 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.607745 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.507864 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),2.59995 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.04185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.362179 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.527701 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.592959 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.238832 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0813648 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.477161 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.000861318 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0568032 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.321178 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.0681444 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.332433 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.6506 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.04496 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.364186 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0466536 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.566112 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.174804 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.675196 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0798176 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.482576 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.000555515 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.125959 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0635778 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.325265 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),2.65456 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.267948 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.2262 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.586005 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0739917 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.178406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.451357 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.204633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.26833 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0218226 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.347918 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.126198 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.224798 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.323324 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),2.64872 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.13036 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.537089 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.111605 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.735149 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.295852 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.209509 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.56274 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.331391 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.342365 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.379669 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.700167 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.492299 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.528626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.337264 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.535558 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.353767 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.130859 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.233205 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.316246 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.178539 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),2.67869 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),1.13177 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.521977 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.0980918 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.750141 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.360161 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.223021 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.501933 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.375842 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.317527 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.314703 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.504881 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.543618 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.0311246 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.880951 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.903997 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.66721 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.191551 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.285639 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.182401 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),2.75344 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.283314 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.0748649 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.942989 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.672508 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.171841 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.613301 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.156657 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),2.68368 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.26164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.190945 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.162927 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.517866 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.59843 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.509758 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.26137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.116548 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.155088 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.502915 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.554918 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.494806 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.541672 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.26744 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-1.04727 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.317579 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.506335 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.519714 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.900399 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.583319 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.193204 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.882995 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.664013 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.653944 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.68422 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.486361 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.776063 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-1.14961 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.413521 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.358849 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.803876 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.498994 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.316814 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.78453 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-1.20468 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-1.11938 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.465613 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.550984 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-1.25558 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-1.10847 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.578715 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.808402 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-1.00825 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-1.27381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),-0.124323 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),-0.348276 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),-0.169858 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),-0.331249 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.759656 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.478741 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.488534 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.406278 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.692883 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-1.24638 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.332349 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.460635 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-1.09924 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.964411 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-1.27309 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-1.22311 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.755435 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-1.16076 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.947986 # DEPENDENCYPART_GRANDPAR
(1,24),(24,21),-0.925177 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-1.43086 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.56796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.258968 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.561677 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.402606 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.519341 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.827471 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-1.69954 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.31034 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.841468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0745712 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.143812 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0165542 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.013012 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0934498 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0127918 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.29167 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.218675 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.0359276 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.220644 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-1.08141 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.166024 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0329766 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0245018 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0233339 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.00240355 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0899662 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.020443 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0370906 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.275812 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.187583 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.31034 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.846692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.457422 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0528363 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.278672 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0413317 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.00617923 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0959393 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0146867 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.104261 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.301353 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.219458 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-1.08208 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0523774 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.147314 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0499729 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0196494 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.249616 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.211514 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.0238385 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.193236 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-1.15354 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.51528 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.46725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.355149 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.562802 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.656844 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.876697 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-1.64327 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.271113 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.37488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.458065 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.517866 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.735118 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.476856 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.00989026 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.173418 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0902303 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0685004 # DEPENDENCYPART_GRANDPAR
