# _root_ UAL , which closed on the Big Board Monday at $ 178.375 a share , traded in the third market afterward as low as $ 158 a share .
#goldHeads=16,1,4,1,4,8,8,5,4,4,12,10,14,12,1,0,16,20,20,17,16,16,22,22,26,24,28,26,16,
#predictedHeads=16,1,4,1,4,9,9,9,5,4,12,10,14,12,1,0,16,20,20,17,16,21,21,23,26,24,28,26,16,
(5,16),(16,16),(16,9),0.11258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,8),0.111808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,7),0.112584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,6),0.0884522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,5),0.120035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,4),-0.124655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,3),-0.147634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,1),-0.154036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,-1),-0.174063 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,15),(16,14),0.0884461 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,12),0.109486 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,11),0.109487 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,10),0.102049 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,9),0.0884461 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,8),0.0884438 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,7),0.0884461 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,5),0.10191 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,4),-0.144943 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,-1),-0.153675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,14),(16,13),0.104719 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,12),0.108894 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,11),0.109531 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,10),0.101484 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,9),0.100407 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,8),0.100435 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,7),0.100432 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,6),0.10263 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,5),0.102542 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,-1),-0.12027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,13),(16,12),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,10),0.108543 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,6),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,5),0.108546 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,-1),-0.174242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,12),(16,11),0.109491 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,10),0.108414 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,9),0.108975 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,8),0.108975 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,7),0.108975 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,6),0.109481 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,5),0.108414 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,12),(16,-1),-0.156336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,11),(16,10),0.109025 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,9),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,8),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,6),0.109164 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,5),0.109078 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,1),-0.145396 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,11),(16,-1),-0.145141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,10),(16,9),0.110113 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,8),0.110169 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,7),0.110169 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,6),0.109304 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,5),0.10869 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,4),-0.144729 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,-1),-0.159005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,9),(16,8),0.100435 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,7),0.100432 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,6),0.10263 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,5),0.102548 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,9),(16,-1),-0.12036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,8),(16,7),0.10043 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,6),0.10263 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,5),0.102548 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,8),(16,-1),-0.121308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,7),(16,6),0.102626 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,7),(16,5),0.102548 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,7),(16,4),-0.144722 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,7),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,7),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,7),(16,1),-0.144732 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,7),(16,-1),-0.120268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,6),(16,5),0.108561 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,1),-0.14471 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,6),(16,-1),-0.177363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,5),(16,4),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,5),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,5),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,5),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,5),(16,-1),-0.158027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,4),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,4),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,4),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,4),(16,-1),-0.133275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,3),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,3),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,3),(16,-1),-0.16585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,2),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,2),(16,-1),-0.153675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,1),(16,-1),-0.120398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,7),-0.148764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,8),-0.148764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,9),-0.148764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,10),-0.144987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,11),-0.144757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,14),-0.148764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,16),-0.146762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,30),-0.142907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,6),(5,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,30),-0.148259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,7),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,30),-0.149271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,30),-0.149271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,9),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,30),-0.149271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,10),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,30),-0.145103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,11),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,30),-0.146014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,14),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,30),-0.149271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,15),(5,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,30),-0.14601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,16),(5,30),-0.146826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,-1),-0.0877259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,30),0.0881524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,5),-0.0287882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),0.20734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,-1),-0.0360858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,9),-0.126574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,10),0.0139775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,11),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,12),-0.0982313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,14),-0.123107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,15),0.133885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,30),0.123812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,9),(8,10),-0.0170923 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,11),-0.0196409 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,12),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,14),-0.00211033 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,15),0.00445263 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,30),0.0299369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,10),(8,11),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,12),-0.0194648 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,14),-0.0242412 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,15),-0.0458818 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,30),0.0207127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,11),(8,12),-0.0195629 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,14),-0.0197874 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,15),-0.020788 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,30),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,12),(8,14),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,15),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,12),(8,30),-0.0966734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,14),(8,15),0.00444833 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,30),0.026922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,15),(8,30),-0.0201767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,7),0.159977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,6),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),-0.0277581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,6),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,-1),-0.173909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,-1),-0.159291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,10),0.0124356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,12),-0.097455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,14),-0.127236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,15),0.136958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),0.0495819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,17),-0.00575418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,20),-0.133028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,29),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,30),0.153707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),-0.0194415 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,12),-0.0194648 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,14),-0.0242406 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,15),-0.04588 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),-0.0110437 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,17),-0.0585632 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,20),-0.023867 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,29),-0.0204479 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,30),0.0191685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,12),-0.0195629 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,14),-0.0197874 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,15),-0.020788 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,17),-0.0198754 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,20),-0.0197874 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,30),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,12),(9,14),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,15),-0.000860704 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,16),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,17),-0.021559 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,20),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,29),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,30),-0.0958971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,14),(9,15),0.00441512 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,16),-0.0207483 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,17),-0.0211031 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,20),-0.00173037 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,29),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,30),0.0297095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,15),(9,16),-0.0645556 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,17),0.000203186 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,20),0.135089 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,29),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,30),-0.0201594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,17),-0.0247044 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,20),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,29),-0.0195606 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,30),0.0048589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,17),(9,20),-0.0221583 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,17),(9,29),-0.020446 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,17),(9,30),-0.0480511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,20),(9,29),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,20),(9,30),0.0255814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,29),(9,30),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,8),0.154063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,7),0.15479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,6),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,1),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,-1),0.014409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,8),(9,7),0.0863011 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,6),-0.145039 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,-1),-0.178613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,7),(9,6),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,1),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,-1),-0.178518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,6),(9,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,-1),-0.159524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,1),(9,-1),-0.180416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,11),0.00446762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,12),0.0585245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,14),0.107318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,15),-0.0476227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,16),-0.0142627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,21),-0.058974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,10),(10,10),(10,30),-0.31542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,11),(10,12),-0.0225199 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,14),-0.0268953 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,11),(10,15),-0.0217334 # DEPENDENCYPART_GRANDSIBL
