# _root_ They note that he has adorned his office with five photos of George Bush , one of them featuring the First Dog , Millie .
#goldHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,11,11,16,17,16,22,22,19,22,22,2,
#predictedHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,6,19,16,17,6,22,22,19,22,22,2,
(12,8),(8,23),-0.24039 # DEPENDENCYPART_GRANDPAR
(12,8),(8,24),-0.582289 # DEPENDENCYPART_GRANDPAR
(12,8),(8,25),-0.775222 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.045561 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.233795 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0325951 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.285088 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.983911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.201635 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),0.589013 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),0.179105 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.495034 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.497356 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.295681 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.456579 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0445186 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.150854 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.983398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),0.63689 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.482971 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.496843 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.570555 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.0421832 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0662547 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.175437 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.389071 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.17461 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.27235 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.03324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.23629 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.621722 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.0383936 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.565949 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.546688 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.362685 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.596198 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.24039 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.583775 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.775221 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.37607 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),1.12721 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0835139 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.105333 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.0939678 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.721896 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.875383 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.37607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.723793 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.623924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.775061 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.825715 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0785715 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0949774 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.288018 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.742163 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.0800214 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.546932 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.0690498 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.263572 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.408571 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.608849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.798332 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),1.18411 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.627537 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.112998 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.237966 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.757077 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0996094 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.530444 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.0872025 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.265223 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.226182 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.107986 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.127759 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.66355 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.0131452 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.457817 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.00209205 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.833146 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.707849 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.542513 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.608761 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.223739 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.284039 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.374435 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.738936 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.29082 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.30879 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.96883 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.24453 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.17086 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.947224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0847489 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.228244 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0513622 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.112492 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.263922 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.174044 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.0134445 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.085014 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.318134 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.16597 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.10373 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.874629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.437639 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.0068379 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0921378 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.16324 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.495556 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.39739 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.109829 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.307366 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.467588 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.126956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.125074 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.0325243 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.127697 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.0303344 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.10219 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),0.0583395 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.164545 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.0116712 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.21313 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.280425 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0098255 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.108535 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.317755 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.741686 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.776007 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.314052 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.689433 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.656708 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.205066 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0413087 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.293513 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0594073 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.17628 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.29013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.314337 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.304944 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.261371 # DEPENDENCYPART_GRANDPAR
(14,8),(8,19),-0.740685 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.740687 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.545825 # DEPENDENCYPART_GRANDPAR
(14,8),(8,24),-0.552708 # DEPENDENCYPART_GRANDPAR
(14,8),(8,25),-0.785782 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.35725 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.116498 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.120603 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0520401 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.26689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.21243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.19426 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.531421 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.760497 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.65011 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.199843 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.169125 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.080251 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.41682 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.177107 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.485548 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.29159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.31431 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.304917 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.261343 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.740599 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.742147 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.545799 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.554169 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.785756 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.00228606 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0928219 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.634135 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.205034 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.36761 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.34471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.185672 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.251301 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.221157 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.416564 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.29011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.304929 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.261354 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.740671 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.570755 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.442394 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.11258 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.608814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.343716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.268446 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.185048 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.187227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.298004 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.0691124 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.109628 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.286962 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.198572 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.184148 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.0665067 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.157502 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.0459217 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.26931 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.232947 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.787861 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.272642 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.181496 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.282261 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.113729 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0618144 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.10807 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.0291553 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.160993 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.161342 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.250453 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0870993 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.403029 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0843858 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.102996 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.0843566 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0041453 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.368572 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0449877 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.189549 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),0.0900088 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.136688 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),0.366542 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.0414007 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.11206 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.176767 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.13499 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.0915313 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.0265655 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.230001 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.157895 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.078384 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.030682 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.111851 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0758249 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.103753 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.1502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.259425 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.266833 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.327202 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.0460536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.401595 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.348757 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0286613 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0077323 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.126092 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.15077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.256274 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.333184 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.00966022 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.16822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.242635 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.198791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),0.0963786 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),0.123999 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.333178 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.164625 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0350557 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.14615 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.177407 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.16822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.242924 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.276735 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.325638 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.198795 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.156416 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.191431 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.450997 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.749432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.685866 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.14435 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.413404 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.514328 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.467452 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.520323 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.529204 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.292516 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.708552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0875646 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.424032 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.103585 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.189713 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.286536 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.391199 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),0.296006 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.0137663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.367939 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.320836 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.318124 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.324038 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.371359 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.253699 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.29925 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0675867 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.455617 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.319591 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.0571011 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.297903 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0665603 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.172632 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.376867 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.0571011 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.136743 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.123503 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0870725 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.417542 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.432488 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.00551522 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.13177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.0755679 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.801919 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.502702 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.402041 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.893885 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.83703 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.233499 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.0710056 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.71413 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.650879 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.404727 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.899153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.31014 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.305831 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.122987 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.158913 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.128698 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.230148 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.417546 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.367598 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.219776 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.00993113 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.382687 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.360112 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.573063 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.262102 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.215316 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.246593 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.400032 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.381424 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.266142 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.217689 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.0804638 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.0580389 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.381424 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.519842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.638344 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.416842 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.380612 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.518909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.752616 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.610214 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.500901 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.3804 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.374468 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.28646 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.0679001 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.0732694 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.330465 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.562927 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.24959 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.271961 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.539427 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.355156 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.284188 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.281496 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.867198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,9),-0.1104 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0966058 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.187203 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.436812 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.248003 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.552986 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.894996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),0.0598742 # DEPENDENCYPART_GRANDPAR
