# _root_ Mr. Ferguson , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder .
#goldHeads=2,10,2,5,2,7,8,5,2,0,12,10,10,13,10,15,18,16,18,22,22,19,22,23,24,25,10,
#predictedHeads=2,10,2,5,2,7,8,5,2,0,12,10,10,13,10,15,18,16,18,22,22,19,22,23,24,25,10,
(5,16),(16,16),(16,27),-0.0701302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,28),0.106947 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,17),(16,18),-0.0260349 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,19),-0.0319719 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,20),-0.0453836 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,21),-0.0398175 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,22),-0.0260349 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,23),-0.0533607 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,24),-0.0260349 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,25),-0.0468996 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,26),-0.0260349 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,27),-0.0431821 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,17),(16,28),-0.145816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,18),(16,19),-0.0390897 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,20),-0.0496395 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,21),-0.0451607 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,22),-0.00238954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,23),-0.0713407 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,24),-0.00238954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,25),-0.0360951 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,26),-0.00238954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,27),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,18),(16,28),-0.0983936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,19),(16,20),-0.0396754 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,21),-0.047269 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,22),-0.0366415 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,23),-0.0999358 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,24),-0.0366415 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,25),-0.0781769 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,26),-0.0366415 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,27),-0.050448 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,19),(16,28),-0.0146865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,20),(16,21),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,22),-0.0475318 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,23),-0.0264981 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,24),-0.0475318 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,25),-0.0405344 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,26),-0.0475318 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,27),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,20),(16,28),-0.0626337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,21),(16,22),-0.0522186 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,21),(16,23),-0.0310715 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,21),(16,24),-0.0522186 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,21),(16,25),-0.0483381 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,21),(16,26),-0.0522186 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,21),(16,27),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,21),(16,28),-0.0312351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,22),(16,23),-0.0685188 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,22),(16,24),-0.00238954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,22),(16,25),-0.0360951 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,22),(16,26),-0.00238954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,22),(16,27),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,22),(16,28),-0.0983226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,23),(16,24),-0.0402255 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,23),(16,25),-0.0722319 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,23),(16,26),-0.0402255 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,23),(16,27),-0.0509832 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,23),(16,28),-0.0202976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,24),(16,25),-0.0360951 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,24),(16,26),-0.00238954 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,24),(16,27),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,24),(16,28),-0.102282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,25),(16,26),-0.0497174 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,25),(16,27),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,25),(16,28),-0.0267054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,26),(16,27),-0.0376426 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,26),(16,28),-0.102688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,27),(16,28),-0.0421517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,16),(16,15),-0.0590997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,14),0.102866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,13),-0.0679475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,10),0.127695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,4),-0.121381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,16),(16,16),(16,-1),-0.228703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,16),(16,15),(16,14),0.116466 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,13),0.123887 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,10),0.114445 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,4),-0.13111 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,15),(16,-1),-0.0613406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,14),(16,13),0.135012 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,10),0.118226 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,14),(16,-1),-0.16539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,13),(16,10),0.113059 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,4),-0.134283 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,13),(16,-1),-0.0707428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,10),(16,4),-0.126623 # DEPENDENCYPART_GRANDSIBL
(5,16),(16,10),(16,-1),-0.107448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,16),(16,4),(16,-1),-0.167571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,27),(27,28),-0.00537962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,27),(27,-1),0.0331862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,8),-0.0358348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,9),-0.0367855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.0706757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,12),-0.0329897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,14),-0.0335161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,28),0.00503698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,8),(7,9),-0.0420949 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,10),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,12),-0.043094 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,14),-0.0425675 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,28),-0.0432748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,9),(7,10),-0.0463128 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,12),-0.0285605 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,14),-0.0427722 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,28),-0.0450325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,12),-0.0421919 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,14),-0.0420064 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,28),-0.0735113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,12),(7,14),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,28),-0.0341399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,14),(7,28),-0.039087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,6),0.173803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,5),-0.126127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,3),-0.12498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,2),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),-0.291992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,6),(7,5),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,6),(7,-1),-0.0796558 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,5),(7,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,5),(7,3),-0.125079 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,5),(7,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,5),(7,-1),-0.127591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,4),(7,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,4),(7,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,4),(7,-1),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,3),(7,2),-0.125027 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,3),(7,-1),-0.131945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,2),(7,-1),-0.119226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.0494763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,12),-0.0480934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,13),-0.035917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,15),-0.0347726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,16),-0.0494763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,28),-0.0181307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,13),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,15),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,16),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,28),-0.042002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,28),-0.0454744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,12),(8,13),-0.0420062 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,15),-0.0420062 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,28),-0.0478183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,15),-0.0425553 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,16),-0.0399906 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,28),-0.0402746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,15),(8,16),-0.0399906 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,28),-0.0391301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,16),(8,28),-0.0454744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.114227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,6),0.116565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.0935387 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,6),0.11915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,7),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.129198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.127305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,4),(8,-1),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,28),-0.00822198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,-1),-0.0918677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,11),-0.0436488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,12),-0.0307309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,13),-0.0229159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,14),-0.0630601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,15),-0.0132727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,16),-0.0309531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,18),-0.0307309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,19),-0.0138609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,22),-0.0307309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,23),-0.013356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,25),-0.0515683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,27),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,28),-0.0291906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,12),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,13),-0.0421818 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,15),-0.0421818 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,16),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,18),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,19),-0.0421818 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,22),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,23),-0.0423648 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,11),(10,28),-0.043662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,12),(10,13),-0.0449144 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,14),-0.0421266 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,15),-0.0448445 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,16),-0.0428915 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,18),-0.0419171 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,19),-0.0448748 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,22),-0.0419171 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,23),-0.0439064 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,25),-0.0479315 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,27),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,12),(10,28),-0.0469389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,13),(10,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,15),-0.0421929 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,16),-0.0401806 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,18),-0.0451566 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,19),-0.0421875 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,22),-0.0451566 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,23),-0.0427304 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,25),-0.0427337 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,27),-0.042293 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,13),(10,28),-0.0375491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,14),(10,15),-0.042692 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,16),-0.0419995 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,18),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,19),-0.0426965 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,22),-0.0420031 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,23),-0.042692 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,25),-0.0429629 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,14),(10,28),-0.0618904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,15),(10,16),-0.0396693 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,18),-0.04375 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,19),-0.0415335 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,22),-0.04375 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,23),-0.0420763 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,25),-0.0427337 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,27),-0.042293 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,15),(10,28),-0.0263195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,16),(10,18),-0.0421564 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,19),-0.0428605 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,22),-0.0421564 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,23),-0.0436555 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,25),-0.0420041 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,27),-0.0428479 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,16),(10,28),-0.0257647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,18),(10,19),-0.0448748 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,22),-0.0419171 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,23),-0.0439064 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,25),-0.0479315 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,27),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,18),(10,28),-0.0469389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,19),(10,22),-0.045087 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,23),-0.0421753 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,25),-0.0427337 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,27),-0.042293 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,19),(10,28),-0.0254841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,22),(10,23),-0.0439064 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,22),(10,25),-0.0479315 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,22),(10,27),-0.0424111 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,22),(10,28),-0.0469389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,23),(10,25),-0.0427337 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,23),(10,27),-0.042293 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,23),(10,28),-0.027876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,25),(10,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,25),(10,28),-0.0704393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,27),(10,28),-0.0442068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,9),0.114011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,8),0.124416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,7),0.118505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,6),0.116065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,10),(10,5),-0.126176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,2),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,1),-0.12553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,-1),-0.188 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,9),(10,8),0.119151 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,7),0.117898 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,6),0.119009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,9),(10,5),-0.125035 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,2),-0.125188 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,1),-0.125188 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,9),(10,-1),-0.130982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,7),0.118965 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,6),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,8),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,8),(10,-1),-0.118761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,6),0.118588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,7),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,10),(10,7),(10,-1),-0.121342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,6),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
