# _root_ Avon also said it will issue an additional 243,677 of the Class C warrants to holders of its Class A , Class B and unclassified warrants .
#goldHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,26,24,24,24,24,24,26,24,17,3,
#predictedHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,19,24,23,24,23,24,17,26,24,3,
(24,9),(24,14),0.00462072 # DEPENDENCYPART_SIBL
(24,9),(24,15),0.060642 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.00683945 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.029871 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0581761 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.00276396 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.0903374 # DEPENDENCYPART_SIBL
(24,9),(24,21),3.68188e-05 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.00276396 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.010842 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.0277107 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.0230345 # DEPENDENCYPART_SIBL
(24,9),(24,27),-0.0586037 # DEPENDENCYPART_SIBL
(24,10),(24,11),-0.0473886 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0568131 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0249677 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.0485683 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.0328952 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0471193 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.000661813 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.0191927 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.0568131 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.032731 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.0398895 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.0568131 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0465293 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0630036 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.151367 # DEPENDENCYPART_SIBL
(24,10),(24,27),-0.0044724 # DEPENDENCYPART_SIBL
(24,11),(24,12),0.0823572 # DEPENDENCYPART_SIBL
(24,11),(24,13),0.110674 # DEPENDENCYPART_SIBL
(24,11),(24,14),0.0849304 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.0438737 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.094855 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0135444 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.0765491 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0823572 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.215558 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0990466 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0823572 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0962248 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.142985 # DEPENDENCYPART_SIBL
(24,11),(24,26),0.196988 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.0893287 # DEPENDENCYPART_SIBL
(24,12),(24,13),0.0392565 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.013046 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.0346875 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0100247 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.019471 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0811099 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0196035 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.105591 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.017809 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.0196035 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.00207388 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.00675909 # DEPENDENCYPART_SIBL
(24,12),(24,26),0.0460025 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0220436 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.0165125 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.0331785 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0134911 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.0179596 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.079604 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.02307 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.106865 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.0265823 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.02307 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.00647203 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.00167617 # DEPENDENCYPART_SIBL
(24,13),(24,26),0.0490647 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.011422 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.0248206 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.00513542 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0096018 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0712461 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0147143 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0985068 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0426487 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.0147143 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.00188367 # DEPENDENCYPART_SIBL
(24,14),(24,25),0.0447018 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0901575 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.0253813 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0963289 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.0745865 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.104483 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.105328 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.0705981 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0019473 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.105328 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0964944 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0833361 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.0603673 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.101305 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0297236 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0904184 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0398161 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.120398 # DEPENDENCYPART_SIBL
(24,16),(24,21),0.00601064 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0398161 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0232182 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.0177789 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.0204026 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.00528358 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0191927 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0568131 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.032731 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0398895 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0568131 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0465293 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0630036 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.151367 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0044724 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.0885145 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0446064 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0461017 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0885145 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0973525 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0067264 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.175337 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0213382 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.105591 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.017809 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0196035 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.00207388 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.00675909 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0460025 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0220436 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0309905 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.012888 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0239893 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0610297 # DEPENDENCYPART_SIBL
(24,20),(24,26),0.0456265 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.127612 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0145001 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.00178051 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00616822 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0190924 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0143621 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.00207388 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00675909 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0460025 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0220436 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.000719106 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0438416 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.00895519 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0059638 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.149298 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0511439 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.0339483 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.0582988 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.012865 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.0448244 # DEPENDENCYPART_SIBL
(26,18),(26,20),-0.0378374 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0942279 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.0448244 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.0651333 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.301775 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0356428 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.00946972 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0388329 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.0511135 # DEPENDENCYPART_SIBL
(26,19),(26,22),0.0491599 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.0878824 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.194603 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.0414096 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.0120248 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0488742 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0598249 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.0817929 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.477002 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0399755 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.0180203 # DEPENDENCYPART_SIBL
(26,21),(26,22),-0.00596778 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.026493 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.290238 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0353177 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0330681 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0878824 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.194603 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0414096 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0120248 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.205005 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.058571 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0385359 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0955932 # DEPENDENCYPART_SIBL
(26,24),(26,27),-1.49256e-06 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0558041 # DEPENDENCYPART_SIBL
(0,0),(0,1),-0.537533 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,3),0.342814 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,5),0.00475726 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,6),0.118511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,28),-1.04881 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,3),-0.78581 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,5),-0.717372 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,6),-0.95695 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,28),-0.294689 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(0,5),-0.770644 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,6),-0.818049 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,28),-0.30962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,5),(0,6),-0.762469 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,28),-0.437058 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,6),(0,28),-0.746327 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.527796 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.379314 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.170269 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,4),-0.622329 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,5),-0.313724 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.105865 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,10),-0.17925 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,27),-1.06331 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,28),-0.515475 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-0.777929 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,4),-1.07075 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,5),-0.931935 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,6),-1.01867 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,10),-1.09167 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,27),-1.76007 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,28),-0.870963 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,4),-0.516906 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,5),-0.818178 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,6),-0.626727 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,10),-0.571491 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,27),0.783564 # DEPENDENCYPART_NEXTSIBL
(1,3),(1,28),-0.777822 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,4),(1,5),-0.670769 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,6),-0.578211 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,10),-0.865114 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,27),-1.34547 # DEPENDENCYPART_NEXTSIBL
(1,4),(1,28),-0.988864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,5),(1,6),-0.736777 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,10),-0.662879 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,27),-0.131693 # DEPENDENCYPART_NEXTSIBL
(1,5),(1,28),-0.708365 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,6),(1,10),-0.621565 # DEPENDENCYPART_NEXTSIBL
(1,6),(1,27),0.351819 # DEPENDENCYPART_NEXTSIBL
(1,6),(1,28),-0.915731 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,10),(1,27),-0.536084 # DEPENDENCYPART_NEXTSIBL
(1,10),(1,28),-0.594739 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,27),(1,28),-1.78988 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.550839 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.255039 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.553751 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.338713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),-0.233645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,9),-0.170743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.298399 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,28),-0.265138 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.521226 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.873792 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,6),-0.737183 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,9),-0.56906 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.587077 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,28),-0.809708 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-0.658684 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,6),-0.57618 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,9),-0.829276 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-0.844157 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,28),-0.902739 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,6),-0.787157 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,9),-0.708367 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-0.677967 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,28),-0.730084 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,9),-0.740328 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,10),-0.640871 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,28),-0.97362 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,9),(2,10),-0.425053 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,28),-0.916789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,28),-0.662217 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.591615 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.486462 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.337667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.590964 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-0.0861273 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),0.0398367 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.940055 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-0.568004 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,9),-0.151805 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.550546 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,15),-0.902886 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,21),-0.650123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,24),0.300184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,27),-1.25402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,28),-0.937953 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-0.616942 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,6),-0.571399 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,7),-0.92938 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-0.921205 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,9),-0.888156 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,10),-0.997861 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,15),-0.957518 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,21),-1.16116 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,24),-0.405007 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,27),-1.34788 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,28),-1.02151 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,6),-0.725689 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,7),-0.721876 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,8),-0.731293 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,9),-0.669746 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-0.764961 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,15),-0.648101 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,21),-0.235402 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,24),-0.932851 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,27),-0.039642 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,28),-0.474521 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,7),-0.840249 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,8),-0.961843 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,9),-0.755598 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,10),-0.796576 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,15),-0.85856 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,21),-0.313056 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,24),-1.32511 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,27),0.557473 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,28),-0.777703 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.942718 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,9),-0.937708 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-1.12201 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,15),-0.882428 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,21),-1.07276 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,24),-0.908794 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,27),-1.00465 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,28),-0.716478 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,9),-0.663836 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,10),-0.912284 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,15),-0.574559 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,21),-0.388814 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,24),-0.71994 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,27),-0.725283 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,28),-0.773987 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,9),(3,10),-0.606807 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,15),-0.428743 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,21),-0.645391 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,24),-0.866442 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,27),-0.773393 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,28),-0.915756 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,15),-0.659793 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,21),-0.514208 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,24),-0.569067 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,27),-0.602894 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,28),-0.793568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,15),(3,21),-0.426854 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,24),-1.11313 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,27),-0.444815 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,28),-0.752257 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,21),(3,24),-0.492743 # DEPENDENCYPART_NEXTSIBL
(3,21),(3,27),-0.788554 # DEPENDENCYPART_NEXTSIBL
(3,21),(3,28),-1.02727 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,24),(3,27),-0.860566 # DEPENDENCYPART_NEXTSIBL
(3,24),(3,28),-0.654953 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,27),(3,28),-1.67563 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.428996 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-0.25598 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.90858 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),0.225146 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-1.00168 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-0.51937 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-0.307517 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,6),-0.111816 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,28),-0.414508 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,6),-0.780888 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,28),-0.736899 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,28),-0.924056 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,-1),-0.460391 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,5),(5,6),-0.0292547 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.658573 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.421417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,21),-0.95896 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,24),0.356988 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,27),-1.21547 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,28),-0.865388 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,8),-0.867142 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-0.633759 # DEPENDENCYPART_NEXTSIBL
