# _root_ In addition , corporations are now shouldering a bigger share of the tax burden , as the authors of the 1986 law hoped .
#goldHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
#predictedHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
(5,23),(23,1),0.190332 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-0.261887 # DEPENDENCYPART_GRANDPAR
(5,23),(23,3),-0.122942 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.246906 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.643806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,6),0.245713 # DEPENDENCYPART_GRANDPAR
(5,23),(23,7),0.12898 # DEPENDENCYPART_GRANDPAR
(5,23),(23,9),-0.200393 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),-0.117125 # DEPENDENCYPART_GRANDPAR
(5,23),(23,11),0.0256339 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.231414 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.171569 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),0.380642 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.529341 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-1.2432 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.224438 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.50082 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-1.43457 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.289547 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.70306 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.951377 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.336833 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.450552 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.397932 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.312262 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.16652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.0392773 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.373027 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.366273 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.281492 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.296414 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.233128 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.17985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.0561515 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.21509 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.193448 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.328842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.342849 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.357902 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.393735 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.20325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0804827 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.21655 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.306975 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.314241 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.317846 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.476846 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.306434 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.124506 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.35903 # DEPENDENCYPART_GRANDPAR
(6,5),(5,24),-0.835431 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.794737 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.800971 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.853177 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.852434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.760323 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.656266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.255614 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.108875 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.160472 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.119749 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.0202567 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.000184901 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.183373 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.416206 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.158303 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.0763561 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),0.096731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.434217 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.130034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.184737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.207311 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.741811 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.758253 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.740121 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.773881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.46992 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.44096 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.18294 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.119949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0775891 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.0506255 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0467147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.253619 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.358514 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.116096 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0761567 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),0.00166796 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.168709 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.336206 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.00404035 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.103128 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.134221 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.191211 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.183404 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.265244 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.44276 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0151238 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0676515 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.166926 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0454578 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.326634 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0391604 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.113993 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.740334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,1),-0.0512339 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.134472 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.325063 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0338845 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.106998 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.696961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,10),0.43723 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),0.0383481 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.0751936 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),0.0554829 # DEPENDENCYPART_GRANDPAR
(7,2),(2,24),-0.92474 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0341974 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0619984 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.115777 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0899208 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.036986 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0998171 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.697006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),0.436898 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),0.38944 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.156361 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.026312 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.2169 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.138763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.14781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.880268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.319697 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.0812826 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.124092 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.0653008 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.274904 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.120144 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),0.344458 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.284778 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.04784 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.00352576 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0334001 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.313957 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.159711 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.738637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.396904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.246588 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),0.301889 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.000879652 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.599631 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.645218 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.558006 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.715672 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.175295 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.671596 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.506698 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.324374 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.136558 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.598747 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.39926 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.184973 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.279514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.08989 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.519625 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.550727 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0925724 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.489343 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.399446 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.602348 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.721776 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.415785 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.110301 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.230664 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),0.242003 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.514745 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.336395 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.614291 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.115568 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.488787 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.395894 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.535099 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.761284 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),0.406746 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),0.26802 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0215154 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.364119 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.727295 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.380458 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.577339 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.383648 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),1.06482 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.548261 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.681382 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.471365 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0425325 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.44367 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.597794 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.745918 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.423469 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.123648 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),0.506977 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.22298 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),0.285385 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.497209 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.192706 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.543734 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.251533 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.443962 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.354732 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.57788 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.42639 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.600524 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.0664493 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.479434 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0491023 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.741247 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.391154 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.12423 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.48513 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),0.509217 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.210824 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),0.274646 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.494969 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.236425 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.728463 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),0.250502 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.557419 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),0.464779 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.230478 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),0.106037 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.620858 # DEPENDENCYPART_GRANDPAR
(7,23),(23,1),-0.314175 # DEPENDENCYPART_GRANDPAR
(7,23),(23,2),-0.758161 # DEPENDENCYPART_GRANDPAR
(7,23),(23,3),-0.604486 # DEPENDENCYPART_GRANDPAR
(7,23),(23,4),-0.879376 # DEPENDENCYPART_GRANDPAR
(7,23),(23,5),-0.553605 # DEPENDENCYPART_GRANDPAR
(7,23),(23,6),-0.32061 # DEPENDENCYPART_GRANDPAR
(7,23),(23,7),-0.429846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,23),(23,9),0.382965 # DEPENDENCYPART_GRANDPAR
(7,23),(23,10),0.654258 # DEPENDENCYPART_GRANDPAR
(7,23),(23,11),0.469534 # DEPENDENCYPART_GRANDPAR
(7,23),(23,13),0.336696 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),0.282203 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),0.466929 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),0.976083 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.674391 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),0.293592 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),0.0291079 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.774189 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),0.27082 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.337125 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.54032 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.416257 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.354279 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.838217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.246601 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0526586 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.305847 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.177171 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0530385 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.233334 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.194465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.348506 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.190322 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.0607448 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.175089 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0694458 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.338555 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.200971 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.16012 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0347406 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.175236 # DEPENDENCYPART_GRANDPAR
(9,4),(4,10),-0.123848 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.495713 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.00598707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.165352 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.202834 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.201144 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.180507 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0688047 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.191322 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.507635 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.296378 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.47601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.507456 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.291652 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.13016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.173228 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0457704 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0846008 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.158808 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.283998 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0766243 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.179319 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.179587 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.77294 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.637376 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.381351 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.00867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.240032 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0678449 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0942562 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.132204 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.183095 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.00764568 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.334086 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.312691 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.151218 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.46546 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.258474 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.503166 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.316865 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0330562 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.216344 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.124451 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.429 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.162645 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.448342 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.288754 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0397362 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.140084 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.412907 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.1963 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.37323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.16991 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.266998 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.274723 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.00452807 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.161931 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.436303 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.115234 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.197019 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.538027 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.54069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.347653 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.59985 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.549827 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.525999 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.82558 # DEPENDENCYPART_GRANDPAR
(10,5),(5,24),-1.10894 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.210919 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0787903 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.15655 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0655975 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.182278 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.273732 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.36805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.0989821 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.397011 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.244091 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.253454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0115359 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.140663 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0426785 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.453977 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.199765 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.519073 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.53351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.3364 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.618419 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.592718 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.548269 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.513523 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.934917 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.807095 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.820971 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-1.1075 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.57402 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.111017 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.397018 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0605682 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.416939 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.227446 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.102248 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.433808 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.0995666 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.845002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0814796 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.405955 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.411511 # DEPENDENCYPART_GRANDPAR
