# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(4,5),(5,8),(5,19),-0.0162796 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,21),-0.00180812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),0.134198 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,11),0.134198 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,12),-0.117558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,13),-0.0257372 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,16),-0.0496529 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,19),0.134183 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,21),-0.0440743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0160483 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,12),-0.0430007 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,13),-0.0263867 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,16),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,17),-0.0370627 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,19),-0.0160494 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,21),0.000654765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,12),-0.0430007 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,13),-0.0263867 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,16),-0.0517423 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,17),-0.0370627 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,19),-0.0160493 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,21),0.000655804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,12),(5,13),-0.0521076 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,16),-0.0559569 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,17),-0.042131 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,19),-0.0484108 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,20),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,21),-0.0146674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,13),(5,16),-0.0679691 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,17),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,19),-0.0425469 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,20),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,21),-0.0496204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,16),(5,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,19),0.134183 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,21),-0.0440743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,17),(5,19),-0.0448653 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,20),-0.0427916 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,17),(5,21),-0.0732828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,19),(5,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,21),0.00368621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,20),(5,21),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.137713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,3),-0.141492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.141316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),0.0407211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.155638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,-1),-0.156123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,2),(5,-1),-0.142957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,7),-0.0451482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.0450389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),0.0331723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,11),-0.0450389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,21),0.0328282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0504705 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,11),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,21),0.00295948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.0504705 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,11),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,21),0.00253223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,11),0.0393327 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,21),-0.0813326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,11),(6,21),0.00307723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.123393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,4),0.123388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,3),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,2),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,1),-0.131937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),0.00159838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,4),0.117557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,5),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,-1),-0.121315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,4),(6,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,-1),-0.122955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,3),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,-1),-0.121314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,2),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,2),(6,-1),-0.121317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,1),(6,-1),-0.168814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,8),-0.185959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,9),0.137582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,11),-0.183687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,12),0.0448922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,16),0.137582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,21),0.111684 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,8),(7,9),-0.0517598 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,11),-0.0146347 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,12),-0.0433036 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,16),-0.0517598 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,21),0.00152813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,9),(7,11),0.133251 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,12),-0.117826 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,16),-0.0496584 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,21),-0.0437961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,11),(7,12),-0.0432884 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,16),-0.05175 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,21),0.00399206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,12),(7,16),-0.055957 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,21),-0.014831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,16),(7,21),-0.0437961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,6),0.0862197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,5),0.135208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,4),0.133422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,7),(7,3),-0.141492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,2),-0.141316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,1),-0.144074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,-1),0.0476536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,6),(7,5),0.135134 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,4),0.134932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,6),(7,3),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,-1),-0.163667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,5),(7,4),0.108813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,5),(7,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,-1),-0.157456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,4),(7,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,1),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,-1),-0.158119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,3),(7,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,-1),-0.158604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,2),(7,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,2),(7,-1),-0.145438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,1),(7,-1),-0.0714809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),0.138392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),-0.184811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,11),-0.184809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),0.0443955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.0302454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,14),-0.04682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,15),-0.141501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,16),0.138392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,17),-0.0728036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,19),-0.185255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,21),0.100974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),0.134183 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,11),0.134183 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,12),-0.117692 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,13),-0.0257372 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,14),-0.0427092 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,15),-0.0354845 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,16),-0.0496529 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,19),0.134167 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,21),-0.0437965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,11),-0.0144025 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,12),-0.0429933 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0263872 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,14),-0.0420684 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,15),-0.0469336 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,16),-0.0517446 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,17),-0.0370625 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,19),-0.0144036 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,21),0.00206636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,11),(8,12),-0.0429933 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,13),-0.0263872 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,14),-0.0420684 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,15),-0.0469336 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,16),-0.0517446 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,17),-0.0370625 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,19),-0.0144035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,21),0.0020674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,13),-0.0521075 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,15),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,16),-0.0559569 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,17),-0.042131 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,19),-0.0484108 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,20),-0.0421598 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,21),-0.0151679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,14),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,15),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,16),-0.0679752 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,17),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,19),-0.0425478 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,20),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,21),-0.0505123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,14),(8,15),-0.0422826 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,16),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,17),-0.0424516 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,19),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,21),-0.0518783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,15),(8,16),-0.0358236 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,17),-0.0434696 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,19),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,20),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,15),(8,21),-0.142654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,16),(8,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,19),0.134167 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,16),(8,21),-0.0437965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,17),(8,19),-0.0448653 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,17),(8,20),-0.0427916 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,17),(8,21),-0.0740656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,19),(8,20),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,19),(8,21),0.00509781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,20),(8,21),0.0957841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),0.135396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.0871993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,5),0.13755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,4),0.135764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,8),(8,3),-0.141492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,2),-0.141316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,1),-0.144074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),0.0448324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.150974 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,5),0.107004 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,4),0.10498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,7),(8,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.15738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,5),0.135134 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,4),0.134932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,3),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,2),-0.124914 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,-1),-0.162476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,5),(8,4),0.105154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,5),(8,3),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,-1),-0.156414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,4),(8,3),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,-1),-0.157077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,3),(8,2),-0.125449 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,-1),-0.157561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,2),(8,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,2),(8,-1),-0.144396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,1),(8,-1),-0.0721387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,21),-0.0172915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,-1),-0.103081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,11),(11,12),0.0452402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,13),-0.0287233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,14),-0.04682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,15),-0.141499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,16),0.13854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,17),-0.07202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,19),-0.185289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,20),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,11),(11,11),(11,21),0.107907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,11),(11,12),(11,13),-0.0521075 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,14),-0.0425119 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,15),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,16),-0.0559567 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,17),-0.042131 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,19),-0.0484108 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,20),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,12),(11,21),-0.0141903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,13),(11,14),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,15),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,16),-0.0679688 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,17),-0.0425586 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,19),-0.0425468 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,20),-0.0454722 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,13),(11,21),-0.048995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,14),(11,15),-0.0422826 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,14),(11,16),-0.0423688 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,14),(11,17),-0.0424516 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,14),(11,19),-0.0454103 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,14),(11,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,14),(11,21),-0.0518762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,15),(11,16),-0.0358216 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,17),-0.0434696 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,19),-0.0533401 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,20),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,15),(11,21),-0.142654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,16),(11,17),-0.0380839 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,19),0.134189 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,20),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(4,11),(11,16),(11,21),-0.0437958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,11),(11,17),(11,19),-0.0448653 # DEPENDENCYPART_GRANDSIBL
