# _root_ Beyond the advertisements , the syndicator is planning a traveling arena show , new TV specials for CBS and even an exhibit at the Smithsonian Institute .
#goldHeads=7,3,1,7,6,7,0,7,12,12,12,19,19,16,16,19,16,17,8,22,22,19,22,26,26,23,7,
#predictedHeads=7,3,1,7,6,7,0,7,12,12,12,8,12,16,16,19,16,17,12,22,22,19,22,26,26,23,7,
(1,6),(6,2),0.857537 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.716108 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.34551 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.174477 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.481552 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.288093 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.277577 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.496062 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0741223 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.747038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.529878 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.17885 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.537834 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.00634668 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.126648 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.275159 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.121401 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.357263 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.179752 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.37061 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.231219 # DEPENDENCYPART_GRANDPAR
(1,7),(7,27),-0.46603 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.8975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,2),0.504361 # DEPENDENCYPART_GRANDPAR
(1,19),(19,3),0.567699 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),0.365498 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.527652 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),0.0449285 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),0.444988 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),0.154001 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.644237 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),0.147797 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.667955 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.533308 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.191488 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.636746 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.615605 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.564448 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.273788 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-1.11007 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),0.23262 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.392768 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.621443 # DEPENDENCYPART_GRANDPAR
(1,19),(19,23),-0.309803 # DEPENDENCYPART_GRANDPAR
(1,19),(19,24),-0.535271 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),-0.829177 # DEPENDENCYPART_GRANDPAR
(1,19),(19,26),-0.489841 # DEPENDENCYPART_GRANDPAR
(1,19),(19,27),-0.481968 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.39538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.220834 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.39646 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.613335 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.466952 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.709038 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.54069 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.317497 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.18952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.279097 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.248453 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.335582 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.58263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.201603 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.253663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.66792 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.159832 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.170539 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.00679714 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.709941 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.344792 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.523659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.303222 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.558887 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.174343 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0219967 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.049699 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.149087 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0583435 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.895666 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.589883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.178149 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.263724 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.353674 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.027976 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.059768 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.00462942 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.210699 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.0671982 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.0706425 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),0.207848 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.945278 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.866022 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.623556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.173701 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.32 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.24223 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.064687 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0345854 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.167335 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.205415 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.0182913 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.146671 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.138648 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.0658726 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.224442 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.257902 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),0.172915 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.108981 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.324112 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),0.105116 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-1.01473 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0356339 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.288301 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.548751 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.41597 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.369269 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.165574 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.511215 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.195731 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.0845514 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.0432818 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.267934 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.185356 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.0133635 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.0910912 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.317589 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.0316588 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.219982 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.374239 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.0585819 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.508276 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),-0.879627 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.155569 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.515104 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.185726 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.0884805 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.120053 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.0381513 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.050915 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.196723 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0909723 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.312721 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.0193719 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.211452 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.369372 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.0619687 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.5263 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.503409 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-0.886772 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.0867878 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.220891 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.139278 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.143407 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.296517 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.0265313 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.408145 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.832983 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-0.307854 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.54646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.410208 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.397024 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.411281 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),0.48357 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),0.208473 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),0.255402 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),0.229004 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),0.069934 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),0.0902159 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),0.145135 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.192389 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.226888 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.031528 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),0.24657 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.373565 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0445141 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),0.103997 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.349513 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),0.121054 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.23602 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.506416 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.485372 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.894441 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.703727 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0549187 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0761986 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.20135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.461938 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.395991 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.783019 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0462545 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.461252 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.532243 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.3131 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.19993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0504357 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.20648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.435041 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.306437 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.448498 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.177982 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.606807 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.315041 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.723776 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.434822 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.51285 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.313056 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0731484 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.00660944 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.431548 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.278023 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.449122 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.456106 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.194175 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.372883 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.564464 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.613902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.282995 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.629023 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.33692 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.28117 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.735576 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.308941 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.794057 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.15547 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.048031 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.168218 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.22194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.389916 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.701895 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.160952 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.108996 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.181368 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0165313 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.252354 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.41433 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.18012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.46437 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.723975 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.438862 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.573986 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.602364 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.660032 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.513237 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.756648 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-1.73067 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.201976 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.196262 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.369615 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.629927 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.855015 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.707618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.458411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.397235 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.619811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.1622 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0634589 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.123245 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.140855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.143855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0476322 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),0.088583 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-1.13812 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.82537 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.683663 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.455192 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.653485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.187896 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.068378 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0932892 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.202233 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.135571 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.0949484 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.180161 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.0587192 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0428623 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.139848 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.198785 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),0.0536505 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.151087 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.373725 # DEPENDENCYPART_GRANDPAR
(6,8),(8,23),0.0465018 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-1.20757 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.82537 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.660587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.187889 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.159475 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.209577 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.142915 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.104271 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.167383 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0513749 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.0502066 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.172613 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.0645658 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.142157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.366381 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.0750229 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-1.20014 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.464786 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.396399 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.557514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.314934 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0313503 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.514906 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0678559 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.119451 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.119939 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.301424 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.105427 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.00964679 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.00649672 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.258471 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.150924 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.262088 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.423852 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.117196 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.342012 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-1.07247 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.111171 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0254508 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.126257 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.151954 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.861537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,19),-0.298029 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.359637 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.366984 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.180532 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.848199 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.111484 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.751231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.308802 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.170643 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),0.0315464 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),0.0462887 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.223499 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),0.0917914 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.200933 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-1.10599 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.341733 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0673336 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.909131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.163591 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.359129 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.366334 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0622201 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.15321 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.874025 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.751231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.308802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.248932 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),0.0315464 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),0.0462887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),0.116308 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.496479 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.470049 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.367984 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.606567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.24944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.471823 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.248277 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.368239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.79879 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.140055 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.0387005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.0853895 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.190431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.117546 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),0.365184 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.309798 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),0.111284 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),0.232428 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.73219 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.472229 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),0.115595 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.368696 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.602241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.142693 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.240811 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.360773 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.790146 # DEPENDENCYPART_GRANDPAR
