# _root_ Back when the Burgess fauna were flourishing , it seems , human evolutionary hopes hung on the survival of a little worm with a backbone called Pikaia .
#goldHeads=15,7,5,5,6,1,6,10,10,15,10,14,14,15,0,15,18,16,18,22,22,19,22,25,23,22,26,15,
#predictedHeads=6,7,5,5,6,0,6,10,10,15,10,14,14,15,7,15,18,16,18,22,22,19,22,25,23,25,26,6,
(1,15),(15,10),(15,5),0.118952 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,10),(15,4),0.118952 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,10),(15,2),0.119163 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,10),(15,1),0.118985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,10),(15,-1),-0.136718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,9),(15,8),0.118976 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,9),(15,7),0.118785 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,9),(15,6),0.118776 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,9),(15,5),0.118658 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,9),(15,4),0.118658 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,9),(15,2),0.121216 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,9),(15,1),0.118631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,9),(15,-1),-0.15029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,8),(15,7),0.117828 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,8),(15,6),0.117828 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,8),(15,5),0.114563 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,8),(15,4),0.114563 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,8),(15,2),0.118532 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,8),(15,1),0.11554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,8),(15,-1),-0.119054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,7),(15,6),0.119131 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,7),(15,5),0.118952 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,7),(15,4),0.118952 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,7),(15,2),0.119163 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,7),(15,1),0.118985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,7),(15,-1),-0.136718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,6),(15,5),0.118952 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,6),(15,4),0.118952 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,6),(15,2),0.119163 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,6),(15,1),0.118985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,6),(15,-1),-0.136753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,5),(15,4),0.117892 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,5),(15,2),0.126981 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,5),(15,1),0.123337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,5),(15,-1),-0.167903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,4),(15,2),0.126981 # DEPENDENCYPART_GRANDSIBL
(1,15),(15,4),(15,1),0.123337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,4),(15,-1),-0.167903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,2),(15,1),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,2),(15,-1),-0.102777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,15),(15,1),(15,-1),-0.147717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,29),-0.0873888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,3),(1,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,4),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,29),-0.125322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,5),(1,29),-0.125322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,6),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,6),(1,29),-0.125799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,8),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,8),(1,29),-0.127923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,10),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,10),(1,29),-0.125799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,15),(1,29),-0.125799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.0303508 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,7),-0.0142368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.0478812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),-0.0374465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),-0.0142368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,11),-0.0478812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,12),-0.0349909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,14),-0.0858414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,15),-0.0133603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,16),-0.0257039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,29),-0.0170267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0475774 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,11),-0.0475774 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,12),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,14),-0.0420067 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,15),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,16),-0.0426538 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,28),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,29),-0.0231776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),-0.0446236 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,11),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,12),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,14),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,15),-0.0446236 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,16),-0.0441021 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,29),-0.0457145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),-0.0426425 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,11),-0.0420032 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,14),-0.0423865 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,15),-0.0426425 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,16),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,29),-0.0352633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,11),-0.0475774 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,12),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,14),-0.0420067 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,15),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,16),-0.0426538 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,28),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,29),-0.0231777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,11),(6,12),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,14),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,15),-0.0446236 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,16),-0.0441021 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,11),(6,29),-0.0457145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,12),(6,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,15),-0.0425465 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,16),-0.0428061 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,12),(6,29),-0.0331889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,14),(6,15),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,16),-0.0438682 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,28),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,14),(6,29),-0.064099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,15),(6,16),-0.0426538 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,28),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,15),(6,29),-0.0223011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,16),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,16),(6,29),-0.0389142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,28),(6,29),-0.0435871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.124393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,4),0.124393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,3),0.108067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,6),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,1),-0.127914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.157655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,4),0.119163 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,3),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,5),(6,2),-0.124901 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.121263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,3),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,2),-0.124901 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.121263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,3),(6,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,3),(6,-1),-0.132811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,2),(6,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,2),(6,-1),-0.12491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,1),(6,-1),-0.13113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,3),0.104247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,4),-0.128362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,5),-0.128362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,6),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,10),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,15),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,29),-0.194882 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,3),(1,4),-0.12489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,5),-0.12489 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,29),-0.134112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,4),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,6),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,10),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,15),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,29),-0.133806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,5),(1,6),-0.124941 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,10),-0.124941 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,15),-0.124941 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,29),-0.133806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,6),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,29),-0.0888622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,8),(1,10),-0.124929 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,15),-0.124929 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,29),-0.114962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,10),(1,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,29),-0.0888623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,15),(1,29),-0.0888622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),-0.0400469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,6),-0.126126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,29),0.145967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,6),(3,29),-0.116516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,-1),0.210095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,6),0.0453184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),0.0469241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),0.138802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),0.0456043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),0.138802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,14),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,15),0.0469241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,29),0.0897375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0451553 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0564442 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0451553 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0564442 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,14),-0.0484104 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,15),-0.0451553 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,29),-0.0106202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,14),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,15),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,29),-0.0125759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,10),-0.117144 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0496519 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,14),0.13405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,15),-0.117144 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,29),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,14),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,15),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,29),-0.0145576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,14),0.13405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,15),-0.117144 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,29),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,14),(5,15),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,29),0.0027291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,15),(5,29),-0.0125759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.152108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,3),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,1),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),0.0141129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.143145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,-1),-0.162421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,2),(5,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,2),(5,-1),-0.129414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,1),(5,-1),-0.120787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,7),-0.0402622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.073443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),-0.0617657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,10),-0.0407879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,11),-0.073443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,12),-0.00805764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,14),-0.0309738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,15),-0.0402622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,16),-0.0522167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,28),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,29),0.0613815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),-0.0426075 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,10),-0.0442337 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,11),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,12),-0.0433435 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,14),-0.0485334 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,15),-0.0442337 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,16),-0.0495516 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,28),-0.0380729 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,29),-0.0863135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.0420329 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,10),-0.0720606 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,11),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,12),-0.0402241 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,14),-0.0359859 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,15),-0.0720606 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,16),-0.0632718 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,29),-0.0938572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,10),-0.0422748 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,11),-0.0498424 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,12),-0.0471239 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,14),-0.0398896 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,15),-0.0422748 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,16),-0.0441695 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,28),-0.0424261 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,29),-0.0569861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,10),(6,11),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,12),-0.0433435 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,10),(6,14),-0.0485334 # DEPENDENCYPART_GRANDSIBL
