# _root_ The Soviet Union has purchased roughly eight million tons of grain this month , and is expected to take delivery by year end , analysts said .
#goldHeads=3,3,15,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
#predictedHeads=3,3,4,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
(1,5),(5,11),(5,24),-0.0212118 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,26),-0.0200618 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,27),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,11),(5,28),-0.0387205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,13),(5,14),-0.0212118 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,16),-0.0200634 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,17),-0.0200618 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,19),-0.0200622 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,21),-0.0221823 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,24),-0.0212118 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,26),-0.0200618 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,27),-0.0197135 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,13),(5,28),-0.0387205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,14),(5,16),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,17),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,19),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,21),-0.0205831 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,26),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,14),(5,28),-0.0197302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,16),(5,17),-0.0196149 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,19),-0.0196149 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,21),-0.0200798 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,24),-0.0268959 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,26),-0.0196149 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,27),-0.0207452 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,16),(5,28),0.005072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,17),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,19),-0.0196149 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,21),-0.0200798 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,24),-0.0244288 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,26),-0.0196149 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,27),-0.0206099 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,17),(5,28),-0.000551426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,18),(5,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,18),(5,21),-0.0194702 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,18),(5,24),-0.0195497 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,18),(5,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,18),(5,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,18),(5,28),-0.036223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,19),(5,21),-0.0200798 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,19),(5,24),-0.0244288 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,19),(5,26),-0.0196149 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,19),(5,27),-0.0206099 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,19),(5,28),-0.00054658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,21),(5,24),-0.020358 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,21),(5,26),-0.0213884 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,21),(5,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,21),(5,28),-0.033938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,24),(5,26),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,24),(5,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,24),(5,28),-0.0197302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,26),(5,27),-0.0206099 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,26),(5,28),-0.00150763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,27),(5,28),-0.0216082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,4),0.108315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,3),0.102844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,2),0.102854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,1),0.104952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,-1),-0.20007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,4),(5,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,2),0.10954 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,1),0.109291 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,-1),-0.145784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,2),0.109492 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,3),(5,1),0.109539 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,3),(5,-1),-0.148907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,1),0.109539 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,2),(5,-1),-0.148897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,1),(5,-1),-0.148529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,4),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,5),-0.146359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,28),0.0916924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,4),(1,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,1),(1,4),(1,28),-0.13486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,5),(1,28),-0.133841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),0.210887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),0.0511438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),0.0486164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.0301871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.10016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),0.00760848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,28),0.133802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0242331 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0198125 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.0237982 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,28),0.0076339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0198125 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0196491 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,28),0.0032037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.019466 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),-0.0200983 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,28),-0.0376992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,10),-0.0218057 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,28),-0.0994562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,28),-0.00940184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.158984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.0159605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.174585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.158929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,5),-0.031415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,6),0.0197204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),-0.00374024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.00325832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,9),-0.0194248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,10),-0.000769875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,11),-0.0193697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,13),-0.0233186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,14),-0.0411178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,15),0.00295405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,17),-0.0314911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,19),-0.0322988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,27),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,28),0.0492081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,6),-0.0212654 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,7),-0.0194564 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),-0.0194564 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),-0.0235949 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,10),-0.0275811 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,11),-0.0235949 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,13),-0.0202156 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,14),-0.0186934 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,15),-0.0155922 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,17),-0.023887 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,19),-0.023887 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,27),-0.0232902 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,28),-0.00408908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,6),(4,7),-0.0198171 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,8),-0.0198171 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,9),-0.0180691 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,10),-0.0114777 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,11),-0.0180691 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,13),-0.0185239 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,14),-0.0225425 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,15),-0.016992 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,17),-0.00487228 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,19),-0.00477721 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,27),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,6),(4,28),0.0270149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.0251253 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,9),-0.0228905 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,10),-0.025129 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,11),-0.0228905 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,13),-0.0228943 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,14),-0.0227567 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,15),-0.0147414 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,17),-0.0215713 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,19),-0.0215713 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,28),-0.00147272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.0229163 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,10),-0.0264158 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,11),-0.0229163 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,13),-0.0229201 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,14),-0.0227567 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,15),-0.0147414 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,17),-0.0219237 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,19),-0.0219237 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,28),-0.000905336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,10),-0.00788057 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,11),-0.00380855 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,13),0.00144704 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,14),-0.0347604 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,15),-0.0421911 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,17),-0.037256 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,19),-0.0373185 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,9),(4,28),-0.0210056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,10),(4,11),-0.014749 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,13),-0.0094384 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,14),-0.023932 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,15),-0.0167021 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,17),-0.000170036 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,19),-0.000178642 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,27),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,10),(4,28),-0.00857603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,11),(4,13),0.00287286 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,14),-0.0347035 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,15),-0.0421911 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,17),-0.037256 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,19),-0.0373185 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,11),(4,28),-0.022751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,13),(4,14),-0.0347035 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,15),-0.0421911 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,17),-0.038424 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,19),-0.0384865 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,13),(4,28),-0.0153509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,14),(4,15),-0.0239508 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,17),-0.0159492 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,19),-0.0159523 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,14),(4,28),-0.0254891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,15),(4,17),0.195195 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,19),0.264446 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,27),0.177566 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,15),(4,28),-0.040995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,17),(4,19),-0.023887 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,27),-0.0234787 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,17),(4,28),-0.0040035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,19),(4,27),-0.0232902 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,19),(4,28),-0.00529743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,27),(4,28),-0.0611123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,3),0.140137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,2),0.142414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,1),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),-0.0370407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,3),(4,2),0.0937987 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,1),-0.145141 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,3),(4,-1),-0.0555828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,2),(4,1),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.0546491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.164273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),0.0163242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),-0.00172314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,8),-0.00124122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0226439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,10),0.000380505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,11),-0.0225888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,13),-0.0265377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,14),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,16),-0.0481557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,17),-0.0445785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,18),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,19),-0.0453862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,21),0.0732629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,24),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,26),-0.043833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,27),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,28),0.057349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),-0.0198171 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,8),-0.0198171 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0178442 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,10),-0.0114066 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0178442 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,13),-0.018299 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,14),-0.0219626 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,16),-0.0120786 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,17),-0.0142188 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,18),-0.0130668 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,19),-0.0141238 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,21),-0.0120744 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,24),-0.0219626 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,26),-0.0130232 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,27),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,28),0.0272146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,8),-0.0247733 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,9),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,10),-0.0250402 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,11),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,13),-0.0228232 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,14),-0.0226366 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,16),-0.0216222 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,17),-0.0215713 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,18),-0.0155331 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,19),-0.0215713 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,21),-0.0242533 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,24),-0.0226366 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,26),-0.0215713 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,28),-0.000191619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.0228451 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,10),-0.0263271 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,11),-0.0228451 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,13),-0.022849 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,14),-0.0226366 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,16),-0.0219747 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,17),-0.0219237 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,18),-0.0155401 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,19),-0.0219237 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,21),-0.0255402 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,24),-0.0226366 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,26),-0.0219237 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,28),0.000375763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,10),-0.00412774 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,11),-0.00242827 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,13),0.00282732 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,14),-0.0346858 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,16),-0.033767 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,17),-0.0342109 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,18),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,19),-0.0342734 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,21),0.0107191 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,24),-0.0346858 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,26),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,28),-0.0261439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,10),(5,11),-0.0147364 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,13),-0.00942582 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,14),-0.0236606 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,16),0.00257393 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,17),1.58021e-05 # DEPENDENCYPART_GRANDSIBL
