# _root_ Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .
#goldHeads=2,8,2,5,3,7,5,14,8,12,12,14,12,0,16,14,19,19,21,21,16,21,21,23,14,
#predictedHeads=2,14,2,5,3,7,8,14,8,12,12,14,12,0,16,14,19,19,16,21,16,21,21,23,14,
(3,14),(14,10),(14,-1),-0.178665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,9),(14,8),0.113404 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,7),0.0890322 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,6),0.0901921 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,5),0.0890942 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,4),0.132781 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,3),0.10806 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,2),-0.145604 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,1),-0.145604 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,9),(14,-1),-0.187848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,8),(14,7),0.0300764 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,6),0.0983869 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,5),0.0304908 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,4),0.106461 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,3),0.104115 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,2),-0.144765 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,1),-0.144765 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,8),(14,-1),-0.0524157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,7),(14,6),0.115072 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,5),-0.0278423 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,4),0.0863501 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,3),0.0951207 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,2),-0.14832 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,1),-0.14832 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,7),(14,-1),-0.192156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,6),(14,5),0.105107 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,4),0.109515 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,3),0.108238 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,2),-0.144762 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,1),-0.144762 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,6),(14,-1),-0.164049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,5),(14,4),0.0888542 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,3),0.0944022 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,2),-0.14832 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,1),-0.14832 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,5),(14,-1),-0.181089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,4),(14,3),0.10823 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,4),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,4),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,4),(14,-1),-0.0385056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,3),(14,2),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,3),(14,1),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,14),(14,3),(14,-1),-0.207397 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,14),(14,2),(14,1),-0.14832 # DEPENDENCYPART_GRANDSIBL
(3,14),(14,2),(14,-1),-0.181957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,14),(14,1),(14,-1),-0.180618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,4),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,5),-0.145435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,7),-0.145578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,14),-0.148747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,26),-0.209349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,26),-0.155248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,7),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,26),-0.144693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,7),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,26),-0.144743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,26),-0.146911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,26),-0.130209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,12),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,12),(3,26),-0.146911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,14),(3,26),-0.149039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,2),0.058797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,1),0.0575267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,-1),-0.108022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,2),(3,1),-0.0253358 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,2),(3,-1),0.0488141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,1),(3,-1),0.0475439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,6),-0.0228764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0181947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0387063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0256246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.0170544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),-0.0388219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,13),-0.0170544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,14),-0.0197273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,15),-0.0181415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,16),-0.0387063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,19),-0.0181417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,22),-0.0256246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,25),-0.0195776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,26),0.0136406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,26),-0.0260153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0202863 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0164265 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,12),-0.0202863 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,13),-0.0164265 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,14),-0.00714835 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,15),-0.0143387 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,16),-0.0202863 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,19),-0.0143387 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,22),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,25),-0.0195014 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,26),-0.0163193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0202182 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,13),-0.0202182 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,15),-0.0199316 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,19),-0.0199316 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,22),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,26),-0.0459473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),-0.0194829 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,13),-0.0194829 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,15),-0.0195818 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,19),-0.0195818 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,26),-0.0253518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,12),-0.0245803 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,13),-0.0201253 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,14),-0.0201888 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,15),-0.00537293 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,16),-0.0245803 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,19),-0.00537293 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,22),-0.0194451 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,26),-0.0291244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,12),(5,13),-0.0203235 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,15),-0.0199316 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,19),-0.0199316 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,22),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,26),-0.0459576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,13),(5,14),-0.0201888 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,15),-0.00537293 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,16),-0.0245803 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,19),-0.00537293 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,22),-0.0194451 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,26),-0.0291244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,14),(5,15),0.117924 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,16),0.307041 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,19),0.044673 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,22),0.167756 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,25),0.222556 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,14),(5,26),-0.00537602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,15),(5,16),-0.0202863 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,19),-0.0143387 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,22),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,25),-0.0195014 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,15),(5,26),-0.0163099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,16),(5,19),-0.0199316 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,22),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,26),-0.0459473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,19),(5,22),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,25),-0.0195014 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,19),(5,26),-0.01631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,22),(5,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,22),(5,26),-0.0253518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,25),(5,26),-0.0196793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.164992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,3),-0.145641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.144866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,1),-0.144866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),-0.262938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.091817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,-1),-0.15257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,2),(5,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,2),(5,-1),-0.138932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,1),(5,-1),-0.138932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,26),0.031053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,-1),-0.0887114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,7),(7,8),-0.038706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,9),-0.022435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,13),-0.0169448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,16),-0.038706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,26),-0.00265102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,8),(7,9),-0.0194833 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,13),-0.0202182 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,26),-0.0459425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,9),(7,13),-0.0194829 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,26),-0.0221705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,13),(7,16),-0.0245729 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,13),(7,26),-0.0291244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,16),(7,26),-0.0459425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,6),0.158091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,5),0.0842751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,4),0.168061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,3),-0.145495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,2),-0.144867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,-1),-0.276158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,6),(7,5),0.109515 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,-1),-0.109566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,5),(7,4),0.108099 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,-1),-0.135608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,4),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,-1),-0.0896474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,3),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,-1),-0.152346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,2),(7,-1),-0.134735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),-0.0275387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),-0.021454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,12),-0.00437125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.021454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,14),-0.0233137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,15),-0.0156458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,16),-0.00754679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,19),-0.0156458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,21),-0.00754902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,23),-0.0130252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,25),-0.0199301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,26),-0.00398922 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),-0.0194673 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,12),-0.0196022 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,13),-0.0194673 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,14),-0.0194641 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,15),-0.0196955 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,16),-0.0196022 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,19),-0.0196955 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,21),-0.0196022 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,23),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,26),-0.0275981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,12),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,14),-0.0207866 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,15),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,16),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,19),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,21),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,23),-0.0163078 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,26),-0.0208386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,12),(8,13),-0.0209986 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,15),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,19),-0.0197207 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,23),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,25),-0.0212773 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,12),(8,26),-0.00355785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,14),-0.0207866 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,15),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,16),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,19),-0.0200066 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,21),-0.0218576 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,23),-0.0163078 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,26),-0.0208386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,14),(8,15),0.115502 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,16),0.307034 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,19),0.0422508 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,21),0.209738 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,14),(8,23),0.185463 # DEPENDENCYPART_GRANDSIBL
