# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(5,10),(10,23),-0.327735 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.900718 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.888617 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.797723 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.502465 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.577379 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0347331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0289377 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.130378 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.867146 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.863232 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.539345 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.718551 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.536868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.0557689 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.183386 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.352723 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0301637 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.293953 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.169996 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.159868 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0506533 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.215396 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.111758 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.180155 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.0846125 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.569273 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.8661 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.479319 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.878941 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0143162 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.368377 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0281843 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.137268 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.181832 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0754277 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0455388 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.142329 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.453493 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.41392 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.916347 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0289377 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0479263 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.286929 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0361139 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0199865 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.117768 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.251732 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.115566 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.525529 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.574685 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.250721 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.11495 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.13664 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.233504 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.0697284 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.428963 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.457237 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.919635 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.787872 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.476256 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.657984 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.435463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.0249084 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.443124 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.0190603 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.107003 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.096024 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.302911 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.0121906 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.0768868 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.0929796 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.0801253 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.0328269 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.322908 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.394988 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.654042 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.11662 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.311902 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.971455 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.0607332 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),0.0499517 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.109061 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.449222 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.523204 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.210872 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.0532201 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.899608 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.284681 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.461567 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.34209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.382386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.355977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.554845 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-1.01033 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.996892 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.947449 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.0428 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.20996 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.775441 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.12274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.13894 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.28638 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.48631 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.78971 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.878679 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.387092 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.344014 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.232736 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.548895 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.43645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.70568 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.792152 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.692479 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.942273 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.942273 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-1.38027 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.795735 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.205252 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.350595 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.144657 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.556195 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.34848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.650722 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.760533 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.932931 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.758239 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.795104 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.292931 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.265399 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.539075 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.3703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.645544 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-1.36556 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.804447 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.587904 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.475935 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.487173 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.616939 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.42057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.677592 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.765365 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.889091 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.431632 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.382661 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.65207 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.51216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.739059 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.883183 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.790275 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.697166 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.10951 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.84256 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.805661 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.04513 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.859408 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.46126 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-1.46466 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.50933 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.572114 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.4698 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.25135 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.811145 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.845547 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.878716 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.15966 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.66089 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.677445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0639932 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0016062 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0116731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.283864 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.209244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0169918 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.224612 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.297273 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.27539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.263615 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.116505 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.58847 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-1.01671 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.755135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.0862056 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.171784 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.30404 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0385316 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.101591 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.153057 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.198137 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.227303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.528112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.940334 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.43358 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.25737 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.831308 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.547988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0975064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.169882 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0569594 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.41211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.32288 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.868189 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.914394 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.0105 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.30746 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.81253 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.762972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.0231314 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.410478 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0918829 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.189372 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.330137 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.0178545 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.367325 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.287249 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.239916 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.444144 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-1.09512 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.728293 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.959285 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.376069 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.464365 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.377631 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.454095 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.115065 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.378105 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.170812 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.350611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.372686 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.692429 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-1.04971 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.110226 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.441397 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.390989 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.321588 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.256355 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.334489 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.752048 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.46461 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.24753 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.805108 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.853837 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.900955 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-1.16851 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.726877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.0864838 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.233655 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.162531 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.0985114 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.359673 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.268091 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.177917 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.148249 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.338325 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.157985 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.269169 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.896225 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.251685 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.571151 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-1.06478 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.0240023 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.090019 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.686618 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.549656 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.344211 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.191522 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.17239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.0638578 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.248366 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.735676 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.158103 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-1.43524 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.16737 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0700084 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.514901 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.360557 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.021856 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.269278 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.05453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.00887546 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.702209 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0497375 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.362802 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.444838 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.208297 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.228619 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.105325 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.04887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,24),-1.41081 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.132599 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0144313 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.266449 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.250845 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0141304 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.169577 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.15461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),0.236455 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.00182323 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0502358 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.515043 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0753145 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.146332 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.03361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.0146673 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.685657 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.0980753 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.81873 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),0.284697 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.618554 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),0.0287029 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.110506 # DEPENDENCYPART_GRANDPAR
(9,5),(5,23),-0.799417 # DEPENDENCYPART_GRANDPAR
(9,5),(5,24),-1.40764 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0365522 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.197576 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.133077 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.054356 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.117656 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.571515 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0752645 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.133567 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),1.09247 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.03536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.0193041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.689126 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.100588 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.829782 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),0.227262 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),0.0213233 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.112799 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.492754 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.201607 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.698188 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.197713 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.630728 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.134504 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.105276 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.174065 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.381724 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.106705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-1.23474 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.176418 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.642551 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.591644 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.470237 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.443559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.369364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.365937 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.0538352 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.672744 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.590516 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.218887 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.436687 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.893076 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.0572474 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.467216 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.445356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0573608 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.181368 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.257673 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.191493 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.27384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0882802 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.468309 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.155875 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.446394 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-1.21762 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.532826 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-1.37507 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.423427 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.258839 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.27763 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0674809 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.159045 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.145035 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.166644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.351176 # DEPENDENCYPART_GRANDPAR
