# _root_ `` There was a roll of laughter through the stands , '' says Joe Sukle , the editor of the weekly Press and Journal in Middletown .
#goldHeads=13,3,13,5,3,5,6,5,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
#predictedHeads=13,3,13,5,3,5,6,3,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
(23,18),(23,22),-0.020942 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0566396 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00678295 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0563264 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0130703 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0473886 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.016167 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0515948 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.150167 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.121023 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.150132 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0044724 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0453514 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0761882 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.212736 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.179794 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.208725 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0893287 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0154994 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0170571 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.00349315 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0141334 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0713239 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0366044 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0317243 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0362912 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0297881 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00575066 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0196669 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0533892 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.00468523 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0272142 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0509469 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0845567 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0809107 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0227504 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0180711 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0922357 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0559445 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.00767543 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0106538 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0726045 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0505157 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0692414 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0543667 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0305657 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.00468827 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0278635 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.071934 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0582805 # DEPENDENCYPART_SIBL
(26,20),(26,27),-0.077993 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0517008 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0666173 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0126505 # DEPENDENCYPART_SIBL
(0,0),(0,3),0.0891756 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,13),0.168858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,23),-0.0758412 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,28),-0.955993 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,3),(0,13),-0.814453 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,23),-1.41304 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,28),-0.337039 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,13),(0,23),-1.29454 # DEPENDENCYPART_NEXTSIBL
(0,13),(0,28),-0.597062 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,23),(0,28),-0.5586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.434983 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,28),-0.272786 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,-1),-0.434983 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,28),-0.429598 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,-1),-0.442786 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,3),(3,4),-0.654924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-0.249067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),-0.378906 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.385867 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-0.631508 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,9),-0.961083 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.297229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,11),-1.13569 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,12),-0.98936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,13),-0.306313 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,15),-0.0298046 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,16),-0.514511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,18),-0.308622 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,23),-0.0290803 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,27),-1.19035 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,28),-0.840866 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-0.504158 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,6),-0.955614 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,7),-0.81055 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-0.809867 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,9),-0.975142 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,10),-0.874582 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,11),-0.957942 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,12),-0.962146 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,13),-0.900291 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,15),-1.04997 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,16),-1.13529 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,18),-0.798409 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,23),-0.804392 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,27),-0.943412 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,28),-1.29074 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,6),-0.660296 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,7),-0.821239 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,8),-0.558494 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,9),-0.820207 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-0.95794 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,11),-0.415206 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,12),-0.661285 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,13),-0.758715 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,15),-1.17236 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,16),-0.475559 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,18),-0.886047 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,23),-0.702243 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,27),-0.642994 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,28),-0.657381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,7),-1.00658 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,8),-0.787291 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,9),-1.12025 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,10),-0.82011 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,11),-0.676566 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,12),-0.990311 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,13),-0.697716 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,15),-0.887872 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,16),-0.546549 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,18),-0.811902 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,23),-0.632765 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,27),-0.902874 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,28),-0.860063 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.719229 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,9),-1.05415 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-1.18046 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,11),-0.726861 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,12),-0.855648 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,13),-0.968018 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,15),-1.36708 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,16),-0.718033 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,18),-1.1007 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,23),-0.973521 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,27),-0.744862 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,28),-0.73105 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,9),-0.994979 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,10),-0.887575 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,11),-0.555827 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,12),-0.708941 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,13),-0.682395 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,15),-0.840775 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,16),-0.450417 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,18),-0.714489 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,23),-0.880113 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,27),-1.35164 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,28),-0.707281 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,9),(3,10),-1.12566 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,11),-1.24659 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,12),-1.26848 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,13),-1.29596 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,15),-1.46515 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,16),-1.39301 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,18),-1.20735 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,23),-1.16455 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,27),-1.37303 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,28),-0.941864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,11),-0.701614 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,12),-0.878169 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,13),-1.16923 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,15),-1.41837 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,16),-0.681277 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,18),-1.11521 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,23),-0.978612 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,27),-0.666957 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,28),-0.587071 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,11),(3,12),0.249151 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,13),-0.377779 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,15),-0.645681 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,16),-0.964377 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,18),-0.865201 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,23),-0.490888 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,27),-1.27973 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,28),-1.04553 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,12),(3,13),-0.503553 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,15),-0.604319 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,16),-0.953538 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,18),-0.737159 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,23),-0.888729 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,27),-2.94407 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,28),-0.75435 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,13),(3,15),-0.867284 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,16),-0.323755 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,18),-0.777082 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,23),-1.22229 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,27),-0.744484 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,28),-0.936875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,15),(3,16),-0.730237 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,18),-0.913146 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,23),-0.911874 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,27),-0.208697 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,28),-0.940671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,16),(3,18),-0.310515 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,23),-0.132235 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,27),-0.926912 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,28),-1.09491 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,18),(3,23),-0.616884 # DEPENDENCYPART_NEXTSIBL
(3,18),(3,27),-0.342704 # DEPENDENCYPART_NEXTSIBL
(3,18),(3,28),-0.130048 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,23),(3,27),-1.01797 # DEPENDENCYPART_NEXTSIBL
(3,23),(3,28),-0.618917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,27),(3,28),-1.53868 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.59483 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-0.968628 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-0.798349 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.216529 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.347369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-0.80763 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,6),-0.0923136 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,7),-0.528716 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,8),-0.603594 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,28),-0.237376 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,6),(4,7),-0.850241 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,8),-0.63396 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,28),-0.733366 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,8),-0.696391 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,28),-0.740623 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,8),(4,28),-0.805702 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,-1),-0.312029 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,5),(5,6),-0.0486749 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.560562 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.598907 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-0.937494 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.464673 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),-1.13555 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,12),-0.899431 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,13),-0.291211 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,15),-0.2045 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,16),-0.514367 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,18),-0.486063 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,19),-0.113633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,20),-1.45056 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,21),-0.550891 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,23),-0.325248 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,25),-0.114178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,27),-0.853645 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,28),-0.41745 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.823023 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-0.57863 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-0.998323 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-0.634405 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-0.483484 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,12),-0.868765 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,13),-0.442453 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,15),-0.70431 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,16),-0.353468 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,18),-0.626189 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,19),-1.04982 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,20),-1.20519 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,21),-0.948089 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,23),-0.538247 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,25),-0.0468418 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,27),-0.820343 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,28),-0.69258 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.689304 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-1.00243 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-1.16094 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-0.409396 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,12),-0.839173 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,13),-0.873279 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,15),-1.34987 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,16),-0.400568 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,18),-1.08134 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,19),-0.84852 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,20),-1.01934 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,21),-0.976463 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,23),-1.01597 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,25),-0.62419 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,27),-0.686065 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,28),-0.69867 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-1.02045 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-0.877627 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,11),-0.584368 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,12),-0.735885 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,13),-0.594577 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,15),-0.83297 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,16),-0.478958 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,18),-0.704533 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,19),-0.871454 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,20),-1.21667 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,21),-1.06699 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,23),-0.919688 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,25),-0.737474 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,27),-1.3365 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,28),-0.815288 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-1.09347 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,11),-1.15795 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,12),-1.24979 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,13),-1.2218 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,15),-1.43527 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,16),-1.30436 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,18),-1.17532 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,19),-1.19405 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,20),-1.39875 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,21),-1.32413 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,23),-1.17201 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,25),-1.38494 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,27),-1.33372 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,28),-0.956407 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,11),-0.380752 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,12),-0.859387 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,13),-1.07437 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,15),-1.39885 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,16),-0.360415 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,18),-1.09354 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,19),-0.94067 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,20),-1.04774 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,21),-0.940735 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,23),-1.01875 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,25),-0.690424 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,27),-0.606004 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,28),-0.543853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,12),0.326477 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,13),-0.247473 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,15),-0.338973 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,16),-1.04401 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,18),-0.545966 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,19),-0.950871 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,20),-0.758279 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,21),-0.624924 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,23),-0.155563 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,25),-1.64822 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,27),-1.22026 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,28),-0.825201 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,13),-0.383835 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,15),-0.581771 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,16),-0.863099 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,18),-0.712461 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,19),-0.887974 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,20),-0.959415 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,21),-0.935821 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,23),-0.904253 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,25),-1.25654 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,27),-2.8736 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,28),-0.861134 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,15),-0.787472 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,16),-0.100208 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,18),-0.69512 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,19),-0.769956 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,20),-0.890577 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,21),-0.875083 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,23),-1.18289 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,25),-0.544648 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,27),-0.718682 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,28),-1.01754 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,15),(5,16),-0.412772 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,18),-0.893786 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,19),-0.65975 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,20),-0.935054 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,21),-0.822453 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,23),-0.95432 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,25),-0.424561 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,27),-0.1499 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,28),-0.90829 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,16),(5,18),0.00872085 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,19),-0.511204 # DEPENDENCYPART_NEXTSIBL
