# _root_ `` That suggests there is a little more inventory overhang than some people expected , '' said Edward Boss , senior financial economist at Continental Bank in Chicago .
#goldHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
#predictedHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
(19,18),(19,20),0.057602 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00974365 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00944394 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0590023 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.104203 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0272588 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0393846 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.010136 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0745819 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.0180213 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0419224 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0430484 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0688769 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0109904 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0419092 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0526019 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.000643666 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.071616 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.00261008 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0172165 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00524848 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00588309 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.013317 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.0135418 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0059625 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.00390672 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.00155319 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.00212643 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.00554078 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0102856 # DEPENDENCYPART_SIBL
(19,22),(19,26),-0.0105104 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.00580732 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.00087538 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.00253245 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0201764 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.01862 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.0219693 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0377394 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0147232 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.0146548 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.000247616 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.0102867 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.00927883 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.0126742 # DEPENDENCYPART_SIBL
(19,24),(19,29),0.0526653 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0149712 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.0363333 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.00764603 # DEPENDENCYPART_SIBL
(19,25),(19,29),0.021343 # DEPENDENCYPART_SIBL
(19,26),(19,27),-0.0513422 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.0108559 # DEPENDENCYPART_SIBL
(19,26),(19,29),0.000293584 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0378828 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.0383749 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.0271986 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0149735 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.206653 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0324585 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0343684 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00450505 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.019076 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0183739 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0625618 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.0223497 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.20758 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0322756 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0332622 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00552104 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0179698 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0172677 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0615459 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0244317 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0352327 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.019251 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0245783 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0214942 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.0256805 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.0463601 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0321195 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0309545 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.00146544 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0270095 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.025636 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0162238 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0297781 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.00874856 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0143723 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0101303 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.000931205 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0100156 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0480384 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0403147 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.00429707 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0213525 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.011473 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.00195089 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.00758125 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.013653 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0230734 # DEPENDENCYPART_SIBL
(21,27),(21,29),0.00428107 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.205656 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0532705 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00635367 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0151753 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0115229 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0250481 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.021861 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0862988 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.0002458 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0403152 # DEPENDENCYPART_SIBL
(23,12),(23,17),0.0303486 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.00111943 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.00796692 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0114307 # DEPENDENCYPART_SIBL
(23,12),(23,21),0.024587 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.00424176 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0829129 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0333794 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.0346711 # DEPENDENCYPART_SIBL
(23,12),(23,27),0.0457884 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0168459 # DEPENDENCYPART_SIBL
(23,12),(23,29),-0.016879 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0338358 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.023444 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0653837 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0061713 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.00761799 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0256355 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0142727 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0127844 # DEPENDENCYPART_SIBL
(23,17),(23,27),0.0228839 # DEPENDENCYPART_SIBL
(23,17),(23,28),0.00191008 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.0712948 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0110023 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.032441 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0186952 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0269754 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0986053 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0369414 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.04868 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.00690318 # DEPENDENCYPART_SIBL
(23,18),(23,28),0.0842401 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.0194436 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0319858 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0173077 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0255879 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0950917 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0287004 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0404391 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.00338961 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0759991 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.0109625 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0401897 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0568896 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0309206 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0101487 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.00136195 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0211662 # DEPENDENCYPART_SIBL
(23,20),(23,28),0.00743693 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0263101 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0484665 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.109754 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0116986 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.011136 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0914445 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.00404864 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0343857 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0949341 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0387288 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0392914 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.088609 # DEPENDENCYPART_SIBL
(23,22),(23,28),0.0544555 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.021908 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00398376 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0140228 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0214027 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.00873304 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.0472863 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0101304 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0374748 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.00294202 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.023355 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0524837 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0061519 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.00230561 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0368654 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0354006 # DEPENDENCYPART_SIBL
(23,28),(23,29),0.0291421 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0949135 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0413974 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0453262 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.00132481 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0428598 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0201188 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0232986 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0860373 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.00973149 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.124329 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0493069 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.125106 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0639514 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.127732 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0517907 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0521173 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0108685 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0378838 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0109199 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.0172083 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.0396711 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.0162098 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0417722 # DEPENDENCYPART_SIBL
(26,18),(26,27),0.0893331 # DEPENDENCYPART_SIBL
(26,18),(26,28),0.132146 # DEPENDENCYPART_SIBL
(26,18),(26,29),0.0700263 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0258196 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.102701 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.00694291 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.105377 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0968822 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.00725938 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.0362406 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.071246 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0300088 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0739155 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0951508 # DEPENDENCYPART_SIBL
(26,22),(26,28),0.0437248 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0231955 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0123125 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0309327 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.0781543 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.120222 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.0624166 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.00413516 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0326994 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.000745076 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.0460524 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0561451 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.114365 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0502273 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.0389081 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.045053 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.0393718 # DEPENDENCYPART_SIBL
(28,21),(28,25),0.105656 # DEPENDENCYPART_SIBL
(28,21),(28,26),0.173852 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.0401565 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0313956 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.00466194 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.0426942 # DEPENDENCYPART_SIBL
(0,0),(0,3),-0.0970964 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,5),0.401949 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,17),0.619491 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,30),-0.818273 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,3),(0,5),-1.00475 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,17),-1.02699 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,30),-0.316097 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,5),(0,17),-0.788968 # DEPENDENCYPART_NEXTSIBL
(0,5),(0,30),-0.0926921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,17),(0,30),-0.133303 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.343405 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,30),-0.354808 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,-1),-0.343405 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.368099 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.111753 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,30),0.180741 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,5),-1.00412 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,30),-0.531775 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,30),-0.548138 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,-1),-0.197696 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,3),(3,5),-0.15579 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.126763 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-0.126595 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,9),-0.0895327 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.0187381 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,11),-0.621336 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,13),-0.0702986 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,14),0.0400719 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,15),-0.965626 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,16),-0.701268 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,17),0.113702 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,20),-0.499149 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,24),-0.397401 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,27),-0.220751 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,29),-1.01593 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,30),-0.59417 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,5),(3,7),-0.832439 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,8),-0.799544 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,9),-0.628186 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-0.579149 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,11),-0.572359 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,13),-0.56177 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,14),-0.810312 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,15),-0.148638 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,16),-0.782762 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,17),-0.88518 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,20),-0.167254 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,24),-0.605966 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,27),-0.384267 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,29),-0.0497485 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,30),-0.478359 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.731424 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,9),-0.712596 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-0.810358 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,11),-0.909373 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,13),-0.91191 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,14),-0.778717 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,15),-0.977466 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,16),-1.14564 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,17),-0.970439 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,20),-1.07292 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,24),-0.937889 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,27),-1.04041 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,29),-1.20052 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,30),-0.279646 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,9),-0.804962 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,10),-1.06072 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,11),-1.26376 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,13),-1.14331 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,14),-0.757811 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,15),-0.785691 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,16),-1.0273 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,17),-0.820628 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,20),-0.786015 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,24),-0.947671 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,27),-0.886414 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,29),-0.81766 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,30),-0.580279 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,9),(3,10),-0.538007 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,11),-0.923232 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,13),-0.847246 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,14),-0.697082 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,15),-0.553105 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,16),-0.939774 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,17),-0.921151 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,20),-0.54761 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,24),-0.916693 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,27),-0.909873 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,29),-0.701521 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,30),-0.905004 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,11),-0.729085 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,13),-0.837015 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,14),-0.728693 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,15),-0.447268 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,16),-0.852131 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,17),-0.923997 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,20),-0.424011 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,24),-0.753137 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,27),-0.672392 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,29),-0.620367 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,30),-0.615233 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,11),(3,13),-0.66982 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,14),-0.632841 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,15),-0.550673 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,16),-0.811441 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,17),-0.743495 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,20),-0.448137 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,24),-0.869504 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,27),-0.734141 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,29),-0.729403 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,30),-0.661243 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,13),(3,14),-0.884779 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,15),-0.93876 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,16),-1.04482 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,17),-1.26262 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,20),-0.917469 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,24),-1.04799 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,27),-1.08901 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,29),-0.45723 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,30),-0.743909 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,14),(3,15),-0.442725 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,16),-0.648888 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,17),-0.723973 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,20),-0.36268 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,24),-0.552503 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,27),-0.355203 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,29),-0.319649 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,30),-0.33897 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,15),(3,16),-0.0671785 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,17),-0.452717 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,20),-1.40529 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,24),-1.05021 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,27),-1.57889 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,29),-1.31603 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,30),-1.16728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,16),(3,17),-0.508786 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,20),-0.924417 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,24),-1.02649 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,27),-1.18806 # DEPENDENCYPART_NEXTSIBL
(3,16),(3,29),-2.66497 # DEPENDENCYPART_NEXTSIBL
