# _root_ It starts with conception , taking the sperm 's point of view , then progresses to the baby 's point of view .
#goldHeads=2,0,2,3,2,2,8,10,8,6,10,11,2,15,2,15,18,20,18,16,20,21,2,
#predictedHeads=2,0,2,3,2,2,8,10,8,6,10,11,6,15,6,15,18,20,18,16,20,21,2,
(2,10),(10,9),(10,7),0.114598 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,6),0.109169 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,5),0.121654 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,4),0.114639 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,3),0.109318 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,7),0.0262864 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,6),0.130064 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,5),0.13912 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,4),0.104343 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,3),0.0992464 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,-1),-0.11604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,7),(10,6),0.120099 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,5),0.106131 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,4),0.122227 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,3),0.121083 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,-1),-0.224301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,6),(10,5),0.159136 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,4),0.112751 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,3),0.0951122 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,-1),-0.141349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,5),(10,4),0.187015 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,5),(10,3),0.0925394 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,5),(10,-1),-0.139276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,4),(10,3),0.0992464 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,4),(10,-1),-0.11604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,3),(10,-1),-0.0362931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,24),0.0312338 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,-1),-0.11117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,14),(14,15),-0.034797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,16),0.0005154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,20),0.0264782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,21),-0.0315023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,24),0.0576378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,15),(14,16),-0.0209712 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,20),-0.0146415 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,21),-0.00939532 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,24),-0.0543472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,16),(14,20),-0.0230093 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,21),-0.0339287 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,24),0.0419576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,20),(14,21),-0.0520099 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,20),(14,24),0.0720112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,21),(14,24),-0.032846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,14),(14,13),0.0814629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,12),0.100013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,11),0.141322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,10),0.100013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,8),0.100013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,5),0.0814629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,4),0.100013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,3),0.140696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,-1),-0.0619853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,13),(14,12),0.129895 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,11),0.108071 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,10),0.129895 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,8),0.129895 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,4),0.129895 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,3),0.103033 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,-1),-0.195224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,12),(14,11),0.0977151 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,10),0.11074 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,8),0.11074 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,5),0.131966 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,4),0.11074 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,3),0.0990919 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,-1),-0.141976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,11),(14,10),0.114728 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,8),0.114728 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,5),0.0854089 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,4),0.114728 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,3),0.103991 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,-1),-0.116873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,10),(14,8),0.11074 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,5),0.131966 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,4),0.11074 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,3),0.0990919 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,-1),-0.141976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,8),(14,5),0.131966 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,4),0.11074 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,3),0.0990919 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,-1),-0.141976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,5),(14,4),0.129895 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,5),(14,3),0.103033 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,5),(14,-1),-0.195224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,4),(14,3),0.0990919 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,4),(14,-1),-0.141976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,3),(14,-1),-0.119194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,16),0.0896861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,17),-0.0315153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,18),0.0425414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,19),-0.0161603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,20),0.0398758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,21),-0.0929078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,22),0.0404903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,23),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,24),0.0823517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,16),(15,17),-0.0194863 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,18),-0.0314874 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,19),-0.0195966 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,20),-0.0314874 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,21),0.0249089 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,22),-0.0314874 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,23),-0.0195035 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,24),-0.0260395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,17),(15,18),-0.0233035 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,19),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,20),-0.0233035 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,21),-0.017385 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,22),-0.0233035 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,24),-0.0347583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,18),(15,19),-0.022279 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,20),-0.00343447 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,21),-0.00360555 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,22),-0.00343447 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,23),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,24),-0.0259102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,19),(15,20),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,21),-0.0196172 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,22),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,23),-0.0209074 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,24),-0.02271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,20),(15,21),-0.00749938 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,22),-0.00289078 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,23),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,24),-0.0270922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,21),(15,22),-0.0105449 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,21),(15,23),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,21),(15,24),0.0291013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,22),(15,23),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,22),(15,24),-0.025862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,23),(15,24),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,14),0.0503955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,13),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,12),0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,11),-0.0399974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,10),0.151847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,8),0.156449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,7),0.0769339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,6),0.138953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,5),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,4),0.156449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,3),-0.0195564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,2),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,-1),-0.241085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,14),(15,13),0.107202 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,12),0.110137 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,11),0.0983262 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,10),0.110138 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,8),0.110138 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,7),0.105261 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,6),0.102825 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,5),0.107202 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,4),0.110138 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,3),0.0954724 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,2),0.102825 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,-1),-0.170663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,13),(15,12),0.120038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,11),0.06599 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,10),0.120038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,8),0.120038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,7),0.107178 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,6),0.136635 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,5),0.113096 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,4),0.120038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,3),0.0607099 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,2),0.136635 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,-1),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,12),(15,11),0.208465 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,10),0.098377 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,8),0.098377 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,7),0.136005 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,6),0.104629 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,5),0.10093 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,4),0.098377 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,3),0.210017 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,2),0.104629 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,-1),-0.162793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,11),(15,10),0.105285 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,8),0.105285 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,7),0.111774 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,6),0.109412 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,5),0.0638179 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,4),0.105285 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,3),0.113548 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,2),0.109412 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,-1),-0.149535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,10),(15,8),0.098377 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,7),0.136005 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,6),0.104575 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,5),0.100931 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,4),0.098377 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,3),0.206756 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,2),0.104575 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,-1),-0.162281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,8),(15,7),0.136005 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,6),0.104629 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,5),0.100931 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,4),0.098377 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,3),0.210938 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,2),0.104629 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,-1),-0.162069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,7),(15,6),0.107363 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,5),0.107188 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,4),0.107614 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,3),0.117637 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,2),0.107363 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,-1),-0.141024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,6),(15,5),0.192604 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,4),0.0917314 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,3),0.119951 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,2),0.100488 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,-1),-0.142274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,5),(15,4),0.120038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,3),0.0607099 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,2),0.136635 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,-1),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,4),(15,3),0.210938 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,2),0.104629 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,-1),-0.162069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,3),(15,2),0.1085 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,3),(15,-1),-0.136067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,2),(15,-1),-0.142265 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,23),(23,23),(23,24),-0.0072239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,23),(23,23),(23,21),0.0995947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,23),(23,23),(23,-1),0.0191475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,23),(23,21),(23,-1),-0.164976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0384504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),-0.0443416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.128718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),-0.129035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,11),-0.0737324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),-0.128719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,13),-0.0384504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,15),-0.0430321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,16),0.064136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,20),-0.129035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,24),0.133517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),0.0432586 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,11),0.0171485 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,13),-0.045185 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,15),0.0432586 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,16),-0.0444069 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,20),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,24),-0.0100898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,8),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,11),-0.0272965 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),0.039458 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,15),-0.0217123 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,16),-0.0107074 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,20),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,24),-0.0188516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,10),-0.031993 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,11),0.0126405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,12),-0.0322246 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),-0.0477681 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,15),-0.0324016 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,16),-0.0254856 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,20),-0.031993 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,24),-0.0849141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,11),0.0126405 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,12),-0.0322246 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,13),-0.0477684 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,15),-0.0324016 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,16),-0.0254856 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,20),-0.031993 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,24),-0.0852307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,11),(4,12),-0.0369653 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,13),0.0269898 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,15),0.0171023 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,16),-0.0332122 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,20),-0.0369653 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,11),(4,24),-0.0575636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,12),(4,13),-0.0477681 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,15),-0.0324016 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,16),-0.0254856 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,20),-0.031993 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,12),(4,24),-0.0851467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,13),(4,15),0.0432586 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,16),-0.0444069 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,20),-0.0630241 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,13),(4,24),-0.0100898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,15),(4,16),-0.0107074 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,20),-0.0209371 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,15),(4,24),-0.0174279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,16),(4,20),-0.0177225 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,16),(4,24),0.0453184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,20),(4,24),-0.0852307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.135982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,2),-0.149811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.150554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.175656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,1),-0.144737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.140863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.0740964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.150796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0198452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
