# _root_ Mr. Shilling , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months .
#goldHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,17,20,16,
#predictedHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,19,20,16,
(9,11),(11,14),0.124217 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.402064 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0800615 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.038121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.0311578 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.630707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.630206 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.111959 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.530286 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0902189 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.292661 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0528739 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0697634 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.273 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.530316 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.177877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.1091 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.359625 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.137194 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0219255 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.630773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.63014 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.111954 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.027078 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.217245 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.292661 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.052852 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.0697854 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.273 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.462637 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.108423 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.164877 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.32529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,15),-0.339392 # DEPENDENCYPART_GRANDPAR
(10,1),(1,22),-1.08832 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.255303 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0982713 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.15406 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.6105 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0290584 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),1.2946 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.458943 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.3251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.459326 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),-0.339202 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),-0.599044 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),-0.693857 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),-0.698117 # DEPENDENCYPART_GRANDPAR
(10,2),(2,22),-1.08814 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.397077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.112934 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.265624 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.487147 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.101273 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.290502 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.4946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.637861 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.469174 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.332172 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.682153 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-0.745277 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.880854 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-1.13882 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.21785 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.298537 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.0241614 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),1.2912 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.459328 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.61335 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.268621 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.417322 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0795551 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.2183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.296964 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.653519 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),1.29606 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.457634 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.3251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.459327 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.61335 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.662949 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.339202 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.599044 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.08814 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.450947 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.228774 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.311905 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.608224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0193588 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.55934 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.32576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.461509 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.614012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.391625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.663611 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.630305 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.793879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0864227 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.365761 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0338878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.392004 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.00760786 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.081967 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0780268 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.19472 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.6196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0510018 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.359969 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.00561879 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.277095 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0403038 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.105266 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.233512 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.618198 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.328237 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0132889 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.344086 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0440703 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.0175896 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.19472 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.619666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.050996 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.123283 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0494757 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.277095 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0403257 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.105288 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.233512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.732177 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.2572 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.812931 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.980336 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.78038 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.389318 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.778305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.0255597 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.189128 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.278267 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.238728 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.234872 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.0336781 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0427837 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.011242 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0334249 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.11484 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.528374 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.808557 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.975685 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.806271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0622252 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.31669 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.0801349 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.0364825 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.0159447 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.0246093 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.0875522 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.558531 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.674842 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.0890327 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.141799 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.0886692 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.401679 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.184922 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.127257 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.439035 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),0.293128 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),0.253513 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.142875 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.0498495 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.500275 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.22594 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.427149 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.518002 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.181009 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.584224 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.00797732 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.336373 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.334193 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.31238 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.244492 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.24656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0860378 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.575858 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.254287 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.199013 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.647622 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.651578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.952205 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.711981 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.806305 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.806524 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.753843 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.800412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.072253 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.423214 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.506604 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.114157 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.12465 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.436347 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),0.099701 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.494963 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.516147 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.486921 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0716532 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.191878 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.806524 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.753843 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.80032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.587157 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.313926 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.506548 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.114257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.12475 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.436402 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.1122 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.10943 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.879023 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.536042 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.918676 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.846862 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.794221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.881059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.452554 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.16443 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.109061 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.217577 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.187617 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.522802 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.291863 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0231412 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.187189 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.293379 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),0.046449 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.625835 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.276013 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.100466 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.486892 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.104155 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.274906 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.269353 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.182357 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.700842 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.490637 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.130402 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.295188 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.157325 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0987971 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.238484 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0502617 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.100469 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0396524 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.114658 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.12487 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.18555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0262677 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.181447 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0404756 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.152359 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.32636 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.0987971 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.23576 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0452959 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.095231 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0396521 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0778418 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.132591 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.18555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0262677 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.181447 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.333593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.343607 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.38439 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.321228 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.309398 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.511936 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.111888 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0656791 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.16882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0153059 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.16472 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.246731 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.322384 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.409139 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.334919 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.500407 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.808351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.409235 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.191098 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.114901 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.14883 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.567964 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.554299 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.495809 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.740256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.329026 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.208516 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.104607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0545302 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.00633419 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.664247 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.675602 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.824305 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.650027 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.615521 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.616887 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.603261 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.588875 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.742794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.559808 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.26131 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.152571 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0485036 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.128794 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.117444 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.175848 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0831519 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0374304 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.822745 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.648269 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.594437 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.571751 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.57331 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.151081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.123887 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.12717 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.160213 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0929789 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.0812185 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.501242 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-0.703488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,14),0.297451 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.166488 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.422078 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.00418927 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.0802184 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.0425638 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.258826 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.260517 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.135225 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.3078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.0428848 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.0849786 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.42088 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.493183 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.614716 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.658483 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.665052 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.497648 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.461296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.99838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.563041 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0789174 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0170863 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.215663 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.968937 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.903451 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.78588 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.731564 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.757742 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.696465 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.703072 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.579508 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.459646 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.870925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.369894 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.520795 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0973858 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.61206 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.195276 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0165188 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.404485 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.43009 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.503441 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.494198 # DEPENDENCYPART_GRANDPAR
(13,19),(19,14),0.358162 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0256598 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.424531 # DEPENDENCYPART_GRANDPAR
