# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(7,1),(1,14),-0.640005 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.860129 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.61197 # DEPENDENCYPART_GRANDPAR
(7,1),(1,23),-0.849439 # DEPENDENCYPART_GRANDPAR
(7,1),(1,24),-0.937991 # DEPENDENCYPART_GRANDPAR
(7,1),(1,29),-1.07709 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.442949 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.842238 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.402444 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.325438 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.434498 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.12102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.266601 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.442617 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.485133 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.742697 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.69207 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.866977 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.640621 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-0.894498 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-0.944839 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-0.920984 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-0.980497 # DEPENDENCYPART_GRANDPAR
(7,4),(4,29),-1.09655 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.11279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.430442 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.965294 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.15299 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.06141 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.0295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.73648 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.07112 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.544047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.00968716 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.132917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.103408 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.191923 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.279422 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.0988472 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.357285 # DEPENDENCYPART_GRANDPAR
(7,8),(8,29),-0.533066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.978204 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.14586 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.938609 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.746594 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.877078 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.634743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.336621 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0186737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.202598 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.319678 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.132206 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.35164 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.212308 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.607166 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.429502 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.464014 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-0.659543 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.03219 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.711373 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.662884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.181765 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.172279 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0576614 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.10096 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0449411 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.208421 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.00857987 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.441354 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.356451 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.162912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.365835 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.585991 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.625168 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.966253 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.03058 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.730769 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.07117 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.54966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.256297 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0838671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0423969 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.121144 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.177021 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.11945 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0436379 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.53503 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.280629 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.09718 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.523746 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.521674 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.225551 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.358491 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.49972 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.335813 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.537229 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0378283 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.317349 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.34013 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.328931 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.423861 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.11499 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.501157 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.19932 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.38599 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.412788 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.289411 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0933125 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.45779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.620505 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.782082 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-0.584161 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-1.17037 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.963072 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.920827 # DEPENDENCYPART_GRANDPAR
(8,1),(1,23),-1.06207 # DEPENDENCYPART_GRANDPAR
(8,1),(1,24),-1.13943 # DEPENDENCYPART_GRANDPAR
(8,1),(1,29),-1.79659 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.52331 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.619369 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.45211 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.507495 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.757605 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.324217 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.396369 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.611785 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.454765 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.705432 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.398561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.248022 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.206372 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.260127 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.55229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.659788 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.923828 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.677932 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.2938 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.01734 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.0049 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-1.1564 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-1.1937 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-1.49069 # DEPENDENCYPART_GRANDPAR
(8,4),(4,28),-0.799853 # DEPENDENCYPART_GRANDPAR
(8,4),(4,29),-1.86186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.458222 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.621812 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.301178 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.286106 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.185142 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.49002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.588089 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.808644 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.615129 # DEPENDENCYPART_GRANDPAR
(8,5),(5,29),-1.77325 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0166364 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.610388 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.56169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.349621 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.432344 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.37781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.564343 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.869538 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.502918 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-1.18883 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.08804 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.985473 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.975085 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.09666 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.803087 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.503037 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.868784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.265353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0355697 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.646979 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.593154 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.410839 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.462944 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.704123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.587198 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.711367 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-1.4773 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.04232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.996418 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.47142 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.974299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0366055 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.380316 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.289279 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.144513 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.543777 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.570081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),0.0309158 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.284909 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.427188 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.520852 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.893387 # DEPENDENCYPART_GRANDPAR
(8,10),(10,29),-1.43634 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.11686 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.11023 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.11761 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.03338 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.544854 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.766724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0406783 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0539616 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0746835 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0533415 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.267263 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.409282 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.26665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.066955 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.075202 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.361627 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.489335 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.319019 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-0.243313 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.618058 # DEPENDENCYPART_GRANDPAR
(8,13),(13,28),0.0141427 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-1.26131 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.310599 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.179618 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.244917 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.267213 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.569216 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.280687 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.783453 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.150807 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.364909 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.107633 # DEPENDENCYPART_GRANDPAR
(8,19),(19,25),-0.792063 # DEPENDENCYPART_GRANDPAR
(8,19),(19,28),0.308684 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.343263 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.133713 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.258496 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.0170916 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.128443 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.228107 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.29159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.215423 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.603552 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.611577 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.956887 # DEPENDENCYPART_GRANDPAR
(9,1),(1,19),-0.823904 # DEPENDENCYPART_GRANDPAR
(9,1),(1,23),-1.20433 # DEPENDENCYPART_GRANDPAR
(9,1),(1,24),-0.90899 # DEPENDENCYPART_GRANDPAR
(9,1),(1,29),-1.20738 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.17621 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.301378 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0128609 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.0444535 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.848951 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0426813 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0967564 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0683718 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0200096 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.264641 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.29098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.290457 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.650998 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.663235 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.973184 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.861095 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.25181 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.925287 # DEPENDENCYPART_GRANDPAR
(9,4),(4,25),-0.816842 # DEPENDENCYPART_GRANDPAR
(9,4),(4,28),-0.862455 # DEPENDENCYPART_GRANDPAR
(9,4),(4,29),-1.23715 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0865927 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.521867 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0843311 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.164156 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.133286 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.143319 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.16254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.0962624 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.540602 # DEPENDENCYPART_GRANDPAR
(9,5),(5,29),-1.08841 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.109624 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.24393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-0.151206 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.179475 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.171425 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.226731 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.24138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.305256 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.531787 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.632605 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0568064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.844808 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.102934 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.137319 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.198103 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0394702 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.293875 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.29082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.280933 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.650532 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.653715 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.972243 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.860993 # DEPENDENCYPART_GRANDPAR
(9,8),(8,24),-0.924346 # DEPENDENCYPART_GRANDPAR
(9,8),(8,29),-1.23697 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.679492 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.214567 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.54744 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.673722 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.686301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.603454 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0446714 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.433072 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.133334 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.118376 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.124098 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.238078 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.256349 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.0457337 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.466329 # DEPENDENCYPART_GRANDPAR
(9,10),(10,29),-0.595914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.600379 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.791843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.396924 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.839166 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.676361 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.791832 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.748023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.109132 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.311595 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.166397 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.170869 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.190471 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.153318 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.338849 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.408747 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.591653 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.290503 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.53267 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.290952 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.499676 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.119872 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.564891 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.243691 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.169274 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0225386 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.345872 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.35639 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.51385 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.517381 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.563998 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.351196 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.100091 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.235819 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0275187 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.322468 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.317518 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.518919 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.432753 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.595654 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.274571 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.439611 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.254401 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.710371 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.573232 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.407877 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.669555 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.426897 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.212514 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.0912701 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.388806 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.579435 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.501675 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.458519 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.311438 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.561025 # DEPENDENCYPART_GRANDPAR
(9,21),(21,28),-0.108401 # DEPENDENCYPART_GRANDPAR
(9,21),(21,29),-0.677225 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.682349 # DEPENDENCYPART_GRANDPAR
