# _root_ He received $ 724,579 for the shares , according to insider filings with the Securities and Exchange Commission .
#goldHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
#predictedHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
(3,7),(7,8),(7,13),-0.019577 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,16),-0.0200448 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,20),-0.0199574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),-0.0194491 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.0194535 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,19),-0.0194482 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,20),-0.0350952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,12),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,20),-0.0213248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,13),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,16),-0.0195516 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),-0.0195671 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,20),-0.0128915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,16),-0.0194457 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,19),-0.019442 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,20),-0.0418999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,19),0.150276 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,20),-0.0227706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,19),(7,20),-0.0211359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.132651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.109649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.101346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,3),0.109085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,2),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.251951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.109537 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.101255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.152398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.157079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,3),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,3),(7,-1),-0.145078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,2),(7,-1),-0.145191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,9),-0.0196683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,20),-0.0381746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,9),(8,20),-0.0196683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,-1),-0.163404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,10),-0.0225207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,11),-0.0626729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,12),-0.0626729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,13),0.00867593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,15),-0.0626729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,16),-0.00649265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,20),-0.0224029 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,10),(9,11),-0.0194796 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,12),-0.0194796 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,15),-0.0194796 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,10),(9,20),-0.0223385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,11),(9,12),-0.0209151 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,13),-0.0292321 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,15),-0.0209151 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,16),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,11),(9,20),-0.0547098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,12),(9,13),-0.0292321 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,15),-0.0209151 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,16),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,12),(9,20),-0.0547098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,13),(9,15),-0.0199645 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,16),-0.0195219 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,13),(9,20),0.0119136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,15),(9,16),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,15),(9,20),-0.0547098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,16),(9,19),0.150276 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,16),(9,20),-0.00797702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,19),(9,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,9),(9,8),0.109438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,7),0.116706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,5),0.113696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,9),(9,-1),-0.176538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,8),(9,7),0.109524 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,5),0.10949 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.146271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,7),(9,5),0.11908 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,7),(9,-1),-0.151008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,-1),-0.133191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,2),(9,-1),-0.144742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,14),-0.0150252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,15),0.0576082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,16),0.000604278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,17),0.0451383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,18),0.0515596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,20),-0.0168037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,14),(13,15),-0.0195387 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,17),-0.0195387 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,18),-0.0195387 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,20),-0.0148781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,15),(13,16),-0.0208449 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,17),-0.0221777 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,18),-0.0221777 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,20),0.0636171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,16),(13,17),0.037173 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,18),0.0474422 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,19),0.150276 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,20),-0.00127212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,17),(13,18),-0.0221777 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,20),0.0511471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,18),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,20),0.0575685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,19),(13,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,12),0.113301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,11),0.113301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,10),0.109486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,-1),-0.0709976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,12),(13,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,-1),-0.143552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,11),(13,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,-1),-0.143552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,10),(13,-1),-0.144756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,19),(19,19),(19,20),-0.0592595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,19),(19,19),(19,-1),-0.18438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,4),-0.14964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,5),-0.149089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,9),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,13),-0.149089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,20),-0.00766296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,4),(3,5),-0.145595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,13),-0.145595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,4),(3,20),-0.17805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,5),(3,20),-0.15064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,6),(3,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,6),(3,20),-0.144967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,7),(3,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,7),(3,20),-0.144949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,8),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,8),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,9),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,9),(3,20),-0.14471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,13),(3,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,3),(3,13),(3,20),-0.150631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,19),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,-1),0.161354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,6),-0.0284079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),0.0361667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),-0.0199037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0410213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),-0.0196429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,12),0.0372418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,13),-0.0269085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,16),-0.0409603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,18),0.0372418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,20),-0.104306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,12),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,18),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,20),-0.0250904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),-0.0208822 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),-0.0194797 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),-0.0215971 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,12),-0.0225274 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,13),-0.0154173 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,16),-0.0206836 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,18),-0.0225274 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,20),0.0259044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,12),-0.0197332 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,13),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,18),-0.0197332 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,20),-0.0196526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,12),-0.0194452 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,13),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,18),-0.0194452 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,20),-0.0425118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,20),-0.0231689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,12),(5,13),-0.0154173 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,16),-0.0206836 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,18),-0.0225274 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,12),(5,20),0.0268895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,13),(5,16),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,18),-0.0197731 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,20),-0.0188246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,16),(5,18),0.0739711 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,16),(5,20),-0.0404169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,18),(5,20),0.0268895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.09627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),-0.204946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.155236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,-1),-0.144832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,8),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,20),0.0400647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,8),(6,9),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.108613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),-0.0800511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,-1),-0.145628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),-0.0196297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,20),0.0224575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,20),-0.0196297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,-1),-0.102683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,10),-0.0289611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,11),-0.0178936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,12),-0.0178936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,13),-0.0101992 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,15),-0.0178944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,16),-0.0233137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,19),-0.0199301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,9),(9,9),(9,20),-0.00398572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,10),(9,11),-0.0197124 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,12),-0.0197124 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,13),-0.0239358 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,15),-0.0197124 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,10),(9,20),-0.0320554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,11),(9,12),-0.0201273 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,13),-0.0172098 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,15),-0.0201273 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,16),-0.0125668 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,19),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,11),(9,20),-0.037082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,12),(9,13),-0.0172098 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,15),-0.0201273 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,16),-0.0125668 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,19),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,12),(9,20),-0.037082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,13),(9,15),-0.0181089 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,19),-0.0195074 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,13),(9,20),-0.0133222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,15),(9,16),-0.0125668 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,19),-0.0199399 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,15),(9,20),-0.0370828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,16),(9,19),0.207376 # DEPENDENCYPART_GRANDSIBL
(4,9),(9,16),(9,20),-0.0122985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
