# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(2,9),(9,9),(9,23),-0.00212137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,25),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,26),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.00335175 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,15),-0.0336696 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,17),-0.00699547 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,19),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,22),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,23),-0.0062691 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,25),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,26),-0.00985794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.00335175 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,14),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,15),-0.0336696 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,17),-0.00699564 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,19),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,22),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,23),-0.00626928 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,25),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,26),-0.0100732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.00335175 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,14),-0.0745795 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,15),-0.0336696 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,16),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,17),-0.00699631 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,19),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,22),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,23),-0.00626995 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,25),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,26),-0.00644286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,14),-0.0745908 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,15),-0.0336696 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,16),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,17),-0.00699547 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,19),-0.0027178 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,22),-0.0027178 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,23),-0.0062691 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,25),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,26),-0.0104435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,14),(9,15),-0.0426722 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,16),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,17),-0.0329326 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,19),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,20),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,22),-0.0884026 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,23),-0.0330011 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,25),-0.0195141 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,26),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,15),(9,16),-0.0249439 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,17),-0.0255632 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,19),-0.000563288 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,20),-0.0249439 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,22),-0.000563288 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,23),-0.0253267 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,25),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,26),-0.0234803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,17),-0.0254273 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,19),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,20),-0.024446 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,22),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,23),-0.0251909 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,25),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,26),-0.0211172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,17),(9,19),-0.0174177 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,20),-0.0269126 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,22),-0.0174177 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,23),-0.0039454 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,26),0.0470687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,19),(9,20),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,22),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,23),-0.0062691 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,25),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,26),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,20),(9,22),-0.00042405 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,23),-0.0251909 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,25),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,26),-0.0211172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,22),(9,23),-0.0062691 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,22),(9,25),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,22),(9,26),-0.0102609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,23),(9,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,23),(9,26),0.0524253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,25),(9,26),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.189284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.200299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.200436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.176863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.131504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,3),0.19545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,2),0.200299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,1),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.138593 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.0784075 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.0900676 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.0782929 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,3),0.138593 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,2),0.138593 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.204021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.0783695 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,5),0.0900686 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,4),0.0782929 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,3),0.138208 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,2),0.138208 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.192504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.112042 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,4),0.0961335 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,3),0.102663 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,2),0.102663 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.0678006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,4),0.130963 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,3),0.0741049 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,2),0.0740538 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,1),-0.144778 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.0622534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,3),0.0904131 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,2),0.0908805 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,1),-0.145022 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,3),(9,2),0.138591 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,3),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,3),(9,-1),-0.197727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,2),(9,1),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,2),(9,-1),-0.192504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,1),(9,-1),-0.0644332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,14),(14,26),-0.0484765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,14),(14,-1),-0.188911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,15),(15,16),-0.0227609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,17),-0.0493868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,19),-0.0344201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,20),-0.0174973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,22),-0.0276121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,23),-0.0115696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,25),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,26),0.0471424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,16),(15,17),-0.0269057 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,19),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,20),-0.0224813 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,22),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,23),-0.0271575 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,25),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,26),-0.00111751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,17),(15,19),-0.015292 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,20),-0.00235753 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,22),-0.0153089 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,23),-0.0334845 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,25),-0.0311811 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,26),-0.0499979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,19),(15,20),-0.0348572 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,22),-0.00142159 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,23),0.00337765 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,25),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,26),-0.0334569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,20),(15,22),-0.0220489 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,23),-0.0271575 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,25),-0.0234405 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,20),(15,26),0.00406117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,22),(15,23),0.00328125 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,22),(15,25),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,22),(15,26),-0.0269718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,23),(15,25),-0.0311811 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,23),(15,26),-0.0214111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,25),(15,26),-0.0624627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,14),0.11144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,13),0.157734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,12),0.158163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,11),0.158526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,10),0.159171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,9),0.130483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,8),0.156962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,7),0.158526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,6),0.173872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,5),0.046023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,4),0.11144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,3),0.15917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,2),0.158526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,1),-0.150703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,-1),-0.0596438 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,14),(15,13),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,12),0.118575 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,11),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,10),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,9),0.110401 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,8),0.118572 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,7),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,6),0.140287 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,5),0.105058 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,4),0.109063 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,3),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,2),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,-1),-0.208619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,13),(15,12),0.0935623 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,11),0.0936832 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,10),0.0936832 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,9),0.101502 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,8),0.0934359 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,7),0.0936832 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,6),0.0836847 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,5),0.105508 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,4),0.065726 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,3),0.0936832 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,2),0.0936832 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,-1),-0.0458326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,12),(15,11),0.0936836 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,10),0.0936836 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,9),0.101502 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,8),0.0934363 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,7),0.0936836 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,6),0.0827581 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,5),0.105508 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,4),0.0657318 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,3),0.0936836 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,2),0.0936836 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,-1),-0.0444511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,11),(15,10),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,9),0.101502 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,8),0.0934371 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,7),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,6),0.0829103 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,5),0.105508 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,4),0.0657318 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,3),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,2),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,-1),-0.0440896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,10),(15,9),0.101502 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,8),0.0934371 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,7),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,6),0.0829109 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,5),0.105508 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,4),0.0657318 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,3),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,2),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,10),(15,-1),-0.0434455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,9),(15,8),-0.0969516 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,7),-0.0816249 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,6),0.145056 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,5),0.120357 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,4),0.0855329 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,3),0.0938613 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,2),0.0421652 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,1),0.0397288 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,9),(15,-1),-0.143096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,8),(15,7),0.0936751 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,6),0.0818493 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,5),0.105508 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,4),0.0657318 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,3),0.0936751 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,2),0.0936751 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,8),(15,-1),-0.0456754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,7),(15,6),0.0829103 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,5),0.105508 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,4),0.0657318 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,3),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,2),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,7),(15,-1),-0.0440896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,6),(15,5),0.10846 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,4),0.159601 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,3),0.100595 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,2),0.100595 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,1),-0.144734 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,6),(15,-1),-0.207949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,5),(15,4),0.113996 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,3),0.108623 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,2),0.108623 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,5),(15,-1),-0.226942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,4),(15,3),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,2),0.118576 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,1),-0.144793 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,4),(15,-1),-0.208619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,3),(15,2),0.0936844 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,3),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,3),(15,-1),-0.0434477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,2),(15,1),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,2),(15,-1),-0.0440896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,1),(15,-1),-0.227264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,20),(20,20),(20,21),-0.0191746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,22),-0.0182486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,23),0.00174688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,24),-0.0240782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,25),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,20),(20,20),(20,26),0.0552707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,20),(20,21),(20,22),-0.0201936 # DEPENDENCYPART_GRANDSIBL
(2,20),(20,21),(20,23),-0.0244544 # DEPENDENCYPART_GRANDSIBL
(2,20),(20,21),(20,24),-0.0201936 # DEPENDENCYPART_GRANDSIBL
(2,20),(20,21),(20,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,20),(20,21),(20,26),-0.0147998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
