# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(19,27),(19,30),-0.0623276 # DEPENDENCYPART_SIBL
(19,27),(19,31),0.0644881 # DEPENDENCYPART_SIBL
(19,27),(19,35),-0.0710944 # DEPENDENCYPART_SIBL
(19,27),(19,36),-0.0150693 # DEPENDENCYPART_SIBL
(19,30),(19,31),0.00305026 # DEPENDENCYPART_SIBL
(19,30),(19,35),-0.184465 # DEPENDENCYPART_SIBL
(19,30),(19,36),0.0179057 # DEPENDENCYPART_SIBL
(19,31),(19,35),-0.0149236 # DEPENDENCYPART_SIBL
(19,31),(19,36),-0.00209442 # DEPENDENCYPART_SIBL
(19,35),(19,36),0.0317445 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0154671 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00145738 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00458907 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0233831 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.186949 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0275132 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0977853 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0230011 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0367216 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.0589929 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.015767 # DEPENDENCYPART_SIBL
(20,15),(20,35),0.0430173 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0109236 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.11464 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0470232 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.179168 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0261584 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.15251 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0325072 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.102269 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.0270208 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.13083 # DEPENDENCYPART_SIBL
(20,16),(20,35),-0.0337105 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00257401 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0915732 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.071955 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0671084 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0185287 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0685592 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0273005 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0747263 # DEPENDENCYPART_SIBL
(20,19),(20,31),-0.00424183 # DEPENDENCYPART_SIBL
(20,19),(20,35),0.0688832 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.19103 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0078351 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0464536 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.060214 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0191725 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0404699 # DEPENDENCYPART_SIBL
(20,21),(20,30),0.0426385 # DEPENDENCYPART_SIBL
(20,21),(20,31),0.245205 # DEPENDENCYPART_SIBL
(20,21),(20,35),0.020956 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0372247 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0795616 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0437995 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0527365 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0565657 # DEPENDENCYPART_SIBL
(20,22),(20,30),0.0762127 # DEPENDENCYPART_SIBL
(20,22),(20,31),0.137896 # DEPENDENCYPART_SIBL
(20,22),(20,35),0.0545302 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0516447 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0142645 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0832704 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0400537 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.0979764 # DEPENDENCYPART_SIBL
(20,23),(20,31),0.0881099 # DEPENDENCYPART_SIBL
(20,23),(20,35),0.0870723 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.123705 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.155537 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0561844 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.104016 # DEPENDENCYPART_SIBL
(20,24),(20,31),0.0470931 # DEPENDENCYPART_SIBL
(20,24),(20,35),-0.167843 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.165958 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.073817 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.14935 # DEPENDENCYPART_SIBL
(20,25),(20,31),0.0797055 # DEPENDENCYPART_SIBL
(20,25),(20,35),-0.16489 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.041333 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0892744 # DEPENDENCYPART_SIBL
(20,26),(20,31),0.0626051 # DEPENDENCYPART_SIBL
(20,26),(20,35),-0.153103 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.159555 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.155428 # DEPENDENCYPART_SIBL
(20,27),(20,35),0.152568 # DEPENDENCYPART_SIBL
(20,30),(20,31),0.103514 # DEPENDENCYPART_SIBL
(20,30),(20,35),-0.118949 # DEPENDENCYPART_SIBL
(20,31),(20,35),0.175842 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00381667 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0837507 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.187973 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0926207 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0174724 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.136956 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.208126 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.228262 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.00139841 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0405414 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0515959 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0330662 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.156278 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.136049 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.274805 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.000229414 # DEPENDENCYPART_SIBL
(22,16),(22,26),0.266898 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.187642 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.386598 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.054341 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.37869 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.142254 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00721433 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.161623 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.00585256 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.00902508 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0804178 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0139642 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.00121949 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.00545053 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.0742337 # DEPENDENCYPART_SIBL
(23,20),(23,27),0.0856985 # DEPENDENCYPART_SIBL
(23,20),(23,30),0.0680243 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0459665 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0844443 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0067152 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0555907 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.00278363 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.312113 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.903844 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.142404 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.888352 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.481533 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.110911 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.497743 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.0450588 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.791001 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.16583 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.002827 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.116973 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0162326 # DEPENDENCYPART_SIBL
(24,20),(24,27),0.0517148 # DEPENDENCYPART_SIBL
(24,20),(24,31),-0.156978 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0397341 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0777938 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0719352 # DEPENDENCYPART_SIBL
(24,22),(24,31),-0.0447555 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0981571 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0268435 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.0332459 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0134642 # DEPENDENCYPART_SIBL
(24,25),(24,31),0.177051 # DEPENDENCYPART_SIBL
(24,27),(24,31),0.325644 # DEPENDENCYPART_SIBL
(26,12),(26,16),0.185596 # DEPENDENCYPART_SIBL
(26,12),(26,20),0.533724 # DEPENDENCYPART_SIBL
(26,12),(26,21),0.215814 # DEPENDENCYPART_SIBL
(26,12),(26,22),-0.014845 # DEPENDENCYPART_SIBL
(26,12),(26,23),0.0273112 # DEPENDENCYPART_SIBL
(26,12),(26,24),0.198386 # DEPENDENCYPART_SIBL
(26,12),(26,25),0.021446 # DEPENDENCYPART_SIBL
(26,12),(26,27),-0.0400136 # DEPENDENCYPART_SIBL
(26,12),(26,30),-0.0570275 # DEPENDENCYPART_SIBL
(26,12),(26,31),-0.0329807 # DEPENDENCYPART_SIBL
(26,12),(26,34),0.0557657 # DEPENDENCYPART_SIBL
(26,12),(26,35),-0.099918 # DEPENDENCYPART_SIBL
(26,16),(26,20),0.317523 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0487343 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0400752 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0106051 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.208275 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0171098 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.0153999 # DEPENDENCYPART_SIBL
(26,16),(26,30),-0.0377965 # DEPENDENCYPART_SIBL
(26,16),(26,31),-0.0473355 # DEPENDENCYPART_SIBL
(26,16),(26,34),-0.0856493 # DEPENDENCYPART_SIBL
(26,16),(26,35),-0.0568577 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0737899 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.000430463 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.114688 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.050022 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.0126845 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.0677913 # DEPENDENCYPART_SIBL
(26,20),(26,30),0.0331133 # DEPENDENCYPART_SIBL
(26,20),(26,31),-0.176173 # DEPENDENCYPART_SIBL
(26,20),(26,34),-0.0254543 # DEPENDENCYPART_SIBL
(26,20),(26,35),0.0140671 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.00581111 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.00688558 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.183647 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0284138 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.012257 # DEPENDENCYPART_SIBL
(26,21),(26,30),-0.000873524 # DEPENDENCYPART_SIBL
(26,21),(26,31),-0.0569733 # DEPENDENCYPART_SIBL
(26,21),(26,34),-0.0625167 # DEPENDENCYPART_SIBL
(26,21),(26,35),-0.0199338 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0513607 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0667728 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0137986 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.0569148 # DEPENDENCYPART_SIBL
(26,22),(26,30),-0.0406713 # DEPENDENCYPART_SIBL
(26,22),(26,31),-0.0649267 # DEPENDENCYPART_SIBL
(26,22),(26,34),-0.0870687 # DEPENDENCYPART_SIBL
(26,22),(26,35),-0.0597315 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0253529 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.0569049 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.00748885 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.0645982 # DEPENDENCYPART_SIBL
(26,23),(26,31),-0.0341963 # DEPENDENCYPART_SIBL
(26,23),(26,34),-0.097389 # DEPENDENCYPART_SIBL
(26,23),(26,35),0.0297149 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0191558 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.0530032 # DEPENDENCYPART_SIBL
(26,24),(26,30),-0.0231625 # DEPENDENCYPART_SIBL
(26,24),(26,31),-0.0853283 # DEPENDENCYPART_SIBL
(26,24),(26,34),0.115879 # DEPENDENCYPART_SIBL
(26,24),(26,35),-0.0395886 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.00332995 # DEPENDENCYPART_SIBL
(26,25),(26,30),-0.0263862 # DEPENDENCYPART_SIBL
(26,25),(26,31),-0.0874258 # DEPENDENCYPART_SIBL
(26,25),(26,34),-0.0193822 # DEPENDENCYPART_SIBL
(26,25),(26,35),-0.0480129 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.0898784 # DEPENDENCYPART_SIBL
(26,27),(26,31),0.22402 # DEPENDENCYPART_SIBL
(26,27),(26,34),-0.0417879 # DEPENDENCYPART_SIBL
(26,27),(26,35),0.0904637 # DEPENDENCYPART_SIBL
(26,30),(26,31),-0.00951436 # DEPENDENCYPART_SIBL
(26,30),(26,34),-0.0888367 # DEPENDENCYPART_SIBL
(26,30),(26,35),-0.103064 # DEPENDENCYPART_SIBL
(26,31),(26,34),-0.0473593 # DEPENDENCYPART_SIBL
(26,31),(26,35),0.071878 # DEPENDENCYPART_SIBL
(26,34),(26,35),-0.154887 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0152282 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0755275 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0809907 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.046977 # DEPENDENCYPART_SIBL
(27,25),(27,31),0.10724 # DEPENDENCYPART_SIBL
(27,25),(27,35),0.0285201 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.135948 # DEPENDENCYPART_SIBL
(27,26),(27,29),-0.0620791 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.0932391 # DEPENDENCYPART_SIBL
(27,26),(27,31),-0.0928368 # DEPENDENCYPART_SIBL
(27,26),(27,35),-0.121966 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.215396 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.640744 # DEPENDENCYPART_SIBL
(27,28),(27,31),-0.147271 # DEPENDENCYPART_SIBL
(27,28),(27,35),-0.606775 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.620431 # DEPENDENCYPART_SIBL
(27,29),(27,31),-0.0467094 # DEPENDENCYPART_SIBL
(27,29),(27,35),-0.576151 # DEPENDENCYPART_SIBL
(27,30),(27,31),0.0248366 # DEPENDENCYPART_SIBL
(27,30),(27,35),-0.950876 # DEPENDENCYPART_SIBL
(27,31),(27,35),-0.269923 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.298599 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.100035 # DEPENDENCYPART_SIBL
(30,20),(30,25),0.00495637 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.0621977 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.488655 # DEPENDENCYPART_SIBL
(30,20),(30,29),0.0654664 # DEPENDENCYPART_SIBL
(30,20),(30,31),-0.151133 # DEPENDENCYPART_SIBL
(30,20),(30,33),-0.0104428 # DEPENDENCYPART_SIBL
(30,20),(30,34),-0.057079 # DEPENDENCYPART_SIBL
(30,20),(30,35),0.0197734 # DEPENDENCYPART_SIBL
(30,24),(30,25),0.0138355 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.0534178 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.5024 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.0440994 # DEPENDENCYPART_SIBL
(30,24),(30,31),-0.0835901 # DEPENDENCYPART_SIBL
(30,24),(30,33),-0.112062 # DEPENDENCYPART_SIBL
(30,24),(30,34),0.0597437 # DEPENDENCYPART_SIBL
(30,24),(30,35),-0.0579229 # DEPENDENCYPART_SIBL
(30,25),(30,26),0.0876467 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.129597 # DEPENDENCYPART_SIBL
(30,25),(30,29),0.258861 # DEPENDENCYPART_SIBL
(30,25),(30,31),-0.0170877 # DEPENDENCYPART_SIBL
(30,25),(30,33),-0.021979 # DEPENDENCYPART_SIBL
(30,25),(30,34),-0.00459842 # DEPENDENCYPART_SIBL
(30,25),(30,35),0.00409407 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.571777 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.0130321 # DEPENDENCYPART_SIBL
(30,26),(30,31),-0.104314 # DEPENDENCYPART_SIBL
(30,26),(30,33),-0.0901848 # DEPENDENCYPART_SIBL
(30,26),(30,34),0.0587979 # DEPENDENCYPART_SIBL
(30,26),(30,35),-0.0363846 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.586045 # DEPENDENCYPART_SIBL
(30,28),(30,31),0.158378 # DEPENDENCYPART_SIBL
(30,28),(30,33),0.036116 # DEPENDENCYPART_SIBL
(30,28),(30,34),0.535432 # DEPENDENCYPART_SIBL
(30,28),(30,35),0.0782553 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.286123 # DEPENDENCYPART_SIBL
(30,29),(30,33),-0.0549157 # DEPENDENCYPART_SIBL
(30,29),(30,34),0.0814007 # DEPENDENCYPART_SIBL
(30,29),(30,35),-0.0267278 # DEPENDENCYPART_SIBL
(30,31),(30,33),0.143023 # DEPENDENCYPART_SIBL
(30,31),(30,34),0.0181716 # DEPENDENCYPART_SIBL
(30,31),(30,35),0.134444 # DEPENDENCYPART_SIBL
(30,33),(30,34),-0.0530726 # DEPENDENCYPART_SIBL
(30,33),(30,35),-0.0507159 # DEPENDENCYPART_SIBL
(30,34),(30,35),-0.166241 # DEPENDENCYPART_SIBL
(31,30),(31,33),-0.0181816 # DEPENDENCYPART_SIBL
(31,30),(31,34),0.0151253 # DEPENDENCYPART_SIBL
(31,30),(31,35),-0.00576402 # DEPENDENCYPART_SIBL
(31,33),(31,34),-0.239448 # DEPENDENCYPART_SIBL
(31,33),(31,35),-1.05571 # DEPENDENCYPART_SIBL
(31,34),(31,35),-0.60572 # DEPENDENCYPART_SIBL
(33,28),(33,29),0.431943 # DEPENDENCYPART_SIBL
(33,28),(33,32),-1.03423 # DEPENDENCYPART_SIBL
(33,28),(33,34),0.381502 # DEPENDENCYPART_SIBL
(33,29),(33,32),-0.81951 # DEPENDENCYPART_SIBL
(33,29),(33,34),0.278442 # DEPENDENCYPART_SIBL
(33,32),(33,34),0.381502 # DEPENDENCYPART_SIBL
(35,30),(35,32),-0.527155 # DEPENDENCYPART_SIBL
(35,30),(35,33),-0.105981 # DEPENDENCYPART_SIBL
(35,30),(35,34),-0.0307768 # DEPENDENCYPART_SIBL
(35,32),(35,33),0.0768537 # DEPENDENCYPART_SIBL
(35,32),(35,34),-0.0149973 # DEPENDENCYPART_SIBL
(35,33),(35,34),0.112255 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0645028 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.294821 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.921526 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.169888 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),1.27115 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.11464 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.123949 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.104951 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.934519 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.155528 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.376724 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),1.37381 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.795446 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.30378 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.534434 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.425624 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.378384 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.112097 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.14244 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.132086 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0651321 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.301687 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.0596594 # DEPENDENCYPART_GRANDPAR
(0,7),(7,36),1.63043 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.847798 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0697698 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.123089 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),1.07752 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.79558 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.168255 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.355839 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.51951 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0661882 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.307228 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.621484 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.449317 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.426316 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0690737 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.236545 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.00614504 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.603054 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.0726258 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.415131 # DEPENDENCYPART_GRANDPAR
(0,10),(10,27),-0.204005 # DEPENDENCYPART_GRANDPAR
(0,10),(10,31),-0.440627 # DEPENDENCYPART_GRANDPAR
(0,10),(10,36),1.60167 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.732343 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.333459 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.1972 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.755311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.790845 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.368004 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.815753 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.304337 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.1371 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.752761 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.272549 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.13895 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.243022 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.799095 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.183611 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.134077 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.499621 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.919125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.608711 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.953986 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.136135 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.808276 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.172037 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.834096 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.436875 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.102094 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.896071 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-1.04433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.130078 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.486363 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.588876 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-1.17148 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.504239 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.72166 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.365951 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.00247627 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.246334 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.744436 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.733417 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.0352026 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),0.44168 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.268197 # DEPENDENCYPART_GRANDPAR
(1,7),(7,36),-2.45327 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.725903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.55892 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.914368 # DEPENDENCYPART_GRANDPAR
