# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(2,3),(3,4),(3,24),-0.00085707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.087849 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.087849 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,8),-0.0878503 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),0.0184302 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0541324 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,15),-0.0325701 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,23),-0.0420097 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,24),0.0832109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0878999 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,8),-0.0879012 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),0.0186726 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),-0.0541324 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,15),-0.0325701 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,23),-0.0420097 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,24),0.0777398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,8),-0.0876533 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,9),0.0185075 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,10),-0.0541324 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,15),-0.0325701 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,23),-0.0420097 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,24),0.0812536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,8),(3,9),0.0182106 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,10),-0.0541324 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,15),-0.0325701 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,23),-0.0420097 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,8),(3,24),0.0953565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,10),-0.0451299 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,15),-0.0455826 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,23),-0.0420307 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,24),-0.113316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,15),-0.0728832 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,24),-0.0100539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,15),(3,23),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,24),-0.0449465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,23),(3,24),-0.0474405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,-1),0.0474671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,24),-0.0998627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,-1),-0.298627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,6),-0.0119486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),0.00401551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.09362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,11),-0.0404144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,24),0.0326064 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),-0.0500706 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0673515 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,24),-0.0276016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,9),-0.0680032 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,11),-0.0203218 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,24),-0.0277045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,11),-0.0488967 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,24),-0.0460297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,11),(5,24),0.009274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.106895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),-0.171237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,-1),-0.215896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),-0.00302549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.009863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.0945431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,11),-0.0403415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,24),0.0416178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.053693 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0680084 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,11),-0.0203218 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,24),-0.0347048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0673567 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,24),-0.0431379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,11),-0.0488967 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,24),-0.0469507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,24),0.00934691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.0292753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.109373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.16374 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.0359967 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.113906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,-1),-0.215878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),-0.0133296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),-0.0721827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,10),-0.0651785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,11),-0.0403415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,13),-0.022885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,16),-0.0651785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,24),0.0170361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.0673559 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,10),-0.0314755 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,11),-0.0194456 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,13),-0.0459598 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,16),-0.0314755 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,24),-0.0506756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,10),-0.0483086 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,11),-0.0488967 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,13),-0.0743221 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,16),-0.0483086 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,24),-0.023225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,10),(7,11),-0.0445945 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,13),-0.0381378 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,16),-0.0420052 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,24),-0.072545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,11),(7,13),-0.0447852 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,16),-0.044782 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,24),0.00934597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,13),(7,16),-0.0314755 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,24),-0.050393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,16),(7,24),-0.072545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,6),0.0403757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,5),0.0392372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,4),0.104693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.166252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,6),(7,5),0.132735 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,4),0.0392885 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,-1),-0.105338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,5),(7,4),0.0374882 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,5),(7,-1),-0.106958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,4),(7,-1),-0.219277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,9),-0.0973439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,10),-0.0642607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),-0.0411245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,13),-0.0166443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,14),0.0401421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,15),-0.0619139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,16),-0.0642607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,18),0.0401421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,19),-0.108695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,21),-0.032293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,23),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,24),0.0444705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),-0.0481153 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,11),-0.0488967 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,13),-0.0727246 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,14),0.00773846 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,15),-0.0632701 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,16),-0.0481153 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,18),0.00773846 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,19),-0.0308808 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,21),-0.0644076 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,23),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,24),-0.0503887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),-0.0445945 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,13),-0.0381378 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,14),-0.030647 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,15),-0.0436747 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,16),-0.0420052 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,18),-0.030647 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,19),-0.0580334 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,21),-0.0461917 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,24),-0.0725414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,13),-0.0447852 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,14),-0.0591266 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,15),-0.0378958 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,16),-0.044782 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,18),-0.0591266 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,19),-0.0580138 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,21),-0.0431738 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,23),-0.0421704 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,24),0.00856346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,14),-0.0572536 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,15),-0.0429466 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,16),-0.0314755 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,18),-0.0572536 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,19),-0.0623911 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,21),-0.0121922 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,24),-0.039436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,14),(8,15),-0.130595 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,16),-0.0387398 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,18),-0.0513773 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,19),-0.00611999 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,21),-0.0389051 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,23),-0.042224 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,24),-0.0312848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,15),(8,16),-0.0442129 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,18),-0.0386723 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,19),-0.0292732 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,21),-0.0246406 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,23),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,15),(8,24),-0.0973939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,16),(8,18),-0.030647 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,19),-0.0580334 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,21),-0.0461917 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,24),-0.0725414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,18),(8,19),-0.00611999 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,21),-0.0389051 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,23),-0.042224 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,24),-0.0312848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,19),(8,21),-0.0614884 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,23),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,24),-0.0667214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,21),(8,23),-0.0434234 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,21),(8,24),-0.0898363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,23),(8,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.0362545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.0352977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.0341592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.100905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,1),-0.00687399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.153766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.143966 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,5),0.142784 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.0444838 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,1),-0.106582 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.117183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,5),0.139871 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,4),0.0450347 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,1),-0.106582 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.111498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,4),0.0432344 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,1),-0.106582 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.113118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,1),-0.129648 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,-1),-0.215376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,1),(8,-1),-0.111893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.00465064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),0.0691712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),0.075943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,14),-0.0576178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,15),-0.0258768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),-0.00465064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,20),0.0895643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,24),-0.14026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0454855 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0387935 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0448891 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,15),-0.0729905 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0531896 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,20),-0.0387935 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,24),0.00516819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,13),-0.051109 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,14),-0.028825 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,15),-0.0420495 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0427544 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,20),-0.050494 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,24),0.0309943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,14),-0.0553572 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,15),-0.0300449 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,16),-0.053967 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,20),-0.0866466 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,24),0.0747978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,14),(9,15),-0.0282449 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,16),-0.0421032 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,20),-0.0588255 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,24),0.0292388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,15),(9,16),-0.0420777 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,20),-0.0463418 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,24),-0.0289907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,20),-0.0387935 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,24),0.00516819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,20),(9,24),0.0930923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,-1),0.05062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,11),-0.045628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,12),-0.0339527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,13),-0.0541588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,14),-0.0420241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,15),-0.0491929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,16),-0.0435447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,17),-0.0468196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,20),-0.0540064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,21),-0.0447559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,22),-0.044755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,24),-0.125665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,12),-0.0481657 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,13),-0.0496858 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,14),-0.0105267 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,15),-0.0405224 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,16),-0.0268166 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,17),-0.0360156 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,20),-0.0371716 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,21),-0.040746 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,22),-0.0407019 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,24),-0.0685786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,12),(10,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,14),-0.0420233 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,15),-0.0424011 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,21),-0.0422604 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,22),-0.0422604 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,24),-0.0275665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,13),(10,14),-0.0405082 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,15),-0.0442838 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,16),-0.0424318 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,17),-0.0420027 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,20),-0.0431666 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,21),-0.0428491 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,22),-0.0428491 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,24),-0.0966132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,14),(10,15),-0.0121273 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,16),-0.0483305 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,17),-0.0426611 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,20),-0.0441484 # DEPENDENCYPART_GRANDSIBL
