# _root_ Institutional building , such as hospitals and schools , eased in September following a surge in August .
#goldHeads=10,1,1,5,1,7,5,7,1,0,10,11,10,15,13,15,16,10,
#predictedHeads=10,10,2,5,2,7,5,7,10,0,10,11,10,15,13,15,16,10,
(4,1),(1,4),(1,19),-0.145435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,5),(1,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,19),-0.14344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,7),(1,9),0.0138843 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,10),0.108966 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,15),-0.0716893 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,18),0.0252301 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,19),-0.15392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,9),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,15),-0.144713 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,9),(1,19),-0.146611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,10),(1,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,10),(1,19),-0.145531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,15),(1,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,15),(1,19),-0.151232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,18),(1,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),0.0291809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,3),(3,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,3),(3,3),(3,19),-0.186278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,3),(3,5),(3,19),-0.144767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,3),(3,3),(3,-1),-0.0597012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,5),(5,6),0.0182703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,7),-0.0409619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,8),0.0183937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,9),-0.0214848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,10),0.0111555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,11),0.0199975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,13),0.0111538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,16),0.0199975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,19),-0.0837395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,6),(5,7),-0.0211738 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,8),-0.020341 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,9),-0.0250278 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,10),-0.0200665 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,11),-0.0268504 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,13),-0.0200665 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,16),-0.0268504 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,6),(5,19),0.0358127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,7),(5,8),0.101077 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,9),0.137543 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,10),0.234133 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,11),0.180053 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,13),0.292515 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,16),0.211546 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,7),(5,19),-0.0314287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,8),(5,9),-0.0250278 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,10),-0.0200665 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,11),-0.0268504 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,13),-0.0200665 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,16),-0.0268504 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,8),(5,19),0.0359437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,9),(5,10),-0.0204237 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,11),-0.0108456 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,13),-0.0204237 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,16),-0.0108456 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,9),(5,19),-0.0135329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,10),(5,11),-0.0195038 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,13),-0.0195263 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,16),-0.0195038 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,10),(5,19),0.00482593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,11),(5,13),-0.019567 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,16),-0.0213381 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,11),(5,19),0.00525675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,13),(5,16),-0.0195038 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,13),(5,19),0.00482428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,16),(5,19),0.00525675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,5),(5,4),0.103806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,2),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,5),(5,-1),-0.0830836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,4),(5,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,5),(5,4),(5,-1),-0.160212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,5),(5,3),(5,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,5),(5,3),(5,-1),-0.143909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,5),(5,2),(5,-1),-0.149004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,7),-0.0230235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,8),-0.0356949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,9),-0.0357469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,10),-0.0401027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,19),-0.0412399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,8),0.102545 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,9),0.138645 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,10),0.234225 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,7),(6,19),-0.0199098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,8),(6,9),-0.0205896 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,10),-0.0195035 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,8),(6,19),-0.0461148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,9),(6,10),-0.026847 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,9),(6,19),-0.0306677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,10),(6,19),-0.0353394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,5),0.0985223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,4),0.0936058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,2),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,1),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,-1),-0.0739949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,5),(6,4),0.109496 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,2),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,5),(6,-1),-0.156046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,4),(6,3),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,4),(6,-1),-0.170277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,3),(6,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,3),(6,-1),-0.147997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,2),(6,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,6),(6,2),(6,-1),-0.158832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,1),(6,-1),-0.170292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,8),-0.0570468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,9),-0.0324034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,10),0.00492422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,11),-0.0184254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,12),-0.0570416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,13),0.00492422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,15),-0.0570416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,16),-0.0184254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,19),0.0236896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,8),(7,9),-0.0157014 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,10),-0.0275179 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,11),-0.024837 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,12),-0.00712405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,13),-0.0275179 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,15),-0.00712405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,16),-0.024837 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,19),-0.0560915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,9),(7,10),-0.0105896 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,11),-0.0199067 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,12),-0.0204544 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,13),-0.0105896 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,15),-0.0204544 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,16),-0.0199067 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,9),(7,19),-0.0177863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,10),(7,11),-0.0211468 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,12),-0.0170312 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,13),-0.0172918 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,15),-0.0170312 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,16),-0.0211468 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,10),(7,19),-0.00721199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,11),(7,12),-0.0197456 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,13),-0.0204743 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,15),-0.0197456 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,16),-0.019441 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,11),(7,19),-0.0441488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,12),(7,13),-0.0275179 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,15),-0.00712405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,16),-0.0248364 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,12),(7,19),-0.0560869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,13),(7,15),-0.0170312 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,13),(7,16),-0.0211468 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,13),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,13),(7,19),-0.00721199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,15),(7,16),-0.0248364 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,15),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,15),(7,19),-0.0560869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,16),(7,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,16),(7,19),-0.0441488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,18),(7,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,7),(7,6),0.0796106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,5),0.106017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,4),0.104919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,3),-0.144788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,2),-0.146397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,1),-0.14485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,-1),-0.168862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,6),(7,5),0.111073 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,4),0.108964 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,6),(7,-1),-0.135168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,5),(7,4),0.109431 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,5),(7,-1),-0.155555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,4),(7,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,4),(7,-1),-0.152555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,3),(7,2),-0.144935 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,3),(7,-1),-0.148475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,2),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,2),(7,-1),-0.146584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,7),(7,1),(7,-1),-0.152555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,9),-0.0357469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,10),-0.0401027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,11),-0.00115212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,13),-0.0401027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,15),-0.0356949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,19),-0.0412399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,9),(8,10),-0.026847 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,11),-0.0257143 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,13),-0.026847 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,15),-0.0251995 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,9),(8,19),-0.0306677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,10),(8,11),-0.0197113 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,13),-0.0194517 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,15),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,10),(8,19),-0.0353394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,11),(8,13),-0.0159665 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,15),-0.019498 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,11),(8,19),-0.00391928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,13),(8,15),-0.0194556 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,13),(8,19),-0.0353394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,15),(8,19),-0.0461148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,8),(8,7),0.104916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,6),0.119469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,5),0.0985223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,4),0.0936058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,2),-0.145088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,1),-0.14637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,8),(8,-1),-0.0739949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,7),(8,6),0.191949 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,5),0.357206 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,4),0.232369 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,3),-0.0291539 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,2),-0.102119 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,1),-0.0733622 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,7),(8,-1),-0.14885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,6),(8,5),0.108638 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,4),0.1134 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,6),(8,-1),-0.152393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,5),(8,4),0.109496 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,2),-0.14472 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,5),(8,-1),-0.156046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,4),(8,3),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,8),(8,4),(8,-1),-0.170277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,8),(8,3),(8,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,3),(8,-1),-0.147997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,2),(8,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(4,8),(8,2),(8,-1),-0.158832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,8),(8,1),(8,-1),-0.170292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,9),(9,9),(9,19),-0.0597012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,9),(9,9),(9,-1),-0.186278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,10),(10,11),-0.0432685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,12),-0.00638613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,13),-0.0464422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,15),-0.00638613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,16),-0.0432685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,18),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,19),0.114365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,10),(10,11),(10,12),-0.0122417 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,13),-0.017161 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,15),-0.0122417 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,16),-0.00659676 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,18),-0.0208482 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,11),(10,19),-0.0366423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,12),(10,13),-0.0203961 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,15),-0.0259657 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,16),-0.0213151 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,18),-0.0227971 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,12),(10,19),-0.0265958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,13),(10,15),-0.0196042 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,16),-0.0266957 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,18),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,13),(10,19),-0.0329926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,15),(10,16),-0.0213151 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,15),(10,18),-0.0227971 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,15),(10,19),-0.0265958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,16),(10,18),-0.0208482 # DEPENDENCYPART_GRANDSIBL
(4,10),(10,16),(10,19),-0.0366423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,18),(10,19),-0.0262895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,10),(10,10),(10,9),0.1038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,8),0.0994998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,7),0.125577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,6),0.0994998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,5),0.11854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,4),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,10),(10,10),(10,2),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
