# _root_ These firms , which often have acquired a local brokerage firm , are calling the shots when it comes to deciding in which market to transact a trade .
#goldHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,19,20,26,24,22,26,21,28,26,13,
#predictedHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,21,19,26,22,26,26,21,28,26,13,
(2,3),(2,30),-1.13924 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,6),-0.437863 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,7),-0.85361 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,8),-1.1669 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,9),-1.00927 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-1.10289 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,11),-1.11186 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,12),-1.06704 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,13),-1.12333 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,14),-1.08016 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,16),-1.22129 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,19),-1.20934 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,29),-1.4762 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,30),-0.770493 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,7),-0.749824 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,8),-0.828655 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,9),-0.793807 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,10),-0.687233 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,11),-0.677298 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,12),0.179576 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,13),-0.748629 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,14),-0.750927 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,16),-0.641855 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,19),-0.834056 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,29),-0.723952 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,30),-0.75116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,8),-0.941485 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,9),-1.00989 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,10),-0.818107 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,11),-0.813538 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,12),-0.380992 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,13),-0.813179 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,14),-0.947559 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,16),-0.801062 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,19),-0.996928 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,29),-0.643484 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,30),-0.866933 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,8),(2,9),-0.889258 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,10),-0.908342 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,11),-1.02935 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,12),-0.863559 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,13),-0.963718 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,14),-0.960155 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,16),-1.06775 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,19),-1.05675 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,29),-1.16196 # DEPENDENCYPART_NEXTSIBL
(2,8),(2,30),-1.01434 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,9),(2,10),-0.837207 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,11),-1.09875 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,12),-0.630406 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,13),-0.853311 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,14),-0.892979 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,16),-1.29415 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,19),-0.859645 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,29),-0.899729 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,30),-0.912918 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,11),-0.926247 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,12),-0.598936 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,13),-1.19871 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,14),-1.27633 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,16),-1.27854 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,19),-1.0012 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,29),-1.07552 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,30),-1.06602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,11),(2,12),-0.0166988 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,13),-1.00912 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,14),-1.09325 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,16),-1.11242 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,19),-0.851258 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,29),-0.665876 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,30),-0.755741 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,12),(2,13),-0.266179 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,14),-0.43706 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,16),-0.87365 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,19),-0.681891 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,29),-1.64681 # DEPENDENCYPART_NEXTSIBL
(2,12),(2,30),-0.197801 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,13),(2,14),-0.570417 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,16),-0.491651 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,19),-0.570708 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,29),0.399112 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,30),-0.889061 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,14),(2,16),-0.824185 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,19),-1.00485 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,29),0.373388 # DEPENDENCYPART_NEXTSIBL
(2,14),(2,30),-0.538742 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,16),(2,19),-0.42447 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,29),-0.200097 # DEPENDENCYPART_NEXTSIBL
(2,16),(2,30),-0.87067 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,19),(2,29),0.202255 # DEPENDENCYPART_NEXTSIBL
(2,19),(2,30),-0.337766 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,29),(2,30),-1.9928 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.291781 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.408357 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.394189 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,30),-0.0854939 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,3),(3,-1),-0.182307 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,4),(4,30),-0.302463 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,4),(4,-1),-0.359439 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,5),(5,6),-0.181661 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.418386 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),-0.362164 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,30),-0.204267 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.856661 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-0.682183 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,30),-0.762898 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,11),-0.815244 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,30),-0.896132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,30),-0.772217 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,3),-0.741508 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.560385 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.433396 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,3),(5,2),-0.733845 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-1.38494 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,-1),-0.644665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.214405 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.926567 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.231562 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.186224 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-0.225147 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.924259 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.169163 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,14),0.114895 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,16),-0.136973 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,19),-0.445966 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,21),-0.47254 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,26),-0.185299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,29),-1.11469 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,30),-0.758641 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.948627 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-1.04849 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.82417 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.828752 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.571111 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.907685 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,14),-1.02527 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,16),-0.799778 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,19),-1.07383 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,21),-1.12662 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,26),-1.19436 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,29),-0.555627 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,30),-0.712518 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-0.899225 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-0.889277 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-1.0194 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-0.943145 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-0.982447 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,14),-0.95675 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,16),-1.04133 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,19),-1.04987 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,21),-1.03071 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,26),-1.20774 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,29),-1.18982 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,30),-0.990086 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.867561 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-1.13839 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-0.753947 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,13),-0.915916 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,14),-0.940537 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,16),-1.31716 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,19),-0.901749 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,21),-0.816258 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,26),-0.782973 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,29),-0.920674 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,30),-0.934452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.871398 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,12),-0.877232 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,13),-1.27303 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,14),-1.33518 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,16),-1.20608 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,19),-1.05719 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,21),-1.09443 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,26),-1.17322 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,29),-1.14252 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,30),-1.00172 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-0.30938 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,13),-1.09557 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,14),-1.16423 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,16),-1.0486 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,19),-0.919386 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,21),-0.931502 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,26),-0.922821 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,29),-0.741559 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,30),-0.69142 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,13),-0.436109 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,14),-0.533764 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,16),-1.15007 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,19),-0.781436 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,21),-0.842133 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,26),-0.813723 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,29),-1.70561 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,30),-0.402762 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,14),-0.666697 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,16),-0.504514 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,19),-0.666184 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,21),-0.71152 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,26),-0.818205 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,29),0.422479 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,30),-0.692992 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,14),(6,16),-0.819141 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,19),-1.07459 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,21),-1.09423 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,26),-1.14354 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,29),0.484691 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,30),-0.399648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,16),(6,19),-0.473116 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,21),-0.587661 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,26),-0.541528 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,29),-0.255212 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,30),-0.791439 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,19),(6,21),-0.922297 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,26),-0.827226 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,29),0.293532 # DEPENDENCYPART_NEXTSIBL
(6,19),(6,30),-0.168494 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,21),(6,26),-1.03608 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,29),-0.165162 # DEPENDENCYPART_NEXTSIBL
(6,21),(6,30),0.0692377 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,26),(6,29),-0.327884 # DEPENDENCYPART_NEXTSIBL
(6,26),(6,30),-0.276086 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,29),(6,30),-2.0587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.182179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.292512 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-1.22796 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.357934 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,1),-0.290826 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.640371 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.0726533 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),-0.816844 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-0.609363 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,1),-0.754178 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-0.854917 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),-0.612706 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,2),-0.875837 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,1),-0.933111 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-0.27849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),-0.912074 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,1),-1.22872 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-1.46077 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,1),-0.309388 # DEPENDENCYPART_NEXTSIBL
(6,2),(6,-1),-0.787049 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,1),(6,-1),-0.630694 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.92251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.179599 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.221198 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.260121 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.955208 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.319773 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),-0.0422922 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-0.171947 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.602344 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,20),-0.208955 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,21),-0.629717 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,22),-0.236166 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,26),-0.342486 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,29),-1.11505 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,30),-0.611866 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.877703 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.889498 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-1.01962 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.966704 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-1.03182 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-1.00679 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-1.04156 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-1.09911 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,20),-1.03895 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,21),-1.08075 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,22),-1.13423 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,26),-1.25779 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,29),-1.19245 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,30),-0.97615 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.849134 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-1.11996 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.757367 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.941078 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-0.966374 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-1.29873 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-0.926776 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,20),-0.849113 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,21),-0.842084 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,22),-0.682782 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,26),-0.80881 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,29),-0.903319 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,30),-0.8919 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-0.880998 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-0.915597 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-1.28552 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-1.34998 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-1.21568 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-1.07118 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,20),-0.891029 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,21),-1.1092 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,22),-1.17229 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,26),-1.18801 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,29),-1.17371 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,30),-1.0438 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-0.347744 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-1.10806 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,14),-1.17903 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,16),-1.0582 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,19),-0.933371 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,20),-0.719448 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,21),-0.946279 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,22),-1.02782 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,26),-0.937618 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,29),-0.772741 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,30),-0.733495 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-0.49336 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,14),-0.590175 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,16),-1.18094 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-0.837037 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,20),-0.991051 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,21),-0.898534 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,22),-1.48046 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,26),-0.870133 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,29),-1.72989 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,30),-0.453221 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,14),-0.751707 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,16),-0.543231 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,19),-0.750376 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,20),-0.573494 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,21),-0.796519 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,22),-0.240445 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,26),-0.903214 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,29),0.310734 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,30),-0.819012 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,16),-0.858583 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,19),-1.15945 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,20),-1.01323 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,21),-1.1799 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,22),-0.766248 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,26),-1.22921 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,29),0.377952 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,30),-0.532697 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,16),(7,19),-0.4871 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,20),-0.406779 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,21),-0.602438 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,22),-0.516107 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,26),-0.556325 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,29),-0.286393 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,30),-0.833514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,19),(7,20),-0.753598 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,21),-1.00715 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,22),-0.461917 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,26),-0.912094 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,29),0.188398 # DEPENDENCYPART_NEXTSIBL
(7,19),(7,30),-0.30072 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,20),(7,21),-1.00598 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,22),-0.712836 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,26),-0.856265 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,29),-0.726878 # DEPENDENCYPART_NEXTSIBL
(7,20),(7,30),-0.794195 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
