# _root_ ( After 1992 , the winter and summer Olympics will be held two years apart , with the revised schedule beginning with the winter games in 1994 and the summer games in 1996 . )
#goldHeads=10,10,2,10,9,7,9,7,10,0,10,11,14,15,12,12,12,20,20,21,17,21,25,25,28,25,26,22,31,31,28,31,32,10,10,
#predictedHeads=10,10,2,10,9,7,9,7,10,0,10,11,14,12,12,12,12,20,20,17,20,21,25,25,22,21,26,22,31,31,28,31,32,10,28,
(8,11),(11,12),(11,13),-0.0194564 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,14),-0.0222631 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,15),-0.0211437 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.0189164 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,17),-0.0260395 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,20),-0.0222596 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,21),-0.0223406 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,28),-0.0153817 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,34),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,36),-0.0187694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,14),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,15),-0.0200975 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.0235958 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,17),-0.0216778 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,20),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,21),-0.0214556 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,28),-0.0147414 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,34),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,36),-0.00358489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,14),(11,15),-0.00776731 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,16),-0.0346306 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,17),0.00413361 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,20),-0.00100296 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,21),-0.035154 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,28),-0.042073 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,34),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,36),-0.0224316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,15),(11,16),-0.0219626 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,17),-0.00344451 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,20),-0.0180144 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,21),-0.0160191 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,28),-0.0168539 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,34),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,36),0.0272279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,17),-0.0446444 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,20),-0.0362798 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,21),-0.0171936 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,28),-0.0239371 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,34),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,36),-0.024767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,17),(11,20),-0.0143337 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,21),-0.00702829 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,28),-0.0164288 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,34),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,36),0.00634611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,20),(11,21),-0.0348443 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,28),-0.0420637 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,34),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,20),(11,36),-0.0302646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,21),(11,28),-0.0153817 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,21),(11,34),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,21),(11,36),-0.02549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,28),(11,34),0.0740014 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,28),(11,36),-0.0335711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,34),(11,36),-0.06093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.101816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.125409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,8),0.125408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,7),-0.177529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,6),-0.193423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,4),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,3),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,2),-0.172106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.0232102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.108714 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,8),0.108714 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.148924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,8),0.0937716 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,4),-0.144936 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,2),-0.145537 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,-1),-0.0904298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,8),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,4),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,2),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,8),(11,-1),-0.0906697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,7),(11,6),0.0292104 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,4),0.0787001 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,3),0.0318675 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,2),-0.0310326 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,7),(11,-1),-0.144219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,6),(11,4),-0.144936 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,6),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,6),(11,2),-0.145537 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,6),(11,-1),-0.0904313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,4),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,4),(11,2),-0.145223 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,4),(11,-1),-0.209078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,3),(11,2),-0.144742 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,3),(11,-1),-0.195587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,2),(11,-1),-0.230849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,15),-0.0301887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,16),0.133556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),0.00995538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,19),-0.041253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),-0.131976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,21),0.0472592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,25),-0.131976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,36),0.122736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,16),-0.0227454 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,17),-0.0196206 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,19),-0.0195969 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0205842 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,21),-0.0222258 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,25),-0.0205842 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,36),-0.0363743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,16),(14,17),0.000665583 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,19),-0.0310309 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,20),0.135147 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,21),-0.0679912 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,25),0.135147 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,16),(14,36),-0.0201772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,17),(14,19),-0.0185932 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,20),-0.0213243 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,21),-0.0148124 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,25),-0.0213243 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,17),(14,36),0.00511923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,19),(14,20),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,21),-0.0151456 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,25),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,19),(14,36),-0.0290566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,20),(14,21),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,25),-0.00139348 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,20),(14,36),0.025882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,21),(14,25),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,21),(14,36),0.00147487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,25),(14,36),0.025882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,13),0.175954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,12),0.0885017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,8),0.160508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,7),-0.1512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,5),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,2),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,-1),-0.0252388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,13),(14,12),0.108602 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,8),0.112049 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,5),-0.144951 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,2),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,13),(14,-1),-0.136802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,12),(14,8),0.113239 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,2),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,12),(14,-1),-0.196535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,8),(14,7),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,5),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,2),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,8),(14,-1),-0.174111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,7),(14,5),-0.0013392 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,2),-0.0310327 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,7),(14,-1),-0.226246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,5),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,5),(14,-1),-0.160136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,2),(14,-1),-0.117934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,6),0.0992386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,36),0.0953703 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,36),-0.154196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,4),-0.0275126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),0.214564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,4),(5,-1),-0.014727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,8),0.161006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,10),-0.147917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,11),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,12),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,36),-0.0174368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,8),(6,9),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,11),-0.14473 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,12),-0.14473 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,36),-0.173849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,11),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,12),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,36),-0.173849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,36),-0.150362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,36),-0.196925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,36),-0.196531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.00805288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),0.133904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.106333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.00505667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),0.0120107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.141216 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0221844 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),-0.0221574 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.00971923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),-0.0172191 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,2),0.003624 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,2),-0.0219778 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,1),-0.0197001 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),-0.104277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,2),(6,-1),-0.0162787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,1),(6,-1),0.0220915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.195457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,10),-0.148832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,13),-0.145673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,14),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,15),-0.146121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,16),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,17),-0.149262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,20),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,21),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,22),-0.149262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,25),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,34),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,36),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.146776 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.146269 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),-0.146269 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,13),-0.144848 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,14),-0.146776 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,15),-0.144919 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,16),-0.147051 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,17),-0.146353 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,20),-0.146776 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,21),-0.146269 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,22),-0.146353 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,25),-0.146776 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,36),-0.197727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,13),-0.144848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,14),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,15),-0.144919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,16),-0.147051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,17),-0.146353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,20),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,21),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,22),-0.146353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,25),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,34),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,36),-0.19969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,14),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,15),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,17),-0.144973 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,20),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,22),-0.144973 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,25),-0.144713 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,34),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,36),-0.122098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,14),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,15),-0.14494 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,16),-0.144727 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,17),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,22),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,25),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,34),-0.144745 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,36),-0.171265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,14),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,15),-0.14494 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,16),-0.144727 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,17),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,20),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,22),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,25),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,34),-0.144745 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,12),(7,36),-0.171491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,13),(7,14),-0.144708 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,15),-0.144735 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,20),-0.144708 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,13),(7,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
