# _root_ Gains in advertising revenue , however , resulted in operating profit of $ 78.4 million -- up 20 % from $ 65.6 million .
#goldHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
#predictedHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
(6,8),(8,12),(8,20),-0.0431341 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,24),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,25),-0.0731393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,17),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,20),-0.0422019 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,25),-0.0473912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,17),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,20),-0.0425114 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,25),-0.0509606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,16),(8,17),-0.0427998 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,20),-0.0441117 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,25),-0.0423922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,17),(8,20),-0.0466484 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,17),(8,25),-0.0485509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,20),(8,24),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,20),(8,25),-0.067197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,24),(8,25),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.127629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,6),0.128129 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,4),-0.126649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,3),-0.126649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,2),-0.125768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,1),-0.126649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.193313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,7),(8,6),0.115812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,7),(8,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,2),-0.127156 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,7),(8,-1),-0.119035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,6),(8,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,6),(8,-1),-0.147443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,2),-0.127156 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,-1),-0.119035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,4),(8,3),-0.124902 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,2),-0.125129 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,4),(8,-1),-0.168168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,3),(8,2),-0.125129 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,3),(8,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,3),(8,-1),-0.168168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,2),(8,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,2),(8,-1),-0.0335465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,1),(8,-1),-0.168168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0620146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0620146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,12),-0.0534561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),0.00835179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,14),-0.0250196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0189036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,17),-0.0364358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,25),0.00653891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0121836 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,12),-0.0257201 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0421706 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0421706 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,17),-0.0502268 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,25),-0.106058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,12),-0.0257201 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,14),-0.0421706 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.0421706 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,17),-0.0502268 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,25),-0.106058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,17),-0.0453564 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,25),-0.00159928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,14),-0.0423895 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,15),-0.0425753 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,17),-0.00897183 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,25),-0.044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0511021 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,17),-0.0401625 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,25),-0.000401905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,17),-0.0404797 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,25),-0.000144953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,17),(9,25),-0.0196956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,7),0.124652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.0960752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,-1),0.00368005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,7),(9,6),0.118805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,-1),-0.120858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,-1),-0.15972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,12),-0.0455122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.0583467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),0.00227026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.000519218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),-0.0512158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),-0.0450468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),0.00128215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),-0.0590421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,20),-0.0296671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,23),-0.000519218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,24),-0.0433719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,25),-0.0838588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.042 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0420311 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0421709 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0437051 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0427585 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,20),-0.0375578 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,23),-0.0420311 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,24),-0.042072 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,25),-0.0399895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0424387 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0424003 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0439368 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,20),-0.0421317 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,25),-0.0531445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.0425638 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,16),-0.0430634 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0375024 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.0425638 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,19),-0.0408592 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,20),-0.0379956 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,23),-0.0425638 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,25),-0.0102692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,16),-0.0430634 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,17),-0.0375024 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0425639 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,19),-0.0408593 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,20),-0.0394338 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,23),-0.0425639 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,25),-0.0116436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.0420796 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,19),-0.0434122 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,20),-0.0422025 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,25),-0.0468791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0421606 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.0420171 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,20),-0.0399766 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,23),-0.0421606 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,25),-0.0382198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0409447 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,20),-0.0379956 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,23),-0.0425638 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,25),-0.00944189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,19),(11,20),-0.0433499 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,23),-0.0457386 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,25),-0.0766559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,20),(11,23),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,24),-0.042072 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,20),(11,25),-0.019624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,23),(11,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,23),(11,25),-0.0116436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,24),(11,25),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.129361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.130204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.124166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.0961034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,6),0.119402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,1),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.175175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.117581 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.119652 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.129263 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,6),0.118556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,10),(11,5),-0.12584 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0796077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.113451 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.112451 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,6),0.117664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,5),-0.12489 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.110545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.117363 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,6),0.11901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,5),-0.124898 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),-0.121022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,6),0.117237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,1),-0.127171 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,-1),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,6),(11,5),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,1),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,-1),-0.144781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,5),(11,1),-0.127171 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,-1),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,1),(11,-1),-0.0796077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,20),(20,21),0.0147471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,22),-0.0263896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,23),-0.0202737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,25),0.0063842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,20),(20,21),(20,22),-0.0423989 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,23),-0.0425848 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,21),(20,25),-0.0573451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,22),(20,23),-0.0552319 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,22),(20,25),0.00635772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,23),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,23),(20,25),0.00661468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,24),(20,25),-0.0453631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,20),(20,19),0.100502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,18),0.110547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,17),0.0960783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,20),(20,20),(20,-1),0.0550716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,20),(20,19),(20,18),0.119133 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,19),(20,17),0.118918 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,19),(20,-1),-0.146659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,18),(20,17),0.119138 # DEPENDENCYPART_GRANDSIBL
(6,20),(20,18),(20,-1),-0.13353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,20),(20,17),(20,-1),-0.15959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,6),(6,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.125149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,25),-0.29037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,11),(6,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,25),-0.125149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,20),(6,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),-0.0487985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,4),-0.0494652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,3),-0.0494652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,2),-0.0564381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,1),-0.0494652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),-0.153259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,4),-0.0428651 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,3),-0.0428651 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,2),-0.042001 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,1),-0.0428651 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,-1),-0.0472937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,4),(6,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,2),-0.041999 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,-1),-0.0503943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,3),(6,2),-0.041999 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,-1),-0.0503943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,2),(6,1),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,2),(6,-1),-0.0567508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,1),(6,-1),-0.0503943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,2),0.179965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,3),0.0390686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,4),0.0392722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,5),0.0388913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,6),0.137553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,7),0.0388913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,8),-0.0934855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,1),(1,9),-0.0549583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,11),-0.0068749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,16),-0.129878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,20),-0.0421081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
