# _root_ Great Northern surged 20 1\/8 to 62 7\/8 , well above Georgia-Pacific 's offering price of $ 58 a share , amid speculation that other suitors for the company would surface or that the bid would be raised .
#goldHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,32,30,23,36,35,36,32,36,37,3,
#predictedHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,23,30,31,36,35,36,32,36,37,3,
(2,3),(3,11),(3,39),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,11),(3,40),-0.0141858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,14),(3,15),-0.0341358 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,16),-0.0145526 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,21),-0.0665892 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,22),-0.00730093 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,24),-0.0072795 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,27),-0.00447497 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,30),-0.0369406 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,32),-0.0596048 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,39),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,14),(3,40),-0.0537536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,15),(3,16),-0.0146179 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,21),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,22),-0.00736615 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,24),-0.00734472 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,27),-0.00454019 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,30),-0.0369406 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,32),-0.0596048 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,39),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,15),(3,40),-0.0520077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,16),(3,21),-0.0249917 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,22),-0.0511766 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,24),-0.0525343 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,27),-0.0423487 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,30),-0.034461 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,32),-0.0423082 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,39),-0.0530068 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,16),(3,40),-0.0214932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,21),(3,22),-0.0643618 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,24),-0.062949 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,27),-0.0640511 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,30),-0.0319859 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,32),-0.022738 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,39),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,21),(3,40),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,22),(3,24),-0.0447734 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,27),-0.0345878 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,30),-0.0344577 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,32),-0.0419948 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,39),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,22),(3,40),-0.025812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,24),(3,27),-0.0416824 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,24),(3,30),-0.0348874 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,24),(3,32),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,24),(3,39),-0.0529863 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,24),(3,40),-0.0506018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,27),(3,30),-0.0348623 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,27),(3,32),-0.0399059 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,27),(3,39),-0.0548022 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,27),(3,40),-0.0308307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,30),(3,32),-0.0420423 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,30),(3,39),-0.042001 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,30),(3,40),-0.0325172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,32),(3,39),0.104837 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,32),(3,40),-0.0643388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,39),(3,40),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.164921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,1),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),0.0418117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.0304074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.0304074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,5),-0.0237242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,7),-0.0234192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,8),-0.0240765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,9),-0.063634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,40),0.134663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,5),(4,7),-0.0415327 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,8),-0.0415327 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,9),-0.042255 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,5),(4,40),0.0986689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,7),(4,8),-0.0415327 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,9),-0.042255 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,7),(4,40),0.0990394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,8),(4,9),-0.042255 # DEPENDENCYPART_GRANDSIBL
(2,4),(4,8),(4,40),0.0983453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,9),(4,40),-0.04084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,4),(4,4),(4,2),0.191625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,4),(4,1),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,4),(4,-1),-0.0501209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,2),(4,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,4),(4,2),(4,-1),-0.0605818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,4),(4,1),(4,-1),-0.0608571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,6),0.0687431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,7),-0.0169529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,8),-0.0176103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,9),-0.0636333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,40),0.140938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),0.0466122 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,8),0.0465752 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,40),-0.0884132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,8),-0.0415327 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,9),-0.042255 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,40),0.101225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.042255 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,40),0.100531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,40),-0.04084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.106546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.199531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,-1),-0.0527416 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,2),0.118942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,4),(5,-1),-0.151576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,-1),-0.0526781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,7),(7,8),-0.0241064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),-0.0636333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,10),-0.0871984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,11),-0.032287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,15),-0.050477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,40),0.14577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.042255 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,10),-0.0455371 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,11),-0.0431416 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,15),-0.0420016 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,40),0.0974308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,10),-0.0275337 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,11),-0.047759 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,15),-0.0611546 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,40),-0.0408404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,10),(7,11),-0.0420524 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,15),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,40),-0.071913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,11),(7,15),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,40),-0.0469461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,15),(7,40),-0.0611716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,6),0.0703632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,5),0.105003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,4),0.104832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.0429839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,6),(7,5),0.110193 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,4),0.110193 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,-1),-0.159393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,5),(7,4),0.119109 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,5),(7,-1),-0.153113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,4),(7,-1),-0.153292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,9),-0.0636333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,10),-0.0871984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),-0.032287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,12),-0.0504759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,15),-0.0504759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,40),0.139697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),-0.0275337 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,11),-0.047759 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,12),-0.0611546 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,15),-0.0611546 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,40),-0.04084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),-0.0420524 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,12),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,15),-0.0420409 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,40),-0.071913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,12),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,15),-0.0415712 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,40),-0.0469456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,15),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,40),-0.0611714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,15),(8,40),-0.0611714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.106934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.0703632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.106933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.106763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.0663366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.118831 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,5),0.119109 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.119109 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.151226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,5),0.110193 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,4),0.110193 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.159393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,4),0.119109 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.151181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,-1),-0.15136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.0531538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,40),-0.0123633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,40),-0.0492396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,-1),-0.0972337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,21),(21,21),(21,40),-0.0123633 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,21),(21,21),(21,-1),-0.0972337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,39),(39,39),(39,40),-0.00516393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,39),(39,39),(39,38),0.117049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,39),(39,39),(39,36),0.119113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,39),(39,39),(39,-1),-0.0509464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,39),(39,38),(39,36),0.119164 # DEPENDENCYPART_GRANDSIBL
(2,39),(39,38),(39,-1),-0.127001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,39),(39,36),(39,-1),-0.124936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.0390389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.0934837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,4),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,5),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,8),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,39),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,40),-0.159786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.125996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,4),-0.125121 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,5),-0.125121 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,8),-0.125121 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,2),(1,40),-0.110431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,4),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,5),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,8),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,39),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,3),(1,40),-0.080987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,4),(1,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,4),(1,40),-0.0349224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,5),(1,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,5),(1,40),-0.0573026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,8),(1,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,1),(1,8),(1,40),-0.0555639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,39),(1,40),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,-1),0.0610535 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,3),-0.0934837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,5),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,7),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,8),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,9),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,21),-0.127499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,39),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,40),-0.161442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,4),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,5),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,7),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,8),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,9),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,21),-0.143505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,39),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,40),-0.0807152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,9),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,21),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,40),-0.0349224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,9),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,21),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,40),-0.0573026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,7),(2,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,7),(2,9),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,7),(2,21),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,7),(2,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,7),(2,40),-0.0533259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,8),(2,9),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,21),-0.124926 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,39),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,8),(2,40),-0.0555639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,9),(2,21),-0.128777 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,39),-0.125335 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,9),(2,40),-0.123954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,21),(2,39),-0.125335 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,21),(2,40),-0.123954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,39),(2,40),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),0.00216397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.0641513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0239396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),-0.0537528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0535001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,8),-0.0539683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.0622839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,40),-0.157292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,7),-0.037433 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,8),-0.037433 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.046206 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,40),-0.0547325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0374328 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,9),-0.046206 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,40),-0.0544753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,9),-0.0462063 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,40),-0.0549432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,9),(4,40),-0.0640529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,2),-0.125129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,1),-0.125129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.390926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,2),(4,-1),-0.0973403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,1),(4,-1),-0.0973403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0262087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,7),-0.0535016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0539697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,9),-0.0622839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,40),-0.149102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,7),-0.0394796 # DEPENDENCYPART_GRANDSIBL
