# _root_ Aaron Ment , Connecticut 's chief court administrator , declined to comment on the suit and the EEOC 's intervention .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,15,16,13,18,20,18,16,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,15,16,13,18,20,18,16,10,
(2,4),(4,7),0.187434 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.228009 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.120409 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.25386 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.419354 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.859212 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.790602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.126711 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.533858 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.287735 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.26765 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.312316 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.138191 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.494666 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.682665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.225599 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.641707 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.010496 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.372883 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.246223 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.11568 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.25273 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.494549 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.701405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.231281 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.622968 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.368213 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.168315 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.12083 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.253549 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0617048 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.417745 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.260455 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.231832 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.259344 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.714171 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.656099 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.817265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0836509 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.507081 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.0854474 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0497614 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0855518 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0461772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.072504 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0686241 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.294702 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.197195 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.0752111 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.222552 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.83609 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.657408 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.823926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.0994292 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.0788905 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0303989 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.213508 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.0447229 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.275801 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.239275 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.200326 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.0346121 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.0943125 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.167951 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.225683 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.842208 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.173167 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0194466 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0168522 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.201629 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.211862 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.0224426 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.149775 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.207074 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.793607 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.0611881 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.374875 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.0505989 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.23207 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.269795 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.667451 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.725401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.337028 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.599059 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.208087 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.123254 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),0.177382 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.2072 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0458194 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.0114685 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.109093 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.238427 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.123687 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.321204 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.0173454 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.181851 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-1.16033 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.238304 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.721816 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.0710574 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.366716 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),0.0381852 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.287531 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.115436 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),0.183147 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.233428 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.645701 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.714148 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.449113 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.184651 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.643858 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.5221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.818308 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.549118 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.873484 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.961613 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0746638 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.643858 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.5221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.818308 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.80502 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.736177 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.549118 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.873484 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.961613 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.849586 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.986239 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.17448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.17526 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.14929 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.6354 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-1.12941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.812778 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.066992 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.981864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.107865 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0169038 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.188572 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.118336 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.728037 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.808809 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.0733141 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.874015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.190365 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0540477 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.122479 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.140848 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.356937 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.72792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.808692 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0733141 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.892755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.058718 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.114242 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.135698 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.357757 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.239457 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.545386 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.529418 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.55727 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.497709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.984366 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.889471 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.970243 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.0637463 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.00864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),-0.341483 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.232796 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0361956 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.302705 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.163252 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.246824 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.422809 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.466952 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.401076 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.461712 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-1.10671 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0514193 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0708745 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.16088 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.342581 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.484088 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.349513 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.46367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.448701 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-1.06543 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),-0.183874 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.128771 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.166918 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0713291 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.598532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.22286 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.406677 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.376188 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.600931 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.557671 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.451694 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-1.05519 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.725158 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-1.24683 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-1.05188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.128771 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.12028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.107392 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.598497 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.22286 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.406677 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.376188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.600931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.451694 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-1.02948 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.574781 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.56629 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.678637 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.430585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0627905 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.06513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0380211 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.182391 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.136533 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.574664 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.566173 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.678637 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.430468 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.0647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.13824 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.195502 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.12947 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0720816 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.124895 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.612628 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.318675 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.802068 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.556056 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.23119 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0649224 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0456026 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.921266 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.30128 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.858764 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.801325 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.100509 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0649224 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0456026 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.921266 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.264634 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.68596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.30128 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.858764 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.801325 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.71199 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.02332 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-1.07617 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.884001 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.04569 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-1.41671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.100509 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.181639 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0849433 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.921176 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.264614 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.68596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.30128 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.858764 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.801325 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.02332 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.33666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0903624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.109926 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.186716 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.406141 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.68969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.305305 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.718397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.753105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.834235 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.641899 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.557295 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.468584 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.08716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.131502 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.212458 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.116849 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.606408 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.432185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.276801 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.394772 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.772882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.914595 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.995724 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.632271 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.718784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.483911 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.20833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.187713 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.301757 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.218207 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.145311 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.514728 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.390335 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.13669 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.378978 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.911136 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0347794 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.445333 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.585795 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),1.29951 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.21471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.320632 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.654197 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.335301 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.445333 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.585795 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),1.29951 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.511608 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.368502 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.21471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.320632 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.654197 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.383754 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.627706 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.712714 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.64105 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.780191 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.02852 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.335301 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.00395937 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.465473 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),1.29942 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.511589 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.368482 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.21471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.320632 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.654197 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.627706 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0800257 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.482934 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.700886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.772296 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.283641 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.21879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.180326 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.353122 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0138615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.46035 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.63488 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.588566 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.276767 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.21482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.320632 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.654217 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.481824 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.821085 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.262646 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.200362 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.247955 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.409789 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.701949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.249318 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.035697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.219189 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0640481 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.00267936 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.132373 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.0901025 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.499692 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.483133 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.822393 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.262622 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.70861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.265097 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0104484 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.153042 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0451475 # DEPENDENCYPART_GRANDPAR
