# _root_ Investors have complained for some time about program trading , particularly index arbitrage , to little avail .
#goldHeads=2,0,2,3,6,4,3,9,7,9,9,13,9,9,3,17,15,2,
#predictedHeads=2,0,2,3,6,4,6,9,7,9,13,13,9,13,13,17,15,2,
(13,11),(11,16),-0.204121 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.261817 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0592873 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.247355 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.0416894 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.985869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.274056 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.26466 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.138614 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.207174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.348202 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.163585 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.541875 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.456294 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.52638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.171907 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.182017 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.24673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.698432 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.544879 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.566833 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.165527 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.545963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.499034 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.132078 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.466271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.302906 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.263932 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.321224 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.252414 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.212223 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.147288 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.526226 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.352271 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.419977 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.249746 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.1937 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.642583 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.618276 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.536152 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.420155 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.498425 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.493319 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.364643 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.450389 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.386456 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.319876 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.738168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.849814 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.284053 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.750815 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.647133 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.789256 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.124839 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.528079 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.470462 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.110165 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.414467 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.47444 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.210506 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.328017 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.409084 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.339795 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.108563 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.4217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.177419 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.46824 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.700158 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.100403 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.477644 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.490098 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.522097 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.331409 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.404983 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.336364 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0068533 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.40363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.22538 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.523306 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.479794 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.10939 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.433307 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.486565 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.509592 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.122089 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.375239 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.338956 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.108418 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.42169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.177202 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.46824 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.03453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.150107 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.396989 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.763653 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.432115 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.143881 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.127888 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.303131 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.0509745 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.141444 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.159549 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.173105 # DEPENDENCYPART_GRANDPAR
(17,2),(2,18),-0.165268 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.259053 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.418616 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.811083 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.438252 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.197749 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.172526 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),0.362407 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),0.0632506 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.303282 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.12827 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),0.116877 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.0173162 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),0.334943 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),0.183627 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.622315 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.09719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.11115 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.375423 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0796108 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.0431637 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.363373 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),0.0907393 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.285655 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.00967298 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.110967 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.0194832 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.388394 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.13974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,6),0.0305036 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.286667 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.0114943 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.1932 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.09691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,2),-0.834873 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.454879 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.212159 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.0583518 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.2952 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),0.449205 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.268304 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.145251 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.111977 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.0218888 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.299965 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.167468 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),0.598081 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.0971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.110881 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.44883 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.379552 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0311101 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.111012 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.248386 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.110335 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0160266 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.288931 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.250807 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.587214 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.09411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,9),0.157138 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.336271 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.158842 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0516251 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.171782 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.09688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,5),-0.203931 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.0460664 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.285518 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.428283 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.128714 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.326901 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.158878 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.159465 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.312833 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.178098 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.602553 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.09688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.110881 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.268721 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.401424 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.12278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.0616579 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.192304 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0816668 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.101665 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.366523 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.0674257 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.0817575 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.685455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,9),-0.517028 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.137561 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.417302 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.241944 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.967684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,2),-0.40967 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.517117 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.688394 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.109818 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.54084 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.532306 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.159543 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.474474 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.4318 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.26317 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.227911 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.267129 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.968916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0881942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0877576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.061249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.0203703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,7),-0.0586219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0577998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,14),-0.0577998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,18),0.00809587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,19),-0.0458627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.000405672 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0157976 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0214154 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,7),-0.015709 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0545535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,14),-0.0545535 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,18),-0.139334 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,19),-0.0344298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0157976 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.0214097 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,7),-0.015709 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0544901 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,14),-0.0544901 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,18),-0.138665 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,19),-0.0342758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,6),-0.0188792 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,7),0.00523254 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,10),-0.0111577 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,14),-0.0111577 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,18),0.0101808 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,19),-0.0781369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0237758 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,10),-0.0177969 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,14),-0.0177969 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,18),0.0668927 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,19),-0.0279941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,10),-0.00937467 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,14),-0.00937467 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,18),0.00557052 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,19),-0.0752352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,14),-0.0203913 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,18),-0.0384867 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,19),-0.0393282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,14),(1,18),-0.0384867 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,14),(1,19),-0.0393282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,18),(1,19),-0.0141261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.27635 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0421654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.19846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.000528662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0119754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.188168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0164994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,10),0.0128578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,11),-0.0072599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),0.0128578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,18),-0.111997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,19),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),0.0499702 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.0195154 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.00221809 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),0.0451782 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.00222055 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,10),-0.0458989 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,11),-0.0103533 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0458989 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,18),-0.0195342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,19),-0.0612109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0194735 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.00981129 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.0223912 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.00980301 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,10),0.0498964 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,11),0.00682657 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),0.0498964 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),0.106914 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,19),-0.0587504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.000402738 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,7),-0.0260909 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.00035765 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,10),-0.0344881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,11),-0.0268951 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.0344881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),-0.0116621 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,19),-0.0284032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),0.0705505 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),0.0344134 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),-0.0672086 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,11),-0.044973 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0672086 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,18),0.0707603 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,19),-0.075456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,9),-0.0112053 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,10),0.0366406 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,11),0.0102913 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,14),0.0366406 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,18),0.105857 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,19),-0.0576945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),-0.0652344 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,11),-0.0439388 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0652344 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,18),0.0605898 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,19),-0.0766232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,11),0.00596752 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,14),-0.0453738 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,18),-0.0141636 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,19),-0.0562096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,14),-0.0459999 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,18),0.0735495 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,19),-0.030468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,18),-0.0141636 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,19),-0.0562096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,19),0.169756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.33898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.635057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),0.048081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.195086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.00630562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0239037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.184793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0284277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,11),-0.0169964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.0267379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),0.0139113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,15),-0.0786039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,18),-0.111076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,19),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0194735 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.00980892 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0212748 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.00980064 # DEPENDENCYPART_GRANDSIBL
