# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(25,22),(22,21),-0.389885 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.15635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.287212 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.231218 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-0.70868 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.551487 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.699835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),0.1019 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.43895 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),-0.5205 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.450023 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.225021 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),-0.158519 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.33548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,27),-0.178145 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.413614 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),0.0114655 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.346483 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.39342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.201508 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.566797 # DEPENDENCYPART_GRANDPAR
(0,2),(2,2),(2,3),-0.0896999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0203691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.057781 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0203691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,10),-0.0203691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,13),0.00810305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),-0.0279963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,15),-0.0762782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,16),-0.0884623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,29),-0.0458629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,6),-0.0214169 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.0545545 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.0214169 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,10),-0.0214169 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,13),-0.139183 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0194468 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,15),-0.00101124 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,16),-0.000414825 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,29),-0.0351163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.0178167 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),0.0669021 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0166306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,15),-0.0265696 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,16),-0.0264616 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,29),-0.0279995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,9),0.00959893 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,10),0.00959893 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,13),-0.0384839 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,14),-0.0194696 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,15),-0.0665538 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,16),-0.0650744 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,29),-0.0393345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),0.00335548 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,13),0.0669063 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0166306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,15),-0.0265635 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,16),-0.0264556 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,29),-0.0279942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,13),0.0669063 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,14),-0.0166306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,15),-0.0265635 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,16),-0.0264556 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,29),-0.0279942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,14),-0.0256228 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,15),-0.0206065 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,16),-0.0206065 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,29),-0.013824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,15),-0.0194695 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,16),-0.0194695 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,29),-0.0104894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,15),(2,16),-0.000448457 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,29),-0.0353711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,29),-0.0349681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.231588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.277 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.112574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.00721696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),0.0517639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0477665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),0.0277116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.0418562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0418911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.0418548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),-0.0418548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.0883572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),-0.0240508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,15),-0.0246254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),-0.027451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,17),-0.187202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,27),-0.0240508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,28),-0.0883572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,29),-0.198807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0218268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.000387816 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0330519 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.000387816 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.000387816 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),-0.000387816 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.000387816 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.0173575 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,14),-0.0206702 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,15),0.00438546 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),0.00440573 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,17),-0.0240147 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,27),-0.0206702 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,28),-0.0173575 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,29),-0.0273276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.0216365 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),-0.0655214 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,8),-0.0213452 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),-0.0213452 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,10),-0.0213452 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,12),-0.0213452 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,13),0.0606136 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,14),-0.0211226 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,15),-0.0311163 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,16),-0.0301846 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,17),0.017021 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,27),-0.0211226 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,28),0.0606136 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,29),-0.0328426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.0730781 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),0.023581 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),0.023581 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,10),0.023581 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),0.023581 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),0.0625741 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,14),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,15),-0.00539027 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,16),0.00211851 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,17),0.0489817 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,27),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,28),0.0625741 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,29),-0.0742511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.100142 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.100142 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),-0.100142 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.100142 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.0198432 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,15),-0.0163822 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),-0.0128654 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,17),0.0698435 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,28),-0.0198432 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,29),-0.0570996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),0.0224966 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,10),0.0224966 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),0.0224966 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),0.065644 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,15),-0.00532331 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,16),0.00218547 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,17),0.0533096 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,27),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,28),0.065644 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,29),-0.0760474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),0.0224966 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,12),0.0224966 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),0.0656091 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,15),-0.00532331 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),0.00218547 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,17),0.0533096 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,27),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,28),0.0656091 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,29),-0.0760474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,12),0.0224966 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,13),0.0656453 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,14),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,15),-0.00532331 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),0.00218547 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,17),0.0533096 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,27),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,28),0.0656453 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,29),-0.0760474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),0.0656453 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,14),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,15),-0.00532331 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,16),0.00218547 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,17),0.0533096 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,27),-0.0195913 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,28),0.0656453 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,29),-0.0760474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,14),-0.0170542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,15),-0.0391729 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,16),-0.038093 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,17),-0.0253281 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,27),-0.0170542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,28),-0.121914 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,29),0.211699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,15),-0.0194653 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,16),-0.0194648 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,17),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,28),-0.0284342 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,29),-0.0141969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,15),(3,16),-0.0578319 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,17),0.0400448 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,27),-0.0195805 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,28),-0.0186342 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,29),-0.0554639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,17),0.0410018 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,27),-0.0195805 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,28),9.32856e-06 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,29),-0.0588373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,17),(3,27),-0.0197479 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,28),0.0816773 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,29),-0.0595399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,27),(3,28),-0.0284342 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,27),(3,29),-0.0141969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,28),(3,29),0.211699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.379387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.380828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.641139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.113388 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),0.0840131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),0.0814475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,15),(15,16),-0.0237514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,17),-0.189115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,19),-0.00787883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,20),-0.176341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,23),-0.0100993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,27),-0.0240688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,28),-0.119815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,29),-0.195841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,15),(15,16),(15,17),0.0419374 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,19),-0.00465631 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,20),0.0395436 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,23),-0.00470745 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,27),-0.0195805 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,28),-0.0140873 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,29),-0.0571257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,17),(15,19),-0.0108953 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,20),-0.0140491 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,23),-0.0108919 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,27),-0.0197519 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,28),0.0961389 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,29),-0.0600293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,19),(15,20),0.0457469 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,23),0.0235555 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,27),-0.0196259 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,28),0.0881541 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,29),-0.0791189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,20),(15,23),-0.0134765 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,27),-0.0197519 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,28),0.112403 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,29),-0.0583806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,23),(15,27),-0.0196259 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,23),(15,28),0.0863386 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,23),(15,29),-0.0791189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,27),(15,28),-0.0281722 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,27),(15,29),-0.0121637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,28),(15,29),0.194252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,15),(15,14),0.101789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,13),0.100641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,12),0.287584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,11),0.104528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,10),0.287584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,9),0.287584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,8),0.287924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,7),0.126969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,6),0.292072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,5),0.228973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,3),0.0862919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,2),0.290632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,-1),-0.623054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,15),(15,14),(15,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,12),0.106894 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,11),0.108667 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,10),0.106894 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,9),0.106894 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,8),0.106894 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,6),0.106894 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,5),0.109058 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,3),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,2),0.106894 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,-1),-0.147451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,13),(15,12),0.104315 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,10),0.104315 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,9),0.104315 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,8),0.104315 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,7),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,6),0.104315 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,3),0.111893 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,2),0.104315 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,-1),-0.13074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,12),(15,11),0.116342 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,10),0.102714 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,9),0.102714 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,8),0.102714 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,7),0.301081 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,6),0.10426 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,5),0.0895604 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,3),0.138373 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,2),0.101822 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,-1),0.0344034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,11),(15,10),0.109011 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,9),0.109011 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,8),0.109011 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,7),0.109521 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,6),0.109011 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,5),0.108852 # DEPENDENCYPART_GRANDSIBL
