# _root_ `` Psyllium 's not a good crop , '' complains Sooraji Jath , a 26-year-old farmer from the village of Lakshmipura . ``
#goldHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
#predictedHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
(3,4),(4,5),(4,24),-0.0262487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0243833 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,8),-0.0154185 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0140147 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,13),-0.0154185 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,24),-0.106789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,8),-0.0313746 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,10),-0.0215388 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,13),-0.0313746 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,7),(4,24),0.0658101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,8),(4,10),-0.0171792 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,13),-0.0199786 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,8),(4,24),-0.0662375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,10),(4,13),-0.0190497 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,10),(4,24),-0.0590138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,13),(4,24),-0.0662375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,3),0.0942206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,2),-0.1487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,-1),-0.0576359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,3),(4,2),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,3),(4,-1),-0.151127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,2),(4,-1),-0.150923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,6),-0.0318859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,8),-0.0238724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,24),-0.0360058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,6),(5,8),-0.0194649 # DEPENDENCYPART_GRANDSIBL
(3,5),(5,6),(5,24),-0.0297545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,8),(5,24),-0.0274725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,5),(5,5),(5,4),0.102151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,5),(5,5),(5,-1),-0.300355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,5),(5,4),(5,-1),-0.149797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,7),-0.02604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,8),-0.0410591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,9),0.000226794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,10),-0.0322856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,16),-0.0237709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,24),-0.0181613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,7),(6,8),-0.0255108 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,9),-0.0238417 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,10),-0.0154766 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,16),-0.0205424 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,7),(6,24),-0.0792234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,8),(6,9),-0.0187121 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,10),-0.0105558 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,16),-0.0252331 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,8),(6,24),-0.0187717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,9),(6,10),-0.0127265 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,16),-0.0250898 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,9),(6,24),-0.0368859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,10),(6,16),-0.0139764 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,10),(6,24),-0.0279517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,16),(6,24),-0.0773326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,6),(6,5),0.0708232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,4),0.112817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,2),-0.147607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,6),(6,6),(6,-1),-0.226419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,6),(6,5),(6,4),0.109433 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,5),(6,-1),-0.225722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,4),(6,2),-0.145697 # DEPENDENCYPART_GRANDSIBL
(3,6),(6,4),(6,-1),-0.235719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,6),(6,2),(6,-1),-0.0540584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,8),0.0546683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,9),0.0500654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,10),-0.0185394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,11),0.0329881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,12),0.0329881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,13),0.0546683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,16),0.0329869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,17),-0.0983504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,19),0.0329881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,22),0.006566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,24),0.0248156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,8),(7,9),0.0103433 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,10),-0.0147011 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,11),-0.0481733 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,12),-0.0481733 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,13),-0.023793 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,16),-0.0481735 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,17),-0.0290346 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,19),-0.0481733 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,22),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,8),(7,24),-0.0678186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,9),(7,10),-0.0190678 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,11),0.00157661 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,12),0.00157661 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,13),-0.0287594 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,16),0.00157661 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,17),-0.0134873 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,19),0.00157661 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,22),-0.0194449 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,9),(7,24),-0.0257987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,10),(7,11),-0.0299767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,12),-0.0299767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,13),-0.0526049 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,16),-0.0299767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,17),0.00145271 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,19),-0.0299767 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,22),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,10),(7,24),-0.018068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,11),(7,12),-0.0149596 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,13),-0.060202 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,16),-0.0149596 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,17),-0.033832 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,19),-0.0149596 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,11),(7,24),-0.00640176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,12),(7,13),-0.060202 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,16),-0.0149596 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,17),-0.033832 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,19),-0.0149596 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,12),(7,24),-0.00640176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,13),(7,16),-0.0481735 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,17),-0.0290346 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,19),-0.0481733 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,22),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,13),(7,24),-0.0678186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,16),(7,17),-0.033832 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,19),-0.0149598 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,16),(7,24),-0.00640176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,17),(7,19),-0.0353166 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,17),(7,22),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,17),(7,24),-0.0740333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,19),(7,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,19),(7,24),-0.00640176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,22),(7,24),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,7),(7,6),0.101185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,5),0.104383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,4),0.117366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,2),-0.0538673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,1),-0.144787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,7),(7,7),(7,-1),-0.199892 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,7),(7,6),(7,5),0.138314 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,4),0.109606 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,2),-0.14492 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,6),(7,-1),-0.100712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,5),(7,4),0.0779336 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,2),-0.144889 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,5),(7,-1),-0.156521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,4),(7,2),-0.144852 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,4),(7,-1),-0.148513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,2),(7,1),-0.144726 # DEPENDENCYPART_GRANDSIBL
(3,7),(7,2),(7,-1),-0.121431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,7),(7,1),(7,-1),-0.156344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,24),0.0133259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,8),(8,-1),-0.129107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,24),-0.0563545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,9),(9,-1),-0.180452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,11),0.0630444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,12),0.0630444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,13),-0.104712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,15),0.0282665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,16),0.0630395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,17),-0.0637245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,19),0.0630444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,20),-0.0991786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,22),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,23),-0.00540827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,24),0.0681365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,11),(10,12),-0.00432483 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,13),-0.0564925 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,15),-0.0153158 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,16),-0.00432483 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,17),-0.00451434 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,19),-0.00432483 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,20),-0.00130951 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,22),-0.015232 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,23),0.0248497 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,11),(10,24),-0.0176917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,12),(10,13),-0.0564925 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,15),-0.0153158 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,16),-0.00432483 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,17),-0.00451434 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,19),-0.00432483 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,20),-0.00130951 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,22),-0.015232 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,23),0.0248497 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,12),(10,24),-0.0176917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,13),(10,15),-0.0296484 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,16),-0.0532841 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,17),-0.0188901 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,19),-0.05429 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,20),-0.023943 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,22),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,23),-0.0210653 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,13),(10,24),0.117757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,15),(10,16),-0.0357578 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,17),-0.00530845 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,19),-0.0357578 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,20),-0.000417723 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,22),-0.0199339 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,23),-0.0251762 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,15),(10,24),0.00667723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,16),(10,17),-0.00451434 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,19),-0.00432483 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,20),-0.00130951 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,22),-0.015232 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,23),0.0248497 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,16),(10,24),-0.0176969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,17),(10,19),-0.0105522 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,20),-0.0695768 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,22),-0.0305067 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,23),-0.0240552 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,17),(10,24),0.0528917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,19),(10,20),-0.00130951 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,22),-0.015232 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,23),0.0248497 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,19),(10,24),-0.0186977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,20),(10,22),-0.0302553 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,20),(10,23),-0.0240138 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,20),(10,24),0.038451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,22),(10,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,22),(10,24),-0.0334707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,23),(10,24),-0.0761906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,9),0.0993468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,8),0.117371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,7),0.145066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,6),0.152098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,5),0.0795039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,4),0.0392791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,3),0.139518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,2),-0.19089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,1),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,10),(10,-1),-0.286517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,9),(10,8),0.131459 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,7),0.110211 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,6),0.1041 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,5),0.109003 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,4),0.101324 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,3),0.0957107 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,1),-0.144714 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,9),(10,-1),-0.137926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,8),(10,7),0.121601 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,6),0.0981485 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,5),0.106544 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,4),0.122424 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,3),0.144955 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,2),-0.146784 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,1),-0.14564 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,8),(10,-1),-0.111191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,7),(10,6),0.0984441 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,5),0.138672 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,4),0.0965143 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,3),0.105609 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,2),-0.147956 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,1),-0.14531 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,7),(10,-1),-0.178695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,6),(10,5),0.106431 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,4),0.108004 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,3),0.0996029 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,2),-0.145006 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,1),-0.144821 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,6),(10,-1),-0.128953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,5),(10,4),0.108468 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,3),0.10682 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,2),-0.144742 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,5),(10,-1),-0.1331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,4),(10,3),0.0956995 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,2),-0.145913 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,1),-0.144842 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,4),(10,-1),-0.179431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,3),(10,2),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,1),-0.146565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,10),(10,3),(10,-1),-0.139367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,2),(10,1),-0.14531 # DEPENDENCYPART_GRANDSIBL
(3,10),(10,2),(10,-1),-0.178728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,1),(10,-1),-0.107458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,24),0.0133259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,-1),-0.129107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,16),(16,17),-0.101578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,18),-0.0914652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,19),0.0329976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,20),-0.0916954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,21),0.0329976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,22),0.006566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,23),-0.0658207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,16),(16,16),(16,24),0.0243251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,17),(16,18),-0.0261635 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,19),-0.0353166 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,20),0.00570164 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,21),-0.0353166 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,22),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,23),-0.0186893 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,17),(16,24),-0.0772627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,18),(16,19),-0.042012 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,20),-0.029484 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,21),-0.042012 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,22),-0.0208141 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,23),-0.0259937 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,18),(16,24),0.0348521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,19),(16,20),-0.0356332 # DEPENDENCYPART_GRANDSIBL
(3,16),(16,19),(16,21),-0.0149713 # DEPENDENCYPART_GRANDSIBL
