# _root_ In fact , without Wall Street firms trading for their own accounts , the stock-index arbitrage trading opportunities for the big funds may be all the more abundant .
#goldHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,27,27,24,27,23,
#predictedHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,26,28,28,24,23,
(2,7),(7,4),(7,2),0.116808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,4),(7,1),-0.126676 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,4),(7,-1),-0.0952529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,3),(7,2),0.112775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,3),(7,1),-0.125395 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,3),(7,-1),-0.0033727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,2),(7,1),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,2),(7,-1),-0.144336 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,1),(7,-1),-0.0813758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,9),-0.0516814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),-0.0113998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,12),-0.0278157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,13),-0.0743951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,18),-0.0252313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,19),-0.0516814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,24),-0.0412982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,29),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,30),0.0687472 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,11),-0.0462234 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,12),-0.0351088 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,13),-0.0229949 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,18),-0.0351088 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,19),-0.0336761 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,24),-0.0417579 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,29),-0.0548022 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,30),-0.0283574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,12),-0.0394108 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,13),-0.0351149 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,18),-0.0394108 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,19),-0.0473205 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,24),-0.055572 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,29),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,30),0.0420539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,13),-0.0664885 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,18),-0.034595 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,19),-0.00473993 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,24),-0.055923 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,29),-0.0550572 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,30),-0.0495316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,18),-0.0367258 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,19),-0.0640587 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,24),-0.0734316 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,30),-0.0935233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,18),(8,19),-0.00283871 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,24),-0.055923 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,29),-0.0550572 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,18),(8,30),-0.0488288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,19),(8,24),-0.0417579 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,29),-0.0548022 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,19),(8,30),-0.0283574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,24),(8,29),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,24),(8,30),-0.088162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,29),(8,30),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.179453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.18743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,4),0.202553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,2),0.181314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,8),(8,1),-0.160535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),0.0451395 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.0930335 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,4),0.115142 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,2),0.0930358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,7),(8,1),-0.1268 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.0345615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,4),0.115409 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,2),0.0934737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,1),-0.1268 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.0297942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,2),0.109148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,4),(8,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,4),(8,-1),-0.159844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,2),(8,1),-0.1268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,2),(8,-1),-0.0338481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,1),(8,-1),-0.167735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.025631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),-0.0385563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),0.095625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),-0.0830803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),0.094705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,17),0.0922604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,18),0.0915599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,19),-0.0670856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,23),-0.0331499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,30),-0.3827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0420074 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.0395704 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0395704 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,17),-0.0395704 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,18),-0.0395704 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,19),-0.0425147 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,30),-0.0267554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.0434755 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.0439088 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0434755 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,17),-0.0434755 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,18),-0.0434755 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,19),-0.0444073 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,23),-0.0432343 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,30),-0.0335384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.0181935 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,16),-0.0811108 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,17),-0.0811108 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,18),-0.0811108 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,19),-0.0385646 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,23),-0.0436763 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,30),0.0577631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,16),-0.0603979 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,17),-0.0603979 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,18),-0.0603979 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,19),-0.0500035 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,23),-0.0421235 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,30),-0.0272134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,17),-0.0811171 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,18),-0.0811171 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,19),-0.0385665 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,23),-0.0436763 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,30),0.0570364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,17),(9,18),-0.0813993 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,19),-0.0391261 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,23),-0.0436763 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,30),0.0560369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,18),(9,19),-0.0385646 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,23),-0.0436763 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,30),0.053757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,19),(9,23),-0.0420065 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,30),-0.0938195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,23),(9,30),-0.0390448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.117079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.0593071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.100943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,1),-0.125838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.0451539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.119141 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.119158 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.125057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,4),0.118075 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,1),-0.124911 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.148667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,-1),-0.150411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,1),(9,-1),-0.15309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,13),0.138484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,14),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,15),-0.183495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,16),-0.183254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,17),-0.183087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,18),-0.183792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,19),-0.0342282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,21),-0.0625869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,22),-0.184657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,23),-0.0498579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,24),0.0509866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,26),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,29),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,30),0.0913226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,13),(12,14),-0.0474936 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,15),0.133752 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,16),0.133752 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,17),0.133748 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,18),0.133752 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,19),-0.0299009 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,21),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,22),0.133452 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,23),-0.0523915 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,24),-0.117489 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,26),-0.0474936 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,29),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,30),-0.0439309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,14),(12,15),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,16),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,17),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,18),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,19),-0.0444893 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,21),-0.03936 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,22),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,23),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,24),-0.0420477 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,26),-0.0442704 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,30),-0.00997678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,15),(12,16),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,17),-0.0133135 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,18),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,19),-0.0319467 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,21),-0.0466141 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,22),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,23),-0.0428216 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,24),-0.0429923 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,26),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,30),0.00208371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,16),(12,17),-0.0133135 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,18),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,19),-0.0319467 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,21),-0.0466141 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,22),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,23),-0.0428216 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,24),-0.0429923 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,26),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,30),0.00230587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,17),(12,18),-0.0133063 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,19),-0.0319479 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,21),-0.0466141 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,22),-0.0133063 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,23),-0.0428223 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,24),-0.0429923 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,26),-0.0143698 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,30),0.00240554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,18),(12,19),-0.0319467 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,21),-0.0466141 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,22),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,23),-0.0428216 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,24),-0.0429923 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,26),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,30),0.00178376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,19),(12,21),-0.0407282 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,22),-0.0427214 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,23),-0.0389505 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,24),-0.0339032 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,26),-0.0425505 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,29),-0.0454444 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,19),(12,30),-0.0742637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,21),(12,22),-0.0605496 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,24),-0.0395359 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,26),-0.05532 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,29),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,21),(12,30),-0.0518453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,22),(12,23),-0.0428216 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,22),(12,24),-0.0429924 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,22),(12,26),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,22),(12,29),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,22),(12,30),0.000716678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,23),(12,24),-0.0432871 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,23),(12,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,23),(12,29),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,23),(12,30),-0.0706771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,24),(12,26),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,24),(12,29),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,24),(12,30),-0.00834172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,26),(12,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,26),(12,30),-0.00997678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,29),(12,30),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,11),0.0907529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,10),0.117445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,9),0.195414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,8),0.123239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,7),0.146312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,6),0.146741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,5),0.146309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,4),0.196181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,3),0.165613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,1),-0.144064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,-1),0.0196579 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,11),(12,10),0.128747 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,9),0.116538 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,8),0.130096 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,7),0.135163 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,6),0.13517 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,5),0.13517 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,4),0.11681 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,3),0.090421 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,11),(12,-1),-0.158435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,10),(12,9),0.118434 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,8),0.119135 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,7),0.121582 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,6),0.121582 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,5),0.121582 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,4),0.118436 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,3),0.11824 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,10),(12,-1),-0.121013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,9),(12,8),0.118602 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,7),0.11632 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,6),0.11632 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,5),0.11632 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,4),0.125814 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,3),0.112664 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,1),-0.126718 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,9),(12,-1),-0.0867921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,8),(12,7),0.129205 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,6),0.129205 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,5),0.129202 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,4),0.117403 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,3),0.12322 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,8),(12,-1),-0.174925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,7),(12,6),0.109602 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,5),0.110117 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,4),0.113077 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,3),0.122623 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,1),-0.125035 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,7),(12,-1),-0.143557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,6),(12,5),0.110518 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,6),(12,4),0.113077 # DEPENDENCYPART_GRANDSIBL
