# _root_ The marriage of news and theater , if not exactly inevitable , has been consummated nonetheless .
#goldHeads=2,13,2,5,3,5,13,11,11,11,13,13,0,13,14,15,13,
#predictedHeads=2,13,2,5,3,5,2,11,11,11,2,2,0,13,14,15,13,
(2,6),(6,16),(6,18),-0.0363743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,17),(6,18),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.0279649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.159922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,1),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.0180386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.091181 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,1),-0.021329 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,1),-0.145039 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.174873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,1),(6,-1),-0.159238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,18),-0.0478108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,7),(7,-1),-0.188248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,8),(8,9),-0.0522867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,10),-0.0489508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),-0.016089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,12),-0.043505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,13),-0.0163122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,16),-0.0489508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,18),-0.332772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),-0.00687096 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,11),-0.015236 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,12),-0.0200596 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,13),-0.0209545 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,16),-0.00687096 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,18),0.0114262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),-0.015236 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,12),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,13),-0.0209494 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,16),-0.0122523 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,18),0.0128928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,12),-0.026097 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,13),-0.015603 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,16),-0.00722459 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,17),-0.0208001 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,18),-0.0108385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,13),-0.018016 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,16),-0.0147875 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,17),-0.0209278 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,18),-0.00459653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,16),-0.0196435 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,17),-0.0206805 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,18),-0.0147387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,16),(8,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,18),0.0128928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,17),(8,18),-0.0238712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,7),0.0986382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,6),0.0437264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,5),0.100261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,3),0.112078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),-0.140406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,7),(8,6),0.108234 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,3),0.107296 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,7),(8,-1),-0.14727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,6),(8,5),0.109354 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,3),0.108731 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,6),(8,-1),-0.191931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,5),(8,3),0.30865 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,5),(8,-1),-0.168287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,3),(8,-1),-0.145812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.0231079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),-0.0230423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),-0.031746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),-0.03005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),-0.0231073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,18),-0.00816796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0177788 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.0201454 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0175526 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0178997 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,18),-0.0280273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.0238651 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.0208619 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0194521 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,18),0.000833198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.0157658 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,16),-0.0217613 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,18),0.0283725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,18),-0.0112734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,18),-0.0280273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.107655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.127278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.0988396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.134787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,3),0.107932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,2),0.0988396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.253605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.109486 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.108656 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.109539 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,3),0.109531 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,2),0.108656 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.131298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.0944075 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,5),0.123029 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,3),0.10706 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,2),0.0944075 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.136753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.109519 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,3),0.113067 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,2),0.108984 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.168115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,3),0.308141 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,2),0.123894 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.123127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,3),(9,2),0.108641 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,3),(9,-1),-0.133184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,2),(9,-1),-0.168115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,11),-0.0225902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,12),-0.0308306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,13),-0.0286856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,16),-0.0242147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,18),0.0082974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,12),-0.023723 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,13),-0.0206777 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,16),-0.0194521 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,18),0.00197514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,12),(10,13),-0.01802 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,16),-0.0217613 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,18),0.0286374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,13),(10,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,18),-0.0129947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,16),(10,18),-0.0255503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.0941673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.10785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,7),0.128374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,3),0.108127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,2),0.0992511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),-0.245564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.111808 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,7),0.106181 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,3),0.11178 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,2),0.108533 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.174101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,7),0.109499 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,3),0.109531 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,2),0.108656 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,-1),-0.131187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,7),(10,3),0.107079 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,2),0.0945659 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,-1),-0.13495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,3),(10,2),0.108641 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,3),(10,-1),-0.133073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,2),(10,-1),-0.167521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,12),0.0396314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0222019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0219866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0219812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,16),-0.0251134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,17),-0.0227206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,18),0.0394911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0231852 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0231852 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),-0.0231852 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,16),-0.0245879 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,18),-0.0458211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,16),-0.0194449 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,18),-0.0305894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,16),-0.0194449 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,18),-0.0303865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,16),-0.0194449 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,18),-0.0303687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,16),(11,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,18),-0.0197297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,17),(11,18),-0.0225426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.115559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.115428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.0988681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,7),0.115316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.123364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.124782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,2),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),-0.0119478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.113422 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.109389 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,7),0.108182 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.108976 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.109522 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.108976 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,2),0.108976 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.132088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.109384 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,7),0.108182 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.108916 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,5),0.109522 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,4),0.108916 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,2),0.108916 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.130782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,7),0.109356 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,6),0.109332 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.109536 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.109332 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,2),0.109332 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.177571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,7),(11,6),0.107124 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,4),0.107124 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,2),0.107124 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,7),(11,-1),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.109206 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.10791 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,2),0.10791 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.105124 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,2),0.123834 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,-1),-0.13401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,2),0.10791 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,4),(11,-1),-0.121791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,2),(11,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,12),(12,18),-0.0478108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,12),(12,-1),-0.188248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,14),-0.0491223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,15),-0.0311955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,16),0.0204044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,17),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,18),0.0492154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,14),(13,15),-0.0243186 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,16),-0.0212654 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,17),-0.0234729 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,18),-0.0179358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,15),(13,16),-0.0212654 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,17),-0.0232902 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,18),-0.00387399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,16),(13,17),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,18),0.0281092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,17),(13,18),-0.0611123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,12),0.117716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,11),0.0462187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,10),0.188377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,9),0.185907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,8),0.165154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,7),0.117716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,6),0.142453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,5),0.127867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,4),0.142297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,3),0.189368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,2),0.142576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,1),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,-1),-0.0369863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,12),(13,11),0.1051 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,10),0.102456 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,9),0.102384 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,8),0.140499 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,7),0.109063 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,6),0.124042 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,5),0.110401 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,4),0.124042 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,3),0.139232 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,2),0.124042 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,-1),-0.209202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,11),(13,10),0.10841 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,9),0.107994 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,8),0.110731 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,7),0.114014 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,6),0.108399 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,5),0.109495 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,4),0.108399 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,3),0.110707 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,2),0.108399 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,-1),-0.225565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,10),(13,9),0.10984 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,8),0.111286 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,7),0.0983057 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,6),0.105527 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,5),0.113894 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,4),0.105527 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,3),0.111267 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,2),0.105527 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,-1),-0.199283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,9),(13,8),0.111285 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,7),0.0970033 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,6),0.104454 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,5),0.113894 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,4),0.104454 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,3),0.111266 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,2),0.104454 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,-1),-0.191199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,8),(13,7),0.160199 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,6),0.10001 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,5),0.106719 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,4),0.10001 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,3),0.1122 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,8),(13,2),0.10001 # DEPENDENCYPART_GRANDSIBL
