# _root_ The Pentagon 's recently issued `` Soviet Military Power , '' though in general adopting a softer line , repeated the Sverdlovsk assessment .
#goldHeads=2,9,2,5,9,9,9,9,20,20,20,15,15,13,20,18,18,15,20,0,23,23,20,20,
#predictedHeads=2,9,2,5,20,9,9,9,5,9,9,15,15,13,9,18,18,15,20,0,23,23,20,20,
(4,12),(12,17),-0.256275 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.371101 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.10132 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.0788353 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-0.388471 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0865699 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0468911 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.132496 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.137939 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0657588 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.240862 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.33616 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.0984206 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.437975 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-0.663762 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.789115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.340166 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.167808 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.0451234 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.0487392 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.00578229 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.157564 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.045765 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),0.296328 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.348988 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.256709 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.0256166 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.220107 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.337678 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.370481 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.0067067 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.234847 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.48696 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.53924 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.450295 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.08373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),0.385545 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0770081 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.110666 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.0031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),0.39923 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.0340372 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.0946112 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.110662 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.0192254 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.959731 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.340873 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.03483 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.313835 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0280477 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.04117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.0684419 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.247944 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.284903 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.0356144 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),0.172776 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.0887491 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.0631764 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.386933 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.151499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.784192 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.166791 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.205945 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.352302 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.420483 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.367642 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0595509 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.148836 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.0583199 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.701242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),0.243473 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.339654 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.725828 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.151135 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.783444 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.262894 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.360684 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.429085 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.374804 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0667155 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.13614 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.280529 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.322239 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.155891 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.553059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.804288 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.335612 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.201136 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.61402 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.490492 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.362539 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.0938025 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0574343 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.213557 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.556799 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.383808 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),0.400785 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.199461 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.580237 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),0.0574083 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.395448 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.235164 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.198971 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0383261 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0930068 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.458505 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.59236 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.358453 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),0.275062 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.658172 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.159318 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.264483 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.415386 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0120985 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.0773628 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.430444 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.553065 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),0.378874 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-0.1849 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.160514 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.461467 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.406722 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0258869 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0521904 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.550344 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.715971 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),0.237344 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.354383 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.110628 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.52069 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0960925 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.337744 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.233328 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.467508 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.548757 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.404809 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),0.213249 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.193404 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.665225 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.324487 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.61284 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.291205 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.394132 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0644083 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.123291 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.23188 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.0512964 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.539937 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.344234 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),0.36601 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.252011 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.609451 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.603665 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.293846 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.742272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.700791 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.162666 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.00567802 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.109459 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.423458 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.25025 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.518064 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),0.0932717 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.338332 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.0479964 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.343429 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.721135 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.760575 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),0.193247 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.628628 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.27421 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.194292 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.663397 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),-0.121463 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),0.233319 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.029277 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.53811 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.693443 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.383412 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.56991 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.437039 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.594247 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.490836 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.313308 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.744341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.1551 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0835443 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.148603 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.01464 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0251333 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.00136311 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.104852 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0056349 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.275809 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.0233724 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.298096 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.253667 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.00470108 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.126094 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.1737 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.49789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.393665 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.334797 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.230731 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.479335 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.412681 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.773374 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.49216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,4),-0.3677 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.380322 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.06128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.269768 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.182621 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0584135 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.00771826 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.267203 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.564282 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.516678 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.385766 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.656168 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.395359 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.04418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0866603 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.254977 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.131266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.141096 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0811072 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.31051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.261672 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.428176 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.0143887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.312742 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.509839 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.494087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0428455 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.172927 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0438311 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0109482 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.22497 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.255048 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.297993 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.401525 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0775033 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.310911 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.509808 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.0845779 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0332522 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0561775 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.238008 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.273136 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.322413 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.405865 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.0325376 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.501229 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0972322 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.153805 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.0606262 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0159813 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.24569 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.333478 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.42914 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.299417 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.508391 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.13011 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0235054 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0919556 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.33576 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.225832 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.357604 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.45355 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.00349106 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.375411 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.546767 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.566878 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.04738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,10),0.195489 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.0380878 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.0941578 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.00618757 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.224823 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.250102 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0675027 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.314258 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.0224252 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.316413 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.536154 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-0.497878 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-0.586805 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-0.383352 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.64896 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.389568 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-1.11091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.00142725 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),0.129953 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),0.122734 # DEPENDENCYPART_GRANDPAR
(7,20),(20,11),0.0590821 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),0.021469 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),0.0897262 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.335761 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-0.2946 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.286981 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.395184 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.514857 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.146631 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.364212 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.597841 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.549048 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-0.566452 # DEPENDENCYPART_GRANDPAR
(7,23),(23,14),-0.219806 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.245118 # DEPENDENCYPART_GRANDPAR
(7,23),(23,16),-0.0761313 # DEPENDENCYPART_GRANDPAR
(7,23),(23,17),-0.309241 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.527634 # DEPENDENCYPART_GRANDPAR
(7,23),(23,19),-0.0685176 # DEPENDENCYPART_GRANDPAR
(7,23),(23,21),-0.302267 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.654582 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.493096 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.625334 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.159911 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.2318 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.169664 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.243527 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.66697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.383359 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.433087 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.614348 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.622992 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.869989 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.210354 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.135589 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0336201 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.6507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.366542 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.429245 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.487804 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.586984 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.596275 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.85111 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.77744 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-1.07215 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.876952 # DEPENDENCYPART_GRANDPAR
(8,7),(7,23),-1.22897 # DEPENDENCYPART_GRANDPAR
(8,7),(7,24),-1.12343 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.00397765 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0294364 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0860423 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.200334 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.37386 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.306493 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.41922 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.527976 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.0428504 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.408254 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),-0.655221 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),0.0377567 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0966192 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.191486 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.386897 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.32458 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.44364 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.532314 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.0878153 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.706313 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.0507429 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0482377 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.195616 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.226265 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.296055 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.453628 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.554052 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.39568 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.711938 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.127303 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.5428 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),1.10181 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.511892 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.269698 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.302386 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.722982 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.07935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
