# _root_ A new specialty court was sought by patent experts , who believed that the generalists had botched too many important , multimillion-dollar cases .
#goldHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,19,23,23,23,23,17,5,
#predictedHeads=4,4,4,5,0,5,6,9,7,9,12,9,16,15,16,12,16,20,20,23,23,23,17,5,
(0,17),(17,22),(17,25),-0.0553705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,23),(17,24),0.0343195 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,23),(17,25),-0.13786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,24),(17,25),0.140921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,17),(17,16),0.027075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,15),0.292535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,13),0.253258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,11),-0.0387612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,10),0.127561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,5),0.023744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,17),(17,17),(17,-1),-0.643998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,17),(17,16),(17,15),0.0911608 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,13),0.123894 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,11),0.116238 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,10),0.0576836 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,5),0.128937 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,16),(17,-1),0.0282046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,15),(17,13),-0.106227 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,11),0.1182 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,10),0.344648 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,5),0.178552 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,15),(17,-1),0.0440221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,13),(17,11),0.139199 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,13),(17,10),0.119187 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,13),(17,5),0.105194 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,13),(17,-1),-0.263864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,11),(17,10),0.0987291 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,11),(17,5),0.119139 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,11),(17,-1),-0.206714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,10),(17,5),0.121084 # DEPENDENCYPART_GRANDSIBL
(0,17),(17,10),(17,-1),-0.367496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,17),(17,5),(17,-1),0.0350029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0437561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.0485018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.026574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,25),-0.135948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,6),-0.042 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0421044 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,25),-0.0436122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,25),-0.0392591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,25),-0.0279359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.118108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,-1),-0.181665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.127239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.044322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.0472994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.047292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.0322569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.0440038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,10),-0.0456595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,12),-0.047292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,25),-0.0567103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0420656 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.0420656 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,7),-0.0420335 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),-0.0422147 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,10),-0.042008 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,12),-0.0420656 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,25),-0.0450752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,7),-0.0420037 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),-0.0420294 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,10),-0.0421085 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,25),-0.0474551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,7),-0.0420037 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),-0.0420294 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,10),-0.042107 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,25),-0.0474491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,7),(3,9),-0.0420704 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,10),-0.0425213 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,12),-0.0420364 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,25),-0.0361843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,10),-0.042008 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,12),-0.0420656 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,25),-0.044757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,10),(3,12),-0.0420303 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,25),-0.0352276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,12),(3,25),-0.0474491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.11481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.121042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,-1),-0.124983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.118094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,2),(3,-1),-0.127914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.126242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,1),(1,3),-0.124973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,1),(1,25),-0.108999 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,2),(1,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,1),(1,2),(1,25),-0.125481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,1),(1,3),(1,25),-0.125008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,1),(1,1),(1,-1),-0.0254206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,4),-0.0274075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,5),-0.059756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,6),-0.058935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,7),-0.0400443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,9),-0.0274051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,10),-0.0682179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,12),-0.0589362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,25),-0.090282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,4),(3,5),-0.0359659 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,6),-0.0359654 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,7),-0.0394477 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,9),-0.0417642 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,10),-0.0434105 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,12),-0.0359654 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,4),(3,25),-0.0485632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,5),(3,6),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,7),-0.0422318 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,9),-0.0430088 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,10),-0.0477006 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,12),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,5),(3,25),-0.0422497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,6),(3,7),-0.0422317 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,9),-0.0430088 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,10),-0.0473095 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,12),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,6),(3,25),-0.0418909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,7),(3,9),-0.042527 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,10),-0.0463435 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,12),-0.038487 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,7),(3,25),-0.047311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,9),(3,10),-0.0432576 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,12),-0.0359652 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,9),(3,25),-0.048561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,10),(3,12),-0.0540881 # DEPENDENCYPART_GRANDSIBL
(2,3),(3,10),(3,25),-0.0675754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,12),(3,25),-0.0418922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,3),(3,3),(3,2),0.098607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,3),(3,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,3),(3,-1),-0.0758368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,2),(3,1),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,3),(3,2),(3,-1),-0.151702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,3),(3,1),(3,-1),-0.128836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),-0.0642834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,8),-0.0264791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,9),-0.0264791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,10),-0.0368621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,12),-0.0679812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,16),-0.0679186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,17),-0.0712446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,18),-0.0624183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,19),-0.0623632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,21),-0.0368621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,25),0.119948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,8),-0.0410156 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,9),-0.0410156 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,10),-0.0327867 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,12),-0.0401197 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,16),-0.0381277 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,17),-0.0401197 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,18),-0.041644 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,19),-0.041644 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,21),-0.0327867 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,24),-0.0429701 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,25),-0.0540547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.05135 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,10),-0.0164683 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.0501838 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,16),-0.0501838 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,17),-0.0501838 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,18),-0.0444491 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,19),-0.0444491 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,21),-0.0164683 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,24),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,25),-0.0980498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,10),-0.0164683 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.0501838 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,16),-0.0501838 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,17),-0.0501838 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,18),-0.0444491 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,19),-0.0444491 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,21),-0.0164683 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,24),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,25),-0.0980498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,10),(6,12),-0.0475808 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,16),-0.0475808 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,17),-0.0475808 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,18),-0.0154176 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,19),-0.0179762 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,21),-0.0420853 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,25),-0.0541133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,16),-0.0425167 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,17),-0.0425167 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,18),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,19),-0.0420324 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,21),-0.0430305 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,24),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,25),-0.0273992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,17),-0.0425167 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,18),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,19),-0.0420324 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,21),-0.0430852 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,24),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,25),-0.0254318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,17),(6,18),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,19),-0.0420324 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,21),-0.0430305 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,24),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,25),-0.0306626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,18),(6,19),-0.0489693 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,21),-0.0428906 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,24),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,25),-0.0416552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,19),(6,21),-0.0428906 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,24),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,25),-0.0442056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,21),(6,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,21),(6,25),-0.0541133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,24),(6,25),-0.0456856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.114961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.132413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.135239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.229249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.118444 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.118444 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.135027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.124607 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.120248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,-1),-0.119278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),-0.0100741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),-0.0100741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,10),-0.0436772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,12),-0.0056795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,16),-0.006252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,23),-0.0138789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,25),-0.157132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.0429608 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,10),-0.0483862 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,12),-0.0424646 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,16),-0.0424646 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,23),-0.0429608 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,25),0.0314763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,10),-0.0483862 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,12),-0.0424646 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,16),-0.0424646 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,23),-0.0429608 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,25),0.0314763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,10),(7,12),-0.0438089 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,16),-0.043809 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,23),-0.0437792 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,25),-0.0371326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,12),(7,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,23),-0.0422101 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,25),-0.0115077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,16),(7,23),-0.0422101 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,16),(7,25),-0.0122973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,23),(7,25),0.0276703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,4),0.060123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.0396841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,4),(7,-1),-0.180205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.102142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.127101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,25),0.132294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,25),-0.141645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,25),-0.127923 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,-1),0.181934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,3),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,6),-0.135912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,7),-0.131937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,25),0.0463218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,3),(2,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,3),(2,25),-0.122426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,6),(2,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,25),-0.145149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,7),(2,25),-0.165281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,2),(2,1),-0.0442222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,-1),0.0762696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,1),(2,-1),-0.0908323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,4),(4,5),0.0450829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,6),0.0456436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,7),-0.0491044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,9),-0.17755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,10),0.138472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,12),0.0452051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,4),(4,4),(4,25),0.100848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,4),(4,5),(4,6),-0.0450753 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,7),-0.0527217 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,9),-0.0484497 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,10),-0.0541936 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,12),-0.0450753 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,5),(4,25),-0.018255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,6),(4,7),-0.0527149 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,9),-0.0484235 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,10),-0.0559447 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,12),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(3,4),(4,6),(4,25),-0.0139054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,4),(4,7),(4,9),-0.0412928 # DEPENDENCYPART_GRANDSIBL
