# _root_ In composite trading on the New York Stock Exchange , Black & Decker closed at $ 19.75 yesterday , down 25 cents .
#goldHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
#predictedHeads=14,3,1,3,9,9,9,9,4,14,12,14,12,0,14,17,15,14,14,14,22,20,14,
(20,20),(20,16),-0.33972 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,15),-0.210514 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,12),0.46769 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,9),-0.346698 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,3),-0.100251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,-1),-0.191013 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,19),(20,18),-0.228915 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,16),-0.353852 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,15),-0.633215 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,12),-0.0699814 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,9),-0.488659 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,3),-0.69149 # DEPENDENCYPART_NEXTSIBL
(20,19),(20,-1),-0.977271 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,18),(20,16),-0.344551 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,15),-0.611931 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,12),-1.07269 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,9),-1.18475 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,3),-1.09479 # DEPENDENCYPART_NEXTSIBL
(20,18),(20,-1),-0.764742 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,16),(20,15),-0.371048 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,12),-0.649151 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,9),-0.771184 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,3),-0.809084 # DEPENDENCYPART_NEXTSIBL
(20,16),(20,-1),-0.533309 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,15),(20,12),-0.915479 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,9),-1.15915 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,3),-1.05658 # DEPENDENCYPART_NEXTSIBL
(20,15),(20,-1),-0.82833 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,12),(20,9),-0.713251 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,3),-0.70942 # DEPENDENCYPART_NEXTSIBL
(20,12),(20,-1),-0.539791 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,9),(20,3),-1.04695 # DEPENDENCYPART_NEXTSIBL
(20,9),(20,-1),-0.671004 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,3),(20,-1),-0.448729 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,23),-0.869744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.169474 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,23),(21,24),-1.4307 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.304531 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-1.3666 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,17),-0.252437 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.32037 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,18),-0.821987 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,17),-0.835446 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.908016 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,17),-0.42222 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-0.77363 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,17),(21,-1),-0.510281 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.695346 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.280515 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-1.33218 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.358858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-0.224461 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,19),-1.11891 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,18),-1.26913 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,17),-0.271747 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,16),-0.224945 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,15),-0.208304 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,-1),-0.383162 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,21),(22,20),-0.407881 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,19),-0.669693 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,18),-0.821872 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,17),-0.826549 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,16),-0.849606 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,15),-1.18715 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.687316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.714509 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,18),-0.796613 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-0.850262 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,16),-0.913663 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,15),-0.957047 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.898483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,18),-0.308543 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,17),-0.74991 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,16),-0.423449 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,15),-0.708387 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-1.09219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,18),(22,17),-0.366144 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,16),-0.213259 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,15),-0.589309 # DEPENDENCYPART_NEXTSIBL
(22,18),(22,-1),-0.710326 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,16),-0.521896 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,15),-0.936495 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-0.410734 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,16),(22,15),-0.395635 # DEPENDENCYPART_NEXTSIBL
(22,16),(22,-1),-0.625648 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,-1),-0.80545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.315969 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,-1),0.0275948 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(1,2),0.48542 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.303882 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.174017 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0665913 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.185052 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.11305 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0575464 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.639775 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.756843 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.384037 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.351633 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.352409 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.108768 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.322742 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.401694 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.136486 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.168662 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.72663 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.69385 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.554591 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.466862 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.485126 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.51455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.500541 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.397867 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.158792 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.219671 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.106056 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.217424 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0691551 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.015244 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.677644 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.000750902 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.674997 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0588678 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.579794 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.0633551 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.34833 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.338222 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0179544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.369034 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.162112 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.09124 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.342675 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.736327 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.188677 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.676361 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.133611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.553041 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.336247 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.983953 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.476559 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),2.54295 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.585918 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.406951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.148751 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.00545861 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.460632 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0619158 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0107738 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.266372 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.179133 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.911144 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.182107 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0168589 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.664451 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.255931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.488156 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.188404 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.829902 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.446979 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.383615 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.0103124 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),2.40795 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.506752 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.419384 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.190334 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.0234627 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.437397 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0459414 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.0175687 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.204898 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.176595 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.991282 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.160162 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.649309 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.225946 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.513732 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.575867 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.0409601 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),1.02404 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.551473 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.558212 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.108154 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),2.63096 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.836616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.0387446 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.738309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),1.08503 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0209571 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.11631 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0352894 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0293092 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.115392 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.210691 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.145002 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0293014 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.148683 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.324901 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),0.223216 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-0.564587 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.900148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.690203 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.640221 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.207628 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.0410328 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.0647303 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.134328 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.245131 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0078598 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.090275 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.00705585 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.268281 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.205502 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.892588 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.639012 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.144297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.168584 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.00945498 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0960889 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.165512 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.130439 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.191435 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0854978 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.180989 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.143613 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.144054 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),0.220735 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.187241 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.172954 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.124625 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.164458 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),0.895949 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.674314 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.107074 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.133668 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.105093 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.237437 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.1513 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.127766 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.00935263 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.301219 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.160167 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.641747 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-1.01257 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.318602 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-0.543583 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.949354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.59364 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.581227 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),-0.223527 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.425174 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.0352282 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.0648695 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.0307595 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),0.179229 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.0572961 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.181121 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.057667 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.126304 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.623973 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.577862 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-1.10519 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.782025 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.443433 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),0.170707 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.647643 # DEPENDENCYPART_GRANDPAR
(1,12),(12,23),-0.519333 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.51992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.350939 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.571711 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.810728 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.81845 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.854559 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.902225 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.429661 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.714298 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.552137 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.20522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0522048 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.337062 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.3581 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.351197 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.375123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.439529 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0151154 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.628327 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.281447 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.716435 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.421495 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.962382 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.73047 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.384858 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.29197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.177968 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.460081 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.389299 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.359517 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.33878 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.381893 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.496667 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.130913 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.139372 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.672647 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.0974883 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.761781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0538321 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.193928 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.321429 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.347074 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.33695 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.120136 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0947867 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.113106 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.0408585 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.0924039 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.472309 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.603349 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.185789 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.211151 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0905645 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.21279 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.271147 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.175204 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0958762 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0737866 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.276739 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.249653 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.166293 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0933897 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.102911 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.198096 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.210502 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.133705 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.191757 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.144948 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),0.11331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0830924 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.180673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.199418 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.158149 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0200132 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.0518137 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0297191 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.183891 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),0.321771 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.570854 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0361808 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.53291 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.733389 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.115191 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.692877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.332579 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0135793 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.118156 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.210363 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.188218 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.260665 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.124778 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.0310981 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.112287 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0280847 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.47255 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.154255 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.094604 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.431505 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.0634037 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),0.0983299 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.375941 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.529965 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.794922 # DEPENDENCYPART_GRANDPAR
