# _root_ But Mr. Schulte , the bondholders ' adviser , said Revco was dragging its feet in responding to the proposal .
#goldHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
#predictedHeads=10,3,10,3,6,8,6,3,3,0,12,10,12,15,13,13,16,17,20,18,10,
(0,10),(10,10),(10,8),0.376452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,6),0.37634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,5),0.234756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,4),0.123145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,3),0.374102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,2),0.375229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,1),0.0776896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,-1),-0.641139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,9),(10,8),0.0868879 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,6),0.0868899 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,5),0.119907 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,4),0.0709217 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,3),0.0868899 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,2),0.0868897 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,1),0.115157 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,9),(10,-1),-0.360189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,8),(10,6),0.112059 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,5),0.0801518 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,4),0.270121 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,3),0.112059 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,2),0.109644 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,1),0.16727 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,8),(10,-1),0.0840203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,6),(10,5),0.0801518 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,4),0.270572 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,3),0.112059 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,2),0.109644 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,1),0.16727 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,6),(10,-1),0.0835056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,5),(10,4),0.14354 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,3),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,2),0.113404 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,1),0.114553 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,5),(10,-1),-0.13211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,4),(10,3),0.0868899 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,4),(10,2),0.0868897 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,4),(10,1),0.115157 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,4),(10,-1),-0.360189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,3),(10,2),0.109644 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,3),(10,1),0.16727 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,3),(10,-1),0.0836597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,2),(10,1),0.167265 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,2),(10,-1),0.0802987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,1),(10,-1),0.00316115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,13),-0.0480673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,15),-0.0141062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,16),-0.153438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,17),-0.0492772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,18),-0.0830297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,20),-0.0100819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,21),-0.112803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,22),-0.204911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,13),(12,15),-0.00306147 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,16),0.0448618 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,17),-0.0477041 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,18),-0.0310602 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,20),-0.00306147 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,21),-0.0418128 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,22),-0.0569796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,15),(12,16),0.0534087 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,17),0.00666472 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,18),-0.0314731 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,20),0.0231582 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,21),0.0736275 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,22),-0.0753924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,16),(12,17),-0.0426609 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,18),0.0142828 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,20),-4.88465e-05 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,21),0.113017 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,22),-0.0620234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,17),(12,18),-0.0310602 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,20),-0.00306147 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,21),-0.043042 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,22),-0.0569796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,18),(12,20),0.00400509 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,21),0.0248645 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,22),-0.051534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,20),(12,21),0.0762808 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,22),-0.0753935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,21),(12,22),0.193929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,11),0.324457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,10),0.072529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,9),0.127265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,8),0.324595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,6),0.324482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,4),0.127265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,3),0.322245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,2),0.323371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,1),0.0698556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,-1),-0.636059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,11),(12,10),0.128502 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,9),0.284202 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,8),0.109077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,6),0.109077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,4),0.284202 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,3),0.109077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,2),0.106663 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,1),0.154614 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,-1),0.0822354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,10),(12,9),0.0522077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,8),0.0589211 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,6),0.0589434 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,4),0.0522077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,3),0.0586214 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,2),0.0589357 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,1),0.11932 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,-1),-0.0652035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,9),(12,8),0.0971088 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,6),0.0971107 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,4),0.0719459 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,3),0.0971107 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,2),0.0971105 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,1),0.0966365 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,-1),-0.342722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,8),(12,6),0.109077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,4),0.283774 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,3),0.109077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,2),0.106663 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,1),0.154614 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,-1),0.0827517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,6),(12,4),0.284225 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,3),0.109077 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,2),0.106663 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,1),0.154614 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,-1),0.082237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,4),(12,3),0.0971107 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,2),0.0971105 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,1),0.0966365 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,-1),-0.342722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,3),(12,2),0.106662 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,3),(12,1),0.154614 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,3),(12,-1),0.0823911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,2),(12,1),0.154609 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,2),(12,-1),0.0790301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,1),(12,-1),-0.00675408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,13),(13,15),-0.0300053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,16),-0.165635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,17),-0.0466295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,18),-0.0814549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,20),-0.025981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,21),-0.111076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,22),-0.195809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,15),(13,16),0.0657151 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,17),0.00490858 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,18),-0.0295058 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,20),0.0259389 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,21),0.0512901 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,22),-0.0753363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,16),(13,17),-0.0497703 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,18),0.0142899 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,20),-0.00345167 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,21),0.111623 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,22),-0.0620234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,17),(13,18),-0.0307739 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,20),-0.000573664 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,21),-0.0355648 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,22),-0.0596388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,18),(13,20),0.00434503 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,21),0.0211494 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,22),-0.051534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,20),(13,21),0.0539434 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,20),(13,22),-0.0753374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,21),(13,22),0.171996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,13),(13,12),0.06048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,11),0.320215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,10),0.0544541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,9),0.115111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,8),0.320353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,-1),-0.633935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,12),(13,11),0.0517884 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,10),0.107685 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,9),0.0658764 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,8),0.0517662 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,12),(13,-1),-0.0434093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,11),(13,10),0.130055 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,9),0.283313 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,8),0.105898 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,11),(13,-1),0.0646622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,10),(13,9),0.0627969 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,8),0.0551896 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,10),(13,-1),-0.0668697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,9),(13,8),0.101829 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,9),(13,-1),-0.349652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,8),(13,-1),0.0651785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0158194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.0417655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.0374596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),-0.01582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.0417655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.0838719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,22),0.0302167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),0.000303008 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0225678 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.0241112 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),0.000303008 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0183716 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,22),-0.013169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),0.0186541 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),-0.0195467 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),-0.0230504 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,22),-0.0395966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,8),-0.0208952 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,9),-0.0197322 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,22),-0.0272044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,8),(2,9),0.000303008 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,12),-0.0183716 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,22),-0.0137344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,9),(2,12),-0.0230504 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,22),-0.0395966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,12),(2,22),-0.024438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.112876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,-1),-0.0546844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.166597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.0417655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.0142709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,7),-0.0374596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,8),-0.0142716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.0417655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,10),-0.0816349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,11),-0.0146338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,12),-0.0838608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,16),-0.0372603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,22),0.0531834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,6),0.0192187 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,7),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,8),0.0186541 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),-0.0195467 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,10),-0.0211577 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,11),0.0192187 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,12),-0.0230504 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,16),-0.0306267 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,22),-0.0395966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,7),-0.0225678 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,8),-0.0241112 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),0.000303008 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,10),-0.0183668 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,11),-0.0241112 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,12),-0.0183712 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,16),-0.0263336 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,22),-0.0116258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,7),(3,8),-0.0208952 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,9),-0.0197322 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,10),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,11),-0.0208952 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,16),-0.0194686 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,7),(3,22),-0.0272044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,8),(3,9),0.000303008 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,10),-0.0183668 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,11),-0.0241112 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,12),-0.0183712 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,16),-0.0263336 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,22),-0.0121912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,10),-0.0211577 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,11),0.0192187 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,12),-0.0230504 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,16),-0.0306267 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,9),(3,22),-0.0395966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,10),(3,11),-0.0267765 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,12),-0.0212848 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,16),-0.0150218 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,10),(3,22),-0.0197516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,11),(3,12),-0.0183712 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,16),-0.0263336 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,11),(3,22),-0.0120232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,12),(3,16),-0.0150218 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,12),(3,22),-0.0244264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,16),(3,22),-0.0674061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.0456795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.112876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,-1),-0.0306924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.104686 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,2),(3,-1),-0.167565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.166597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,22),0.0632698 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,-1),-0.0534524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,8),(8,9),-0.0417655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,10),-0.0816349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,11),-0.0127825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,12),-0.0838608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,13),-0.0824913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,15),-0.012428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,16),-0.0372603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,17),-0.0824913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,18),0.00386096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,8),(8,8),(8,22),0.054417 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,8),(8,9),(8,10),-0.0211577 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,11),0.0190668 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,12),-0.0230504 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,13),-0.0211567 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,15),0.0190668 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,16),-0.0306267 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,17),-0.0211567 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,18),-0.0203887 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,9),(8,22),-0.0395966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,8),(8,10),(8,11),-0.0267765 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,12),-0.0212848 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,13),-0.0212783 # DEPENDENCYPART_GRANDSIBL
(1,8),(8,10),(8,15),-0.0267765 # DEPENDENCYPART_GRANDSIBL
